"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordNumber","year","month","day","locality","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","class","previousCatalogNumber","typeStatus","infraspecificEpithet","relatedCatalogItem"
"840","2018-12-03 11:25:57-02","CEPLAC","CEPEC","44513","S","Plantae",NA,NA,"Moraceae","Sorocea","hilarii","Sorocea hilarii","R. M. de Castro",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49883","1985","10","17","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006"
"841","2018-12-03 11:24:18-02","CEPLAC","CEPEC","44512","S","Plantae",NA,NA,"Meliaceae","Trichilia","multiplinervis","Trichilia multiplinervis","J. R. Pirani",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50779","1986","11","15","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"842","2018-12-03 11:21:00-02","CEPLAC","CEPEC","46849","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","W. R. Anderson",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"51336","1987","08","20","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"843","2018-12-03 11:15:49-02","CEPLAC","CEPEC","43563","S","Plantae",NA,NA,"Euphorbiaceae","Pausandra","morisiana","Pausandra morisiana","G. L. Webster",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49866","1985","10","16","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"844","2018-12-03 11:28:13-02","CEPLAC","CEPEC","51018","S","Plantae",NA,NA,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","S. F. Smith",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50712","1987","12","08","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"845","2018-12-03 11:27:56-02","CEPLAC","CEPEC","75230","S","Plantae",NA,NA,"Nyctaginaceae","Guapira","opposita","Guapira opposita","S. F. Smith",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49884","1985","10","17","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"846","2018-12-03 11:04:41-02","CEPLAC","CEPEC","46874","S","Plantae",NA,NA,"Araceae","Asterostigma","lombardii","Asterostigma lombardii","E. G. Gonçalves",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49871","1985","10","17","Venda Nova.",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"847","2018-12-03 11:06:50-02","CEPLAC","CEPEC","40714","S","Plantae",NA,NA,"Begoniaceae","Begonia","integerrima","Begonia integerrima","G. Hatschbach",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49864","1985","10","16","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/1986"
"848","2018-12-03 11:19:17-02","CEPLAC","CEPEC","43562","S","Plantae",NA,NA,"Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","H. van der Werff",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49868","1985","10","16","Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"849","2018-12-03 11:03:03-02","CEPLAC","CEPEC","46853","S","Plantae",NA,NA,"Anacardiaceae","Tapirira","marchandii","Tapirira marchandii","J. R. Pirani",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49977","1985","10","20","Venda Nova, Torre da TELEST.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"850","2018-12-03 11:08:14-02","CEPLAC","CEPEC","58164","S","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","burle-marxii","Pitcairnia burle-marxii","E. M. C. Leme",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49981","1985","10","20","Venda Nova, torre Telest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"851","2019-10-15 16:17:36-03","CEPLAC","CEPEC","43622","S","Plantae",NA,NA,"Melastomataceae","Miconia","octopetala","Miconia octopetala","R. Goldenberg",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49984","1985","10","20","Venda Nova, torre Telest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/1997"
"852","2019-10-21 13:35:39-03","CEPLAC","CEPEC","43502","S","Plantae",NA,NA,"Bignoniaceae","Tabebuia","bureauvii","Tabebuia bureauvii","A. Gentry",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49983","1996","03","29","Venda Nova, torre Telest. Mata da crista de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"853","2018-12-03 11:19:16-02","CEPLAC","CEPEC","43560","S","Plantae",NA,NA,"Lauraceae","Nectandra","puberula","Nectandra puberula","H. van der Werff",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"49979","1985","10","20","Venda Nova, tor. TELEST. Vale entre morros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987"
"854","2018-12-03 11:20:35-02","CEPLAC","CEPEC","46838","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","muricata","Banisteriopsis muricata","W. R. Anderson",NA,NA,"G. Hatschbach","Brasil","Espírito Santo","CONCEIÇÃO DO CASTELO","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"52739","1989","02","23","Viaduto Venda Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989"
"855","2019-10-16 14:12:20-03","UEL","FUEL","4117","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Polygalaceae","Polygala","salicina","Polygala salicina",NA,NA,NA,"Hatschbach, G","Brasil","Espírito Santo","Conceição Castelo",NA,NA,NA,NA,"Arbusto delgado 1m; flores amarelas. Mata pluvial.",NA,"Chad.","49863","1985","10","16","Venda venda",NA,NA,NA,NA,"FUEL015083",NA,"950","950",NA,NA,NA,NA,NA,NA
"856","2019-10-16 14:12:08-03","UEL","FUEL","48018","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Machaerium","brasiliense","Machaerium brasiliense","Mendonça, CV","2014","10","Hatschbach, G; Zelma, FJ","Brasil","Espirito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Trepadeira lenhosa; flor creme, nervuras e pelos marrons.","auto","Vogel","49920","1985","10","18","Alto Bananal, mata pluvial",NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"857","2019-10-16 14:11:01-03","UEL","FUEL","43891","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Specklinia","grobyi","Specklinia grobyi","Stancik, JF","2013",NA,"Hatschbach, G; Zelma, FJ","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Epífita, flor alvacenta, nervuras vinosas.","auto","(Bateman ex Lindl.) F.Barros","49951","1985","10","18","Alto Bananal., Mata pluvial.",NA,NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA
"858","2019-10-16 14:11:44-03","UEL","FUEL","4021","PreservedSpecimen","Plantae","Tracheophyta","Cucurbitales","Begoniaceae","Begonia","integerrima","Begonia integerrima","Hatschbach, G",NA,NA,"Hatschbach, G","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Cresce ao longo do tronco de árvores da mata pluvial; Flor vermelha.","auto","Spreng.","49864","1985","10","16","Venda Nova",NA,NA,NA,NA,"FUEL001957",NA,"950","950",NA,NA,NA,NA,NA,NA
"859","2016-09-19 16:08:13-03","UnB","UB","142351","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","Anderson, WR","1989",NA,"Hatschbach, G; Hatschbach, M","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Trepadeira lenhosa. Flor amarela. Frutos vermelhos.; Orla mata pluvial","auto","Cav.","51316","1987","08","20","Alto Bananal","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","2016-09-19 16:10:23-03","UnB","UB","107672","S","Plantae","Dicotyledoneae",NA,"Moraceae","Dorstenia","longifolia","Dorstenia longifolia","Carauta, JPP",NA,NA,"Hatschbach, G; Silva, JM","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Ereta 1m; Mata pluvial.","auto","Moric.","49956","1985","10","18","Alto Bananal","Southern America",NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA
"861","2019-05-06 11:59:42-03","UFU","HUFU","65721","S","Plantae",NA,NA,"Melastomataceae","Miconia","hirtella","Miconia hirtella","Goldemberg, R.","2010",NA,"Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arbusto, ca. 2,5 m alt. Flor creme.; Orla Mata Pluvial.","auto","Cogn.","49900","1985","10","18","Alta Bananal",NA,NA,NA,NA,"HUFU00063108","HUFU00063108",NA,NA,NA,NA,NA,NA,NA,NA
"862","2019-05-06 11:57:49-03","UFU","HUFU","57236","S","Plantae",NA,NA,"Fabaceae","Machaerium","triste","Machaerium triste","Mendonça, C.V.","1999",NA,"Hatschbach, G.; Zelma, F.J.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Trepadeira com flor creme.; Mata pluvial.","auto","Vogel","49920","1985","10","18","Alto Bananal",NA,NA,NA,NA,"HUFU00009506","HUFU00009506",NA,NA,NA,NA,NA,NA,NA,NA
"863","2019-05-06 12:01:28-03","UFU","HUFU","57241","S","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum","Carvalho-Silva, M.","2005",NA,"Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arbusto 2 m. Espigas alvas.; Mata pluvial.","auto","Aubl.","50711","1986","11","06","Venda Nova",NA,NA,NA,NA,"HUFU00019730",NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","2020-03-02 13:44:14-03","UFSC","FLOR","19901","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","Anderson, W.R.",NA,NA,"Hatschbach, G.; Hatschbach, M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"trepadeira lenhosa, flor amarelavermelho","auto","Cav.","51316","1987","08","20","Alto Bananal.",NA,NA,NA,NA,"FLOR0019901",NA,"1100","1100",NA,NA,NA,NA,NA,NA
"865","2020-03-02 13:44:02-03","UFSC","FLOR","29243","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium","Webster, G.L.",NA,NA,"Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"arbusto, flor esverdeada, 3m altura","auto","(Müll.Arg.) Pax","50694","1986","11","06","Alto Bananal.",NA,NA,NA,NA,"FLOR0029243",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","2020-03-02 13:47:47-03","UFSC","FLOR","19704","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Dorstenia","longifolia","Dorstenia longifolia","Carauta, J.P.P.",NA,NA,"Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"ereto, 1m altura","auto","Moric.","49956","1985","10","18","Alto Bananal.",NA,NA,NA,NA,"FLOR0019704",NA,"800","800",NA,NA,NA,NA,NA,NA
"867","2020-03-02 13:43:47-03","UFSC","FLOR","19975","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Ocotea","divaricata","Ocotea divaricata","Werff, H. van der",NA,NA,"Hatschbach, G.; Cervi, A.C.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"arvoreta, flor creme muito odorífera, 5m altura","auto","(Nees) Mez","51338","1987","08","20","Providência.",NA,NA,NA,NA,"FLOR0019975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","2020-03-02 13:44:46-03","UFSC","FLOR","9200","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Meriania","tetramera","Meriania tetramera","Hatschbach, G.",NA,NA,"Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"árvore, flor alvacenta, 6m altura","auto","Wurdack","49403","1985","06","14","Ribeirão do Meio.",NA,NA,NA,NA,"FLOR0009200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","2020-03-02 13:43:02-03","UFSC","FLOR","15269","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","catharinensis","Tabernaemontana catharinensis","Seger, G.D.S.","2016","06","Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"pequena árvore com látex alvo, flor creme, tubo verde","auto","A.DC.","48641","1984","12","05","Rod. BR- 262.",NA,NA,NA,NA,"FLOR0015269","FLOR0015269",NA,NA,"07",NA,NA,NA,NA,NA
"870","2020-03-02 13:42:05-03","UFSC","FLOR","27982","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Guapira","opposita","Guapira opposita","Smith, S.F.",NA,NA,"Hatschbach, G.; Zelma, F.J.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"árvore, flor verde-pálido, 8m altura","auto","(Vell.) Reitz","49884","1985","10","17","Venda Nova.",NA,NA,NA,NA,"FLOR0027982",NA,"800","800",NA,NA,NA,NA,NA,NA
"871","2020-03-02 13:44:12-03","UFSC","FLOR","19976","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Anderson, W.R.",NA,NA,"Hatschbach, G.; Hatschbach, M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"árvore, flor avermelhado, 10m altura","auto","Griseb.","51336","1987","08","20","Venda Nova.",NA,NA,NA,NA,"FLOR0019976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","2020-03-02 13:45:29-03","UFSC","FLOR","36934","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Plinia","rivularis","Plinia rivularis",NA,NA,NA,"Hatschbach, G.; Silva, J.M.","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"árvore copada, flor alva, 15m altura","auto","(Cambess.) Rotman","49879","1985","10","17","Venda Nova, arredores.",NA,NA,NA,NA,"FLOR0036934",NA,"800","800",NA,NA,NA,NA,NA,NA
"873","2019-09-30 11:26:15-03","IF","SPSF","17124","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","anceps","Myrcia anceps","M.Sobral","1993","01","G. Hatschbach","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"COLETA: Arbusto 4m de altura, flores alvas.; GEOGRAFIA: Mata às margens do rio.;","auto","(Spreng.) O.Berg","50782","1986","11","11","Ribeirão do Meio","América do Sul",NA,NA,NA,NA,NA,NA,NA,"01","Magnoliopsida",NA,NA,NA,NA
"874","2019-09-30 11:26:04-03","IF","SPSF","27818","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","expansa","Eugenia expansa","Osny T. Aguiar","2017","08","J.M.Silva","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 5m, flor alva.; GEOGRAFIA: Mata da beira do rio.;","auto",NA,"2864","1999","01","15","Ribeirão do Meio","América do Sul",NA,NA,NA,NA,NA,NA,NA,"25","Magnoliopsida",NA,NA,NA,NA
"875","2019-09-30 11:22:57-03","IF","SPSF","10671","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Guapira","opposita","Guapira opposita",NA,NA,NA,"G. Hatschbach & F.J.Zelma","Brasil","ES","Conceiçao do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata pluvial&nf;;","auto",NA,"49884","1985","10","17","venda nova","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"876","2020-03-06 14:32:11-03","UFRGS","ICN","169787","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Giacomin, LL","2015","07","Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Doação Herbário MBM","auto","Sendtn.","49978","1985","10","20","Córrego Telesp Venda Nova","América do Sul",NA,NA,NA,"ICN00035847",NA,"1000","1000",NA,NA,NA,NA,NA,NA
"877","2020-03-06 14:27:07-03","UFRGS","ICN","173778","S","Plantae","Dicotyledon",NA,"Fabaceae","Lonchocarpus",NA,"Lonchocarpus",NA,NA,NA,"Pereira, E","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Doação Herbário HB 36941","auto",NA,"9864","1965","02","27","Indaia","América do Sul",NA,NA,NA,"ICN00023487",NA,"800","800",NA,NA,NA,NA,NA,NA
"878","2020-03-06 14:32:11-03","UFRGS","ICN","165652","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","Stemamm, SR",NA,NA,"Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"doação MBM","auto","Sendtn.","49978","1985","10","20","Venda Nova Córrego Telesp","América do Sul",NA,NA,NA,"ICN00038508",NA,"1000","1000",NA,NA,NA,NA,NA,NA
"879","2020-03-06 14:30:25-03","UFRGS","ICN","094534","S","Plantae","Dicotyledon",NA,"Myrtaceae","Gomidesia",NA,"Gomidesia",NA,NA,NA,"Hatschbach, G","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto",NA,"50701","1986","11","06","Alto Bananal","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","2020-03-06 14:30:25-03","UFRGS","ICN","083567","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Sobral, M","1986","01","Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cambess.","49914","1985","03","18","Alto Bananal","América do Sul",NA,NA,NA,NA,NA,"80","80",NA,NA,NA,NA,NA,NA
"881","2020-03-06 14:30:33-03","UFRGS","ICN","090143","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","anceps","Myrcia anceps","Sobral, M","1991",NA,"Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Spreng.) O.Berg.","50782","1986","11","11","Ribeirão do Meio","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","2020-03-06 14:30:33-03","UFRGS","ICN","083488","S","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","anceps","Myrcia anceps","Sobral, M","1988","05","Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Spreng.) O.Berg.","48653","1984","12","05","Rodovia BR-292","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","2020-03-06 14:30:25-03","UFRGS","ICN","083565","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","tinguyensis","Eugenia tinguyensis","Sobral, M","1986","01","Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cambess.","49899","1985","10","17","Venda Nova","América do Sul",NA,NA,NA,NA,NA,"70","70",NA,NA,NA,NA,NA,NA
"884","2020-03-06 14:30:46-03","UFRGS","ICN","096334","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","rivularis","Plinia rivularis","Sobral, M",NA,NA,"Hatschbach, G; Silva, JM","Brasil","ES","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Cambess.) Rotman","49879","1985","10","17","Venda nova, arredores","América do Sul",NA,NA,NA,NA,NA,"800","800",NA,NA,NA,NA,NA,NA
"885","2019-11-21 10:07:57-03","IBt","SP","445385A","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","membranifolia","Banisteriopsis membranifolia","Almeida, RF","2012","05","Kollmann, L; Fontana, AP; Esgario, C; Leme, E","Brasil","Espírito Santo","Conceição do Castelo","-41.263889","-20.277778",NA,NA,NA,NA,"(A.Juss.) B.Gates","11612","2009","04","25","Estrada Venda Nova para Ibatiba, BR 262",NA,"-41.263889","-20.277778",NA,NA,NA,"1044","1044",NA,NA,NA,NA,NA,NA
"886","2019-11-21 10:15:09-03","IBt","SP","238384","S","Plantae",NA,NA,"Poaceae","Chusquea","ramosissima","Chusquea ramosissima",NA,NA,NA,"Clark, L; Morel, M","Brasil","Espírito Santo","Conceição do Castelo","-41.216667","-20.316667",NA,NA,NA,NA,"Lindm.","694","1990","02","22","BR-262, viaduct about 1 km or so past the exit for Conceição do Castelo, in direction of Belo Horizonte.",NA,"-41.216667","-20.316667",NA,"SP042534","SP042534","770","770",NA,NA,NA,NA,NA,NA
"887","2019-11-21 10:15:09-03","IBt","SP","238384a","Extra","Plantae",NA,NA,"Poaceae","Chusquea","ramosissima","Chusquea ramosissima",NA,NA,NA,"Clark, L; Morel, M","Brasil","Espírito Santo","Conceição do Castelo","-41.216667","-20.316667",NA,NA,NA,NA,"Lindm.","694","1990","02","22","BR-262, viaduct about 1 km or so past the exit for Conceição do Castelo, in direction of Belo Horizonte.",NA,"-41.216667","-20.316667",NA,"SP042531","SP042531","770","770",NA,NA,NA,NA,NA,NA
"888","2019-11-21 10:15:56-03","IBt","SP","238260","S","Plantae",NA,NA,"Poaceae","Merostachys",NA,"Merostachys",NA,NA,NA,"Clark, L; Morel, M","Brasil","Espírito Santo","Conceição do Castelo","-41.183333","-20.333333",NA,NA,NA,NA,NA,"693","1990","02","21","BR-262, km 113, forest patch next to Vila Camargo.",NA,"-41.183333","-20.333333",NA,NA,NA,"720","720",NA,NA,NA,NA,NA,NA
"889","2019-11-21 10:07:29-03","IBt","SP","250171","S","Plantae",NA,NA,"Lauraceae","Ocotea","divaricata","Ocotea divaricata","Werff, H van der","1988",NA,"Hatschbach, G; Cervi, AC","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","(Nees) Mez","51338","1987","08","20",NA,NA,NA,NA,NA,"SP054696","SP054696",NA,NA,NA,NA,NA,NA,NA,NA
"890","2019-11-21 10:09:02-03","IBt","SP","249900","S","Plantae",NA,NA,"Malpighiaceae","Mascagnia","velutina","Mascagnia velutina","Almeida, RF","2012","09","Hatschbach, G; Zelma, FJ","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","C.E.Anderson","49939","1985","10","18","Alto Bananal",NA,NA,NA,NA,"SP019803","SP019803","800","800",NA,NA,NA,"Paratype",NA,NA
"891","2019-11-21 10:09:19-03","IBt","SP","250175","S","Plantae",NA,NA,"Malpighiaceae","Tetrapterys","mucronata","Tetrapterys mucronata","Anderson, WR","1989",NA,"Hatschbach, G; Hatschbach, M; Cervi, AC","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,NA,"auto","Cav.","51316","1987","08","20","Alto Bananal",NA,NA,NA,NA,"SP021847",NA,"1100","1100",NA,NA,NA,NA,NA,NA
"892","2019-11-21 10:03:54-03","IBt","SP","329239","S","Plantae",NA,NA,"Euphorbiaceae","Caryodendron","grandifolium","Caryodendron grandifolium","Webster, GL","1989",NA,"Hatschbach, G; Silva, JM","Brasil","Espírito Santo","Conceição do Castelo","-41.2439002990723","-20.3682994842529","17824",NA,"Arbusto, 3m de altura, flor esverdeada. Mata pluvial.","auto","(Müll.Arg.) Pax","50694","1986","11","06","Alto Bananal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
