"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","class","infraspecificEpithet","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","relatedCatalogItem"
"180","2019-12-16 19:17:06-03","NYBG","NYBG","844042","PreservedSpecimen","Plantae","Anemiaceae","Anemia","hirsuta","Anemia hirsuta","Sw.","J. T. Mickel",NA,NA,NA,"A. Salino","4472","1999","03","02","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, na estrada entre a entrada da Trilha do Vinhático e a Sede de Pesquisa.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00844042","NY00844042","Pteridophyta","Schizaeales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"181","2019-12-16 19:17:22-03","NYBG","NYBG","921658","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis tweedieana","Hassl.",NA,NA,NA,NA,"A. Salino","2855","1996","12","06","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Campolina.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00921658","NY00921658","Pteridophyta","Schizaeales",NA,NA,NA,NA,"tweedieana","South America",NA,NA,"sheet",NA,NA
"182","2019-12-16 19:17:22-03","NYBG","NYBG","921659","PreservedSpecimen","Plantae","Anemiaceae","Anemia","raddiana","Anemia raddiana","Link","A. Salino",NA,NA,NA,"A. Salino","4473","1999","03","02","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, na estrada entre a entrada da trilha do Vinhático e a Sede de Pesquisa.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00921659","NY00921659","Pteridophyta","Schizaeales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"183","2019-12-16 17:51:54-03","NYBG","NYBG","00894309","PreservedSpecimen","Plantae","Lauraceae","Aniba","affinis","Aniba affinis",NA,"R. Callejas Posada",NA,NA,NA,"E. P. Heringer","14000","1974","09","20","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce.","-42.5","-19.7","-42.50","-19.70","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00894309","NY00894309","Magnoliophyta","Laurales",NA,NA,NA,NA,NA,"South America","450","450","sheet",NA,NA
"184","2019-12-16 17:13:51-03","NYBG","NYBG","00935706","PreservedSpecimen","Plantae","Fabaceae","Apuleia","molaris","Apuleia molaris","Spruce ex Benth.",NA,NA,NA,NA,"E. P. Heringer","13980","1974","09","20","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00935706","NY00935706","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"185","2019-12-16 17:14:39-03","NYBG","NYBG","00958308","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","rufa","Bauhinia rufa",NA,"G. P. Lewis","1983","07","07","H. P. Bautista","555","1982","05","18","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Folha SE-23-Z-D. Ponto 288","-42.62","-19.78","-42.62","-19.78","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00958308","NY00958308","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","200","400","sheet",NA,NA
"186","2019-12-16 17:14:55-03","NYBG","NYBG","00981787","PreservedSpecimen","Plantae","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides","Kunth","H. C. de Lima","1981",NA,NA,"E. P. Heringer","15152","1975","09","22","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. Lake shore near bathing area.","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00981787","NY00981787","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"187","2019-12-16 17:14:55-03","NYBG","NYBG","00981812","PreservedSpecimen","Plantae","Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides","Kunth","H. C. de Lima","1981",NA,NA,"E. P. Heringer","15152","1975","09","22","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. Lake shore near bathing area.","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00981812","NY00981812","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"188","2019-12-16 19:14:58-03","NYBG","NYBG","2422866","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","phyllitidis","Campyloneurum phyllitidis","(L.) C.Presl","R. C. Moran","2015",NA,NA,"E. P. Heringer","15226","1975","09","25","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Campolina section","-42.5","-19.7","-42.50","-19.70","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2674855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02422866","NY02422866","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America","450","450","sheet",NA,NA
"189","2019-12-16 19:14:58-03","NYBG","NYBG","2422867","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","phyllitidis","Campyloneurum phyllitidis","(L.) C.Presl","R. C. Moran","2015",NA,NA,"E. P. Heringer","15226","1975","09","25","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Campolina section","-42.5","-19.7","-42.50","-19.70","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2674856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02422867","NY02422867","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America","450","450","sheet",NA,NA
"190","2019-12-16 18:50:17-03","NYBG","NYBG","01021577","PreservedSpecimen","Plantae","Ulmaceae","Celtis","iguanaea","Celtis iguanaea","(Jacq.) Sarg.","M. H. Nee",NA,NA,NA,"J. R. Stehmann","s.n.","1991","10","19","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103683 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01021577","NY01021577","Magnoliophyta","Rosales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"191","2019-12-16 17:17:18-03","NYBG","NYBG","00960133","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby",NA,NA,NA,NA,"E. P. Heringer","15102","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio. Near hotel","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00960133","NY00960133","Magnoliophyta","Fabales",NA,NA,NA,NA,"ensiformis","South America",NA,NA,"sheet",NA,NA
"192","2019-12-16 17:17:54-03","NYBG","NYBG","471586","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","nictitans","Chamaecrista nictitans pilosa","(Benth.) H.S.Irwin & Barneby","R. C. Barneby",NA,NA,NA,"J. A. Lombardi","1200","1996","03","30","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, entrada do alojamento, trilha para Porto Capim","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00471586","NY00471586","Magnoliophyta","Fabales",NA,NA,NA,NA,"pilosa","South America",NA,NA,"sheet",NA,NA
"193","2019-12-16 18:48:21-03","NYBG","NYBG","00486585","PreservedSpecimen","Plantae","Menispermaceae","Chondodendron","platyphyllum","Chondodendron platyphyllum","(A.St.-Hil.) Miers",NA,NA,NA,NA,"J. A. Lombardi","1564","1997","01","25","Brazil","Minas Gerais","Marliéria","Trilha da Campolina, Parque Estadual do Rio Doce","-42.5164","-19.7044","-42.5164","-19.7044","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00486585","NY00486585","Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,"South America","263","263","sheet",NA,NA
"194","2019-12-16 18:48:21-03","NYBG","NYBG","00897494","PreservedSpecimen","Plantae","Menispermaceae","Chondodendron","platyphyllum","Chondodendron platyphyllum","(A.St.-Hil.) Miers",NA,NA,NA,NA,"L. V. Costa","s.n.","1993","11",NA,"Brazil","Minas Gerais","Marliéria","Parque Est. Rio Doce","-42.7319","-19.7131","-42.7319","-19.7131","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897494","NY00897494","Magnoliophyta","Ranunculales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"195","2019-12-16 17:18:45-03","NYBG","NYBG","00983144","PreservedSpecimen","Plantae","Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.","R. H. Maxwell","1987","12","12","E. P. Heringer","15048","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. In Lago Helvécio lake valley, on road to nursery, by Porto Capim","-42.63","-19.77","-42.63","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00983144","NY00983144","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"196","2019-12-16 17:18:45-03","NYBG","NYBG","00983145","PreservedSpecimen","Plantae","Fabaceae","Cleobulia","multiflora","Cleobulia multiflora","Mart. ex Benth.","J. A. Kallunki","1979",NA,NA,"E. P. Heringer","15048","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. In Lago Helvécio lake valley, on road to nursery, by Porto Capim","-42.63","-19.77","-42.63","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00983145","NY00983145","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"197","2019-12-16 17:19:02-03","NYBG","NYBG","2062990","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","Benth.","J. Silva Costa","2013",NA,NA,"G. C. P. Pinto","53/82","1982","05","19","Brazil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce, Lagoa Don Elvécio","-42.616667","-19.8","-42.616667","-19.8","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02062990","NY02062990","Magnoliophyta","Fabales",NA,NA,NA,NA,"grandifolia","South America",NA,NA,"sheet",NA,NA
"198","2019-12-16 17:19:02-03","NYBG","NYBG","2062987","PreservedSpecimen","Plantae","Fabaceae","Copaifera","langsdorffii","Copaifera langsdorffii grandifolia","Benth.","J. Silva Costa","2013",NA,NA,"E. de F. Almeida","198","1982","05","19","Brazil","Minas Gerais","Marliéria","Parque Florestal do Rio Doce, Lagoa Don Elvécio. Folha SE.23-Z-D. Ponto 289","-42.62","-19.8","-42.62","-19.80","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02062987","NY02062987","Magnoliophyta","Fabales",NA,NA,NA,NA,"grandifolia","South America","200","400","sheet",NA,NA
"199","2019-12-16 16:54:25-03","NYBG","NYBG","482680","PreservedSpecimen","Plantae","Boraginaceae","Cordia","trichoclada","Cordia trichoclada","DC.","S. F. Smith","1984","01",NA,"E. P. Heringer","15195","1975","09","24","Brazil","Minas Gerais","Marliéria","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio. Near hotel","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00482680","NY00482680","Magnoliophyta","Boraginales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"200","2019-12-16 16:49:54-03","NYBG","NYBG","2480260","PreservedSpecimen","Plantae","Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.",NA,NA,NA,NA,"E. P. Heringer","15047","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque estadual do Rio Doce. On peninsula at Lake Helvécio","-42.63","-19.77","-42.63","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2701164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02480260","NY02480260","Magnoliophyta","Asterales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"201","2019-12-16 17:19:35-03","NYBG","NYBG","2422846","PreservedSpecimen","Plantae","Fabaceae","Dalbergia",NA,"Dalbergia",NA,NA,NA,NA,NA,"E. P. Heringer","15079","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio near Casa de Tábua guest house.","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2674819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02422846","NY02422846","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"202","2019-12-16 17:19:36-03","NYBG","NYBG","00983098","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","foliolosa","Dalbergia foliolosa","Benth.",NA,NA,NA,NA,"G. C. P. Pinto","33/82","1982","05","18","Brazil","Minas Gerais","Marliéria","Parque Florestal do Rio Doce. Folha SE.23-Z-D. Ponto 288","-42.62","-19.7","-42.62","-19.70","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00983098","NY00983098","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","200","400","sheet",NA,NA
"203","2019-12-16 19:12:16-03","NYBG","NYBG","883756","PreservedSpecimen","Plantae","Marattiaceae","Danaea","nodosa","Danaea nodosa","(L.) Sm.","A. Salino","1999","03",NA,"A. Salino","4465","1999","03","02","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Trilha do Vinhático.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00883756","NY00883756","Pteridophyta","Marattiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"204","2019-12-16 17:00:00-03","NYBG","NYBG","2480227","PreservedSpecimen","Plantae","Dilleniaceae","Davilla","rugosa","Davilla rugosa","Poir.",NA,NA,NA,NA,"E. P. Heringer","15137","1975","09","22","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. East side of lake opposite bathing area.","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700669 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02480227","NY02480227","Magnoliophyta","Dilleniales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"205","2019-12-16 19:13:25-03","NYBG","NYBG","883802","PreservedSpecimen","Plantae","Dennstaedtiaceae","Dennstaedtia","dissecta","Dennstaedtia dissecta","(Sw.) T.Moore","A. Salino","2002","03",NA,"A. Salino","7971","2002","03","25","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, as margens do Córrego Pardo.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00883802","NY00883802","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"206","2019-12-16 19:13:25-03","NYBG","NYBG","883812","PreservedSpecimen","Plantae","Dennstaedtiaceae","Dennstaedtia","globulifera","Dennstaedtia globulifera","(Poir.) Hieron.","A. Salino","1996","03",NA,"A. Salino","2666","1996","03","29","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Trilha do Vinhático.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00883812","NY00883812","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"207","2019-12-16 19:13:25-03","NYBG","NYBG","883813","PreservedSpecimen","Plantae","Dennstaedtiaceae","Dennstaedtia","globulifera","Dennstaedtia globulifera","(Poir.) Hieron.","A. Salino","1997","10",NA,"A. Salino","3418","1997","09","13","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Trilha do Vinhático.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00883813","NY00883813","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"208","2019-12-16 17:20:24-03","NYBG","NYBG","2634265","PreservedSpecimen","Plantae","Fabaceae","Dialium","guianense","Dialium guianense","(Aubl.) Sandwith",NA,NA,NA,NA,"E. P. Heringer","15152","1975","09","22","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On península at Lake Helvécio. Lake shore near bathing area.","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2934950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02634265","NY02634265","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"209","2019-12-16 17:20:24-03","NYBG","NYBG","00979640","PreservedSpecimen","Plantae","Fabaceae","Dialium","guianense","Dialium guianense","(Aubl.) Sandwith","G. C. P. Pinto; H. P. Bautista","1982","05","19","H. P. Bautista","574","1982","05","19","Brazil","Minas Gerais","Marliéria","Parque Florestal do Rio Doce, Lago Don Elvécio. Folha SE.23-Z-D. Ponto 289","-42.62","-19.8","-42.62","-19.80","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00979640","NY00979640","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","200","400","sheet",NA,NA
"210","2019-12-16 19:12:52-03","NYBG","NYBG","840513","PreservedSpecimen","Plantae","Athyriaceae","Diplazium","cristatum","Diplazium cristatum",NA,"A. Salino","1999","03",NA,"A. Salino","4450","1999","03","02","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha da Campolina.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00840513","NY00840513","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"211","2019-12-16 16:44:31-03","NYBG","NYBG","00878241","PreservedSpecimen","Plantae","Arecaceae","Geonoma","pohliana","Geonoma pohliana pohliana","Mart.",NA,NA,NA,NA,"J. A. Lombardi","1550","1997","01","24","Brazil","Minas Gerais","Marliéria","Trilha da Campolina, Parque Estadual do Rio Doce","-42.5164","-19.7044","-42.5164","-19.7044","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00878241","NY00878241","Magnoliophyta","Arecales",NA,NA,NA,NA,"pohliana","South America","263","263","sheet",NA,NA
"212","2019-12-16 16:44:31-03","NYBG","NYBG","00878242","PreservedSpecimen","Plantae","Arecaceae","Geonoma","pohliana","Geonoma pohliana pohliana","Mart.",NA,NA,NA,NA,"J. A. Lombardi","348","1993","07","16","Brazil","Minas Gerais","Marliéria","Trilha da Campolina, Parque Estadual do Rio Doce","-42.5164","-19.7044","-42.5164","-19.7044","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00878242","NY00878242_01 NY00878242_02 NY00878242_03 NY00878242_04","Magnoliophyta","Arecales",NA,NA,NA,NA,"pohliana","South America","263","263","packeted",NA,NA
"213","2019-12-16 17:55:29-03","NYBG","NYBG","1279927","PreservedSpecimen","Plantae","Annonaceae","Guatteria","ferruginea","Guatteria ferruginea","A.St.-Hil.","A. Q. Lobão","2006",NA,NA,"A. Q. Lobão","1314","2006","10","25","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. Saão Dourado.","-42.5861","-19.6544","-42.5861","-19.6544","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01279927","NY01279927","Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,"South America","256","256","sheet",NA,NA
"214","2019-12-16 16:55:47-03","NYBG","NYBG","00838037","PreservedSpecimen","Plantae","Amaranthaceae","Hebanthe","paniculata","Hebanthe paniculata","Mart.","M. H. Nee","1998",NA,NA,"E. P. Heringer","15044","1975","09","24","Brazil","Minas Gerais","Marliéria","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio. Hillside by nursery.","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00838037","NY00838037","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"215","2019-12-16 18:51:26-03","NYBG","NYBG","00841282","PreservedSpecimen","Plantae","Olacaceae","Heisteria","ovata","Heisteria ovata","Benth.","R. A. S. Pereira","1984",NA,NA,"E. P. Heringer","18524","1982","10","17","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00841282","NY00841282","Magnoliophyta","Santalales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"216","2019-12-16 19:13:26-03","NYBG","NYBG","875488","PreservedSpecimen","Plantae","Diplaziopsidaceae","Hemidictyum","marginatum","Hemidictyum marginatum","(L.) C.Presl","A. Salino","2002","03",NA,"A. Salino","7966","2002","03","25","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, próximo a Ponte Queimada.","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00875488","NY00875488","Pteridophyta","Polypodiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"217","2019-12-16 17:58:18-03","NYBG","NYBG","00835415","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","gracilipes","Hirtella gracilipes","(Hook.f.) Prance","G. T. Prance","1985","02",NA,"E. P. Heringer","18514","1982","10","17","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7319","-19.7122","-42.7319","-19.7122","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=917494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00835415","NY00835415","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"218","2019-12-16 17:58:18-03","NYBG","NYBG","00835417","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","gracilipes","Hirtella gracilipes","(Hook.f.) Prance","G. T. Prance","1979","03",NA,"E. P. Heringer","15109",NA,NA,NA,"Brazil","Minas Gerais","Marliéria","Parque Estadual Do Rio Doce. On peninsula at Lake Helvécio. At Porto Capim on Lago Helvécio","-42.63","-19.77","-42.63","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=917525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00835417","NY00835417","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
"219","2019-12-16 16:41:42-03","NYBG","NYBG","2422844","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","A.Rich.",NA,NA,NA,NA,"E. P. Heringer","15157","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On peninsula at Lake Helvécio near Casa de Tabúa guest house","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2674813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02422844","NY02422844","Magnoliophyta","Apiales",NA,NA,NA,NA,NA,"South America",NA,NA,"sheet",NA,NA
"220","2019-12-16 17:22:03-03","NYBG","NYBG","01058598","PreservedSpecimen","Plantae","Fabaceae","Hymenolobium","janeirense","Hymenolobium janeirense","Kuhlm.","H. C. de Lima","1986",NA,NA,"E. P. Heringer","15000","1975","09","17","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On peninsula at Lake Helvécio, near hotel","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01058598","NY01058598","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","450","450","sheet",NA,NA
"221","2019-12-16 17:22:03-03","NYBG","NYBG","01058599","PreservedSpecimen","Plantae","Fabaceae","Hymenolobium","janeirense","Hymenolobium janeirense","Kuhlm.","H. C. de Lima","1986",NA,NA,"E. P. Heringer","15087","1975","09","18","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce. On peninsula at Lake Helvécio, near Casa de Tábua guest house","-42.6","-19.77","-42.60","-19.77","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01058599","NY01058599","Magnoliophyta","Fabales",NA,NA,NA,NA,NA,"South America","400","400","sheet",NA,NA
