"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","class","infraspecificEpithet","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","relatedCatalogItem"
"1","2020-03-04 15:25:55-03","UNESC","CRI","15179","PreservedSpecimen","Plantae","Poaceae","Merostachys","ximenae","Merostachys ximenae","D.F. Parma, R. Vinícius-Silva & A.P. Santos-Gonçalves","Vinicius-SIlva, R","2019","07","27","Santos-Gonçalves et al.","204","1999","09","22","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce . Estrada Cava Grande - Ponte Queimada.","-19.805","-42.641667","19º48'18''W","42º38'30''S","Nó com espessamento característico. Ramificação intravaginal. Folha do colmo com lâmina reflexa, semidecídua, pseudopeciolada. (VIC - 43.953) Habito: Bambu","CRI014594","CRI014594_1 CRI014594_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","3453","S","Plantae","Commelinaceae","Tradescantia","zanonia","Tradescantia zanonia","(L.) Sw.","Leandro L. Giacomin","2007","02",NA,"q; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2005","07","06","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949","19º45' S a 19º30' S","42º38' W a 48º28' W","254",NA,NA,"Magnoliophyta","Commelinales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","1926","S","Plantae","Bromeliaceae","Tillandsia","stricta","Tillandsia stricta",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","21","Brasil","Minas Gerais","Marliéria","Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1862","S","Plantae","Dioscoreaceae","Dioscorea","dodecaneura","Dioscorea dodecaneura","Vell.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","07","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Dioscoreales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-06-10 10:10:50-03","FZB-BH","CVJBFZB","1949","S","Plantae","Cyperaceae","Eleocharis","geniculata","Eleocharis geniculata","(L.) Roem. & Schult.","Leandro L. Giacomin","2007","05",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","09","15","Brasil","Minas Gerais","Marliéria","Lagoa Dom Helvécio - Margem direita da praia","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","1801","S","Plantae","Cyclanthaceae","Thoracocarpus","bissectus","Thoracocarpus bissectus","(Vell.) Harling","Leandro L. Giacomin","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2005","11","02","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Pandanales","28215","2","auto",NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1760","S","Plantae","Costaceae","Costus","scaber","Costus scaber","Ruiz & Pav.","Lívia Andrade Echternacht; Leandro Lacerda Giacomin","2005","08",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2005","07","06","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949","19º45'a19º30'","42º38' a 48º28'","254",NA,NA,"Magnoliophyta","Zingiberales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","1895","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Lindl.","Rubens Custódio Mota",NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","03","27","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Asparagales","28215","2","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"9","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","1788","S","Plantae","Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","Link. Klotzsch & Otto",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2005","11","01","Brasil","Minas Gerais","Marliéria","Lagoa Preta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","2","auto",NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","1871","S","Plantae","Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","Link. Klotzsch & Otto","Leandro L. Giacomin","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","08","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1908","S","Plantae","Pteridaceae","Adiantum","sp.","Adiantum sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","20","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pteridophyta",NA,"28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1786","S","Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2005","11","01","Brasil","Minas Gerais","Marliéria","Lagoa Preta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","2","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1913","S","Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","20","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1817","S","Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","07","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1787","S","Plantae","Bromeliaceae","Aechmea","lamarchei","Aechmea lamarchei","Mez","Leandro L. Giacomin; Cláudia Márcia S. do Carmo","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones964","2005","11","01","Brasil","Minas Gerais","Marliéria","Lagoa Preta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1809","S","Plantae","Bromeliaceae","Aechmea","phanerophlebia","Aechmea phanerophlebia","Baker",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","07","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1962","S","Plantae","Bromeliaceae","Aechmea","ramosa","Aechmea ramosa","Mart. ex Schult. & Schult.f.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","09","17","Brasil","Minas Gerais","Marliéria","Mumbaça","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1961","S","Plantae","Bromeliaceae","Aechmea","sp.","Aechmea sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","09","17","Brasil","Minas Gerais","Marliéria","Mumbaça","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1963","S","Plantae","Apocynaceae","Allamanda","cathartica","Allamanda cathartica","L.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","09","17","Brasil","Minas Gerais","Marliéria","Estrada de saída do Mumbaça - próximo a porteira","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Gentianales","28215",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1883","S","Plantae","Rutaceae","Almeidea","rubra","Almeidea rubra","A.St.-Hil.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","03","26","Brasil","Minas Gerais","Marliéria","Mumbaça","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Sapindales","28215","3","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-10 10:10:57-03","FZB-BH","CVJBFZB","1759","S","Plantae","Orchidaceae","Anathallis","graveolens","Anathallis graveolens","(Pabst) F.Barros.","Rubens Custódio Mota","2006","05",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones944","2005","07","06","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949","19º45'a19º30'","42º38' a 48º28'","254",NA,NA,"Magnoliophyta","Asparagales","28215","1","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"22","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1882","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","08","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pterydophyta",NA,"28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1910","S","Plantae","Anemiaceae","Anemia","sp.","Anemia sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","20","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pterydophyta",NA,"28215",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1907","S","Plantae","Anemiaceae","Anemia","sp.","Anemia sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","20","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pterydophyta",NA,"28215",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1934","S","Plantae","Anemiaceae","Anemia","sp.","Anemia sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","27","Brasil","Minas Gerais","Marliéria","Lagoa dos Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pterydophyta",NA,"28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1932","S","Plantae","Anemiaceae","Anemia","sp.","Anemia sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","27","Brasil","Minas Gerais","Marliéria","Lagoa dos Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pterydophyta",NA,"28215",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1812","S","Plantae","Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum","(Aubl.) G.Don",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","07","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Alismatales","28215","1","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"28","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1922","S","Plantae","Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum","(Aubl.) G.Don",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","21","Brasil","Minas Gerais","Marliéria","Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Alismatales","28215","1","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"29","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1896","S","Plantae","Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum","(Aubl.) G.Don","Leandro L. Giacomin; Cláudia Márcia S. do Carmo","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","03","27","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Alismatales","28215","1","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"30","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1879","S","Plantae","Araceae","Anthurium","pentaphyllum","Anthurium pentaphyllum","(Aubl.) G.Don","Leandro L. Giacomin; Cláudia Márcia S. do Carmo","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones993","2006","02","08","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Alismatales","28215","1","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"31","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","1946","S","Plantae","Aspleniaceae","Asplenium","abscissum","Asplenium abscissum","Willd.",NA,"2018","06","23","Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","28","Brasil","Minas Gerais","Marliéria","Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pteridophyta","Polypodiales","28215","4","auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"32","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","1904","S","Plantae","Araceae","Asterostigma","luschnathianum","Asterostigma luschnathianum","Schott",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","03","27","Brasil","Minas Gerais","Marliéria","Lagoa Preta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Alismatales","28215",NA,"auto","Equisetopsida",NA,NA,NA,NA,NA,NA,NA
"33","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1797","S","Plantae","Bignoniaceae","Bignonia","campanulata","Bignonia campanulata","Cham.","Leandro L. Giacomin; Cláudia Márcia S. do Carmo","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones976","2005","11","02","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Lamiales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-06-10 10:10:41-03","FZB-BH","CVJBFZB","1774","S","Plantae","Bromeliaceae","Billbergia","aff. iridifolia","Billbergia aff. iridifolia var. iridifolia","(Nees & Mart.) Lindl.","Leandro L. Giacomin","2007","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2005","11","01","Brasil","Minas Gerais","Marliéria","Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,"var. iridifolia",NA,NA,NA,NA,NA,NA
"35","2019-06-10 10:10:41-03","FZB-BH","CVJBFZB","1920","S","Plantae","Bromeliaceae","Billbergia","iridifolia","Billbergia iridifolia","(Nees & Mart.) Lindl.","Elton C. M. Leme","2007","11",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","05","21","Brasil","Minas Gerais","Marliéria","Lagoa do meio","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:10:41-03","FZB-BH","CVJBFZB","1800","S","Plantae","Bromeliaceae","Billbergia","leptopoda","Billbergia leptopoda","L.B.Smith","Leandro L. Giacomin; Cláudia Márcia S. do Carmo","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones978","2005","11","02","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Poales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","1948","S","Plantae","Blechnaceae","Blechnum","sp.","Blechnum sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","28","Brasil","Minas Gerais","Marliéria","Lagoa preta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pteridophyta",NA,"28215","2","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","1933","S","Plantae","Malvaceae","Byttneria","catalpifolia","Byttneria catalpifolia","Jacq.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","27","Brasil","Minas Gerais","Marliéria","Lagoa dos Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Malvales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-06-10 10:11:02-03","FZB-BH","CVJBFZB","1802","S","Plantae","Polypodiaceae","Campyloneurum","sp.","Campyloneurum sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","07","Brasil","Minas Gerais","Marliéria","Garapa Torta","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Pteridophyta",NA,"28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1940","S","Plantae","Rubiaceae","Carapichea","ipecacuanha","Carapichea ipecacuanha","(Brot.) L.Andersson","Albina Carvalho de Oliveira Nogueira","2006","06",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","28","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Gentianales","28215","2","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1791","S","Plantae","Costaceae","Chamaecostus","cuspidatus","Chamaecostus cuspidatus","(Nees & Mart.) C.D.Specht & D.W.Stev.","Leandro L. Giacomin; Cláudia Márcia S. do Carmo","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones966","2005","11","02","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Zingiberales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-06-10 10:10:29-03","FZB-BH","CVJBFZB","1950","S","Plantae","Characeae","Chara","sp.","Chara sp.",NA,NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","09","15","Brasil","Minas Gerais","Marliéria","Lagoa Dom Helvécio - Margem direita da praia","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Algae",NA,"28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-10 10:10:34-03","FZB-BH","CVJBFZB","1880","S","Plantae","Sapotaceae","Chrysophyllum","imperiale","Chrysophyllum imperiale","(Linden ex K.Koch & Fintelm.) Benth. & Hook.","Márcia Barcelar, et.al.","2006","02",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","02","08","Brasil","Minas Gerais","Marliéria","Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Ericales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1796","S","Plantae","Vitaceae","Cissus","erosa","Cissus erosa subsp. erosa","Rich.","Júlio A. Lombardi","2006","06",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","Ordones975","2005","11","02","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Vitales","28215","1","auto",NA,"subsp. erosa",NA,NA,NA,NA,NA,NA
"45","2019-06-10 10:10:51-03","FZB-BH","CVJBFZB","1931","S","Plantae","Costaceae","Costus","scaber","Costus scaber","Ruiz & Pav.","Leandro L. Giacomin","2006","07",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","27","Brasil","Minas Gerais","Marliéria","Lagoa dos Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,"Magnoliophyta","Zingiberales","28215","1","auto",NA,NA,NA,NA,NA,NA,NA,NA
