"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","previousCatalogNumber","class","individualCount","relatedCatalogItem","sex"
"1","2019-12-16 18:04:36-03","NYBG","NYBG","528461","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Pausandra","trianae","Pausandra trianae","(Müll.Arg.) Baill.","L. J. Gillespie","1997","J. R. Pirani","3386","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Zona urbana de Marilándia, na propiedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00528461","NY00528461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:04:36-03","NYBG","NYBG","528462","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Pausandra","trianae","Pausandra trianae","(Müll.Arg.) Baill.","L. J. Gillespie","1997","J. R. Pirani","3398","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Zona urbana de Marilándia, na propiedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00528462","NY00528462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:14:12-03","NYBG","NYBG","407298","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.",NA,NA,"J. R. Pirani","3410","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1km N de Marilândia. Remanescente de floresra tropical pluvial junto á Cerâmica Floresta","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=736602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00407298","NY00407298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:26:37-03","NYBG","NYBG","02286579","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Pleroma","leopoldinensis","Pleroma leopoldinensis","L.Kollmann & R.Goldenb.","F. A. Michelangeli","2016","V. Demuner","2593","2006","07","13","South America","Brazil","Espírito Santo","Marilandia","Liberdade (Água. Viva, Pedra do Cruzeiro), Prop. Aguilar A. Lovucini","-40.551","-19.34825","-40.55100","-19.34825","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2954917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02286579","NY02286579","paratype","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 18:26:37-03","NYBG","NYBG","02286605","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Pleroma","leopoldinensis","Pleroma leopoldinensis","L.Kollmann & R.Goldenb.","F. A. Michelangeli","2016","V. Demuner","4229","2007","06","13","South America","Brazil","Espírito Santo","Marilandia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorencini","-40.5511","-19.3483","-40.5511","-19.3483","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2955087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02286605","NY02286605","paratype","630","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 18:14:14-03","NYBG","NYBG","572278","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Prockia","crucis","Prockia crucis","P.Browne ex L.","R. L. Liesner",NA,"J. R. Pirani","3412","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal, ca. 1 km N de Marilândia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121252 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00572278","NY00572278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 18:55:07-03","NYBG","NYBG","02212763","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","warmingianum","Protium warmingianum","Marchand",NA,NA,"V. Demuner","4222","2007","06","13","South America","Brazil","Espírito Santo","Marilandia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorencini","-40.5511","-19.3483","-40.5511","-19.3483","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02212763","NY02212763_01 NY02212763_02",NA,"630","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 18:55:07-03","NYBG","NYBG","02398677","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","warmingianum","Protium warmingianum","Marchand",NA,NA,"V. Demuner","2633","2006","07","14","South America","Brazil","Espírito Santo","Marilândia","Liberdade, Prop. Lorenccini Deoclécio","-40.516","-19.35428","-40.51600","-19.35428","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2598319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02398677","NY02398677_01 NY02398677_02",NA,"250","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 18:55:07-03","NYBG","NYBG","2212764","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Protium","warmingianum","Protium warmingianum","Marchand",NA,NA,"V. Demuner","2623","2006","07","13","South America","Brazil","Espírito Santo","Marilandia","Liberdade (Água. Viva, Pedra do Cruzeiro), Prop. Aguilar A. Lovucini","-40.551","-19.34825","-40.55100","-19.34825","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2355559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02212764","NY02212764",NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 18:14:15-03","NYBG","NYBG","402511","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Quararibea","floribunda","Quararibea floribunda","(A.St.-Hil.) K.Schum.","J. A. Kallunki","1997","J. R. Pirani","3401","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00402511","NY00402511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 16:56:54-03","NYBG","NYBG","55401","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Ramisia","brasiliensis","Ramisia brasiliensis","Oliv.","J. A. Kallunki","1995","J. A. Kallunki","713","1995","04","21","South America","Brazil","Espírito Santo","Marilândia","Localidade Sao Pedro, rodovia para Rio Bananal, atrás do lugarejo Sao Pedro.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00055401","NY00055401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 17:43:14-03","NYBG","NYBG","03075399","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Remijia","ferruginea","Remijia ferruginea","(A.St.-Hil.) DC.",NA,NA,"J. A. Oliveira","338","2013","04","20","South America","Brazil","Espírito Santo","Marilândia","Localidade de Alto Liberdade. Pedra do Cruzeiro, topo do inselbergue.","-40.5511111","-19.3483333","-40.5511111","-19.3483333","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3301080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03075399","NY03075399",NA,"827","827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 18:40:45-03","NYBG","NYBG","3908584","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","exaltata","Rhynchospora exaltata","Kunth",NA,NA,"L. F. S. Magnago","1395","2006","09","26","South America","Brazil","Espírito Santo","Marilândia","Liberdade (Agua Viva, Pedra do Cruzeiro0, propr. Aguilar A. Lovucini.","-40.551","-19.34825","-40.55100","-19.34825","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4364281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03908584","NY03908584",NA,"150","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 17:56:03-03","NYBG","NYBG","01045958","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Rollinia",NA,"Rollinia","A.St.-Hil.","P. J. M. Maas","1999","J. R. Pirani","3431","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atras do lugarejo Sao Pedro","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01045958","NY01045958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 17:45:13-03","NYBG","NYBG","492356","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","bahiensis","Ruellia bahiensis","(Nees) Morong","D. C. Wasshausen","1996","J. R. Pirani","3436","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atrás do lugarejo Sao Pedro.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00492356","NY00492356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 18:41:35-03","NYBG","NYBG","04083609","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","didina","Scleria didina","Bonet Mayedo & W.W.Thomas",NA,NA,"R. Vervloet","3460","2007","09","12","South America","Brazil","Espírito Santo","Marilândia","Pedra do Cruzeiro. Aguilar","-40.5511","-19.3483","-40.5511","-19.3483","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4408090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY04083609",NA,"paratype","200","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 18:04:54-03","NYBG","NYBG","540426","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Sebastiania","multiramea","Sebastiania multiramea","(Klotzsch) Müll.Arg.","L. J. Gillespie","1997","J. R. Pirani","3406","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilandia - Rio Bananal; ca. 1 km N de Marilandia, junto a Ceramica Floresta","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33879 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00540426","NY00540426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 18:04:54-03","NYBG","NYBG","540428","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Sebastiania","multiramea","Sebastiania multiramea","(Klotzsch) Müll.Arg.","L. J. Gillespie","1997","J. R. Pirani","3424","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilandia - Rio Bananal; ca. 1 km N de Marilandia, junto a Ceramica Floresta","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00540428","NY00540428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 17:54:03-03","NYBG","NYBG","02695283","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna",NA,"Siparuna",NA,NA,NA,"P. Fiaschi","3482","2011","01","20","South America","Brazil","Espírito Santo","Marilândia","Alto Liberdade. Pedra do Cruzeiro, trilha subindo a encosta em meio à floresta.","-40.54819","-19.35133","-40.54819","-19.35133","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972884 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02695283","NY02695283",NA,"329","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 19:02:44-03","NYBG","NYBG","669539","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","caavurana","Solanum caavurana","Vell.","M. H. Nee","1996","J. R. Pirani","3427","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1km N de Marilândia. Junto á Cerâmica Floresta.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00669539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 16:58:33-03","NYBG","NYBG","01405072","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae",NA,NA,NA,NA,NA,NA,"J. R. Pirani","3421","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1 km N de Marilândia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2891942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01405072","NY01405072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 18:12:32-03","NYBG","NYBG","393865","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Abutilon","minarum","Abutilon minarum","K.Schum.","P. A. Fryxell","1996","J. R. Pirani","3400","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de marilândia, na propriedade do Sr. Euclides Canal e família","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=179037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00393865","NY00393865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-16 18:01:46-03","NYBG","NYBG","03754568","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","cuneata","Acalypha cuneata","Poepp.","G. A. Levin","2015","J. R. Pirani","3430","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atras do lugarejo Sao Pedro","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4092145 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03754568","NY03754568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-16 18:01:47-03","NYBG","NYBG","503691","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","appendiculatus","Actinostemon appendiculatus","Jabl.","L. J. Gillespie","1997","J. R. Pirani","3388","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Zona urbana de Marilandia, na propiedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00503691","NY00503691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 18:01:47-03","NYBG","NYBG","503692","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","appendiculatus","Actinostemon appendiculatus","Jabl.","L. J. Gillespie","1997","J. R. Pirani","3397","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Zona urbana de Marilandia, na propiedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00503692","NY00503692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-16 18:01:47-03","NYBG","NYBG","503698","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Actinostemon","communis","Actinostemon communis","(Müll.Arg.) Pax","L. J. Gillespie","1997","J. R. Pirani","3426","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilandia-Rio Bananal; ca. 1 km N de Marilandia. Junto a Ceramica Floresta","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00503698","NY00503698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 17:45:31-03","NYBG","NYBG","402985","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Adenocalymma","subsessilifolium","Adenocalymma subsessilifolium","DC.","L. G. Lohmann","1997","J. R. Pirani","3387","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical no zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e família.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00402985","NY00402985",NA,NA,NA,"11","09",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-16 19:16:12-03","NYBG","NYBG","811827","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","L.","R. C. Moran",NA,"J. R. Pirani","3407","1994","12","06","South America","Brazil","Espírito Santo","Marilandia","Rodovia Marilândia - Rio Bananal; ca. 1 Km N de Marilândia.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=804659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00811827","NY00811827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 19:16:11-03","NYBG","NYBG","02702110","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Adiantum","pulverulentum","Adiantum pulverulentum","L.",NA,NA,"J. R. Pirani","6111","2011","01","20","South America","Brazil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, trilha subindo a encosta em meio à Floresta Ombrófila perturbada.","-40.54819","-19.35133","-40.54819","-19.35133","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02702110","NY02702110",NA,"329","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 19:17:21-03","NYBG","NYBG","1281116","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,"P. H. Labiak E.","2011","P. Fiaschi","3486","2011","01","20","South America","Brazil","Espírito Santo","Marilândia","Alto Liberdade. Pedra do Cruzeiro, trilha subindo a encosta em meio à floresta.","-40.54819","-19.35133","-40.54819","-19.35133","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01281116","NY01281116",NA,"329","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-16 18:56:17-03","NYBG","NYBG","02702115","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Angostura","bracteata","Angostura bracteata","(Nees & Mart.) Kallunki",NA,NA,"J. R. Pirani","6112","2011","01","20","South America","Brazil","Espírito Santo","Marilândia","Perimetro urbano, na estrada para São Pedro, fragmento de Floresta Ombrófila junto a uma serraria de madeira, a ca. 100 m do portão da serraria, em encosta de morro.","-40.53383","-19.40847","-40.53383","-19.40847","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2997311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02702115","NY02702115",NA,"92","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-16 18:52:15-03","NYBG","NYBG","02685223","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Astronium","fraxinifolium","Astronium fraxinifolium","Schott",NA,NA,"L. F. S. Magnago","1448","2006","09","27","South America","Brazil","Espírito Santo","Marilândia","Liberdade, propr.: Reinaldo Bautz.","-40.5347","-19.3325","-40.5347","-19.3325","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02685223","NY02685223",NA,"400","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-16 16:42:51-03","NYBG","NYBG","00568426","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Bactris","bahiensis","Bactris bahiensis","Noblick","A. J. Henderson",NA,"J. R. Pirani","3441","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovias para Rio Bananal, atrás do lugarejo Sao Pedro","-40.5417","-19.4131","-40.5417","-19.4131","packeted","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=585337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00568426","NY00568426_01 NY00568426_02 NY00568426_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-16 18:38:15-03","NYBG","NYBG","3908563","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Becquerelia","cymosa","Becquerelia cymosa","Brongn.",NA,NA,"V. Demuner","1683","2006","01","18","South America","Brazil","Espírito Santo","Marilândia","Liberdade (Agua.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551","-19.34825","-40.55100","-19.34825","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4363968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03908563","NY03908563",NA,"150","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 18:17:03-03","NYBG","NYBG","02339998","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Behuria","capixaba","Behuria capixaba","R.Goldenb. & Reginato",NA,NA,"V. Demuner","3858","2007","04","26","South America","Brazil","Espírito Santo","Marilandia","Liberdade, Pedra do Cruzeiro, Prop.: Firmino Sottele","-40.4619","-19.2817","-40.4619","-19.2817","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2527265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02339998","NY02339998","paratype","350","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 18:02:04-03","NYBG","NYBG","990756","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Brasiliocroton","mamoninha","Brasiliocroton mamoninha","P.E.Berry & Cordeiro",NA,NA,"J. R. Pirani","3411","1994","12","06","South America","Brazil","Espírito Santo","Marilândia","Rodovia Marilandia-Rio Bananal; ca. 1 km. N de Marilandia.","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1101691 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00990756","NY00990756","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 17:32:37-03","NYBG","NYBG","634609","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Caamembeca","grandifolia","Caamembeca grandifolia","(A.St.-Hil. & Moq.) J.F.B.Pastore","J. R. Abbott","2016","J. R. Pirani","3433","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, atras do lugarejo Sao Pedro","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757099 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00634609","NY00634609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 18:28:37-03","NYBG","NYBG","565225","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calycorectes",NA,"Calycorectes",NA,"M. L. Kawasaki",NA,"J. R. Pirani","3390","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propiedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00565225","NY00565225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-16 17:17:18-03","NYBG","NYBG","515334","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","ensiformis","Chamaecrista ensiformis ensiformis","(Vell.) H.S.Irwin & Barneby","R. C. Barneby",NA,"J. R. Pirani","3391","1994","12","05","South America","Brazil","Espírito Santo","Marilândia","Remanescente de floresta pluvial tropical na zona urbana de Marilândia, na propriedade do Sr. Euclides Canal e familia","-40.5417","-19.4131","-40.5417","-19.4131","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00515334","NY00515334",NA,NA,NA,NA,NA,"ensiformis",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 17:38:00-03","NYBG","NYBG","03075400","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,NA,"J. A. Oliveira","337","2013","04","20","South America","Brazil","Espírito Santo","Marilândia","Localidade de Alto Liberdade. Pedra do Cruzeiro, topo do inselbergue.","-40.5511111","-19.3483333","-40.5511111","-19.3483333","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3301081 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY03075400","NY03075400",NA,"826","826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
