"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","previousCatalogNumber","class","individualCount","relatedCatalogItem","sex"
"1310","2019-11-13 11:24:58-03","USP","SPF","100592","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.","Anônimo",NA,"Pirani, JR","3410","1994","12","06",NA,"Brasil","Espírito Santo","Marilândia","Rodovia Marilândia - Rio Bananal, ca. 1 km N de Marilândia.","-40.5416984558105","-19.4127998352051",NA,NA,NA,NA,"SPF00100592",NA,NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1311","2019-11-13 11:19:49-03","USP","SPF","100591","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Brasiliocroton","mamoninha","Brasiliocroton mamoninha","P.E.Berry & Cordeiro",NA,NA,"Pirani, JR; Magenta, MAG; Conceição, AA","3411","1994","12","06",NA,"Brasil","Espírito Santo","Marilândia","rodovia Marilândia-Rio Bananal; ca. 1 Km N de Marilândia. Remanescente de floresta tropical pluvial junto à Cerâmica Floresta.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Árvore 10m alt., flores creme.","SPF00100591",NA,"holotype",NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1312","2019-11-13 11:30:42-03","USP","SPF","100267","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","Pirani, JR","1998","Pirani, JR","3413","1994","12","06",NA,"Brasil","Espírito Santo","Marilândia","Rodovia Marilândia - Rio Bananal; ca. 1km N de Marilândia. Remanescente de floresta tropical pluvial junto à Cerâmica Floresta.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Arbusto não ramificado, ca. 80cm alt., na submata. Folhas discolores. Flores com corola lilás-claro, a maioria com 5 estaminódios!Flor bem menor do que no número 3413. Frutos poucos, verdes.","SPF00100267",NA,NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1313","2019-11-13 11:30:42-03","USP","SPF","100266","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","Pirani, JR","1998","Pirani, JR","3414","1994","12","06",NA,"Brasil","Espírito Santo","Marilândia","Rodovia Marilândia - Rio Bananal; ca. 1km N de Marilândia. Remanescente de floresta tropical pluvial junto à Cerâmica Floresta.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Arbusto não ramificado, 1m alt., na submata. Folhas discolores. Corola alva, bem maior que no número 3413.","SPF00100266",NA,NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1314","2019-11-13 11:30:42-03","USP","SPF","100265","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Pirani, JR","2016","Pirani, JR","3417","1994","12","06",NA,"Brasil","Espírito Santo","Marilândia","Rodovia Marilândia-Rio Bananal; ca. 1km N de Marilândia. Remanescente de floresta tropical pluvial junto à Cerâmica Floresta.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Arbusto ou arvoreta pouco ramosos, na submata, 50-150cm alt. Folhas concentradas em falsos verticilos, ascendentes, verde-claras opacas. Inflorescências supra-axilares jovens. Botões esverdeados ou com corola levemente rósea e cálice","SPF00100265",NA,NA,NA,NA,"06",NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1315","2019-11-13 11:31:08-03","USP","SPF","100264","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Zanthoxylum","monogynum","Zanthoxylum monogynum","A.St.-Hil.","Pirani, JR","1994","Pirani, JR","3418","1994","12","06",NA,"Brasil","Espírito Santo","Marilândia","Rodovia Marilândia - Rio Bananal; ca. 1km N de Marilândia. Remanescente de Floresta tropical pluvial junto à Cerâmica Floresta. Na orla da mata.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Arvoreta, 7m alt., copa rala, tronco e alguns ramos com acúleos esparsos. Folhas com forte odor de limão, na maioria jovens. Inflorescência pequena, flores pistiladas com cálice verde, pétalas alvas, ovário verde.","SPF00100264",NA,NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1316","2019-11-13 11:15:47-03","USP","SPF","100563","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Bactris","bahiensis","Bactris bahiensis","Noblick ex A.J.Hend.","Henderson, A","1996","Pirani, JR; Magenta, MAG; Conceição, AA","3441","1994","12","05",NA,"Brasil","Espírito Santo","Marilândia","Rodovia para o rio Bananal.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"1 parte.; Estipe delgado entouceiraods eretos, na submata, ca. 2 m alt., inflorescências velhas abaixo da folhagem. espata seca. frutos imaturos verdes.; Coleta em remanescente de floresta pluvial tropical e baixada úmida com riacho,","SPF00100563",NA,NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1317","2019-11-13 11:28:23-03","USP","SPF","100588","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum","Aubl.","Monteiro, D","2011","Pirani, JR","3428","1994","12","05",NA,"Brasil","Espírito Santo","Marilândia","Rodovia para Rio Bananal.","-40.5416984558105","-19.4127998352051",NA,NA,NA,NA,"SPF00100588","SPF00100588",NA,NA,NA,"05",NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1318","2019-11-13 11:19:41-03","USP","SPF","100589","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha",NA,"Acalypha",NA,NA,NA,"Pirani, JR","3429","1994","12","05",NA,"Brasil","Espírito Santo","Marilândia","Rodovia para rio Bananal, coleta em remanescente de floresta pluvial tropical e baixada úmida com riacho, atrás do lugarejo São Pedro.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Arbusto delgado, laxo-ramoso, 1.7 m alt., da submata em área pouco perturbada. Flor pistilada verde com estilete alvo; flores estaminadas alvo-esverdeadas, numerosas.","SPF00100589","SPF00100589",NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1319","2019-11-13 11:19:41-03","USP","SPF","100590","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha",NA,"Acalypha",NA,NA,NA,"Pirani, JR","3430","1994","12","05",NA,"Brasil","Espírito Santo","Marilândia","Rodovia para rio Bananal, coleta em remanescente de floresta pluvial tropical e baixada úmida com riacho, atrás do lugarejo São Pedro.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Arbusto delgado, quase sem ramificações, 1 m alt., da submata em área pouco perturbada. Muits flores pistiladas verdes com longos estiletes alvos.","SPF00100590","SPF00100590",NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1320","2019-11-13 11:30:42-03","USP","SPF","100251","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fissicalyx","Conchocarpus fissicalyx","Pirani","Pirani, JR","2016","Pirani, JR","3440","1994","12","05",NA,"Brasil","Espírito Santo","Marilândia","Rodovia para Rio Bananal, coleta em remanescente de floresta pluvial tropical e baixada úmida com riacho, atrás do lugarejo São Pedro.","-40.5416984558105","-19.4127998352051",NA,NA,NA,"Numerosa população de arbustos ou arvoretas de 0-6 ramos ascendentes, na submata, na encosta e na baixada. Folhas ascendentes. Inflorescências jovens supra-axilares, escondidas sob o folhedo acumulado na axila das folhas. Botões com","SPF00100251",NA,NA,NA,NA,"06",NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1321","2019-11-13 11:13:47-03","USP","SPF","100577","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia",NA,"Justicia",NA,NA,NA,"Pirani, JR","3402","1994","12","05",NA,"Brasil","Espírito Santo","Marilândia","Zona urbana de Marilândia, na propriedade do sr. Euclides Canal e família.","-40.5416984558105","-19.4127998352051",NA,NA,NA,NA,"SPF00100577","SPF00100577",NA,NA,NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA
"1322","2019-10-07 09:29:39-03","UEFS","HUEFS","145043","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Asemeia","monninoides","Asemeia monninoides","(Kunth) J.F.B.Pastore & J.R.Abbott","J.F.B.Pastore","2018","Demuner, V.","3303","2007","03","21",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), Propr. Aguilar A. Lorenccini.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0145043","HUEFS0145043",NA,"650","850","02",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1323","2019-10-07 09:29:39-03","UEFS","HUEFS","145044","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Asemeia","monninoides","Asemeia monninoides","(Kunth) J.F.B.Pastore & J.R.Abbott","J.F.B.Pastore","2018","Magnago, L.F.S.","869","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade , Pedra do Cruzeiro, Propr. Aguilar","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0145044","HUEFS0145044",NA,"150","850","02",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1324","2020-03-19 10:53:54-03","UEFS","HUEFS","198348","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","L.P.Queiroz","2016","Demuner, V.","4173","2007","06","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, prop.: Deoclécio. Lorencini.","-40.515278","-19.354167","40W30'55''","19S21'15''",NA,"Borda de mata.","HUEFS0198348","HUEFS0198348",NA,"250","400","10",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1325","2020-03-19 10:53:54-03","UEFS","HUEFS","198349","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Cercidoideae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","L.P.Queiroz","2016","Demuner, V.","2628","2006","07","14",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, prop.: Deoclécio. Lorencini.","-40.516111","-19.354167","40W30'58''","19S21'15''",NA,"Fundo de Vale.","HUEFS0198349","HUEFS0198349",NA,"250","250","10",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1326","2019-10-07 09:24:04-03","UEFS","HUEFS","190634","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","novalombardiensis","Begonia novalombardiensis","L.Kollmann",NA,NA,"Demuner, V.","1689","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro).","-40.551111","-19.348333","40W33'4''","19S20'54''",NA,NA,"HUEFS0190634","HUEFS0190634",NA,"150","850",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1327","2019-10-07 09:29:42-03","UEFS","HUEFS","208594","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Caamembeca",NA,"Caamembeca",NA,"J.F.B.Pastore","2018","Pellegrini, M.O.O.","351","2013","04","20",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro . Floresta alterada ao longo da escadaria para o topo do inselbergue.","-40.548056","-19.351389","40W32'53''","19S21'5''",NA,NA,"HUEFS0208594","HUEFS0208594",NA,"373","373","02",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1328","2020-03-19 10:51:11-03","UEFS","HUEFS","198588","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Cassia","ferruginea","Cassia ferruginea","(Schrad.) Schrad. ex DC.","L.P.Queiroz","2016","Demuner, V.","4754","2007","12","11",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, prop.: Deoclécio. Lorenccini.","-40.516111","-19.354167","40W30'58''","19S21'15''",NA,"Beira de estrada.","HUEFS0198588","HUEFS0198588",NA,"250","400","10",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1329","2020-03-19 10:51:21-03","UEFS","HUEFS","204250","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista",NA,"Chamaecrista",NA,NA,NA,"Demuner, V.","1748","2006","01","19",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, pedra do Cruzeiro)prop.:Aguilar A. Lovucini.","-40.551111","-19.348333","40W33'4''","19S20'54''",NA,NA,"HUEFS0204250",NA,NA,"150","850",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1330","2019-10-18 17:22:43-03","UEFS","HUEFS","246191","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae",NA,NA,NA,NA,NA,NA,"Demuner, V.","2650","2006","07","14",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio Lorenccini. Beira de estrada.","-40.516111","-19.354167","40W30'58''","19S21'15''",NA,NA,"HUEFS0246191",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1331","2019-10-18 17:22:43-03","UEFS","HUEFS","246201","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae",NA,NA,NA,NA,NA,NA,"Demuner, V.","2617","2006","07","13",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), Prop.: Aguilar A.Lovucini.","-40.551111","-19.348333","40W33'4''","19S20'54''",NA,"Interior da mata.","HUEFS0246201",NA,NA,"150","150",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1332","2019-10-18 17:22:43-03","UEFS","HUEFS","246217","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae",NA,NA,NA,NA,NA,NA,"Magnago, L.F.S.","1425","2006","09","27",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, prop.: Reinaldo Bautz.","-40.534722","-19.3325","40W32'5''","19S19'57''",NA,"Mata em regeneração a beira estrada.","HUEFS0246217",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1333","2019-10-07 09:19:00-03","UEFS","HUEFS","200360","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Polygonaceae","Coccoloba","alnifolia","Coccoloba alnifolia","Casar.","E.Melo","2016","Oliveira, J.A.","341","2013","04","20",NA,"Brasil","Espírito Santo","Marilândia","Localidade de Alto Liberdade. Pedra do Cruzeiro, topo do inselbergue.","-40.551111","-19.348333","40W33'4''","19S20'54''",NA,NA,"HUEFS0200360","HUEFS0200360",NA,"830","830","08",NA,NA,NA,NA,NA,"Caryophyllanae",NA,NA,NA
"1334","2019-10-07 09:36:57-03","UEFS","HUEFS","224082","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","J.R.Pirani","2015","El Ottra, J.H.L.","101","2011","01","19",NA,"Brasil","Espírito Santo","Marilândia","Perímetro urbano, na estrada para São Pedro, fragmento de floresta junto a uma serraria de madeira, trecho atrás da serraria, em encosta de morro.","-40.531667","-19.406944","40W31'54''","19S24'25''",NA,"Floresta ombrófila.","HUEFS0224082","HUEFS0224082",NA,"123","123",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1335","2019-10-18 17:22:43-03","UEFS","HUEFS","246198","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Couepia",NA,"Couepia",NA,NA,NA,"Magnago, L.F.S.","943","2006","04","19",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, prop.: Deuclecio Lorenzini.","-40.516944","-19.353611","40W31'1''","19S21'13''",NA,"Borda da mata.","HUEFS0246198",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1336","2019-10-07 09:21:52-03","UEFS","HUEFS","216123","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Echinolaena","inflexa","Echinolaena inflexa","(Poir.) Chase","R.S.Andrade","2016","Demuner, V.","1632","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), prop.: Aguilar A. Lovucini.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0216123","HUEFS0216123",NA,"150","650","12",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1337","2019-10-07 09:21:55-03","UEFS","HUEFS","173739","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Eremitis",NA,"Eremitis",NA,"F.M.Ferreira","2013","Fiaschi, P.","3488","2011","01","20",NA,"Brasil","Espírito Santo","Marilândia","Perímetro Urbano, na estrada para São Pedro, fragmento de floresta junto a uma serraria de madeira, a ca. 100m do portão da serraria, em encosta de morro.","-40.533889","-19.408333","40W32'2''","19S24'30''",NA,"Floresta Ombrófila.","HUEFS0173739","HUEFS0173739",NA,"92","92","12",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1338","2019-10-07 09:21:55-03","UEFS","HUEFS","200548","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Eremitis",NA,"Eremitis",NA,NA,NA,"Ferreira, F.M.","2228","2012","10","24",NA,"Brasil","Espírito Santo","Marilândia","Perímetro urbano, na estrada para São Pedro, fragmento de floresta junta a uma serraria de madeira, a ca. 100 m do portão da serraria, em encosta de morro.","-40.533889","-19.408333","40W32'2''","19S24'30''",NA,"Floresta Ombrófila","HUEFS0200548","HUEFS0200548",NA,"92","92",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1339","2019-10-07 09:21:55-03","UEFS","HUEFS","203132","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Eremitis",NA,"Eremitis",NA,NA,NA,"Fiaschi, P.","3488","2011","01","20",NA,"Brasil","Espírito Santo","Marilândia","Perímetro urbano, na estrada para São Pedro, fragmento de floresta junto a uma serraria de madeira, a ca. 100 m do portão da serraria, em encosta de morro.","-40.533889","-19.408333","40W32'2''","19S24'30''",NA,NA,"HUEFS0203132","HUEFS0203132",NA,"92","92",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1340","2019-10-07 09:33:11-03","UEFS","HUEFS","175706","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Eriotheca","saxicola","Eriotheca saxicola","Carv.-Sobr.","J.G.de Carvalho-Sobrinho","2013","Carvalho-Sobrinho, J.G.de","3146","2011","07","14",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro.","-40.549722","-19.346111","40W32'59''","19S20'46''",NA,"Cerrado sobre afloramentos graníticos.","HUEFS0175706","HUEFS0175706","Parátipo","670","670","09",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1341","2019-10-07 09:33:11-03","UEFS","HUEFS","175709","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Eriotheca","saxicola","Eriotheca saxicola","Carv.-Sobr.","J.G.de Carvalho-Sobrinho","2013","Carvalho-Sobrinho, J.G.de","3167","2011","07","14",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro.","-40.549722","-19.346111","40W32'59''","19S20'46''",NA,"Afloramentos graníticos.","HUEFS0175709","HUEFS0175709","Parátipo","670","670","09",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1342","2019-10-07 09:33:11-03","UEFS","HUEFS","176588","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Eriotheca","saxicola","Eriotheca saxicola","Carv.-Sobr.","J.G.Carvalho-Sobrinho","2016","Demuner, V.","1647","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água. Viva, Pedra do Cruzeiro), Prop.: Aguiar A. Lovucini.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0176588","HUEFS0176588","Parátipo","150","850","09",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1343","2019-10-07 09:33:11-03","UEFS","HUEFS","176589","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Eriotheca","saxicola","Eriotheca saxicola","Carv.-Sobr.","J.G.de Carvalho-Sobrinho","2013","Magnago, L.F.S.","1387","2006","09","26",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água. Viva, Pedra do Cruzeiro), Prop.: Aguiar A. Lovucini.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0176589","HUEFS0176589 HUEFS0176589_01","Parátipo","150","850","09",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1344","2020-03-19 10:52:49-03","UEFS","HUEFS","199152","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga",NA,"Inga",NA,NA,NA,"Demuner, V.","4778","2007","12","12",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr. Aguiar A.Lorenccini.","-40.549167","-19.345833","40W32'57''","19S20'45''",NA,"Interior da mata queimada.","HUEFS0199152",NA,NA,"300","630",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1345","2020-03-19 10:52:49-03","UEFS","HUEFS","199153","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga",NA,"Inga",NA,NA,NA,"Demuner, V.","4714","2007","12","10",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr. Sônia (Reinaldo Bautz).","-40.535556","-19.335556","40W32'8''","19S20'8''",NA,"Interior da mata alterada.","HUEFS0199153",NA,NA,"350","550",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1346","2020-03-19 10:52:49-03","UEFS","HUEFS","199154","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga",NA,"Inga",NA,NA,NA,"Demuner, V.","4716","2007","12","10",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr. Sônia (Reinaldo Bautz).","-40.535556","-19.335556","40W32'8''","19S20'8''",NA,"Interior da mata alterada.","HUEFS0199154",NA,NA,"350","550",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1347","2019-10-07 09:29:52-03","UEFS","HUEFS","175704","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Achariaceae","Kuhlmanniodendron","apterocarpum","Kuhlmanniodendron apterocarpum","(Kuhlm.) Fiaschi & Groppo",NA,NA,"Carvalho-Sobrinho, J.G.de","3144","2011","07","14",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro.","-40.549722","-19.346111","40W32'59''","19S20'46''",NA,"Floresta estacional secundária, trilha para o topo do morro.","HUEFS0175704","HUEFS0175704",NA,"670","670",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1348","2019-10-07 09:16:58-03","UEFS","HUEFS","147687","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lantana",NA,"Lantana",NA,NA,NA,"Demuner, V.","1606","2006","01","18",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucuni.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0147687","HUEFS0147687",NA,"150","650",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1349","2019-10-07 09:24:08-03","UEFS","HUEFS","149228","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Magnago, L.F.S.","1477","2006","09","28",NA,"Brasil","Espírito Santo","Marilândia","Prop.: Deoclécio Lorenccini.","-67.514167","-46.351944","67W30'51''","46S21'7''",NA,NA,"HUEFS0149228",NA,NA,"150","350",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1350","2019-10-07 09:24:10-03","UEFS","HUEFS","199753","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Magnago, L.F.S.","816","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, prop.: Aguilar.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0199753",NA,NA,"150","850",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1351","2019-10-07 09:24:10-03","UEFS","HUEFS","199761","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Magnago, L.F.S.","832","2006","04","18",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade, Pedra do Cruzeiro, Prop.: Aguilar.","-40.550833","-19.348056","40W33'3''","19S20'53''",NA,NA,"HUEFS0199761",NA,NA,"150","850",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1352","2019-10-07 09:24:10-03","UEFS","HUEFS","201615","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Demuner, V.","2648","2006","07","14",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini.","-40.516111","-19.354167","40W30'58''","19S21'15''",NA,NA,"HUEFS0201615",NA,NA,"250","450",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1353","2019-10-07 09:24:10-03","UEFS","HUEFS","201617","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Magnago, L.F.S.","1393","2006","09","26",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, pedra do Cruzeiro), propr.: Aguilar A. Lovucini.","-40.551667","-19.348333","40W33'6''","19S20'54''",NA,"Ruspestre.","HUEFS0201617",NA,NA,"150","850",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1354","2019-10-07 09:24:11-03","UEFS","HUEFS","208590","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Forzza, R.C.","7555","2013","04","20",NA,"Brasil","Espírito Santo","Marilândia","Alto Liberdade Pedra do Cruzeiro. Vegetação alterada no topo do inselbergue. Distrito de Alto Liberdade.","-40.551111","-19.348333","40W33'4''","19S20'54''",NA,NA,"HUEFS0208590",NA,NA,"830","830",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1355","2019-10-07 09:24:11-03","UEFS","HUEFS","209068","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae",NA,NA,NA,NA,NA,NA,"Magnago, L.F.S.","1463","2006","09","28",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, prop.: Deoclécio Lorenccini.","-53.514167","-32.351944","53W30'51''","32S21'7''",NA,NA,"HUEFS0209068",NA,NA,"150","350",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
