"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","infraspecificEpithet","relatedCatalogItem"
"114","2019-10-02 14:55:50-03","UFMG","BHCB","39563","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae",NA,NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-10-02 14:59:35-03","UFMG","BHCB","39579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Menispermaceae","Cissampelos","Cissampelos",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-10-02 14:48:53-03","UFMG","BHCB","39927","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Prestonia","Prestonia didyma","Salino, A","3806","1997","11","27","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Trepadeira com folhas levemente cartáceas; folhas salmão com base da pétalas amarelas.; Trepadeira com folhas levemente cartáceas; folhas salmão com base da pétalas amarelas.","BHCB004120",NA,"didyma","Vell.",NA,"22280","auto","2012","03",NA,NA,NA,NA,NA,NA,NA
"117","2019-10-02 14:55:18-03","UFMG","BHCB","39921","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Aniba","Aniba firmula",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"firmula","(Nees & Mart.) Mez",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-10-02 14:49:03-03","UFMG","BHCB","39565","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aristolochiaceae","Aristolochia","Aristolochia arcuata","Salino, A","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"arcuata","Mast.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-10-02 14:52:52-03","UFMG","BHCB","39017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","Erythroxylum daphnites","Salino, A","3529","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto com flores esbranquiçadas.",NA,NA,"daphnites","Mart.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-10-02 14:56:45-03","UFMG","BHCB","43131","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Clidemia","Clidemia capitellata","Salino, A","3725","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto apoiante. Folhas membranáceas e frutos imaturos verdes; Interior de floresta semidecídua de encosta.","BHCB046262",NA,"capitellata","(Bonpl.) D.Don",NA,"22280","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"121","2019-10-02 15:05:05-03","UFMG","BHCB","39573","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Hybanthus","Hybanthus atropurpureus",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"atropurpureus","(A.St.-Hil.) Taub.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-10-02 14:56:10-03","UFMG","BHCB","39926","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Lophopterys","Lophopterys floribunda",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"floribunda","W.R.Anderson & C.C.Davis",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-10-02 14:59:40-03","UFMG","BHCB","39559","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Dorstenia","Dorstenia arifolia",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"arifolia","Lam.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-10-02 14:59:44-03","UFMG","BHCB","39601","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Sorocea","Sorocea guilleminiana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guilleminiana","Gaudich.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-10-02 14:52:04-03","UFMG","BHCB","39592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Peritassa","Peritassa flaviflora",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"flaviflora","A.C.Sm.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-10-02 14:53:04-03","UFMG","BHCB","39931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","Croton",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-10-02 14:59:39-03","UFMG","BHCB","39922","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Brosimum","Brosimum guianense",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guianense","(Aubl.) Huber",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-10-02 15:03:01-03","UFMG","BHCB","39574","PreservedSpecimen","Plantae","Dicotyledon",NA,"Santalaceae","Phoradendron","Phoradendron crassifolium",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"crassifolium","(Pohl ex DC.) Eichler",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-10-02 14:59:39-03","UFMG","BHCB","39593","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Brosimum","Brosimum guianense",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guianense","(Aubl.) Huber",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-10-02 14:59:42-03","UFMG","BHCB","39924","PreservedSpecimen","Plantae","Dicotyledon",NA,"Moraceae","Maclura","Maclura tinctoria",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"tinctoria","(L.) D.Don ex Steud.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-10-02 15:00:00-03","UFMG","BHCB","39603","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","Eugenia",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"L.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-10-02 14:52:56-03","UFMG","BHCB","39920","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","Erythroxylum subracemosum","Salino, A","3799","1997","11","27","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 6m de altura, interior da floresta. Folhas cartáceas e discolor. Frutos imaturos verdes a",NA,NA,"subracemosum","Turcz.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-10-02 15:02:39-03","UFMG","BHCB","39588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","Psychotria hoffmannseggiana",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"hoffmannseggiana","(Willd. ex Schult.) Müll.Arg.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-10-02 15:00:10-03","UFMG","BHCB","39568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","Eugenia pluriflora",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"pluriflora","DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-10-02 14:48:30-03","UFMG","BHCB","39585","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Xylopia","Xylopia brasiliensis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"brasiliensis","Spring",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-10-02 15:06:00-03","UFMG","BHCB","39930","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Acanthostachys","Acanthostachys strobilacea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"strobilacea","(Schult.) Klotzsch",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-10-02 15:06:01-03","UFMG","BHCB","39594","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","Aechmea lamarchei",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"lamarchei","Mez",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-10-02 15:02:37-03","UFMG","BHCB","39596","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Psychotria","Psychotria carthagenensis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"carthagenensis","Jacq.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-10-02 15:06:02-03","UFMG","BHCB","39595","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Aechmea","Aechmea nudicaulis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"nudicaulis","(L.) Griseb.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-10-02 15:03:22-03","UFMG","BHCB","39577","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","Siparuna guianensis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guianensis","Aubl.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-10-02 14:53:26-03","UFMG","BHCB","39587","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Acacia","Acacia tenuifolia","Salino, A","3756","1997","11","19","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,"BHCB007367",NA,"tenuifolia","(L.) Willd.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-10-02 15:00:56-03","UFMG","BHCB","39590","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Ouratea","Ouratea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-10-02 15:07:06-03","UFMG","BHCB","38786","PreservedSpecimen","Plantae","Monocotyledon",NA,"Juncaceae","Juncus","Juncus","Salino, A","3464","1997","09","21","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva terrestre com o terço inferior submerso.; Área de inundação. Margem da lagoa.",NA,NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-10-02 15:02:54-03","UFMG","BHCB","39589","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Esenbeckia","Esenbeckia grandiflora",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"grandiflora","Mart.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-10-02 14:51:58-03","UFMG","BHCB","39598","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Anthodon","Anthodon decussatum",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"decussatum","Ruiz & Pav.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-10-02 14:48:30-03","UFMG","BHCB","39586","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Xylopia","Xylopia sericea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"sericea","A.St.-Hil.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-02 14:52:51-03","UFMG","BHCB","39564","PreservedSpecimen","Plantae","Dicotyledon",NA,"Erythroxylaceae","Erythroxylum","Erythroxylum buxus","Salino, A","3750","1997","11","19","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arvoreta com 4m de altura, folhas cartáceas, frutos imaturos esverdeados.",NA,NA,"buxus","Peyr.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-10-02 15:08:28-03","UFMG","BHCB","39576","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Olyra","Olyra micrantha",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"micrantha","Kunth",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-02 15:02:05-03","UFMG","BHCB","39605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Amaioua","Amaioua guianensis",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"guianensis","Aubl.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-10-02 14:56:02-03","UFMG","BHCB","39562","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","Byrsonima sericea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"sericea","DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-02 14:56:02-03","UFMG","BHCB","39918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","Byrsonima sericea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"sericea","DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-10-02 14:53:51-03","UFMG","BHCB","39919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Copaifera","Copaifera",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,"Desf.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-10-02 15:02:54-03","UFMG","BHCB","39569","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Galipea","Galipea ciliata",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,"ciliata","Taub.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-10-02 15:08:28-03","UFMG","BHCB","39571","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Olyra","Olyra micrantha","Salino, A","3734","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área da inundação da usina.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva de 1,2 metros de altura. Infllorescências esverdeadas; Interior da floresta. Floresta Semidecídua de encosta","BHCB039312",NA,"micrantha","Kunth",NA,"22280","auto","1999","05",NA,NA,NA,NA,NA,NA,NA
"155","2019-10-02 15:03:04-03","UFMG","BHCB","39572","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Allophylus","Allophylus racemosus","Salino, A","3735","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da usina","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva com 1m de altura. Folhas membranáceas e flores creme.; Interior de floresta semidecídua de encosta","BHCB020998",NA,"racemosus","Sw.",NA,"22280","auto","2014","06","05",NA,NA,NA,NA,NA,NA
"156","2019-10-02 14:59:37-03","UFMG","BHCB","39558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","Mollinedia schottiana","Salino, A","3744","1997","11","19","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da usina","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Interior de floresta semidecídua de encosta, junto a brejo. Árvore, 3,5m. Folhas cartáceas. Frutos imaturos verdes",NA,NA,"schottiana","(Spreng.) Perkins",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-10-02 14:55:30-03","UFMG","BHCB","39602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Phyllostemonodaphne","Phyllostemonodaphne geminiflora","Salino, A","3771","1997","11","20","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da Usina","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Floresta ciliar e de encosta. Arvoreta, 4m. Folhas cartáceas. Pétalas rosadas e sépalas creme",NA,NA,"geminiflora","(Mez) Kosterm.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-10-02 14:59:37-03","UFMG","BHCB","39567","PreservedSpecimen","Plantae","Dicotyledon",NA,"Monimiaceae","Mollinedia","Mollinedia glabra","Salino, A","3753","1997","11","19","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da Usina","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Floresta semidecídua de encosta. Arvoreta, 3m. Frutos verdes",NA,NA,"glabra","(Spreng.) Perkins",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-10-02 15:08:23-03","UFMG","BHCB","39612","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Ichnanthus","Ichnanthus nemoralis","Salino, A","3781","1997","11","20","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de Inundação da Usina","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva reptante, folhas membranaceas e inflorescências verdes; Interior de floresta ciliar e de encosta","BHCB045311",NA,"nemoralis","(Schrad. ex Schult.) Hitchc. & Chase",NA,"22280","auto","2019","01",NA,NA,NA,NA,NA,NA,NA
"160","2019-10-02 15:00:51-03","UFMG","BHCB","39606","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae",NA,NA,"Salino, A","s.n.3775","1997","11","20","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 7m de altura, com folhas cartáceas, frutos maduros avermelhados.; Floresta ciliar e de encosta.","BHCB047053",NA,NA,NA,NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-10-02 14:59:53-03","UFMG","BHCB","39925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","Calyptranthes clusiifolia","Salino, A","3804","1997","11","27","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Área de inundação da usina. Propriedade do sr. Nivaldo Viana","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arvoreta, 5m. Folhas coriáceas. Inflorescências creme","BHCB027349",NA,"clusiifolia","O.Berg",NA,"22280","auto","1998","09",NA,NA,NA,NA,NA,NA,NA
"162","2019-10-02 15:03:15-03","UFMG","BHCB","39575","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Chrysophyllum","Chrysophyllum marginatum","Salino, A","3738","1997","11","06","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., floresta semidecidua de encosta,","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Subarbusto de 1,5m de altura, interior da floresta, folhas cartáceas e frutos creme com deiscência explosiva","BHCB004652",NA,"marginatum","(Hook. & Arn.) Radlk.",NA,"22280","auto","1997","11",NA,NA,NA,NA,NA,NA,NA
"163","2019-10-02 15:06:17-03","UFMG","BHCB","39560","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","Dichorisandra tejucensis","Salino, A","3746","1997","11","19","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Floresta semidecídua de encosta","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Erva terrestre, no interior da floresta, em área íngreme, espiguetas verdes","BHCB5348",NA,"tejucensis","Martens ex Schult.",NA,"22280","auto","2013","03","01",NA,NA,NA,NA,NA,NA
"164","2019-10-02 15:03:08-03","UFMG","BHCB","39923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapindaceae","Matayba","Matayba juglandifolia","Salino, A","3802","1997","11","27","Southern America","Brasil","Minas Gerais","Jequeri","Usina de Providência., Propriedade do Sr. Nivaldo Viana.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Árvore de 7m de altura. Folhas cartáceas, discolor, inflorescências creme, frutos imaturos verdes à castanhos.",NA,NA,"juglandifolia","(Cambess.) Radlk.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-10-02 15:04:13-03","UFMG","BHCB","47242","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","Solanum decompositiflorum","Salino, A; Morais, PO","4628","1999","04","24","Southern America","Brasil","Minas Gerais","Jequeri","Usina Hidrelétrica Cachoeira da Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto 1,5m de altura, flores brancas com estames amarelos.; Floresta de encosta.","BHCB042903","BHCB042903","decompositiflorum","Sendtn.",NA,"22280","auto","2009","04",NA,NA,NA,NA,NA,NA,NA
"166","2019-10-02 15:04:16-03","UFMG","BHCB","39019","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","Solanum granulosoleprosum","Salino, A","3531","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina Hidrelétrica Cachoeira da Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto ca. 3.0m de altura, flores lilás com estames amarelos.","BHCB050749",NA,"granulosoleprosum","Dunal",NA,"22280","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-10-02 15:04:08-03","UFMG","BHCB","39018","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","Solanum cernuum","Salino, A","3530","1997","09","29","Southern America","Brasil","Minas Gerais","Jequeri","Usina Hidrelétrica Cachoeira da Providência","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Arbusto ca. 2.5m de altura, flores brancas com estames amarelos.; Arbusto ca. 2.5 m. de altura; flores brancas com estames amarelos","BHCB025412",NA,"cernuum","Vell.",NA,"22280","auto","1997","09",NA,NA,NA,NA,NA,NA,NA
"168","2019-10-02 14:51:19-03","UFMG","BHCB","47248","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Arrabidaea","Arrabidaea","Salino, A; Morais, PO","4634","1999","04","24","Southern America","Brasil","Minas Gerais","Jequeri","Usina Hidrelétrica Cachoeira da Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Trepadeira. Folhas cartáceas. Frutos imaturos verdes.; Floresta de encosta.",NA,NA,NA,"DC.",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-10-02 14:54:15-03","UFMG","BHCB","47240","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","Machaerium stipitatum","Salino, A; Morais, PO","s.n.","1999","04","24","Southern America","Brasil","Minas Gerais","Jequeri","Usina Hidrelétrica Cachoeira da Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,"Ávore com 6 m de altura, folhas cartáceas, frutos imaturos verdes.",NA,NA,"stipitatum","(DC.) Vogel",NA,"22280","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
