"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag"
"1","2016-10-10 10:07:06-03","MOBOT","MOBOT_BR","2971352","S","Plantae","Euphorbiaceae","Microstachys","ditassoides","Microstachys ditassoides","(Didr.) Esser","S.M. Athiê de Souza","2013","Gert G. Hatschbach","Hatschbach 35281","1974","10","24","South America","Brazil","Minas Gerais","Santana dos Montes","Serra do Cipó.","-43.6917","-20.7878","13725","auto"
