"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","specificEpithet","scientificNameAuthorship","yearIdentified","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","class","previousCatalogNumber","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"1681","2017-09-14 11:49:36-03","MBML","MBML-HERBARIO","29593",NA,"Plantae",NA,NA,"Orchidaceae","Paradisanthus","Paradisanthus micranthus","R. R. Vervloet, 06/06/2007","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3511","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.664444","-18.973889","40W39'52","18S58'26","400","400",NA,"Herbácea/terrestre pétalas verdes com listras vináceas, labelo branco e próximo a polínea azul (CULTIVO). Afloramento rochoso, meio sombra.","MBML029593",NA,"micranthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","27009",NA,"Plantae",NA,NA,"Euphorbiaceae","Paradrypetes","Paradrypetes ilicifolia","H.Q.Boudet Fernandes/30-08-2007","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2377","2006","06","06",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, Escola Agroecológica","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Arvoreta 7m, frutos imaturos verdes, maduros vermelhos. Interior de mata.","MBML027009","MBML027009","ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28484",NA,"Plantae",NA,NA,"Euphorbiaceae","Paradrypetes","Paradrypetes ilicifolia","H.Q.Boudet Fernandes/30-08-2007","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1278","2006","09","05",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Arvoreta 6m de alt. Frutos amarelos. Mata.","MBML028484","MBML028484","ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28890",NA,"Plantae",NA,NA,"Euphorbiaceae","Paradrypetes","Paradrypetes ilicifolia","H.Q.Boudet Fernandes/30-08-2007","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","538","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Arvoreto 8m de alt. Frutos verdes. Mata.","MBML028890","MBML028890","ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","32162",NA,"Plantae",NA,NA,"Euphorbiaceae","Paradrypetes","Paradrypetes ilicifolia","V. Demuner/18-02-2008","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3400","2007","10","02",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Mata de encosta. Arvoreta 8m x 18cm. Botões florais verdes. Margem direita do córrego.","MBML032162","MBML032162","ilicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","2019-05-09 14:20:13-03","MBML","MBML-HERBARIO","30480",NA,"Plantae",NA,NA,"Leguminosae Mimosoideae","Parapiptadenia","Parapiptadenia pterosperma","Robson D. Ribeiro/25-08-2009","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2713","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Árvore 12m, frutos imaturos de cor marrom vináceos.","MBML030480","MBML030480","pterosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","2017-09-14 11:45:50-03","MBML","MBML-HERBARIO","32127",NA,"Plantae",NA,NA,"Gramineae","Parodiolyra","Parodiolyra micrantha","F.M. Ferreira/01-10-2009","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3407","2007","10","02",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Mata de encosta. Subarbustiva ereta. Ramos com 2,5m.","MBML032127","MBML032127","micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","2017-09-14 11:45:50-03","MBML","MBML-HERBARIO","32203",NA,"Plantae",NA,NA,"Gramineae","Parodiolyra","Parodiolyra micrantha","F.M. Ferreira/01-10-2009","H. Q. Boudet Fernandes; V. Demuner, T. A. Cruz, R. R. Vervloet","3438","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Lúzia. Pedra do Ciro.","-40.662222","-18.985806","40W39'44","18S59'8,9","175","175",NA,"Vegetação rupestre. Herbácea 2m. Ramos ereta. Inflorescência verde.","MBML032203","MBML032203","micrantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","2018-03-14 14:29:47-03","MBML","MBML-HERBARIO","23648",NA,"Plantae",NA,NA,"Gramineae","Paspalum","Paspalum intermedium","Pedro L. Viana/30-10-2007","H. Q. Boudet Fernandes; et al","3323","2004","05","15",NA,"Brasil","Espírito Santo","Águia Branca","Parque Natural Municipal Recanto do Jacaré","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Erva. Bordo do brejo. JAC 20.","MBML023648","MBML023648","intermedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","29553",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3519","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.664444","-18.973889","40W39'52","18S58'26","400","400",NA,"Liana 4m pétalas brancas, sépalas e frutos verdes. Afloramento rochoso.","MBML029553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","28772",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora alata","D.C. Imig/10-01-2017","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1086","2006","07","25",NA,"Brasil","Espírito Santo","Águia Branca","Mata do Assentamento 16 de abril.","-40.735556","-18.903333","40W44'8","18S54'12","150","150",NA,"Liana. Flores vináceas. Área de macega.","MBML028772",NA,"alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","2017-09-14 11:49:58-03","MBML","MBML-HERBARIO","31071",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora alata","D.C. Imig/10-01-2017","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3201","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Liana, flores com sépalas de cor verde, pétalas lilás e branca exteriormente e vermelha internamente. Frutos imaturos de cor verde. Estames de cor azul. Borda de mata.","MBML031071",NA,"alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","2017-09-14 11:50:02-03","MBML","MBML-HERBARIO","26790",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora contracta","D.C. Imig/10-01-2017","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen e Alex","2189","2006","04","25",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta (CEIER), Prop.: Alex Sandro","-40.648","-19.022833","40W38'52,8","19S1'22,2","170","170",NA,"Liana 6m, frutos verdes. Mata em regeneração.","MBML026790",NA,"contracta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","2017-09-14 11:50:02-03","MBML","MBML-HERBARIO","27478",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora contracta","D.C. Imig/10-01-2017","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Domingos Breda","2997","2006","10","19",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta, prop.: Domingos Breda","-40.647778","-19.023056","40W38'52","19S1'23","180","180",NA,"Liana 6m, botões florais, flores brancas, frutos verdes. Interior de mata alterada.","MBML027478",NA,"contracta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","2017-09-14 11:50:02-03","MBML","MBML-HERBARIO","27724",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora kermesina","D.C. Imig/10-01-2017","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1644","2006","11","29",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, Trilha do Córrego, propr.: Ailton Corteleti.","-40.798611","-18.944167","40W47'55","18S56'39","380","380",NA,"Liana. Flores rosas. Frutos verdes. Borda da mata.","MBML027724",NA,"kermesina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","2017-09-14 11:50:03-03","MBML","MBML-HERBARIO","27400",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora silvestris","D.C. Imig/10-01-2017","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2945","2006","10","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, prop.: Ciro Ferreira","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Liana 3m, botões florais, frutos verdes. Vegetação rupestre.","MBML027400",NA,"silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","2017-09-14 11:50:03-03","MBML","MBML-HERBARIO","30127",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora silvestris","D.C. Imig/10-01-2017","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","4001","2007","05","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (proprriedade vendida)","-40.662778","-18.971944","40W39'46","18S58'19","450","450",NA,"Liana 6m botões floraisamarelos. Vegetação em afloramento rochoso.","MBML030127",NA,"silvestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","2017-09-14 11:50:03-03","MBML","MBML-HERBARIO","27791",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","Passiflora speciosa","D.C. Imig/10-01-2017","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1095","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Liana. Flores vermelhas. Androceu e gineceu verdes. Mata beira do rio.","MBML027791",NA,"speciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","2017-09-14 11:51:26-03","MBML","MBML-HERBARIO","26850",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia",NA,"V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","2007","2006","03","16",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril, fragmento a esquerda do campo","-40.734722","-18.907028","40W44'5","18S54'25,3","200","200",NA,"Liana 4m, frutos verdes, látex transparente. Borda de mata","MBML026850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","27062",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia racemosa","R. Perdiz/2011","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2439","2006","06","07",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.801667","-18.952778","40W48'6","18S57'10","350","350",NA,"Liana 6m, frutos imaturos verdes, maduros vermelhos. Borda de mata.","MBML027062",NA,"racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","30517",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia racemosa","R. Perdiz/2011","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2742","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Liana, fruto imaturo de cor verde e vermelho. Borda de mata.","MBML030517",NA,"racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","31104",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia racemosa","R. Perdiz/2011","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3182","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Liana, frutos imaturos de cor verde e vermelho. Látex de cor branca.","MBML031104",NA,"racemosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","26860",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia rubiginosa","R. Perdiz/2011","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Clara.","1900","2006","03","15",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Liana 6m, frutos vermelhos, sementes pretas, arilo branco. Borda de mata.","MBML026860",NA,"rubiginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","32357",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia rubiginosa","R. Perdiz/2011","V. Demuner; T. A. Cruz, R. R. Vervloet e J.L. Thomazini.","4557","2007","11","21",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de Abril.","-40.7355","-18.9035","40W44'7,8","18S54'12,6","170","170",NA,"Liana 6m, botões florais, flores cálice verde, corola e látex branco. Interior de mata alterada.","MBML032357",NA,"rubiginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","32389",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia rubiginosa","R. Perdiz/2011","V. Demuner; T. A. Cruz, M.Belizário.","4796","2007","12","19",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Arlindo Breda","-40.802056","-18.944556","40W48'7,4","18S56'40,4","340","340",NA,"Liana 7m, flores e frutos verdes, látex branco. Interior de mata.","MBML032389",NA,"rubiginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","2019-04-29 09:47:06-03","MBML","MBML-HERBARIO","53927",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia rubiginosa","M. Souza/17-03-2011","M.C. Souza; M. M. Saavedra, R. F. Monteiro, C. N. Fraga","603","2008","01","16",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo. Propriedade particular do Sr. Ailton Corteletti. Mata entre os afloramentos","-40.801944","-18.954444","40W48'7","18S57'16","285","285",NA,"Planta trepadeira com gavinha na base das folhas, caule hexagonal, látex branco, frutos de cor vermelho-alaranjado. Hábitat: Mata Atlântica. Hábito/Forma de vida: trepadeira","MBML053927",NA,"rubiginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","2017-09-14 11:51:27-03","MBML","MBML-HERBARIO","29641",NA,"Plantae",NA,NA,"Sapindaceae","Paullinia","Paullinia ternata","R. Perdiz/2011","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3557","2007","04","04",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (propriedade vendida)","-40.671111","-18.985833","40W40'16","18S59'9","180","180",NA,"Liana 8m frutos verdes caulinares. Afloramento rochoso.","MBML029641",NA,"ternata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","2019-08-05 14:35:54-03","MBML","MBML-HERBARIO","31118",NA,"Plantae",NA,NA,"Euphorbiaceae","Pausandra","Pausandra",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3167","2007","08","15",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras. Zequinha","-40.814444","-18.875556","40W48'52","18S52'32","350","350",NA,"Árvore 7m, inflorescência jovem com botoes de cor verde latex transparente.","MBML031118","MBML031118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","2017-09-14 11:47:31-03","MBML","MBML-HERBARIO","32761",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","Pavonia multiflora","V.M. Gonçalez/21-01-2015","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1365","2006","09","07",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, propr.: Zequinha","-40.812778","-18.871389","40W48'46","18S52'17","400","400",NA,"Arbusto com 2m de alt. Brácteas vermelhas e botões florais vináceos. Mata.","MBML032761","MBML032761","multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","2018-01-16 07:34:42-02","MBML","MBML-HERBARIO","51145",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","Pavonia sidifolia","A.D. Firmino","L. Kollmann; C.N.Fraga, C.Fraga e M.F.O.Siva","13247","2016","12","15",NA,"Brasil","Espírito Santo","Águia Branca","Perto da cidade, beira de estrada","-40.732333","-18.996389","40W43'56,4","18S59'47",NA,NA,NA,"Arbusto 1,5m ao sol, flores amarelas.","MBML051145","MBML051145","sidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","2017-09-14 11:47:24-03","MBML","MBML-HERBARIO","30900",NA,"Plantae",NA,NA,"Malpighiaceae","Peixotoa","Peixotoa hispidula","C. Anderson/2009","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2714","2007","07","03",NA,"Brasil","Espírito Santo","Águia Branca","Assentamento 16 de abril","-40.734722","-18.907028","40W44'5","18S54'25,3","150","150",NA,"Liana, frutos imaturos de cor verde rosados.","MBML030900","MBML030900","hispidula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","2018-03-14 14:30:33-03","MBML","MBML-HERBARIO","26173",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia",NA,"V. Demuner; et al","2285","2006","04","27",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia","-40.74","-18.983056","40W44'24","18S58'59",NA,NA,NA,"Herbácea 4cm, inflorescência verde. Afloramento rochoso.","MBML026173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","2017-09-14 11:50:04-03","MBML","MBML-HERBARIO","27795",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia",NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1117","2006","07","26",NA,"Brasil","Espírito Santo","Águia Branca","Pedra da Bandeira, Santa Luzia, prop.: Ciro Ferreira.","-40.665556","-18.977778","40W39'56","18S58'40","170","170",NA,"Arbusto. Espiga verde. Vegetação rupestre.","MBML027795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","2017-09-14 11:50:04-03","MBML","MBML-HERBARIO","29564",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia",NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3456","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira","-40.662222","-18.979444","40W39'44","18S58'46","250","250",NA,"Herbácea inflorescência e infrutescência verdes. Afloramento rochoso.","MBML029564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","2017-09-14 11:50:04-03","MBML","MBML-HERBARIO","37092",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia",NA,"A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni & O. Ribeiro","5038","2008","04","26",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, Pedra da Bandeira, propriedade do Sr. Ciro Ferreira.","-40.652583","-18.968778","40W39'9,3","18S58'7,6","362","362",NA,"Trepadeira no sol. Frutos verdes.","MBML037092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","2017-09-14 11:50:05-03","MBML","MBML-HERBARIO","27735",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia blanda","D. Monteiro/III-2008","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1670","2006","11","30",NA,"Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba, propr.: Rosangela Fausti.","-40.647778","-19.022778","40W38'52","19S1'22","190","190",NA,"Herbácea terrestre. Inflorescência verde. Mata alterada.","MBML027735",NA,"blanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","2017-09-14 11:50:08-03","MBML","MBML-HERBARIO","30156",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia incana","Elsie F. Guimarães/2009","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3994","2007","05","18",NA,"Brasil","Espírito Santo","Águia Branca","Santa Luzia, propr.: Ciro Ferreira (proprriedade vendida)","-40.662778","-18.971944","40W39'46","18S58'19","450","450",NA,"Herbácea inflorescência verde claro. Afloramento rochoso.","MBML030156",NA,"incana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","2019-08-08 16:44:27-03","MBML","MBML-HERBARIO","28600",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","Peperomia turbinata","V.B. Sarnaglia Jr./2012","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","533","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300",NA,"Epífita 7m de alt. Inflorescência verde. Folhas suculentas. Mata.","MBML028600",NA,"turbinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","27057",NA,"Plantae",NA,NA,"Euphorbiaceae","Pera","Pera",NA,"V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen e Alex","2192","2006","04","25",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta (CEIER), Prop.: Alex Sandro","-40.648","-19.022833","40W38'52,8","19S1'22,2","170","170",NA,"Arvoreta 8m, frutos imaturos verdes. Mata em regeneração.","MBML027057","MBML027057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","27088",NA,"Plantae",NA,NA,"Euphorbiaceae","Pera","Pera",NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2491","2006","06","08",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha","-40.812778","-18.871389","40W48'46","18S52'17","400","400",NA,"Árvore 15m, fuste 7m, Dap 20cm, frutos verdes. Interior de mata.","MBML027088","MBML027088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","31136",NA,"Plantae",NA,NA,"Euphorbiaceae","Pera","Pera",NA,"R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3216","2007","08","16",NA,"Brasil","Espírito Santo","Águia Branca","Pedra redonda. Prop.Jorge Wrublewski","-40.769444","-18.975556","40W46'10","18S58'32","300","300",NA,"Árvore 7m, frutos imaturos de cor verde. Cor branca interior.","MBML031136","MBML031136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","32696",NA,"Plantae",NA,NA,"Euphorbiaceae","Pera","Pera",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","592","2006","02","01",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.73","-18.892222","40W43'48","18S53'32","300","300",NA,"Árvore 9m de alt. DAP 20cm. Fuste 4m. Flores vermelhas e brancas. Mata beira de um corrego.","MBML032696","MBML032696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","2017-09-14 11:45:22-03","MBML","MBML-HERBARIO","26542",NA,"Plantae",NA,NA,"Euphorbiaceae","Pera","Pera leandri","V. Demuner, L.F.S Magnago","V. Demuner; L.F.S Magnago, T. Cruz, Elias Bausen e Alex","2191","2006","04","25",NA,"Brasil","Espírito Santo","Águia Branca","Córrego do Trinta (CEIER), Prop.: Alex Sandro","-40.648056","-19.022778","40W38'53","19S1'22","170","170",NA,"Arvoreta 6m, botões florais e frutos imaturos verdes, frutos maduros vináceos. Mata em regeneração.","MBML026542","MBML026542","leandri",NA,"2006",NA,NA,NA,"04","27",NA,NA,NA,NA,NA,NA
