"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","previousCatalogNumber","typeStatus","relatedCatalogItem"
"1855","2019-11-07 11:19:03-03","UFMG","BHCB-SL","151483","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A","2011","08",NA,"Souza, FS; Mota, TM; Bünger, MO","1566","2011","08","04","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Pedegrulho. Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.755833","-20.351389","-41.755833","-20.351389",NA,"1078","1078",NA,"Epífita no rio",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1856","2019-11-07 11:17:03-03","UFMG","BHCB-SL","145383","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","osmundacea","Polybotrya osmundacea","Willd.","Canestraro, BK","2014","01","15","Souza, FS; Machado, TM; Gomides, SC","1314","2010","12","16","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Norte.","-41.719972","-20.446778","-41.719972","-20.446778",NA,"1053","1053",NA,"Hemiepífita na mata ombrófila, próximo a estrada.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1857","2019-11-07 11:17:03-03","UFMG","BHCB-SL","124334","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Salino, A","2008","09",NA,"Salino, A; Heringer, G; Megale, ME","13780","2008","09","11","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Santa Marta, Floresta Ombrófila Densa Montana ao longo do rio Santa Marta","-41.732167","-20.495972","-41.732167","-20.495972",NA,"960","960",NA,"Terrestre a margem de rio e borda de floresta",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1858","2019-11-07 11:17:03-03","UFMG","BHCB-SL","148315","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polybotrya","speciosa","Polybotrya speciosa","Schott","Souza, FS","2011","10",NA,"Souza, FS; Giacomin, LL; Machado, TM","1409","2011","02","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.7335","-20.494667","-41.7335","-20.494667",NA,"986","986",NA,"Hemiepífita no interior de mata. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1859","2019-11-07 11:17:26-03","UFMG","BHCB-SL","136046","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Polyphlebium","angustatum","Polyphlebium angustatum","(Carmich.) Ebihara & Dubuisson",NA,NA,NA,NA,"Heringer, G; Machado, TM; Reis, SB","384","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.","-41.7355","-20.395111","-41.7355","-20.395111",NA,"1174","1174",NA,"Rupícola em beira de trilha, próximo a curso de água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1860","2019-11-07 11:17:04-03","UFMG","BHCB-SL","124466","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polystichum","montevidense","Polystichum montevidense montevidense","Spreng.","Salino, A","2008","09",NA,"Salino, A; Heringer, G; Megale, ME","13912","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Terrestre na borda de floresta",NA,"América",NA,NA,NA,"montevidense",NA,NA,NA,NA
"1861","2019-11-07 11:17:04-03","UFMG","BHCB-SL","148325","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polystichum","platylepis","Polystichum platylepis","Fée","Condack, JPS","2011","08",NA,"Souza, FS; Giacomin, LL; Machado, TM","1419","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.740333","-20.466333","-41.740333","-20.466333",NA,"1177","1177",NA,"Terrestre no interior de floresta ombrófila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1862","2019-12-19 16:19:14-03","UFMG","BHCB-SL","169851","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Polystichum","rochaleanum","Polystichum rochaleanum","Glaz. ex Fée","Salino, A",NA,NA,NA,"Salino, A; Almeida, TE; Assis, FC; Moura, LC","s.n.","2014","05","10","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó., Campo de altitude. Trilha entre a Casa Queimada e o Pico da Bandeira.","-41.8","-20.440278","-41.8","-20.440278",NA,"2800","2800",NA,"Erva rupícola.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1863","2019-11-07 11:20:03-03","UFMG","BHCB-SL","136039","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","lineatum","Polytaenium lineatum","(Sw.) Kaulf.",NA,NA,NA,NA,"Heringer, G; Machado, TM; Reis, SB","377","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.","-41.7355","-20.395111","-41.7355","-20.395111",NA,"1174","1174",NA,"Rupícola em beira de trilha, próximo a curso de água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1864","2019-11-07 11:20:03-03","UFMG","BHCB-SL","148313","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","lineatum","Polytaenium lineatum","(Sw.) Kaulf.","Souza, FS","2011","02","08","Souza, FS; Giacomin, LL; Machado, TM","1407","2011","02","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.7335","-20.494667","-41.7335","-20.494667",NA,"986","986",NA,"Epífita no interior de mata ciliar antropizada. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1865","2019-11-07 11:20:03-03","UFMG","BHCB-SL","148957","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","lineatum","Polytaenium lineatum","(Sw.) Kaulf.","Souza, FS","2011","04","04","Souza, FS; Machado, TM","1491","2011","04","04","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Tecnotruta, Córrego do Calçado, Trilha para a Pedra do São Jorge, Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.738972","-20.466111","-41.738972","-20.466111",NA,"1155","1155",NA,"Epífita no interior de mata.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1866","2019-11-07 11:20:03-03","UFMG","BHCB-SL","148960","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Polytaenium","lineatum","Polytaenium lineatum","(Sw.) Kaulf.","Souza, FS","2011","04","04","Souza, FS; Machado, TM","1494","2011","04","04","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Tecnotruta, Córrego do Calçado, Trilha para a Pedra do São Jorge, Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.742222","-20.4665","-41.742222","-20.4665",NA,"1197","1197",NA,"Epífita no interior de mata.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1867","2020-03-04 20:43:39-03","UFMG","BHCB-SL","148326","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","angustata","Pteris angustata","(Fée) C.V.Morton","Souza, FS","2011","11",NA,"Souza, FS; Giacomin, LL; Machado, TM","1420","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.735139","-20.467194","-41.735139","-20.467194",NA,"1130","1130",NA,"Terrestre no interior de floresta ombrófila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1868","2019-11-07 11:20:09-03","UFMG","BHCB-SL","148327","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","decurrens","Pteris decurrens","C.Presl","Souza, FS","2011","11",NA,"Souza, FS; Giacomin, LL; Machado, TM","1421","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.739472","-20.466083","-41.739472","-20.466083",NA,"1168","1168",NA,"Terrestre no interior de floresta ombrófila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1869","2020-02-11 18:26:37-03","UFMG","BHCB-SL","124450","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","deflexa","Pteris deflexa","Link","Megale, ME; Salino, A","2008","10",NA,"Salino, A; Heringer, G; Megale, ME","13896","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Terrestre no interior de floresta",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1870","2020-02-11 18:26:37-03","UFMG","BHCB-SL","136055","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","deflexa","Pteris deflexa","Link",NA,NA,NA,NA,"Heringer, G; Machado, TM; Reis, SB","393","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.","-41.7355","-20.395111","-41.7355","-20.395111",NA,"1174","1174",NA,"Terrestre em beira de trilha, próximo a curso de água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1871","2020-02-11 18:26:37-03","UFMG","BHCB-SL","148318","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","deflexa","Pteris deflexa","Link","Souza, FS","2011","11",NA,"Souza, FS; Giacomin, LL; Machado, TM","1412","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.73225","-20.467944","-41.73225","-20.467944",NA,"1087","1087",NA,"Terrestre no interior de mata ombrofila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1872","2020-02-11 18:26:37-03","UFMG","BHCB-SL","148329","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","deflexa","Pteris deflexa","Link","Souza, FS","2011","11",NA,"Souza, FS; Giacomin, LL; Machado, TM","1423","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.739472","-20.466083","-41.739472","-20.466083",NA,"1168","1168",NA,"Terrestre no interior de floresta ombrófila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1873","2020-02-11 18:26:37-03","UFMG","BHCB-SL","148955","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","deflexa","Pteris deflexa","Link","Souza, FS","2011","11",NA,"Souza, FS; Machado, TM","1489","2011","04","04","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Tecnotruta, Córrego do Calçado, Trilha para a Pedra do São Jorge, Floresta Ombrófila Densa Montana. DATUM WGS 84.","-41.738972","-20.466111","-41.738972","-20.466111",NA,"1155","1155",NA,"Terrestre próximo a água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1874","2019-11-07 11:20:16-03","UFMG","BHCB-SL","124451","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Souza, FS","2011","11",NA,"Salino, A; Heringer, G; Megale, ME","13897","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Terrestre no interior de floresta",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1875","2019-11-07 11:20:16-03","UFMG","BHCB-SL","148337","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pteris","splendens","Pteris splendens","Kaulf.","Souza, FS","2011","02","09","Souza, FS; Giacomin, LL; Machado, TM","1431","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.733639","-20.467389","-41.733639","-20.467389",NA,"1117","1117",NA,"Terrestre no interior de floresta ombrofila. Caule ereto. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1876","2019-11-07 11:17:07-03","UFMG","BHCB-SL","124469","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","(G.Forst.) Ching","Salino, A","2008","09",NA,"Salino, A; Heringer, G; Megale, ME","13915","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Rupícola entre bromélias, em afloramento rochoso",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1877","2019-11-07 11:17:07-03","UFMG","BHCB-SL","148319","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","(G.Forst.) Ching","Souza, FS","2011","02","09","Souza, FS; Giacomin, LL; Machado, TM","1413","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.740667","-20.465861","-41.740667","-20.465861",NA,"1177","1177",NA,"Epífita na borda de mata ombrófila, próximo ao córrego. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1878","2019-11-07 11:20:30-03","UFMG","BHCB-SL","124472","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Salino, A","2008","09",NA,"Salino, A; Heringer, G; Megale, ME","13918","2008",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Rupícola no interior de floresta",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1879","2019-11-07 11:20:34-03","UFMG","BHCB-SL","124322","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","flexuosa","Selaginella flexuosa","Spring","Salino, A","2008","09",NA,"Salino, A; Heringer, G; Megale, ME","13768","2008",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Santa Marta. Floresta Ombrófila Densa Montana ao longo do rio Santa Marta","-41.732167","-20.495972","-41.732167","-20.495972",NA,"960","960",NA,"Terrestre a margem de rio e borda de barranco",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1880","2019-11-07 11:20:34-03","UFMG","BHCB-SL","148293","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","flexuosa","Selaginella flexuosa","Spring","Heringer, G","2011",NA,NA,"Souza, FS; Giacomin, LL; Machado, TM","1387","2011",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.732611","-20.495139","-41.732611","-20.495139",NA,"989","989",NA,"Terrestre na borda de mata ciliar antropizada. Planta ereta. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1881","2019-11-07 11:20:39-03","UFMG","BHCB-SL","124347","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Spring","Salino, A","2008","09",NA,"Salino, A; Heringer, G; Megale, ME","13793","2008",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base Santa Marta. Floresta Ombrófila Densa Montana ao longo do rio Santa Marta","-41.732167","-20.495972","-41.732167","-20.495972",NA,"960","960",NA,"Em barranco de rio local úmido",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1882","2019-11-07 11:20:39-03","UFMG","BHCB-SL","136061","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Spring",NA,NA,NA,NA,"Heringer, G; Machado, TM; Reis, SB","399","2010",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.","-41.7355","-20.395111","-41.7355","-20.395111",NA,"1174","1174",NA,"Rupícola em beira de trilha, próximo a curso de água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1883","2019-11-07 11:20:39-03","UFMG","BHCB-SL","148314","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa","Spring","Heringer, G","2011",NA,NA,"Souza, FS; Giacomin, LL; Machado, TM","1408","2011",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.7335","-20.494667","-41.7335","-20.494667",NA,"986","986",NA,"Rupícola no rio. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1884","2019-11-07 11:20:50-03","UFMG","BHCB-SL","148306","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","sulcata","Selaginella sulcata","(Desv. ex Poir.) Spring","Heringer, G","2011",NA,NA,"Souza, FS; Giacomin, LL; Machado, TM","1400","2011",NA,NA,"Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.732611","-20.495139","-41.732611","-20.495139",NA,"989","989",NA,"Terrestre na área antropizada, caule avermelhado. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1885","2019-11-07 11:20:50-03","UFMG","BHCB-SL","180567","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","sulcata","Selaginella sulcata","(Desv. ex Poir.) Spring","Salino, A","2016","01","21","Salino, A; Moura, LC; Moura, IO","16157","2016","01","21","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Base de Santa Marta, Floresta Ombrófila Densa.","41.736389","20.491667","41.736389","20.491667",NA,"1046","1046",NA,"Terrícola, em barranco á beira de riacho. Dried in alcohol 70%.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1886","2019-11-07 11:19:10-03","UFMG","BHCB-SL","148305","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","fraxinifolium","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","Souza, FS","2011","02","08","Souza, FS; Giacomin, LL; Machado, TM","1399","2011","02","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84","-41.733333","-20.494639","-41.733333","-20.494639",NA,"1003","1003",NA,"Epífita na base da árvore no interior de mata ciliar antropizada. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1887","2019-11-07 11:19:10-03","UFMG","BHCB-SL","148345","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","latipes","Serpocaulon latipes","(Langsd. & Fisch.) A.R.Sm.","Souza, FS","2011","11",NA,"Souza, FS; Giacomin, LL; Machado, TM","1439","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.733611","-20.4675","-41.733611","-20.4675",NA,"1117","1117",NA,"Epífita no bambuzal na floresta ombrofila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1888","2020-03-04 20:43:34-03","UFMG","BHCB-SL","145281","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Serpocaulon","sehnemii","Serpocaulon sehnemii","(Pic.Serm.) Labiak & J.Prado","Souza, FS","2011","11",NA,"Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1212","2010","11","30","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Braço Norte. DATUM WGS84.","-42.235028","-20.749944","-42.235028","-20.749944",NA,"1183","1183",NA,"Epífita no interior de mata ciliar.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1889","2020-03-04 20:43:50-03","UFMG","BHCB-SL","148330","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Steiropteris","leprieurii","Steiropteris leprieurii","Hook.","Paixão, LC; Salino, A","2011","11","23","Souza, FS; Giacomin, LL; Machado, TM","1424","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.733278","-20.467611","-41.733278","-20.467611",NA,"1109","1109",NA,"Terrestre no interior de floresta ombrófila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1890","2019-11-07 11:19:14-03","UFMG","BHCB-SL","136064","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.",NA,NA,NA,NA,"Heringer, G; Machado, TM; Reis, SB","402","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó., Parque Nacional do Caparaó, Pedra Roxa.","-41.735556","-20.395","-41.735556","-20.395",NA,"1174","1174",NA,"Epífita em Cyatheaceae próximo a curso de água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1891","2019-11-07 11:21:43-03","UFMG","BHCB-SL","145377","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris",NA,"Thelypteris",NA,NA,NA,NA,NA,"Souza, FS; Machado, TM; Gomides, SC","1308","2010","12","16","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Rio Norte.","-41.737083","-20.4465","-41.737083","-20.4465",NA,"1208","1208",NA,"Terrestre no interior de mata ciliar na trilha.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1892","2019-11-07 11:21:43-03","UFMG","BHCB-SL","148348","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris",NA,"Thelypteris",NA,NA,NA,NA,NA,"Souza, FS; Giacomin, LL; Machado, TM","1442","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.739556","-20.466139","-41.739556","-20.466139",NA,"1156","1156",NA,"Terrestre no interior de floresta ombrofila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1893","2019-11-07 11:21:43-03","UFMG","BHCB-SL","136033","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris","ptarmica","Thelypteris ptarmica","(Mett.) C.F.Reed","Paixão, LC","2011","06",NA,"Heringer, G; Machado, TM; Reis, SB","371","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.","-41.7355","-20.395111","-41.7355","-20.395111",NA,"1174","1174",NA,"Beira de rio, terrestre.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1894","2019-11-07 11:17:35-03","UFMG","BHCB-SL","136129","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Trichomanes","polypodioides","Trichomanes polypodioides","L.",NA,NA,NA,NA,"Heringer, G; Machado, TM; Reis, SB","465","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó., Pedra Roxa","-41.735389","-20.396167","-41.735389","-20.396167",NA,"1168","1168",NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1895","2019-11-07 11:17:38-03","UFMG","BHCB-SL","124459","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Vandenboschia","radicans","Vandenboschia radicans","(Sw.) Copel.","Salino, A","2010","09",NA,"Salino, A; Heringer, G; Megale, ME","13905","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base de Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Epífita/trepadeira no interior de floresta",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1896","2019-11-07 11:17:38-03","UFMG","BHCB-SL","148336","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Vandenboschia","radicans","Vandenboschia radicans","(Sw.) Copel.","Souza, FS","2011","11",NA,"Souza, FS; Giacomin, LL; Machado, TM","1430","2011","02","09","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Córrego do Calçado. Tecnotruta. DATUM WGS 84","-41.740639","-20.4665","-41.740639","-20.4665",NA,"1178","1178",NA,"Terrestre no interior de floresta ombrófila. PRENSADO EM ÁLCOOL",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1897","2020-02-11 18:25:47-03","UFMG","BHCB-SL","124461","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Vandenboschia","rupestris","Vandenboschia rupestris","(Raddi) Ebihara & K.Iwats.","Souza, FS","2011","11",NA,"Salino, A; Heringer, G; Megale, ME","13907","2008","09","13","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, base de Pedra Roxa. Floresta Ombrófila Densa Montana ao longo do rio Pedra Roxa","-41.738222","-20.391667","-41.738222","-20.391667",NA,"1140","1140",NA,"Rupícola no interior de floresta",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1898","2020-02-11 18:25:47-03","UFMG","BHCB-SL","136128","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Vandenboschia","rupestris","Vandenboschia rupestris","(Raddi) Ebihara & K.Iwats.","Souza, FS","2011","11",NA,"Heringer, G; Machado, TM; Reis, SB","465","2010","03","08","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.","-41.7355","-20.395111","-41.7355","-20.395111",NA,"1174","1174",NA,"Rupícola em beira de trilha, próximo acurso de água.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"1899","2020-02-11 18:25:47-03","UFMG","BHCB-SL","145277","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Vandenboschia","rupestris","Vandenboschia rupestris","(Raddi) Ebihara & K.Iwats.","Souza, FS","2011","11",NA,"Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1208","2010","11","30","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Braço Norte. DATUM WGS84.","-42.235028","-20.749944","-42.235028","-20.749944",NA,"1183","1183",NA,"Rupícola no interior de mata, próximo ao rio.",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
