"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet"
"1","2019-12-16 17:51:21-03","NYBG","NYBG","00956426","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Petrea","volubilis","Petrea volubilis","L.","R. M. Rueda","G. M. Magalhaes","4257","1950","10","18","South America","Brazil","Minas Gerais","Barra Longa","Municipio - Barra Longa - Bom Jesús do Galho. Local de Barra Longa a Bom Jesús do Galho.","-43.0408","-20.2831","-43.0408","-20.2831","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00956426","NY00956426",NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-03-10 08:27:37-03","UFV","VIC","16086","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult. f.) Klotzsch",NA,"Paula, C.C.; Gomes, E.C.","1138","1996","07","18",NA,"Brasil","Minas Gerais","Barra Longa","distrito de Dobra","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Epífita, brácteas alaranjadas, pétalas amarelas.","VIC016086","VIC016086","16960","auto",NA,NA,NA,NA,NA,NA
"3","2020-03-10 08:27:31-03","UFV","VIC","29129","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Podranea","ricasoliana","Podranea ricasoliana","(Tanfani) Sprague","Araújo, R.S. de","Xavier, D.M.","01","2004","11","24",NA,"Brasil","Minas Gerais","Barra Longa","Fazenda Crasto e Souza, Próximo ao curral.","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Trepadeira; corola gamopétala de cor rosa com guias de néctar, cálice gamossépalo de cor verde.","VIC029129","VIC029129","16960","auto","2007","07","31",NA,NA,NA
"4","2019-11-21 14:48:33-03","UFJF","CESJ","27070","PreservedSpecimen","Plantae","Angiosperma",NA,"Verbenaceae","Petrea","volubilis","Petrea volubilis","L.",NA,"?","s.n.","1943",NA,NA,"América do Sul","Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Arbusto sarmento.","CESJ027070",NA,"16960","auto",NA,NA,NA,NA,NA,NA
"5","2019-11-06 09:57:43-03","UFOP","OUPR","30691","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Corrado, A.R.","Corrado, A.R.; Messias, M.C.T.B.; Pedrosa, L.G. & Souza, J.P.","10","2018","08","28",NA,"Brasil","Minas Gerais","Barra Longa","Margem do Rio do Carmo.","-43.044806","-20.282611","-43.044806","-20.282611",NA,"Arvoreta, 1,5m. Flores roxas. Frutos verdes imaturos. Em área antropizada atingida pelo rompimento da Barragem de Fundão (Samarco). Coleta realizada pelo Projeto Plantas Úteis da Bacia do Rio Doce (CAPES).",NA,NA,NA,NA,"2018","08","28","367","367",NA
"6","2019-11-06 09:57:44-03","UFOP","OUPR","30692","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","paniculatum","Solanum paniculatum","L.","Corrado, A.R.","Corrado, A.R.; Messias, M.C.T.B.; Pedrosa, L.G. & Souza, J.P.","11","2018","08","28",NA,"Brasil","Minas Gerais","Barra Longa","Margem do Rio do Carmo.","-43.044806","-20.282611","-43.044806","-20.282611",NA,"Arbusto, ca. 1,5m. Flores brancas. Frutos verdes imaturos. Em área antropizada atingida pelo rompimento da Barragem de Fundão (Samarco). Coleta realizada pelo Projeto Plantas Úteis da Bacia do Rio Doce (CAPES).",NA,NA,NA,NA,"2018","08","28","367","367",NA
"7","2019-11-06 09:57:17-03","UFOP","OUPR","11789","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Adiantopsis","chlorophylla","Adiantopsis chlorophylla","(Sw.) Fée","Almeida, T.E.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Erva. Mata",NA,NA,"16960","auto","2013","04","17",NA,NA,NA
"8","2019-11-06 09:57:26-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","Badini, J.","Badini, J.","s.n.","1981","02","13",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Arbusto, rósea com manchas vermelhas. Beira da estrada.",NA,NA,"16960","auto","1981","05","26",NA,NA,NA
"9","2019-11-06 09:57:36-03","UFOP","OUPR","22572","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Paullinia","carpopoda","Paullinia carpopoda","Cambess.","Ferrucci, M.S.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Mata. Trepadeita. Flores amareladas",NA,NA,"16960","auto","2009","11","12",NA,NA,NA
"10","2019-11-05 16:46:20-03","UFOP","OUPR","1151","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) K.Schum.","Araújo, R.S.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Árvore, flores violáceas. Mata.",NA,NA,"16960","auto","2007","07","26",NA,NA,NA
"11","2019-11-05 16:43:07-03","UFOP","OUPR","910","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","wightianum","Oxypetalum wightianum","Hook. & Arn.","Silva, N.M.F. da","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Trepadeira, flor verde amarelado e marrom.",NA,NA,"16960","auto","2003",NA,NA,NA,NA,NA
"12","2019-11-06 09:56:00-03","UFOP","OUPR","15547","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","laevis","Aiouea laevis","(Mart.) Kosterm.","Moraes, P.L.R.","Rapalo, J.A.","s.n.","1979","11",NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Beira de rio. Arbusto, flores pálidas",NA,NA,"16960","auto","2011","12","12",NA,NA,NA
"13","2019-11-06 09:54:57-03","UFOP","OUPR","4276","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Tetracera","forzzae","Tetracera forzzae","Fraga & G.A.Aymard","Fraga","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Trepadeira. Mata. Flores amarelas",NA,NA,"16960","auto","2007","12","06",NA,NA,NA
"14","2019-11-06 09:57:43-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leucodendron","Solanum leucodendron","Sendtn.","Almeida-Lafetá, R.C.","Badini, J.","s.n.","1975","04","13",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Arbusto, flores brancas. Mata",NA,NA,"16960","auto","1997","11","21",NA,NA,NA
"15","2019-11-05 16:46:20-03","UFOP","OUPR","1036","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Lundia","corymbifera","Lundia corymbifera","(Vahl) Sandwith",NA,"Badini, J.","s.n.","1978","10","15",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Trepadeira, flores violáceas. Beira de estrada.",NA,NA,"16960","auto",NA,NA,NA,NA,NA,NA
"16","2019-11-05 16:42:52-03","UFOP","OUPR","247","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Xylopia","sericea","Xylopia sericea","A.St.-Hil.","Pontes, A.F.","Badini, J.; Rapalo, J.A.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Árvore. Flores pálidas. Mata.",NA,NA,"16960","auto","2002","08","30",NA,NA,NA
"17","2019-11-06 09:55:16-03","UFOP","OUPR","6937","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","(Baill.) L.B.Sm. & DownsMüll.Arg.",NA,"Rapalo, J.A.","s.n.","1979","11",NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Arbusto. Entre pedras, beira de rio, fl. pálidas",NA,NA,"16960","auto",NA,NA,NA,NA,NA,NA
"18","2019-11-05 16:46:27-03","UFOP","OUPR","3280","PreservedSpecimen","Plantae",NA,NA,"Brassicaceae","Nasturtium","officinale","Nasturtium officinale","R.Br.","Badini, J.","Badini, J.","s.n.","1940",NA,NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Herva. Flor branca",NA,NA,"16960","auto","1940",NA,NA,NA,NA,NA
"19","2019-11-06 09:56:16-03","UFOP","OUPR","29955","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","paniculata","Luehea paniculata","Mart. & Zucc.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Árvore. Flores brancas. Mata.",NA,NA,"16960","auto","1975","04","13",NA,NA,NA
"20","2019-11-06 09:56:07-03","UFOP","OUPR","12834","PreservedSpecimen","Plantae",NA,NA,"Lygodiaceae","Lygodium","venustum","Lygodium venustum","Sw.","Viveiros, R.S.","Badini, J.","s.n.","1976","06","26",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Trepadeira. Mata",NA,NA,"16960","auto","2009","05","29",NA,NA,NA
"21","2019-11-06 09:55:42-03","UFOP","OUPR","18711","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","arborescens","Swartzia arborescens","(Aubl.) Pittier",NA,"Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Árvore. Flores desconhecidas. Mata.",NA,NA,"16960","auto",NA,NA,NA,NA,NA,NA
"22","2019-11-05 16:46:20-03","UFOP","OUPR","1146","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) K.Schum.","Araújo, R.S.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Árvore de flores violáceas.",NA,NA,"16960","auto","2007","07","26",NA,NA,NA
"23","2019-11-05 16:43:56-03","UFOP","OUPR","19529","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","squalida","Chromolaena squalida","(DC.) R.M.King & H.Rob.","Jorgensen, P.M.; Nee, M.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Subarbusto",NA,NA,"16960","auto","2012",NA,NA,NA,NA,NA
"24","2019-11-06 09:57:10-03","UFOP","OUPR","7211","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala",NA,"Polygala",NA,NA,"Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa",NA,"-43.0410995483398","-20.2828006744385",NA,NA,NA,"Mata",NA,NA,"16960","auto",NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:55:25-03","UFOP","OUPR","3671","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","mucronata","Chamaecrista mucronata","(Spreng.) H.S.Irwin & Barneby","Roschel, M.B.","Moura, B.N.","s.n.","1893","10","02",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Arbusto. Flores amarelas",NA,NA,"16960","auto","2000","06",NA,NA,NA,NA
"26","2019-11-06 09:57:02-03","UFOP","OUPR","21963","PreservedSpecimen","Plantae",NA,NA,"Plantaginaceae","Lophospermum","erubescens","Lophospermum erubescens","D.Don","s.col.","Badini, J.","s.n.","1974","12","08",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Terreno baldio. Trepadeira. Flores roseas",NA,NA,"16960","auto","2009",NA,NA,NA,NA,NA
"27","2019-11-05 16:46:05-03","UFOP","OUPR","2002","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonanthura","phosphorica","Vernonanthura phosphorica","(Vell.) H.Rob.","Almeida, G.; Soares, P.N.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","2012",NA,NA,NA,NA,NA
"28","2019-11-06 09:55:40-03","UFOP","OUPR","19644","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","occidentalis","Senna occidentalis","(L.) Link.","Hervencio, P.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","1997","08",NA,NA,NA,NA
"29","2019-11-06 09:55:32-03","UFOP","OUPR","5878","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera",NA,"Indigofera","L.","Junior, L.A.L.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","1894",NA,NA,NA,NA,NA
"30","2019-11-06 09:55:27-03","UFOP","OUPR","18815","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Badini, J.","Badini, J.","s.n.","1976","08","26",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Beira de estrada. Subarbusto. Flores amarelas e vináceas",NA,NA,"16960","auto","1976","08","26",NA,NA,NA
"31","2019-11-05 16:45:14-03","UFOP","OUPR","16760","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","microptera","Mikania microptera","DC.","Nakajima, J.N.","Lemes, F.O.A.","15","2004","03","16",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Meio urbano. Trepadeira volúvel",NA,NA,"16960","auto","2005",NA,NA,NA,NA,NA
"32","2019-11-05 16:45:09-03","UFOP","OUPR","14600","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Melampodium","paniculatum","Melampodium paniculatum","Gardner","Badini, J.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Brejo. Erva. Flores amarelas",NA,NA,"16960","auto","1975","04","12",NA,NA,NA
"33","2019-11-06 09:55:32-03","UFOP","OUPR","3765","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Indigofera",NA,"Indigofera","L.","Vieira, V.P.","Vieira, V.P.","s.n.","1892","12","11",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","1893","12","11",NA,NA,NA
"34","2019-11-06 09:55:21-03","UFOP","OUPR","9841","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","(Vogel) J.F.Macbr.","Lima, HC (LEFB)","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Árvore. Campo. Flores pálidas",NA,NA,"16960","auto","2013",NA,NA,NA,NA,NA
"35","2019-11-06 09:55:20-03","UFOP","OUPR","15873","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Apuleia","leiocarpa","Apuleia leiocarpa","(Vogel) J.F.Macbr.",NA,"Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","2013",NA,NA,NA,NA,NA
"36","2019-11-05 16:43:53-03","UFOP","OUPR","18353","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena",NA,"Chromolaena",NA,"Hattori, E.K.O.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Mata. Subarbusto. Flores violáceas",NA,NA,"16960","auto","2012",NA,NA,NA,NA,NA
"37","2019-11-05 16:43:36-03","UFOP","OUPR","4897","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Campo. Arbusto. Flores amarelas",NA,NA,"16960","auto","2011","07","01",NA,NA,NA
"38","2019-11-05 16:44:50-03","UFOP","OUPR","18531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Brejo. Subarbusto. Flores pálidas",NA,NA,"16960","auto","2014","03",NA,NA,NA,NA
"39","2019-11-06 09:55:30-03","UFOP","OUPR","19833","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Deguelia","hatschbachii","Deguelia hatschbachii","A.M.G.Azevedo","Lima, H.C.","Rapalo, J.A.","s.n.","1978","03","02",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Beira de rio. Mata. Árvore. Flores violáceas",NA,NA,"16960","auto","2009","05","28",NA,NA,NA
"40","2019-11-05 16:43:53-03","UFOP","OUPR","18354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","odorata","Chromolaena odorata","(L.) R.M.King & H.Rob.","Hattori, E.K.O.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Mata. Subarbusto. Flores brancas",NA,NA,"16960","auto","2016","09",NA,NA,NA,NA
"41","2019-11-05 16:43:53-03","UFOP","OUPR","13983","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","maximilianii","Chromolaena maximilianii","(Schrad. ex DC.) R.M.King & H.Rob.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Beira de estrada. Arbusto. Flores azuis",NA,NA,"16960","auto","1972","07","03",NA,NA,NA
"42","2019-11-05 16:44:50-03","UFOP","OUPR","18529","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Hatschbachiella","tweedieana","Hatschbachiella tweedieana","(Hook. & Arn.) R.M.King & H.Rob.","Fernandes, A.C.","Badini, J.","s.n.","1975","04","14",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","2014","03",NA,NA,NA,NA
"43","2019-11-05 16:45:19-03","UFOP","OUPR","16199","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Spilanthes","urens","Spilanthes urens","Jacq.","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","1956","10",NA,NA,NA,NA
"44","2019-11-05 16:43:31-03","UFOP","OUPR","1582","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Ageratum","conyzoides","Ageratum conyzoides","L.","Nakajima, J.N.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","2012",NA,NA,NA,NA,NA
"45","2019-11-06 09:57:02-03","UFOP","OUPR","1502","PreservedSpecimen","Plantae",NA,NA,"Plantaginaceae","Stemodia","microphylla","Stemodia microphylla","J.A.Schmidt","Souza, V.C.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","1989","07","06",NA,NA,NA
"46","2019-11-06 09:55:32-03","UFOP","OUPR","18946","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Erythrina","crista-galli","Erythrina crista-galli","L.","Badini, J.","Badini, J.","s.n.","1975","10","19",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Cultivado. Árvore. Flores vermelhas",NA,NA,"16960","auto","1976","02","17",NA,NA,NA
"47","2019-11-06 09:55:40-03","UFOP","OUPR","19646","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","occidentalis","Senna occidentalis","(L.) Link.","Roschel, M.B.","Badini, J.","s.n.","1975","04","12",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,"Beira de estrada. subrbusto. Flores amarelas",NA,NA,"16960","auto","2000","06",NA,NA,NA,NA
"48","2019-11-06 09:55:30-03","UFOP","OUPR","19736","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","adscendens","Desmodium adscendens","(Sw.) DC.","Dutra, V.F.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,NA,NA,"16960","auto","2001","02","01",NA,NA,NA
