"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","scientificNameAuthorship","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","class","relatedCatalogItem"
"49","2019-08-20 10:11:04-03","UNICAMP","UEC","195214","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae",NA,NA,NA,NA,NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4711","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto, 1,5 m. Flores brancas, latescente.; Inselberg, sobre rocha.","UEC149265","UEC149265",NA,"-41.202239","-19.459414",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:07:56-03","UNICAMP","UEC","195178","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Fridericia",NA,"Fridericia",NA,NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4715","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Trepadeira, flores com tubo amarelo, cálice amarelo, lóbulos da corola arroxeado. Folíolos jovens arroxeados.; Em cerca de pasto, próximo à inselberg.","UEC149233","UEC149233",NA,"-41.202239","-19.459414","Mart.",NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:08:52-03","UNICAMP","UEC","184915","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Trad, RJ; Trad, MFDJ","570","2014","12","17",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo. Subida pelo Sítio Cantinho do Céu.","-40.798611","-19.23",NA,"346","346",NA,"Árvore ca. 4,5 m. Caule avermelhado. Botões florais esverdeados. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex alaranjado.; Inselberg","UEC105529","UEC105529",NA,"-40.798611","-19.23","Mart. & Zucc.",NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:08:56-03","UNICAMP","UEC","184967","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Trad, RJ; Trad, MFDJ","574","2014","12","17",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo. Subida pelo Sítio Cantinho do Céu.","-40.797778","-19.231667",NA,"441","441",NA,"Árvore ca. 3,5 m. Caule avermelhado. Botões florais esverdeados. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex alaranjado.; Inselberg","UEC105562","UEC105562",NA,"-40.797778","-19.231667","Mart. & Zucc.",NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:08:56-03","UNICAMP","UEC","185025","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Trad, RJ; Trad, MFDJ","575","2014","12","17",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo. Subida pelo Sítio Cantinho do Céu.","-40.798611","-19.229722",NA,"316","316",NA,"Árvore ca. 3,5 m. Caule avermelhado. Botões florais esverdeados. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex alaranjado.; Inselberg","UEC105601","UEC105601",NA,"-40.798611","-19.229722","Mart. & Zucc.",NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:08:56-03","UNICAMP","UEC","185026","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Trad, RJ; Trad, MFDJ","573","2014","12","17",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo. Subida pelo Sítio Cantinho do Céu.","-40.798056","-19.230833",NA,"412","412",NA,"Árvore ca. 3 m. Caule avermelhado. Botões florais esverdeados. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex alaranjado.; Inselberg","UEC105598","UEC105598",NA,"-40.798056","-19.230833","Mart. & Zucc.",NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:08:56-03","UNICAMP","UEC","185027","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Trad, RJ; Trad, MFDJ","571","2014","12","17",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo. Subida pelo Sítio Cantinho do Céu.","-40.798333","-19.23",NA,"355","355",NA,"Árvore ca. 3 m. Caule avermelhado. Botões florais esverdeados. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex alaranjado.; Inselberg","UEC105599","UEC105599",NA,"-40.798333","-19.23","Mart. & Zucc.",NA,NA,NA,NA,NA,NA
"56","2019-10-14 10:24:17-03","UNICAMP","UEC","196162","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera",NA,"Kielmeyera",NA,NA,NA,"Trad, RJ; Trad, MFDJ","572","2014","12","17",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo. Subida pelo Sítio Cantinho do Céu.","-40.798056","-19.230833",NA,"385","385",NA,"Árvore ca. 3 m. Caule avermelhado. Botões florais esverdeados. Flores com sépalas verdes e pétalas brancas; odor adocicado. Látex alaranjado.; Inselberg","UEC182730","UEC182730",NA,"-40.798056","-19.230833","Mart. & Zucc.",NA,NA,NA,NA,NA,NA
"57","2019-10-14 10:24:17-03","UNICAMP","UEC","201716","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","rufotomentosa","Kielmeyera rufotomentosa","Trad, RJ",NA,NA,"Trad, RJ; Oliveira, LA","643","2018","01","20",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo","-40.798639","-19.229944",NA,"339","339",NA,"Árvore ca. 3,0 m, exudato esbranquiçado, flores com cálice verde, às vezes com ápice vináceo, e corola branca. Odor adocicado.; Ilha de vegetação onde há mais matriz sobre o afloramento rochoso.","UEC166783","UEC166783",NA,"-40.798639","-19.229944","Saddi",NA,NA,NA,NA,NA,NA
"58","2019-09-09 10:53:24-03","UNICAMP","UEC","201725","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","rufotomentosa","Kielmeyera rufotomentosa","Trad, RJ","2018",NA,"Trad, RJ; Oliveira, LA","642","2018","01","20",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo","-40.798639","-19.229944",NA,"339","339",NA,"Árvore ca. 2,5 m, exudato esbranquiçado, flores com cálice verde, às vezes com ápice vináceo, e corola branca. Odor adocicado.; Ilha de vegetação onde há mais matriz sobre o afloramento rochoso.","UEC191139","UEC191139",NA,"-40.798639","-19.229944","Saddi","02",NA,NA,NA,NA,NA
"59","2019-09-09 10:53:24-03","UNICAMP","UEC","205828","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","rufotomentosa","Kielmeyera rufotomentosa","Trad, RJ","2018",NA,"Trad, RJ; Oliveira, LA","641","2018","01","20",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo","-40.798639","-19.229944",NA,"339","339",NA,"Árvore ca. 2,5 m, exudato esbranquiçado, flores com cálice verde, às vezes com ápice vináceo, e corola branca. Odor adocicado.; Ilha de vegetação onde há mais matriz sobre o afloramento rochoso.","UEC191137","UEC191137",NA,"-40.798639","-19.229944","Saddi","02",NA,NA,NA,NA,NA
"60","2020-01-13 15:09:02-03","UNICAMP","UEC","201694","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","sigillata","Kielmeyera sigillata","Trad, RJ","2018",NA,"Trad, RJ; Oliveira, LA","644","2018","01","20",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo","-40.798639","-19.229944",NA,"339","339",NA,"Árvore 2,5 m, exudato esbranquiçado, flores com cálice verde e corola branca. Odor adocicado.; Ilha de vegetação onde há mais matriz sobre o afloramento rochoso.","UEC191140","UEC191140",NA,"-40.798639","-19.229944","Saddi","02",NA,NA,NA,NA,NA
"61","2019-09-09 10:53:24-03","UNICAMP","UEC","201720","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","sigillata","Kielmeyera sigillata","Trad, RJ","2018",NA,"Trad, RJ; Oliveira, LA","645","2018","01","20",NA,"Brazil","Espírito Santo","Pancas","Pedra do Camelo","-40.798639","-19.229944",NA,"339","339",NA,"Árvore 2,5 m, exudato esbranquiçado, flores com cálice verde e corola branca. Odor adocicado.; Ilha de vegetação onde há mais matriz sobre o afloramento rochoso.","UEC191136","UEC191136",NA,"-40.798639","-19.229944","Saddi","02",NA,NA,NA,NA,NA
"62","2019-08-20 10:16:17-03","UNICAMP","UEC","194724","S","Plantae","Magnoliopsida",NA,"Lauraceae",NA,NA,NA,NA,NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4716","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto escandente, folhas com odor, as mais jovens avermelhas, frutos secos brancos.; Em cerca de pasto, próximo à inselberg.","UEC149270","UEC149270",NA,"-41.202239","-19.459414",NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:03:26-03","UNICAMP","UEC","194990","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla","Fraga, CN",NA,NA,"Forzza, RC; et al.","8749","2016","03","11",NA,"Brazil","Espírito Santo","Pancas","Pedra da Colina","-40.876667","-19.231111",NA,"745","745",NA,"Liana em inselberg. Flores com cálice verde, corola alva com falce rósea.; Inselberg com floresta alterada.","UEC132251","UEC132251",NA,"-40.876667","-19.231111","Lindl.",NA,NA,NA,NA,NA,NA
"64","2019-08-20 10:03:30-03","UNICAMP","UEC","195213","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla","grazielae","Mandevilla grazielae","Shimizu, GH","2016",NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4710","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto, 1,6 m. Flores roxas, avermelhadas no cálice. Com látex.; Inselberg, sobre rocha.","UEC149262","UEC149262",NA,"-41.202239","-19.459414","M.F.Sales, Kinoshita & A.O.Simões","10","05",NA,NA,NA,NA
"65","2019-08-20 10:18:50-03","UNICAMP","UEC","195215","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Merianthera","burlemarxii","Merianthera burlemarxii",NA,NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4712","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto rastejante. Flores roxas.; Inselberg, sobre rocha.","UEC149257","UEC149257",NA,"-41.202239","-19.459414","Wurdack",NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:18:50-03","UNICAMP","UEC","10664","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Merianthera","burlemarxii","Merianthera burlemarxii",NA,NA,NA,"Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5875","1977","09","08",NA,"Brazil","Espírito Santo","Vale De Pancas","60 km noroeste de Colatina. Em encosta d",NA,NA,NA,"100","100",NA,NA,"UEC080391","UEC080391",NA,NA,NA,"Wurdack",NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:22:25-03","UNICAMP","UEC","194962","S","Plantae","Magnoliopsida",NA,"Passifloraceae","Passiflora",NA,"Passiflora",NA,NA,NA,"Fraga, CN; et al.","3557","2013","05","23",NA,"Brazil","Espírito Santo","Pancas","Serra do Alto Mutum Preto. Pedra da Colina, caminho para a rampa de vôo livre.","-40.875","-19.231389",NA,"760","760",NA,"Liana, folhas verdes claras. Sépalas creme, pétalas brancas, corola branca, androginóforo verde claro, estames com filetes brancos, anteras amarelas voltadas para apenas um lado. Ovário verde claro.; Inselberg de gnaisse.","UEC132244","UEC132244",NA,"-40.875","-19.231389",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-20 10:08:21-03","UNICAMP","UEC","195507","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","grandiflorum","Pseudobombax grandiflorum",NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3337","2016","10","04",NA,"Brazil","Espírito Santo","Pancas",". Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas. Próximo aos primeiros pontões.","-41.202239","-19.459414",NA,"213","213",NA,"Árvore, 3 m, frutos jovens e flores velhas.; Inselberg, pequeno agrupamento de plantas","UEC141261","UEC141261",NA,"-41.202239","-19.459414","(Cav.) A.Robyns",NA,NA,NA,NA,NA,NA
"69","2019-08-20 10:26:39-03","UNICAMP","UEC","195508","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","cordifolium","Solanum cordifolium","Gouvêa, YF","2019",NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3336","2016","10","04",NA,"Brazil","Espírito Santo","Pancas",". Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas. Próximo aos primeiros pontões.","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto, 1,5 m, flores com corola roxa, estames amarelos, planta com muitas glandulos, aculeada,; Vegetação secundária, floresta estacional degradada, quase que totalmente suprimida, borda de mata. Acesso ao afloramento rochoso.","UEC135721","UEC135721",NA,"-41.202239","-19.459414","Dunal","07",NA,NA,NA,NA,NA
"70","2019-08-20 10:08:09-03","UNICAMP","UEC","195510","S","Plantae","Magnoliopsida",NA,"Bignoniaceae","Tabebuia",NA,"Tabebuia",NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3334","2016","10","04",NA,"Brazil","Espírito Santo","Pancas",". Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas. Próximo aos primeiros pontões.","-41.202239","-19.459414",NA,"213","213",NA,"Árvore, 20 m, flore amarelas,; borda de mata seca, próximo à inselberg. Provavelmente remanescente.","UEC141275",NA,NA,"-41.202239","-19.459414",NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:27:23-03","UNICAMP","UEC","195177","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera",NA,"Turnera",NA,NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4714","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto, 1,7 m. Inflorescência e brácteas vermelhas, flores avermelhada, corola globosa, branca no ápice; Inselberg, sobre rocha.","UEC149230","UEC149230",NA,"-41.202239","-19.459414","L.",NA,NA,NA,NA,NA,NA
"72","2019-08-20 10:01:50-03","UNICAMP","UEC","195176","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4713","2016","10","05",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas","-41.202239","-19.459414",NA,"213","213",NA,"Arbusto, 0,5 m. Flores brancas, estigma amarelo; Inselberg, sobre rocha.","UEC149231","UEC149231",NA,"-41.202239","-19.459414",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:07:26-03","UNICAMP","UEC","3519","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","scorpioides","Vernonia scorpioides","Barroso, GM",NA,NA,"Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5863","1977","09","08",NA,"Brazil","Espírito Santo","Vale De Pancas","Ca. 80km noroeste de Colatina. Beira da Estrada.",NA,NA,NA,"400","400",NA,"Subarbusto até 1,5m; capítulos purpuras.","UEC136663","UEC136663",NA,NA,NA,"(Lam.) Pers.",NA,NA,NA,NA,NA,NA
"74","2020-01-17 09:35:57-03","UNICAMP","UEC","195509","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis",NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3335","2016","10","04",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas. Próximo aos primeiros pontões.","-41.202239","-19.459414",NA,"213","213",NA,"Arvore, 2,5 m, capítulos com braceteas creme, borda da bractea marrom escuro, flores com corola creme, antera creme com linha longitudinal marrom.; Inselberg, pequeno agrupamento de plantas","UEC166960","UEC166960",NA,"-41.202239","-19.459414","Maguire & G.M.Barroso",NA,NA,NA,NA,NA,NA
"75","2020-01-13 15:09:02-03","UNICAMP","UEC","195509","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis",NA,NA,NA,"Monge, M; Shimizu, GH; Jönnson, K; Santos, K","3335","2016","10","04",NA,"Brazil","Espírito Santo","Pancas","Sítio Santa Inês, próximo ao córrego Água Boa, entre 15-25 km antes de Pancas. Próximo aos primeiros pontões.","-41.202239","-19.459414",NA,"213","213",NA,"Arvore, 2,5 m, capítulos com braceteas creme, borda da bractea marrom escuro, flores com corola creme, antera creme com linha longitudinal marrom.; Inselberg, pequeno agrupamento de plantas","UEC166960","UEC166960",NA,"-41.202239","-19.459414","Maguire & G.M.Barroso",NA,NA,NA,NA,NA,NA
"76","2020-03-02 11:01:55-03","UNICAMP","UEC","145745","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Mandevilla",NA,"Mandevilla","Fraga, CN",NA,NA,"Fraga, CN; Fernandes, HQB; Vervloet, RR","957","2003","03","07",NA,"Brazil","Espírito Santo","Pancas","Brasil, Espírito Santo, Mun. Pancas, Serra do Alto Mutum Preto, proximidades da rampa de vôo livre.","-40.8513984680176","-19.2250003814697","32475","750","750",NA,"Trepadeira em sub-bosque, latescente.Flores brancas, tubo da corola avermelhado no ápice e amarelado internamente.; Floresta Atlântica de Encosta.","UEC179587",NA,"auto",NA,NA,"Lindl.",NA,NA,NA,NA,NA,NA
"77","2019-09-09 10:53:24-03","UNICAMP","UEC","205829","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","sigillata","Kielmeyera sigillata","Trad, RJ","2018",NA,"Trad, RJ; Mancuso, GM; Santos, ACAS; Oliveira, LA; Nascimento, JE","646","2018","01","20",NA,"Brazil","Espírito Santo","Pancas","Pedra Panetone do Leôncio","-40.8513984680176","-19.2250003814697","32475",NA,NA,NA,"Árvore 3-4 m, exudato esbranquiçado, flores com cálice verde e corola branca. Odor adocicado.; Ilha de vegetação onde há mais matriz sobre o afloramento rochoso.","UEC191138","UEC191138","auto",NA,NA,"Saddi","02",NA,NA,NA,NA,NA
"78","2019-11-19 14:06:44-03","UFRPE","PEUFR","40019","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus","urens","Cnidoscolus urens","A. Souza","1991",NA,"H.Q. Boudet Fernandes","2661","1988","12","09",NA,"Brasil","Espiríto Santo","Pancas","Próximo da rodovia Colatina X Pancas; lado esquerdo; após estrada para Lajinha","-40.8513984680176","-19.2250003814697","32475","200","200",NA,"Subarbusto 50 cm; pelos urticantes; lactescente; flores brancas; frutos verdes","PEUFR040019",NA,"auto",NA,NA,"(L.) Arthur",NA,NA,NA,NA,NA,NA
"79","2019-12-06 19:29:39-03","UFES","VIES","25028","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","colubrina","Anadenanthera colubrina colubrina","Silva, L.A.","2015",NA,"Silva, L.A.; Freitas, J.; Souza, W.O.; Sosai, B.; Luber, J. & Alves-Araújo, A.","708","2015","07","09",NA,"Brasil","Espírito Santo","Pancas","Trilha da Pedra da Colina.","-40.875","-19.231389",NA,"757","757",NA,NA,"VIES025028","VIES025028",NA,"40º52'30''W","19º13'53''S","(Vell.) Brenan","07","09","colubrina",NA,NA,NA
"80","2019-12-06 19:29:39-03","UFES","VIES","25029","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","peregrina","Anadenanthera peregrina falcata","Silva, L.A.","2015",NA,"Silva, L.A.; Freitas, J.; Souza, W.O.; Sosai, B.; Luber, J. & Alves-Araújo, A.","693","2015","07","08",NA,"Brasil","Espírito Santo","Pancas","Subida do Morro do Camelo, Propriedade do Fábio, fim da corda.","-40.7975","-19.233889",NA,"595","595",NA,NA,"VIES025029","VIES025029",NA,"40º47'51''W","19º14'2''S","(Benth.) Altschul","07","08","falcata",NA,NA,NA
"81","2019-12-06 19:29:09-03","UFES","VIES","39576","S","Plantae",NA,NA,"Annonaceae",NA,NA,NA,"Rocha, D.","2016",NA,"Mayer, M.","1310","2014","12","02",NA,"Brasil","Espírito Santo","Pancas","Terreno acidentado. Solo rico em matéria orgânica do IFN-ES.","-40.86","-19.08",NA,NA,NA,NA,NA,"VIES039576","VIES039576",NA,"40º51'36''W","19º4'48''S",NA,"10","10",NA,NA,NA,NA
"82","2019-12-06 19:30:08-03","UFES","VIES","28589","S","Plantae",NA,NA,"Poaceae","Axonopus","graniticola","Axonopus graniticola","L.F.A. de Paula","2016",NA,"de Paula, L.F.A.; L.O. Azevedo; R. C. Forzza","877","2016","03","11",NA,"Brasil","Espírito Santo","Pancas","Pedra da Colina.","-40.876667","-19.231111",NA,"745","745",NA,NA,"VIES028589","VIES028589",NA,"40º52'36''W","19º13'52''S","P.L. Viana","03","11",NA,NA,NA,NA
"83","2019-12-06 19:29:24-03","UFES","VIES","35269","S","Plantae",NA,NA,"Clusiaceae","Clusia",NA,"Clusia",NA,NA,NA,"Forzza, R.C.; Hmeljevski, K. & Medeiros, H.","7748","2014","02","12",NA,"Brasil","Espírito Santo","Pancas","Monumento Natural dos Pontões Capixabas.","-40.783333","-19.188611",NA,"592","592",NA,NA,"VIES035269","VIES035269",NA,"40º47'0''W","19º11'19''S",NA,NA,NA,NA,NA,NA,NA
"84","2019-12-06 19:29:24-03","UFES","VIES","37010","S","Plantae",NA,NA,"Clusiaceae","Clusia",NA,"Clusia",NA,NA,NA,"Forzza, R.C.; Hmeljevski, K. & Medeiros, H.","7759","2014","02","12",NA,"Brasil","Espírito Santo","Pancas","Monumento Natural dos Pontões Capixabas.","-40.783333","-19.188611",NA,"592","592",NA,NA,"VIES037010","VIES037010",NA,"40º47'0''W","19º11'19''S",NA,NA,NA,NA,NA,NA,NA
"85","2019-12-06 19:29:30-03","UFES","VIES","24281","S","Plantae",NA,NA,"Dioscoreaceae","Dioscorea","sincorensis","Dioscorea sincorensis","R.R.M. Fraga","2017",NA,"C.N. Fraga; H.C. Lima; R.T. Pennington & D.R.M. Neves","3552","2013","05","23",NA,"Brasil","Espírito Santo","Pancas","Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Serra do Alto Mutum Preto, Pedra da Colina, caminho para a rampa de vôo livre. Inselberg de gnaisse.","-40.875","-19.231389",NA,"760","760",NA,NA,"VIES024281","VIES024281",NA,"40º52'30''W","19º13'53''S","R.Knuth","01","12",NA,NA,NA,NA
