"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","monthIdentified","class","dayIdentified","coordinatePrecision","previousCatalogNumber","geoFlag","typeStatus","infraspecificEpithet","relatedCatalogItem"
"265","2019-07-24 16:23:21-03","SMITHSONIAN","US","3075215","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","flaccidum","Solanum flaccidum","Vell.","Knapp, S. D.",NA,"G. Hatschbach & O. Guimarães","45169","1982","07","21","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,"1000","1000",NA,"<a href=http://n2t.net/ark:/65665/36f716ec4-78f5-4e3a-acc7-235ea87f81b9 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","US00790145","US00790145",NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"266","2019-07-24 16:23:39-03","SMITHSONIAN","US","3097318","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","vaillantii","Solanum vaillantii","Dunal",NA,NA,"G. Hatschbach & J. M. Silva","48633","1984","12","05","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR 262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3744f33da-f0b5-40fd-97fd-2bcb564cdfb2 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"267","2019-07-24 16:23:39-03","SMITHSONIAN","US","3097317","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","vellozianum","Solanum vellozianum","Dunal",NA,NA,"G. Hatschbach & J. M. Silva","48619","1984","12","05","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3c23ec00d-07ed-489e-a68a-957ecf59c077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"268","2019-07-24 16:23:18-03","SMITHSONIAN","US","3090310","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","cladotrichum","Solanum cladotrichum","Vand. ex Dunal",NA,NA,"G. Hatschbach & O. Guimarães",NA,"1983","10","15","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3257bb120-8a63-4981-af12-53c80a35c16b target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"269","2019-07-24 16:26:08-03","SMITHSONIAN","US","3077573","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Philodendron","ornatum","Philodendron ornatum","Schott",NA,NA,"G. Hatschbach & J. M. Silva",NA,"1984","12","05","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rodovia BR-262, crescendo ao longo do tronco de árvore","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/36a22fa8e-535b-4a7a-8150-618dfa33754f target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Monocotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"270","2019-07-24 16:25:43-03","SMITHSONIAN","US",NA,"PreservedSpecimen","Plantae",NA,"Violales","Violaceae","Anchietea","pyrifolia","Anchietea pyrifolia","(Mart.) D. Don",NA,NA,"G. Hatschbach, A. C. Cervi & J. M. Silva",NA,"1992","10","10","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/37d8fce72-13c1-417e-af54-9a083bd922a2 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"271","2019-07-24 16:06:07-03","SMITHSONIAN","US","3036831","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","fallax","Leandra fallax","(Cham.) Cogn.",NA,NA,"G. Hatschbach & J. M. Silva","48632","1984","12","05","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR-162.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/35fc13a33-919f-4064-8c8a-183650cc48eb target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"272","2019-07-24 16:06:27-03","SMITHSONIAN","US","2981279","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A. St.-Hil.) DC.",NA,NA,"G. Hatschbach","46695","1983","08","04","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"<a href=http://n2t.net/ark:/65665/356bb2436-e3c4-4a7a-b697-8a57d0a93859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"273","2019-07-24 16:06:44-03","SMITHSONIAN","US","3241118","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","hirtella","Miconia hirtella","Cogn.",NA,NA,"G. Hatschbach",NA,"1992","10","10","South America - Neotropics","Brazil","Espírito Santo","Muniz Freire","Rod. BR 262","-41.4131011962891","-20.4641990661621",NA,NA,"800","900",NA,"<a href=http://n2t.net/ark:/65665/364159ee7-3546-4785-9ef2-52abf83906be target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Dicotyledonae",NA,"30072",NA,"auto",NA,NA,NA
"274","2019-11-13 11:30:49-03","USP","SPF","75988","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","febrifuga","Esenbeckia febrifuga","(A.St.-Hil.) A.Juss. ex Mart.","Pirani, JR","1992","Souza, V","112","1991","06","27",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"SPF00075988",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"275","2019-11-13 11:26:21-03","USP","SPF","190285","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ","2016","Hatschbach, G","46881","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"SPF00190285",NA,"12",NA,NA,"30072",NA,"auto",NA,NA,NA
"276","2019-11-13 11:26:06-03","USP","SPF","33697","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","gracilis","Guarea gracilis","T.D.Penn.","Flores, TB","2015","Hatschbach, G","47687","1984","04","06",NA,"Brasil","Espírito Santo","Muniz Freire","Rod. BR 262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"SPF00033697",NA,"01",NA,NA,"30072",NA,"auto",NA,NA,NA
"277","2019-10-07 09:34:20-03","UEFS","HUEFS","9784","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.",NA,NA,"Hatschbach, G.","46695","1983","08","04",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,"HUEFS0009784","HUEFS0009784",NA,"Rosanae",NA,"30072",NA,"auto",NA,NA,NA
"278","2016-10-10 09:51:27-03","MOBOT","MOBOT_BR","1391419","S","Plantae",NA,NA,"Apocynaceae","Ditassa","burchellii","Ditassa burchellii","Hook. & Arn.","W.D. Stevens","2010","Gert G. Hatschbach","Hatschbach 47681","1984","04","06","South America","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262","-41.4131","-20.4642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"279","2018-12-03 11:29:08-02","CEPLAC","CEPEC","51071","S","Plantae",NA,NA,"Passifloraceae","Passiflora","speciosa","Passiflora speciosa",NA,"S. V. A. Pessoa",NA,"G. Hatschbach","46871","1983","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1990"
"280","2018-12-03 11:02:40-02","CEPLAC","CEPEC","36551","S","Plantae",NA,NA,"Acanthaceae","Staurogyne","minarum","Staurogyne minarum",NA,"D. C. Wasshaussen",NA,"G. Hatschbach","46703","1983","08","04",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"281","2018-12-03 11:30:52-02","CEPLAC","CEPEC","37374","S","Plantae",NA,NA,"Polygalaceae","Polygala","oxyphylla","Polygala oxyphylla salicina",NA,"Pastore",NA,"G. Hatschbach","46875","1983","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,"salicina","30/06/2007"
"282","2019-11-07 13:26:00-03","CEPLAC","CEPEC","38922","S","Plantae",NA,NA,"Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia",NA,"J. J. Wurdack",NA,"G. Hatschbach","46695","1967","08","05",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1984"
"283","2018-12-03 11:34:27-02","CEPLAC","CEPEC","33837","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,"M. S. Ferrucci",NA,"G. Hatschbach","46689","1964","08","05",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"284","2018-12-03 11:34:27-02","CEPLAC","CEPEC","33843","S","Plantae",NA,NA,"Sapindaceae","Paullinia","uloptera","Paullinia uloptera",NA,"M. S. Ferrucci",NA,"G. Hatschbach","46694","1964","08","05",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"285","2019-09-27 16:20:07-03","CEPLAC","CEPEC","34298","S","Plantae",NA,NA,"Rubiaceae","Psychotria","stachyoides","Psychotria stachyoides",NA,"J. H. Kirkbride Jr.",NA,"G. Hatschbach","46874","1983","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1984"
"286","2018-12-03 11:06:42-02","CEPLAC","CEPEC","34318","S","Plantae",NA,NA,"Asteraceae","Vernonia","tijucana","Vernonia tijucana",NA,"H. Robinson",NA,"G. Hatschbach","46690","1983","08","04",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1984"
"287","2018-12-03 11:34:31-02","CEPLAC","CEPEC","33836","S","Plantae",NA,NA,"Sapindaceae","Serjania","elegans","Serjania elegans",NA,"M. S. Ferrucci",NA,"G. Hatschbach","46699","1964","08","05",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"288","2018-12-03 11:04:37-02","CEPLAC","CEPEC","35777","S","Plantae",NA,NA,"Araceae","Anthurium","intermedium","Anthurium intermedium",NA,"M. Nadruz",NA,"G. Hatschbach","46873","1973","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"04/09/2003"
"289","2018-12-03 11:33:27-02","CEPLAC","CEPEC","33846","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ruelliaefolia","Psychotria ruelliaefolia",NA,"G. Hatschbach",NA,"G. Hatschbach","46880","1983","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"290","2018-12-03 11:10:51-02","CEPLAC","CEPEC","61940","S","Plantae",NA,NA,"Celastraceae","Maytenus","schumanniana","Maytenus schumanniana",NA,"R. M. C. Okano",NA,"G. Hatschbach","47852","1983","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1992"
"291","2018-12-03 11:32:10-02","CEPLAC","CEPEC","34288","S","Plantae",NA,NA,"Rubiaceae","Coccocypselum","condalia","Coccocypselum condalia",NA,"J. H. Kirkbride, Jr.",NA,"G. Hatschbach","46869","1983","10","15",NA,"Brasil","Espírito Santo","muniz freire","Arredores da cidade. Barrancos na marg. de caminho da Mata.","-41.4131011962891","-20.4641990661621","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1984"
"292","2018-12-03 11:04:47-02","CEPLAC","CEPEC","42343","S","Plantae",NA,NA,"Araceae","Philodendron","ornatum","Philodendron ornatum",NA,"S. Mayo",NA,"G. Hatschbach","48638","1984","12","05",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1987"
"293","2018-12-03 11:05:17-02","CEPLAC","CEPEC","56241","S","Plantae",NA,NA,"Asclepiadaceae","Ditassa","congesta","Ditassa congesta",NA,"T. Konno",NA,"G. Hatschbach","47681","1984","04","06",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/2004"
"294","2018-12-03 11:29:39-02","CEPLAC","CEPEC","32337","S","Plantae",NA,NA,"Piperaceae","Piper","solmsianum","Piper solmsianum",NA,"R. Callejas",NA,"G. Hatschbach","45175","1982","07","21",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"295","2018-12-03 11:24:14-02","CEPLAC","CEPEC","35399","S","Plantae",NA,NA,"Meliaceae","Guarea","macrophylla","Guarea macrophylla",NA,"J. R. Pirani",NA,"G. Hatschbach","47687","1984","04","06",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621","0*0'0","0*0'0",NA,NA,NA,"<ll>dwc_commonname:</ll> Bilreiro-branco",NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1984"
"296","2018-12-03 11:35:32-02","CEPLAC","CEPEC","76252","S","Plantae",NA,NA,"Solanaceae","Athenaea","picta","Athenaea picta",NA,"A. T. Hunziker",NA,"G. Hatschbach","45171","1974","03","30",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1989"
"297","2018-12-03 11:28:28-02","CEPLAC","CEPEC","43594","S","Plantae",NA,NA,"Orchidaceae","Epidendrum","armeniacum","Epidendrum armeniacum",NA,"D. N. Carvalho",NA,"G. Hatschbach","47688","1984","04","08",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"11/05/2015"
"298","2018-12-03 11:28:58-02","CEPLAC","CEPEC","43564","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola",NA,"A. Lourteig",NA,"G. Hatschbach","47683","1984","04","08",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1987"
"299","2018-12-03 11:29:22-02","CEPLAC","CEPEC","37388","S","Plantae",NA,NA,"Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla",NA,"R. Callejas",NA,"G. Hatschbach","47684","1984","04","08",NA,"Brasil","Espírito Santo","muniz freire","BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1985"
"300","2019-10-16 16:09:53-03","CEPLAC","CEPEC","40764","S","Plantae",NA,NA,"Melastomataceae","Leandra","fallax","Leandra fallax",NA,"J. J. Wurdack",NA,"G. Hatschbach","48632","1992","12","07",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-162.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1985"
"301","2018-12-03 11:35:31-02","CEPLAC","CEPEC","80281","S","Plantae",NA,NA,"Solanaceae","Athenaea","martiana","Athenaea martiana",NA,"G. Barboza",NA,"G. Hatschbach","48622","1984","12","05",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1990"
"302","2018-12-03 11:22:37-02","CEPLAC","CEPEC","62849","S","Plantae",NA,NA,"Marantaceae","Goeppertia","colorata","Goeppertia colorata",NA,"M. N. Saka",NA,"G. Hatschbach","57944","1992","10","10",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/10/2014"
"303","2018-12-03 11:36:02-02","CEPLAC","CEPEC","40712","S","Plantae",NA,NA,"Solanaceae","Solanum","vellozianum","Solanum vellozianum",NA,"L. L. Giacomin",NA,"G. Hatschbach","48619","1992","12","07",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/09/2013"
"304","2018-12-03 11:02:40-02","CEPLAC","CEPEC","33818","S","Plantae",NA,NA,"Acanthaceae","Staurogyne","minarum","Staurogyne minarum",NA,"D. C. Wasshaussen",NA,"G. Hatschbach","45168","1971","03","30",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"305","2018-12-03 11:35:50-02","CEPLAC","CEPEC","40794","S","Plantae",NA,NA,"Solanaceae","Solanum","laxum","Solanum laxum",NA,"J. R. Stehmann",NA,"G. Hatschbach","45169","1982","07","21",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"11/10/2011"
"306","2019-12-04 16:31:35-03","CEPLAC","CEPEC","40765","S","Plantae",NA,NA,"Melastomataceae","Miconia","cinnamomifolia","Miconia cinnamomifolia",NA,"J. J. Wurdack",NA,"G. Hatschbach","48626","1992","12","07",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1985"
"307","2018-12-03 11:02:32-02","CEPLAC","CEPEC","33829","S","Plantae",NA,NA,"Acanthaceae","Justicia","clausseniana","Justicia clausseniana",NA,"A. L. Côrtes",NA,"G. Hatschbach","45167","1974","03","30",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"19/06/2007"
"308","2018-12-03 11:37:08-02","CEPLAC","CEPEC","64662","S","Plantae",NA,NA,"Violaceae","Anchietea","pyrifolia","Anchietea pyrifolia",NA,"J. F. C. Oliveira",NA,"G. Hatschbach","57940","1992","10","10",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1994"
"309","2019-11-04 17:05:05-03","CEPLAC","CEPEC","42347","S","Plantae",NA,NA,"Cyperaceae","Rhynchospora","foliosa","Rhynchospora foliosa",NA,"W. W. Thomas",NA,"G. Hatschbach","48617","1984","12","05",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1987"
"310","2018-12-03 11:06:34-02","CEPLAC","CEPEC","58763","S","Plantae",NA,NA,"Asteraceae","Vernonanthura","discolor","Vernonanthura discolor",NA,"H. Robinson",NA,"G. Hatschbach","57942","1992","10","10",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1993"
"311","2018-12-03 11:05:39-02","CEPLAC","CEPEC","36688","S","Plantae",NA,NA,"Asteraceae","Austroeupatorium","picturatum","Austroeupatorium picturatum",NA,"H. Robinson",NA,"G. Hatschbach","47685","1984","04","06",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262. Clareira da mata.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1985"
"312","2019-12-12 14:58:47-03","CEPLAC","CEPEC","33583","S","Plantae",NA,NA,"Asteraceae","Lepidaploa","canescens","Lepidaploa canescens",NA,"SpeciesLink/lacunas",NA,"G. Hatschbach","45173","1982","07","21",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262. Clareira da mata pluvial.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,"<ll>dwc_commonname:</ll> Erva-imperial",NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1983"
"313","2018-12-03 11:02:36-02","CEPLAC","CEPEC","38858","S","Plantae",NA,NA,"Acanthaceae","Mendoncia","velloziana","Mendoncia velloziana",NA,"A. M. Amorim",NA,"G. Hatschbach","48627","1985","12","05",NA,"Brasil","Espírito Santo","muniz freire","Rod. BR-262. Orla da mata pluvial.","-41.4131011962891","-20.4641990661621","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,"30/12/1993"
"314","2019-07-02 15:56:25-03","UEM","HUEM","1413","S","Plantae",NA,NA,"Polygalaceae","Polygala","salicina","Polygala salicina","Chod.","M.C.M. Marques","1985","G.Hatschbach; Guimarães, O.","46875","1983","10","15",NA,"Brasil","Espirito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Arbusto 1,50m, ramosa, flor amarela.","HUEM000010590","HUEM000010590",NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"315","2019-10-16 14:13:06-03","UEL","FUEL","41127","PreservedSpecimen","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","stenophylla","Mollinedia stenophylla","Perkins","Peixoto, AL","2005","Hatschbach, G; Guimarães, O","46881","1983","10","15",NA,"Brasil","Espirito Santo","Muniz Freire","arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"Arbusto, 2m, flor verde-pálida. Mata.",NA,NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"316","2020-03-02 13:42:54-03","UFSC","FLOR","19911","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Caamembeca","oxyphylla","Caamembeca oxyphylla","(DC.) J.F.B.Pastore","Pastore, J.F.B.","2019","Hatschbach, G.; Guimarães, O.","46875","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire","Arredores","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"arbusto, 1,5m altura; ramoso, flor amarela Habitat: Mata","FLOR0019911",NA,"08",NA,NA,"30072",NA,"auto",NA,NA,NA
"317","2020-03-02 13:43:07-03","UFSC","FLOR","7414","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Coccocypselum","condalia","Coccocypselum condalia","Pers.","Kirkbride Jr, J.H.",NA,"Hatschbach, G.; Guimarães, O.","46869","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire","Arredores.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"reptante, flor azul","FLOR0007414",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"318","2020-03-02 13:44:46-03","UFSC","FLOR","15893","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Marcetia","taxifolia","Marcetia taxifolia","(A.St.-Hil.) DC.","Wurdack, J.J.",NA,"Hatschbach, G.","46695","1983","08","04",NA,"Brasil","Espírito Santo","Muniz Freire","Arredores.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"arbusto ramoso, pétalas alvas, anteras amarelas, 1m altura","FLOR0015893",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
"319","2020-03-02 13:47:55-03","UFSC","FLOR","7449","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Guarea","macrophylla","Guarea macrophylla","Vahl","Pirani, J.R.",NA,"Hatschbach, G.","47687","1984","04","06",NA,"Brasil","Espírito Santo","Muniz Freire","BR-262.","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,NA,"árvore pequena","FLOR0007449",NA,NA,NA,NA,"30072",NA,"auto",NA,NA,NA
