"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"114","2019-11-08 09:23:27-03","UNICAMP","UEC","204052","S","Plantae","Plantaginaceae","Otacanthus",NA,"Otacanthus",NA,"Fontana, AP","Fontana, AP; Esgario, C; Fadini, F; Lima, LN","2005","04","23","Brazil","Espírito Santo","Itaguaçú","Brasil, ES, Município de Itaguaçú (divisa com Baixo Guandú), Serra do Sobreiro, Pedra do Caparaó.","-40.980556","-19.741389","-40.980556","-19.741389","UEC169946","UEC169946","Magnoliopsida",NA,"1363",NA,NA,"Herbácea 15 cm , flores lilás quase caeruleas com duas listras brancas.; Vegetação Herbácea Arbustiva.",NA,NA,NA,"1000","1375",NA,NA,NA,NA,NA,NA,NA
"115","2020-03-02 11:04:43-03","UNICAMP","UEC","207501","S","Plantae","Clusiaceae","Clusia","organensis","Clusia organensis","Planch. & Triana","Alencar, AC","Kollmann, L; Fontana, AP; Brahim, KA","2007","11","06","Brazil","Espírito Santo","Itaguaçú","Brasil, ES, Mun. de Itaguaçu, Alto Misterioso mata divisa com Joacyr Demuner.","-40.855598449707","-19.8019008636475",NA,NA,"UEC195336",NA,"Magnoliopsida",NA,"10127",NA,NA,"Arbusto rupestre no sol.Flores cor de creme.; Mata.",NA,NA,"2020","855","855","26990","auto","02",NA,NA,NA,NA
"116","2020-03-02 11:04:43-03","UNICAMP","UEC","206584","S","Plantae","Clusiaceae","Clusia","melchiorii","Clusia melchiorii","Gleason","Alencar, AC","Kollmann, L; Fontana, AP; Labiak, P; Kaehler, M; Matos, FB","2007","07","17","Brazil","Espírito Santo","Itaguaçú","Brasil, ES, Mun. de Itaguaçu, Caparaó.","-40.855598449707","-19.8019008636475",NA,NA,"UEC179535",NA,"Magnoliopsida",NA,"9922",NA,NA,"Arbusto 3 m.Rupícola no sol.Frutos verdes.",NA,NA,"2020","700","700","26990","auto","02",NA,NA,NA,NA
"117","2019-08-20 10:11:45-03","UNICAMP","UEC","204649","S","Plantae","Fabaceae",NA,NA,NA,NA,NA,"Luz, AA","2001","06","22","Brazil","Espírito Santo","Itaguaçú","Estrada Itaimbé a Colatina via Pontal, Km 2.","-40.855598449707","-19.8019008636475",NA,NA,"UEC164084","UEC164084","Magnoliopsida",NA,"11",NA,NA,"Porte Arbóreo, Altura total 6m, Fruto maduro Marrom.; Pasto.",NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"118","2019-09-02 10:45:21-03","UNICAMP","UEC","201557","S","Plantae","Apocynaceae","Rauvolfia","grandiflora","Rauvolfia grandiflora","Mart. ex A.DC.","Koch, I","Luz, AA","2007","01","03","Brazil","Espírito Santo","Itaguaçú","Estrada Itambé à Colatina.","-40.855598449707","-19.8019008636475",NA,NA,"UEC169340","UEC169340","Magnoliopsida",NA,"367",NA,NA,"Porte Arbustivo,Forma de vida terrestre, Botão de cor verde, Flor de cor Branca, Exsudaçao de cor Branca, Exsudação Latex, Descamação Ausente, Fuste de forma cilíndrica, Superficie da Casca: áspera.; Pasto.",NA,NA,"2016",NA,NA,"26990","auto","11","17",NA,NA,NA
"119","2020-02-10 17:52:31-03","UNICAMP","UEC","31390","S","Plantae","Fabaceae","Camptosema","isopetalum","Camptosema isopetalum","(Lam.) Taub.","Queiroz, LP","Brade, AC; Altamiro; Apparicio","1946","05","28","Brazil","Espírito Santo","Itaguaçú","Jatiboca","-40.855598449707","-19.8019008636475",NA,NA,"UEC142093","UEC142093","Magnoliopsida",NA,"18482",NA,NA,NA,NA,NA,"1998",NA,NA,"26990","auto","10",NA,NA,NA,NA
"120","2019-12-06 19:30:08-03","UFES","VIES","29205","S","Plantae","Piperaceae","Piper","aduncum","Piper aduncum","L.","V.B. Sarnaglia-Jr.","Sarnaglia-Jr., V.B.","2011","06","07","Brasil","Espírito Santo","Itaguaçu","Estrada Colatina - Itaguaçu. Floresta secundária, área alterada próximo à corrego temporário.","-40.817778","-19.602222","40º49'4''W","19º36'8''S","VIES029205","VIES029205",NA,NA,"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-12-06 19:30:08-03","UFES","VIES","28436","S","Plantae","Piperaceae","Piper","arboreum","Piper arboreum","(Trel.) Yunck.","Sarnaglia-Jr., V.B.","Sarnaglia-Jr., V.B.","2011","06","07","Brasil","Espírito Santo","Itaguaçu","Estrada Colatina-Itaguaçu. Floresta secundária próxima a córregp temporário. Área alterada.","-40.817778","-19.602222","40º49'4''W","19º36'8''S","VIES028436","VIES028436",NA,NA,"400",NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-06-27 10:26:51-03","UFES","VIES","32533","S","Plantae","Sapotaceae","Pouteria",NA,"Pouteria",NA,NA,"Luz, A.A. da","2006","03","08","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475",NA,NA,"VIES032533","VIES032533",NA,NA,"315",NA,NA,NA,NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"123","2019-09-27 18:04:10-03","UFES","VIES","38142","S","Plantae","Cactaceae","Pilosocereus","brasiliensis","Pilosocereus brasiliensis","(Britton & Rose) Backeb.","Cardoso, W.C.","Mayer, M.","2014","11","28","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475",NA,NA,"VIES038142","VIES038142",NA,NA,"1209",NA,NA,NA,NA,NA,"2015",NA,NA,"26990","auto","01","28",NA,NA,NA
"124","2019-06-27 10:25:18-03","UFES","VIES","26564","S","Plantae","Gesneriaceae","Paliavana","prasinata","Paliavana prasinata","(Ker Gawl.) Benth.",NA,"Perret, M.; Chautems, A.; Peixoto, M. & Rossini, J.","2012","05","05","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475",NA,NA,"VIES026564","VIES026564",NA,NA,"56",NA,NA,NA,NA,NA,NA,"658","658","26990","auto",NA,NA,NA,NA,NA
"125","2019-06-27 10:26:57-03","UFES","VIES","40625","S","Plantae","Solanaceae","Solanum",NA,"Solanum",NA,NA,"Kollmann, L.; A.P. Fontana, KA Brahim","2007","11","06","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475",NA,NA,"VIES040625","VIES040625",NA,NA,"10124",NA,NA,NA,NA,NA,NA,"855","855","26990","auto",NA,NA,NA,NA,NA
"126","2019-09-27 18:06:34-03","UFES","VIES","39340","S","Plantae","Trigoniaceae","Trigonia","eriosperma","Trigonia eriosperma","(Lam.) Fromm & Santos","Rocha, D.","Mayer, M.","2014","11","28","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475",NA,NA,"VIES039340","VIES039340",NA,NA,"1198",NA,NA,NA,NA,NA,"2016",NA,NA,"26990","auto","09","15",NA,NA,NA
"127","2019-06-27 10:25:37-03","UFES","VIES","23665","S","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,"Kollmann, L.; Fontana, A.P.; Labiak, P.; Kaehler, M.; Matos, F.B.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó.","-40.855598449707","-19.8019008636475",NA,NA,"VIES023665","VIES023665",NA,NA,"9946",NA,NA,NA,NA,NA,NA,"1145","1145","26990","auto",NA,NA,NA,NA,NA
"128","2019-06-27 10:25:37-03","UFES","VIES","23707","S","Plantae","Melastomataceae","Leandra",NA,"Leandra",NA,NA,"Kollmann, L.; Fontana, A.P.; Labiak, P.; Kaehler, M.; Matos, F.B.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó.","-40.855598449707","-19.8019008636475",NA,NA,"VIES023707","VIES023707",NA,NA,"9937",NA,NA,NA,NA,NA,NA,"1180","1180","26990","auto",NA,NA,NA,NA,NA
"129","2019-09-27 18:04:56-03","UFES","VIES","24966","S","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Benth.","Lewis, G.P.","da Luz, A.A.","2004","11","04","Brasil","Espírito Santo","Itaguaçu","Itaguaçu, Palmeiras á dist. Área plantada.","-40.855598449707","-19.8019008636475",NA,NA,"VIES024966","VIES024966",NA,NA,"254",NA,NA,NA,NA,NA,"2014",NA,NA,"26990","auto","03","17",NA,NA,NA
"130","2019-09-27 18:05:17-03","UFES","VIES","23449","S","Plantae","Malvaceae","Pavonia","makoyana","Pavonia makoyana","E.Morren","G.L. Esteves","Brade; Altamiro e Apparicio","1946","05","25","Brasil","Espírito Santo","Itaguaçu","Jatiboca.","-40.855598449707","-19.8019008636475",NA,NA,"VIES023449","VIES023449",NA,NA,"18407",NA,NA,NA,NA,NA,"1996",NA,NA,"26990","auto","11",NA,NA,NA,NA
"131","2019-06-27 10:23:46-03","UFES","VIES","29859","S","Plantae","Acanthaceae",NA,NA,NA,"Christenh. & H.Schneid",NA,"Kollmann, L.J.C.; Bausen, E. & Vervloet, R.R.","2002","08","07","Brasil","Espírito Santo","Itaguaçu","Jatiboca.","-40.855598449707","-19.8019008636475",NA,NA,"VIES029859",NA,NA,NA,"5703",NA,NA,NA,NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"132","2019-08-08 18:00:24-03","UFES","VIES","27375","S","Plantae","Myrtaceae","Psidium","cattleyanum","Psidium cattleyanum","Sabine","Sobral, M.","Fontana, A.P.; Britto, R.C.; Fadini, F. & Lima, L.N.","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó.","-40.855598449707","-19.8019008636475",NA,NA,"VIES027375","VIES027375",NA,NA,"873",NA,NA,NA,NA,NA,"2004",NA,NA,"26990","auto",NA,NA,NA,NA,NA
"133","2019-06-27 10:24:46-03","UFES","VIES","40593","S","Plantae","Ericaceae",NA,NA,NA,NA,NA,"Fontana, A.P.; Brahim, K.A. & Bissoli, L.C.","2007","06","06","Brasil","Espírito Santo","Itaguaçu","Serra do Caparaó.","-40.855598449707","-19.8019008636475",NA,NA,"VIES040593","VIES040593",NA,NA,"3514",NA,NA,NA,NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"134","2019-10-11 09:42:08-03","UFC","EAC","63091","PreservedSpecimen","Plantae","Combretaceae","Terminalia","glabrescens","Terminalia glabrescens","Mart.","Ribeiro, R.T.M.","Luz, A.A.","2006","10","31","Brasil","Espírito Santo","Itaguaçu","Baixo Guandú à Itaguaçu","-40.855598449707","-19.8019008636475",NA,NA,"EAC0063091","EAC0063091",NA,NA,"358","Southern America",NA,"Arbóreo; terrestre; com 7 m; e 1,5 m fuste; fruto amarelo; seiva incolor.; Pasto.",NA,NA,"2019",NA,NA,"26990","auto","06","18",NA,NA,NA
"135","2019-12-06 14:38:53-03","MBM","MBM","29481","S","Plantae","Celastraceae","Salacia","grandifolia","Salacia grandifolia","(Mart.) G. Don","Rizzini, C.T.","Brade, A.C.; et al.; et al.",NA,NA,NA,"Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.855598449707","-19.8019008636475",NA,NA,"MBM029481","MBM029481",NA,NA,"18409","Southern America",NA,NA,NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"136","2019-12-06 15:13:34-03","MBM","MBM","339438","S","Plantae","Piperaceae","Piper","lhotzkianum","Piper lhotzkianum","Kunth","Guimarães, O.","Labiak, P.; et al.; et al.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.855598449707","-19.8019008636475",NA,NA,"MBM339438","MBM339438",NA,NA,"4164","Southern America",NA,"Arbusto, ca. 1,5m altura, no interior da mata. Afloramentos rochosos, com pequenas matas úmidas nos vales",NA,NA,"2007","1360","1360","26990","auto","10","10",NA,NA,NA
"137","2019-10-02 15:04:24-03","UFMG","BHCB","169355","PreservedSpecimen","Plantae","Solanaceae","Solanum","murinum","Solanum murinum","Sendtn.",NA,"Brade, AC; Altamiro; Apparicio","1946","04","11","Brasil","Espírito Santo","Itaguaçu","Alto limoeiro","-40.855598449707","-19.8019008636475",NA,NA,"BHCB014593",NA,"Dicotyledon",NA,"18146","Southern America",NA,"Arbusto, flor alva",NA,NA,"2014",NA,NA,"26990","auto","01",NA,NA,NA,NA
"138","2019-11-14 18:37:07-03","UFMG","BHCB","129468","PreservedSpecimen","Plantae","Solanaceae","Athenaea","martiana","Athenaea martiana","Sendtn.",NA,"Kollmann, L; Fontana, AP; Brahim, KA","2007","11","06","Brasil","Espírito Santo","Itaguaçu","Alto Misterioso, mata divida com Joacyr Demuner","-40.855598449707","-19.8019008636475",NA,NA,"BHCB026467",NA,"Dicotyledon",NA,"10122","Southern America",NA,"Arbusto 3m na sombra, cálice verde, pétalas brancas com uma listra verde no meio",NA,NA,"2019","855","855","26990","auto","08","02",NA,NA,NA
"139","2019-10-02 15:04:08-03","UFMG","BHCB","129458","PreservedSpecimen","Plantae","Solanaceae","Solanum","cladotrichum","Solanum cladotrichum","Dunal",NA,"Kollmann, L; Fontana, AP; Brahim, KA","2007","11","06","Brasil","Espírito Santo","Itaguaçu","Alto Misterioso, Mata divisa com Joacyr Demuner.","-40.855598449707","-19.8019008636475",NA,NA,"BHCB025457",NA,"Dicotyledon",NA,"10124","Southern America",NA,"Arbusto 3m no sol, cálice verde, corola branca.; Arbusto 3m no sol, cálice verde, corola branca",NA,NA,NA,"855","855","26990","auto",NA,NA,NA,NA,NA
"140","2019-10-02 15:04:13-03","UFMG","BHCB","129440","PreservedSpecimen","Plantae","Solanaceae","Solanum","didymum","Solanum didymum","Dunal",NA,"Kollmann, L; Fontana, AP; Brahim, KA","2007","11","06","Brasil","Espírito Santo","Itaguaçu","Alto Misterioso, Mata divisa com Joacyr Demuner.","-40.855598449707","-19.8019008636475",NA,NA,NA,NA,"Dicotyledon",NA,"10125","Southern America",NA,"Arbusto 2m no sol, cálice e corola branca.",NA,NA,NA,"855","855","26990","auto",NA,NA,NA,NA,NA
"141","2019-10-02 14:49:27-03","UFMG","BHCB","172412","PreservedSpecimen","Plantae","Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.",NA,"Kollmann, L; Fontana, AP; Labiak, P; Kaehler, M; Matos, FB","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.855598449707","-19.8019008636475",NA,NA,"BHCB017556",NA,"Dicotyledon",NA,"9923","Southern America",NA,"Arbusto 1m, no sol.",NA,NA,"2010","700","700","26990","auto","09",NA,NA,NA,NA
"142","2019-10-02 15:07:34-03","UFMG","BHCB","44341","PreservedSpecimen","Plantae","Orchidaceae","Grandiphyllum","divaricatum","Grandiphyllum divaricatum","(Lindl.) Docha Neto",NA,"Bünger, MO",NA,NA,NA,"Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.855598449707","-19.8019008636475",NA,NA,NA,NA,"Monocotyledon",NA,"337","Southern America",NA,"Cultivada no Museu de História Natural da UFMG",NA,NA,"2016",NA,NA,"26990","auto",NA,NA,NA,NA,NA
"143","2019-10-02 14:49:35-03","UFMG","BHCB","150200","PreservedSpecimen","Plantae","Asteraceae","Bidens","brasiliensis","Bidens brasiliensis","Sherff",NA,"Fontana, AP; Britto, RC de; Fadini, F; Lima, LN","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Divisa com Baixo Guandú, Pedra do CAparaó. Afloramento rochoso próximo ao vale","-40.855598449707","-19.8019008636475",NA,NA,"BHCB003457",NA,"Dicotyledon",NA,"878","Southern America",NA,"1,5m. Flores amarelas",NA,NA,"2004",NA,NA,"26990","auto",NA,NA,NA,NA,NA
"144","2019-10-02 14:49:06-03","UFMG","BHCB","172225","PreservedSpecimen","Plantae","Asteraceae",NA,NA,NA,"Bercht. & J.Presl",NA,"Britto, RC; Rossini, J; Rossini, L","2006","11","22","Brasil","Espírito Santo","Itaguaçu","Localidade de cachoeirão, propriedade do Sr Ilario Lopes, trilha da cachoeira.","-40.855598449707","-19.8019008636475",NA,NA,"BHCB016938",NA,"Dicotyledon",NA,"140","Southern America",NA,"Arbusto com 3m, flores amarelas com miolo marron.",NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"145","2019-10-02 14:49:08-03","UFMG","BHCB","172302","PreservedSpecimen","Plantae","Asteraceae",NA,NA,NA,"Bercht. & J.Presl",NA,"Fontana, AP; Britto, RC de; Fadini, F; Lima, LN","2004","04","10","Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó, Divisa com Baixo Gandú, Inselberg","-40.855598449707","-19.8019008636475",NA,NA,"BHCB017242",NA,"Dicotyledon",NA,"819","Southern America",NA,"Trepadeira, flores brancas",NA,NA,NA,"1000","1300","26990","auto",NA,NA,NA,NA,NA
"146","2019-10-11 11:14:50-03","UFPR","UPCB","63445","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea",NA,"Aechmea",NA,NA,"Kaehler, M.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,NA,"149",NA,NA,"Terrícola, brácteas do escapo vermelhas, brácteas da inflorescência vermelhas e florais verdes, flores azuis..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-10-11 11:20:29-03","UFPR","UPCB","57550","PreservedSpecimen","Plantae","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Polypodiophyta",NA,"4173",NA,NA,"Rupícola, em local exposto ao sol. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"148","2019-10-11 11:20:29-03","UFPR","UPCB","57553","PreservedSpecimen","Plantae","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0000756","UPCB0000756","Polypodiophyta",NA,"4176",NA,NA,"Rupícola, em local exposto ao sol. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"149","2019-10-11 11:13:51-03","UFPR","UPCB","63443","PreservedSpecimen","Plantae","Annonaceae",NA,NA,NA,NA,NA,"Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,NA,NA,"4172",NA,NA,"Arvoreta ca. 5m, frutos verdes. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA
"150","2019-10-11 11:20:34-03","UFPR","UPCB","57546","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","kunzeanum","Asplenium kunzeanum","Klotzsch ex Rosenst.","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0001357","UPCB0001357","Polypodiophyta",NA,"4168",NA,NA,"Terrestre, no interior da mata nebular. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"151","2019-10-11 11:17:11-03","UFPR","UPCB","53355","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","eichleri","Cambessedesia eichleri","Cogn.","Goldenberg, R.","Fontana, A.P.","2004","04","10","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0011407","UPCB0011407",NA,NA,"824",NA,NA,"Terrestre/rupestre, até 50cm, cálice verde, corola com ápice laranja e base amarela..",NA,NA,"2006","1000","1300",NA,NA,"01","01",NA,NA,NA
"152","2019-10-11 11:21:06-03","UFPR","UPCB","57542","PreservedSpecimen","Plantae","Polypodiaceae","Campyloneurum","nitidum","Campyloneurum nitidum","(Kaulf.) C.Presl","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0006722","UPCB0006722","Polypodiophyta",NA,"4163",NA,NA,"Epífita no interior da mata. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1300","1300",NA,NA,"07",NA,NA,NA,NA
"153","2019-10-11 11:21:06-03","UFPR","UPCB","57536","PreservedSpecimen","Plantae","Polypodiaceae","Cochlidium","punctatum","Cochlidium punctatum","(Raddi) L.E.Bishop","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0006934","UPCB0006934","Polypodiophyta",NA,"4154",NA,NA,"Epífita na mata nebular, na base dos troncos. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"154","2019-10-11 11:20:55-03","UFPR","UPCB","57548","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","asplenioides","Hymenophyllum asplenioides","(Sw.) Sw.","Matos, F.B. & Labiak, P.H.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0005276","UPCB0005276","Polypodiophyta",NA,"4170",NA,NA,"Epífita na mata nebular. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"155","2019-10-11 11:20:57-03","UFPR","UPCB","57547","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","hirsutum","Hymenophyllum hirsutum","(L.) Sw.","Matos, F.B. & Labiak, P.H.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Polypodiophyta",NA,"4169",NA,NA,"Epífita na mata nebular. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"156","2019-10-11 11:20:58-03","UFPR","UPCB","57551","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","polyanthos","Hymenophyllum polyanthos","(Sw.) Sw.","Matos, F.B. & Labiak, P.H.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Polypodiophyta",NA,"4174",NA,NA,"Epífita, na mata nebular. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"157","2019-10-11 11:20:58-03","UFPR","UPCB","57549","PreservedSpecimen","Plantae","Hymenophyllaceae","Hymenophyllum","pulchellum","Hymenophyllum pulchellum","Schlecht. & Cham.","Matos, F.B. & Labiak, P.H.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999",NA,NA,"Polypodiophyta",NA,"4171",NA,NA,"Epífita na mata nebular. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"158","2020-03-09 08:20:05-03","UFPR","UPCB","57446","PreservedSpecimen","Plantae","Melastomataceae","Leandra","foveolata","Leandra foveolata","(DC.) Cogn.",NA,"Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","Morro do Caparaó","-40.980278","-19.741111","-40.980278","-19.741111","UPCB0013566","UPCB0013566",NA,NA,"4159",NA,NA,"Arbusto, ca. 1m altura, em solo raso sobre rochas. Pétalas brancas, estames róseos. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA
"159","2019-10-11 11:21:06-03","UFPR","UPCB","57537","PreservedSpecimen","Plantae","Polypodiaceae","Lellingeria","apiculata","Lellingeria apiculata","(Kunze ex Klotzsch) A.R.Sm. & R.C.Moran","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0007008","UPCB0007008","Polypodiophyta",NA,"4155",NA,NA,"Epífita na mata nebular, na base dos troncos. (Sílica) Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"160","2019-10-11 11:21:08-03","UFPR","UPCB","57535","PreservedSpecimen","Plantae","Polypodiaceae","Lellingeria","limula","Lellingeria limula","(Christ) A.R.Sm. & R.C.Moran","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0008218","UPCB0008218","Polypodiophyta",NA,"4153",NA,NA,"Epífita na mata nebular, na base dos troncos. (Sílica) Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"161","2019-10-11 11:21:09-03","UFPR","UPCB","57538","PreservedSpecimen","Plantae","Polypodiaceae","Melpomene","melanosticta","Melpomene melanosticta","(Kunze) A.R.Sm. & R.C.Moran","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0007147","UPCB0007147","Polypodiophyta",NA,"4156",NA,NA,"Epífita na mata nebular, na base dos troncos. (Sílica) Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"162","2019-10-11 11:21:09-03","UFPR","UPCB","57539","PreservedSpecimen","Plantae","Polypodiaceae","Melpomene","xiphopteroides","Melpomene xiphopteroides","(Liem.) A.R.Sm. & R.C.Moran","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0007207","UPCB0007207","Polypodiophyta",NA,"4157",NA,NA,"Epífita na mata nebular, na base dos troncos. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"07",NA,NA,NA,NA
"163","2020-03-09 08:20:20-03","UFPR","UPCB","54096","PreservedSpecimen","Plantae","Melastomataceae","Miconia","flammea","Miconia flammea","Casar","Caddah, M.K.","Fontana, A.P.","2004","04","10","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0015456","UPCB0015456",NA,NA,"860",NA,NA,"Arbusto 3m, fruto verde, folha discolor..",NA,NA,"2013","1000","1300",NA,NA,NA,NA,NA,NA,NA
"164","2020-03-09 08:20:23-03","UFPR","UPCB","57460","PreservedSpecimen","Plantae","Melastomataceae","Miconia","latecrenata","Miconia latecrenata","(DC.) Naudin","Goldenberg, R.","Labiak, P.H.","2007","07","17","Brasil","Espírito Santo","Itaguaçu","BLOQUEADO",NA,NA,"9999","9999","UPCB0016391","UPCB0016391",NA,NA,"4160",NA,NA,"Árvore ca. 6m altura. Frutos imaturos, verdes. Na mata dos vales. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"2007","1360","1360",NA,NA,"01","01",NA,NA,NA
