"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem"
"1","2020-03-04 15:25:13-03","UNESC","CRI","2961","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","radula","Tibouchina radula","Markgr.","A. C. Brade","A. C. Brade; et al.","1946","05","13","Brasil","Espírito Santo","Itaguaçu","Jatiboca.","-40.855833","-19.8025","40º51'21''W","19º48'9''S","CRI004493","CRI004493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:34:38-03","NYBG","NYBG","558694","PreservedSpecimen","Plantae","Piperaceae","Peperomia","alata","Peperomia alata","Ruiz & Pav.",NA,"A. C. Brade","1946","05","17","Brazil","Espírito Santo","Itaguaçu","Limoeiro; Santa Maria","-40.8556","-19.8019","-40.8556","-19.8019","NY00558694","NY00558694","Magnoliophyta","Piperales","18301","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=499748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:34:52-03","NYBG","NYBG","558769","PreservedSpecimen","Plantae","Piperaceae","Peperomia","blanda","Peperomia blanda","(Jacq.) Kunth",NA,"A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00558769","NY00558769","Magnoliophyta","Piperales","18193","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262939 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:34:52-03","NYBG","NYBG","558839","PreservedSpecimen","Plantae","Piperaceae","Peperomia","catharinae","Peperomia catharinae","Miq.",NA,"A. C. Brade","1946","05","15","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00558839","NY00558839","Magnoliophyta","Piperales","18251","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=51802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 18:34:53-03","NYBG","NYBG","558924","PreservedSpecimen","Plantae","Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner","T. G. Yuncker","A. C. Brade","1946","05","23","Brazil","Espírito Santo","Itaguaçu","Santa Maria","-40.8556","-19.8019","-40.8556","-19.8019","NY00558924","NY00558924","Magnoliophyta","Piperales","18398","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 18:34:53-03","NYBG","NYBG","250350","PreservedSpecimen","Plantae","Piperaceae","Peperomia","cordigera","Peperomia cordigera pililamina","Yunck.",NA,"A. C. Brade","1946",NA,NA,"Brazil","Espírito Santo","Itaguaçu","Alto Limoneiro","-40.8556","-19.8019","-40.8556","-19.8019","NY00250350","NY00250350 NY00250350_01","Magnoliophyta","Piperales","18078","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203482 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","pililamina","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 18:34:53-03","NYBG","NYBG","250351","PreservedSpecimen","Plantae","Piperaceae","Peperomia","cordigera","Peperomia cordigera pililamina","Yunck.",NA,"A. C. Brade","1946",NA,NA,"Brazil","Espírito Santo","Itaguaçu","Alto Limoneiro","-40.8556","-19.8019","-40.8556","-19.8019","NY00250351","NY00250351 NY00250351_01","Magnoliophyta","Piperales","18078","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","pililamina","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 18:34:54-03","NYBG","NYBG","559151","PreservedSpecimen","Plantae","Piperaceae","Peperomia","glabella","Peperomia glabella","(Sw.) A.Dietr.",NA,"A. C. Brade","1946","05","17","Brazil","Espírito Santo","Itaguaçu","Limoeiro - Santa Maria","-40.8556","-19.8019","-40.8556","-19.8019","NY00559151","NY00559151","Magnoliophyta","Piperales","18305","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 18:34:54-03","NYBG","NYBG","559149","PreservedSpecimen","Plantae","Piperaceae","Peperomia","glabella","Peperomia glabella","(Sw.) A.Dietr.",NA,"A. C. Brade","1946","05","23","Brazil","Espírito Santo","Itaguaçu","Santa Maria","-40.8556","-19.8019","-40.8556","-19.8019","NY00559149","NY00559149","Magnoliophyta","Piperales","18395","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 18:34:54-03","NYBG","NYBG","559177","PreservedSpecimen","Plantae","Piperaceae","Peperomia","glabella","Peperomia glabella","(Sw.) A.Dietr.","T. G. Yuncker","A. C. Brade","1946","05","23","Brazil","Espírito Santo","Itaguaçu","Santa Maria","-40.8556","-19.8019","-40.8556","-19.8019","NY00559177","NY00559177","Magnoliophyta","Piperales","18395","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1959",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 18:35:09-03","NYBG","NYBG","559469","PreservedSpecimen","Plantae","Piperaceae","Peperomia","martiana","Peperomia martiana","Miq.",NA,"A. C. Brade","1946","05","25","Brazil","Espírito Santo","Itaguaçu",NA,"-40.8556","-19.8019","-40.8556","-19.8019","NY00559469","NY00559469","Magnoliophyta","Piperales","18415","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=464405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 18:35:10-03","NYBG","NYBG","250526","PreservedSpecimen","Plantae","Piperaceae","Peperomia","pereirae","Peperomia pereirae hirtulicaule","Yunck.",NA,"A. C. Brade","1946","05","31","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00250526","NY00250526 NY00250526_01","Magnoliophyta","Piperales","18508","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=235193 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","hirtulicaule","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 18:35:10-03","NYBG","NYBG","559660","PreservedSpecimen","Plantae","Piperaceae","Peperomia","pseudoestrellensis","Peperomia pseudoestrellensis","C.DC.","T. G. Yuncker","A. C. Brade","1946","05","23","Brazil","Espírito Santo","Itaguaçu","Santa Maria","-40.8556","-19.8019","-40.8556","-19.8019","NY00559660","NY00559660","Magnoliophyta","Piperales","18399","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 18:35:26-03","NYBG","NYBG","250637","PreservedSpecimen","Plantae","Piperaceae","Peperomia","suboppositifolia","Peperomia suboppositifolia","Yunck.",NA,"A. C. Brade","1946","05","10","Brazil","Espírito Santo","Itaguaçu","Alto Limoeiro","-40.8556","-19.8019","-40.8556","-19.8019","NY00250637","NY00250637 NY00250637_01","Magnoliophyta","Piperales","18076","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=73584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"holotype fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 18:35:27-03","NYBG","NYBG","555311","PreservedSpecimen","Plantae","Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla tenera","(Miq.) Yunck.",NA,"A. C. Brade","1946","05","31","Brazil","Espírito Santo","Itaguaçu",NA,"-40.8556","-19.8019","-40.8556","-19.8019","NY00555311","NY00555311","Magnoliophyta","Piperales","18507","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=361471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","tenera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 18:35:28-03","NYBG","NYBG","555531","PreservedSpecimen","Plantae","Piperaceae","Peperomia","urocarpa","Peperomia urocarpa","Fisch. & C.A.Mey.",NA,"A. C. Brade","1946",NA,NA,"Brazil","Espírito Santo","Itaguaçu",NA,"-40.8556","-19.8019","-40.8556","-19.8019","NY00555531","NY00555531","Magnoliophyta","Piperales","18549","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=308429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 18:35:28-03","NYBG","NYBG","555492","PreservedSpecimen","Plantae","Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00555492","NY00555492","Magnoliophyta","Piperales","18201","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 18:36:02-03","NYBG","NYBG","556130","PreservedSpecimen","Plantae","Piperaceae","Piper","corcovadensis","Piper corcovadensis blanchetii","(Moric.) Callejas","R. Callejas Posada","A. C. Brade","1946","05","11","Brazil","Espírito Santo","Itaguaçu","Alto Limoeiro","-40.8556","-19.8019","-40.8556","-19.8019","NY00556130","NY00556130","Magnoliophyta","Piperales","s.n.","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","blanchetii",NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 18:36:34-03","NYBG","NYBG","1015436","PreservedSpecimen","Plantae","Piperaceae","Piper","lhotzkyanum","Piper lhotzkyanum","Kunth","O. A. Guimarães","P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY01015436","NY01015436","Magnoliophyta","Piperales","4164","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2007","1360","1360",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 19:14:39-03","NYBG","NYBG","886659","PreservedSpecimen","Plantae","Dryopteridaceae","Polystichum","platylepis","Polystichum platylepis","Fée","F. B. Matos; P. H. Labiak E.","P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY00886659","NY00886659","Pteridophyta","Polypodiales","4161","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1032022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2007","1250","1250",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 19:14:40-03","NYBG","NYBG","886569","PreservedSpecimen","Plantae","Dryopteridaceae","Rumohra","adiantiformis","Rumohra adiantiformis","(G.Forst.) Ching","P. H. Labiak E.; F. B. Matos","P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY00886569","NY00886569","Pteridophyta","Polypodiales","4162","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2007","1360","1360",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-16 19:15:38-03","NYBG","NYBG","886570","PreservedSpecimen","Plantae","Polypodiaceae","Serpocaulon","catharinae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","P. H. Labiak E.; F. B. Matos","P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY00886570","NY00886570","Pteridophyta","Polypodiales","4167","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2007","1360","1360",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-16 19:15:39-03","NYBG","NYBG","02478954","PreservedSpecimen","Plantae","Polypodiaceae","Serpocaulon","triseriale","Serpocaulon triseriale","(Sw.) A.R.Sm.",NA,"P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY02478954","NY02478954","Pteridophyta","Polypodiales","4158","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2690355 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1360","1360",NA,NA,NA,NA,NA,NA,NA
"24","2019-12-16 18:40:12-03","NYBG","NYBG","3908566","PreservedSpecimen","Plantae","Cyperaceae","Rhynchospora",NA,"Rhynchospora",NA,NA,"R. Britto","2006","09","07","Brazil","Espírito Santo","Itaguaçu","Localidade de Cachoeirao, propriedade do Sr. Ilario Lopes, ao lado da cachoeira.","-40.855598449707","-19.8019008636475",NA,NA,"NY03908566","NY03908566","Magnoliophyta","Poales","114","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4364005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"25","2019-12-16 18:38:16-03","NYBG","NYBG","3908579","PreservedSpecimen","Plantae","Cyperaceae","Bulbostylis",NA,"Bulbostylis",NA,NA,"R. Britto","2006","02","27","Brazil","Espírito Santo","Itaguaçu","Localidade de Cachoeirao.","-40.855598449707","-19.8019008636475",NA,NA,"NY03908579","NY03908579","Magnoliophyta","Poales","30","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4364194 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA
"26","2019-12-16 17:45:15-03","NYBG","NYBG","1032878","PreservedSpecimen","Plantae","Acanthaceae","Stenostephanus",NA,"Stenostephanus",NA,NA,"A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca.","-40.884085","-19.954583","-40.884085","-19.954583","NY01032878","NY01032878","Magnoliophyta","Lamiales","18102","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1207366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 18:36:34-03","NYBG","NYBG","251414","PreservedSpecimen","Plantae","Piperaceae","Piper","laevicarpum","Piper laevicarpum","Yunck.",NA,"A. C. Brade","1946","05","15","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00251414","NY00251414 NY00251414_01","Magnoliophyta","Piperales","18241","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=304502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-16 17:10:10-03","NYBG","NYBG","495735","PreservedSpecimen","Plantae","Primulaceae","Myrsine","gardneriana","Myrsine gardneriana","A.DC.","J. J. Pipoly","A. C. Brade","1946","04","15","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00495735","NY00495735","Magnoliophyta","Ericales","18235","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 17:48:55-03","NYBG","NYBG","00000289","PreservedSpecimen","Plantae","Lamiaceae","Salvia","itaguassuensis","Salvia itaguassuensis","Brade & Barb.Per.",NA,"A. C. Brade","1946","05","27","Brazil","Espírito Santo","Itaguacu","Município de Itaguassúm, Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00000289","NY00000289 NY00000289_01","Magnoliophyta","Lamiales","18476","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=369176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 16:59:09-03","NYBG","NYBG","1104796","PreservedSpecimen","Plantae","Begoniaceae","Begonia","itaguassuensis","Begonia itaguassuensis","Brade",NA,"A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguacu","Itaguassu. Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY01104796","NY01104796","Magnoliophyta","Cucurbitales","18200","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1296312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-16 18:34:54-03","NYBG","NYBG","559250","PreservedSpecimen","Plantae","Piperaceae","Peperomia","glaziovii","Peperomia glaziovii","C.DC.","T. G. Yuncker","A. C. Brade","1946","05",NA,"Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00559250","NY00559250","Magnoliophyta","Piperales","18550","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=520134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-16 17:44:24-03","NYBG","NYBG","884461","PreservedSpecimen","Plantae","Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","S. R. Profíce","A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00884461","NY00884461","Magnoliophyta","Lamiales","18163","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954354 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-16 16:49:05-03","NYBG","NYBG","00804635","PreservedSpecimen","Plantae","Asteraceae","Bartlettina","hemisphaerica","Bartlettina hemisphaerica","(DC.) R.M.King & H.Rob.",NA,"A. C. Brade","1946","05","27","Brazil","Espírito Santo","Itaguacu","Mun. Itaguassú - Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00804635","NY00804635","Magnoliophyta","Asterales","18446","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-16 18:35:26-03","NYBG","NYBG","555194","PreservedSpecimen","Plantae","Piperaceae","Peperomia","subpilosa","Peperomia subpilosa","Yunck.",NA,"A. C. Brade","1946","05","15","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00555194","NY00555194","Magnoliophyta","Piperales","18255","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=418385 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 18:35:26-03","NYBG","NYBG","555193","PreservedSpecimen","Plantae","Piperaceae","Peperomia","subpilosa","Peperomia subpilosa","Yunck.",NA,"A. C. Brade","1946","05","31","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00555193","NY00555193","Magnoliophyta","Piperales","18510","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=418384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 18:20:16-03","NYBG","NYBG","02104793","PreservedSpecimen","Plantae","Melastomataceae","Leandra","hirta","Leandra hirta","Raddi","M. Reginato","A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY02104793","NY02104793","Magnoliophyta","Myrtales","18179","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2568471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 17:44:57-03","NYBG","NYBG","484216","PreservedSpecimen","Plantae","Acanthaceae","Orthotactus","fulvohirsutus","Orthotactus fulvohirsutus","Rizzini","C. T. Rizzini","A. C. Brade","1946","05","15","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00484216","NY00484216","Magnoliophyta","Lamiales","18231","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1950",NA,NA,NA,NA,"06","07",NA,NA,NA
"38","2019-12-16 18:35:27-03","NYBG","NYBG","555329","PreservedSpecimen","Plantae","Piperaceae","Peperomia","tetraphylla","Peperomia tetraphylla","(G.Forst.) Hook. & Arn.","T. G. Yuncker","A. C. Brade","1946","05","31","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00555329","NY00555329","Magnoliophyta","Piperales","18509","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-16 19:16:14-03","NYBG","NYBG","1522545","PreservedSpecimen","Plantae","Pteridaceae","Doryopteris","raddiana","Doryopteris raddiana","Fée","J. C. Yesilyurt","A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY01522545","NY01522545","Pteridophyta","Polypodiales","18193","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 17:44:39-03","NYBG","NYBG","484296","PreservedSpecimen","Plantae","Acanthaceae","Hygrophila","brasiliensis","Hygrophila brasiliensis","(Spreng.) Lindau",NA,"A. C. Brade","1946","05","13","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00484296","NY00484296","Magnoliophyta","Lamiales","18161","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-16 18:56:33-03","NYBG","NYBG","301168","PreservedSpecimen","Plantae","Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","C. P. Bruniera","A. C. Brade","1946","05","27","Brazil","Espírito Santo","Itaguaçu","Municipio de Itaguassú - Jatiboca.","-40.884085","-19.954583","-40.884085","-19.954583","NY00301168","NY00301168","Magnoliophyta","Sapindales","18435","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-16 19:11:26-03","NYBG","NYBG","816481","PreservedSpecimen","Plantae","Cyatheaceae","Trichipteris","leucolepis","Trichipteris leucolepis","(Mart.) R.M.Tryon","D. S. Barrington","A. C. Brade","1946","05","15","Brazil","Espírito Santo","Itaguaçu","Municipio de Itaguassú - Jatiboca.","-40.884085","-19.954583","-40.884085","-19.954583","NY00816481","NY00816481","Pteridophyta","Cyatheales","8244","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-16 18:51:23-03","NYBG","NYBG","644541","PreservedSpecimen","Plantae","Loranthaceae","Struthanthus","jatibocensis","Struthanthus jatibocensis","Rizzini","C. T. Rizzini","A. C. Brade","1946","05","15","Brazil","Espírito Santo","Itaguaçu","Jatiboca","-40.884085","-19.954583","-40.884085","-19.954583","NY00644541",NA,"Magnoliophyta","Santalales","18237","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-16 19:17:21-03","NYBG","NYBG","1015622","PreservedSpecimen","Plantae","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.; F. B. Matos","P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY01015622","NY01015622","Pteridophyta","Schizaeales","4173","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2007","1360","1360",NA,NA,NA,NA,NA,NA,NA
"45","2019-12-16 19:17:21-03","NYBG","NYBG","1015623","PreservedSpecimen","Plantae","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.; F. B. Matos","P. H. Labiak E.","2007","07","17","Brazil","Espírito Santo","Itaguaçu","Morro do Caparaó (de Itaguaçu).","-40.9803","-19.7411","-40.9803","-19.7411","NY01015623","NY01015623","Pteridophyta","Schizaeales","4176","South America","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2007","1360","1360",NA,NA,NA,NA,NA,NA,NA
