"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag"
"1","2015-07-02 14:03:42-03","JBP","HPL","9504","S","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","R. Tsuji","2007","11","29","R. Tsuji","2345","2007","11","29","Brasil","MG","José Raydan","Coletado na estrada José Raydan-Santa Maria do Suaçuí (asfaltada).","-42.4986","-18.2194","18007","auto"
