"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","continentOcean","preparationType","typeStatus","previousCatalogNumber","relatedCatalogItem"
"4182","2019-10-02 14:51:33-03","UFMG","BHCB","16290","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","ochracea","Tabebuia ochracea","(Cham.) Standl.",NA,"Pequeno, PHA; et al.","1989","09","14","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","22",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4183","2019-10-02 15:05:40-03","UFMG","BHCB","13848","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","754",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4184","2019-10-02 15:05:44-03","UFMG","BHCB","13858","PreservedSpecimen","Plantae","Physciaceae","Heterodermia","speciosa","Heterodermia speciosa",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","764",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4185","2019-10-02 15:05:40-03","UFMG","BHCB","13834","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","740",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4186","2019-10-02 15:08:16-03","UFMG","BHCB","18656","PreservedSpecimen","Plantae","Poaceae","Chusquea","nutans","Chusquea nutans","L.G.Clark",NA,"Paula, JA","1986","10","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Herbáceo","BHCB019625",NA,"Monocotyledon",NA,"2000","06","26","33136",NA,"auto","46",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4187","2019-10-02 15:04:37-03","UFMG","BHCB","18941","PreservedSpecimen","Plantae","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,"Stehmann, JR; Cappi, D",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4188","2019-10-02 15:04:37-03","UFMG","BHCB","18941","PreservedSpecimen","Plantae","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.",NA,"Stehmann, JR; Cappi, D","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"folhas prateadas;arbustivo;; Borda do tanque cheio(represa).","BHCB047571",NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4189","2019-10-02 15:05:40-03","UFMG","BHCB","13833","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","739",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4190","2019-10-02 15:05:42-03","UFMG","BHCB","13873","PreservedSpecimen","Plantae","Parmeliaceaa","Parmotrema","delicatulum","Parmotrema delicatulum",NA,NA,"Eliasaro, S","1988","10","06","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","780",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4191","2019-10-02 15:05:40-03","UFMG","BHCB","13831","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","737",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4192","2019-10-02 15:06:54-03","UFMG","BHCB","18962","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","planifolius","Paepalanthus planifolius","(Bong.) Körn.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4193","2019-10-02 14:57:32-03","UFMG","BHCB","18970","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","decemcostata","Tibouchina decemcostata","Cogn.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4194","2019-10-02 15:05:39-03","UFMG","BHCB","10995","PreservedSpecimen","Plantae","Cladoniaceae",NA,NA,NA,NA,NA,"Eliasaro, S","1987","09","28","Brasil","Minas Gerais","Santa Bárbara","Parque Nacional do Caraça.","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","434",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4195","2019-10-02 15:03:03-03","UFMG","BHCB","18834","PreservedSpecimen","Plantae","Santalaceae","Phoradendron","interruptum","Phoradendron interruptum","(DC.) B.D.Jacks.",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4196","2019-10-02 15:02:08-03","UFMG","BHCB","18968","PreservedSpecimen","Plantae","Rubiaceae","Borreria","capitata","Borreria capitata","(Ruiz & Pav.) DC.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4197","2019-10-02 14:52:47-03","UFMG","BHCB","18955","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Stehmann, JR; et al.","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Carrasco, sub arbusto a arbusto 1,5m alt., flores em creme, caminho a Cascatinha","BHCB003434",NA,"Dicotyledon",NA,"2012","10","24","33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4198","2019-10-02 15:05:40-03","UFMG","BHCB","13829","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia",NA,"Cladonia",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","735",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4199","2019-10-02 14:53:43-03","UFMG","BHCB","18959","PreservedSpecimen","Plantae","Fabaceae","Chamaecrista","cinerascens","Chamaecrista cinerascens","(Vogel) H.S.Irwin & Barneby",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4200","2019-10-02 15:05:39-03","UFMG","BHCB","13846","PreservedSpecimen","Plantae","Cladoniaceae",NA,NA,NA,NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","752",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4201","2019-10-02 15:05:44-03","UFMG","BHCB","13841","PreservedSpecimen","Plantae","Parmeliaceaa","Relicina","abstrusa","Relicina abstrusa",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","747",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4202","2019-10-02 15:02:10-03","UFMG","BHCB","18966","PreservedSpecimen","Plantae","Rubiaceae","Borreria","poaya","Borreria poaya","(A.St.-Hil.) DC.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4203","2019-10-02 15:05:42-03","UFMG","BHCB","13828","PreservedSpecimen","Plantae","Parmeliaceaa","Canoparmelia","amazonica","Canoparmelia amazonica",NA,NA,"Eliasaro, S","1988","10","06","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","734",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4204","2019-10-02 14:56:07-03","UFMG","BHCB","13756","PreservedSpecimen","Plantae","Malpighiaceae","Heteropterys","campestris","Heteropterys campestris","A.Juss.",NA,"Atalla, NC","1988","10","06","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,"BHCB010429",NA,"Dicotyledon",NA,"2018","12","14","33136",NA,"auto","60",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4205","2019-10-02 15:02:42-03","UFMG","BHCB","18973","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","purpurascens","Psychotria purpurascens","Müll.Arg.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4206","2019-10-02 15:02:42-03","UFMG","BHCB","18973","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","purpurascens","Psychotria purpurascens","Müll.Arg.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4207","2019-10-02 15:01:45-03","UFMG","BHCB","18927","PreservedSpecimen","Plantae","Polygalaceae","Polygala","ligustroides","Polygala ligustroides","A.St.-Hil.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4208","2019-10-02 15:05:42-03","UFMG","BHCB","13838","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia","verticillaris","Cladonia verticillaris","(Raddi) Ir.",NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","744",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4209","2019-10-02 15:05:44-03","UFMG","BHCB","13835","PreservedSpecimen","Plantae","Physciaceae",NA,NA,NA,NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","741",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4210","2019-10-02 14:57:32-03","UFMG","BHCB","18827","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","decemcostata","Tibouchina decemcostata","Cogn.",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4211","2019-10-02 15:08:50-03","UFMG","BHCB","21194","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","albiflora","Vellozia albiflora","Pohl",NA,"Menezes, NL de; Semir, J; Lima, DA","1975","11","03","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","528",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4212","2019-10-02 15:02:08-03","UFMG","BHCB","18968","PreservedSpecimen","Plantae","Rubiaceae","Borreria","capitata","Borreria capitata","(Ruiz & Pav.) DC.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4213","2019-10-02 15:08:50-03","UFMG","BHCB","21194","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","albiflora","Vellozia albiflora","Pohl",NA,"Menezes, NL de; Semir, J; Lima, DA","1975","11","03","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","528",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4214","2019-10-02 15:05:42-03","UFMG","BHCB","13862","PreservedSpecimen","Plantae","Parmeliaceaa","Hypotrachyna","costaricensis","Hypotrachyna costaricensis",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","768",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4215","2019-10-02 15:05:44-03","UFMG","BHCB","13843","PreservedSpecimen","Plantae","Physciaceae","Heterodermia","leuconela","Heterodermia leuconela",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","749",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4216","2019-10-02 15:04:00-03","UFMG","BHCB","18972","PreservedSpecimen","Plantae","Solanaceae","Solanum",NA,"Solanum","L.",NA,"Stehmann, JR; et al.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4217","2019-10-02 14:57:17-03","UFMG","BHCB","71813","PreservedSpecimen","Plantae","Melastomataceae","Microlepis","oleifolia","Microlepis oleifolia","(DC.) Triana",NA,"Barreto, HLM","1933","04","14","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto 0,80. Muito frequente.; Brejo","BHCB020906","BHCB020906","Dicotyledon",NA,"1933",NA,NA,"33136",NA,"auto","6865",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4218","2019-10-02 15:05:44-03","UFMG","BHCB","13854","PreservedSpecimen","Plantae","Physciaceae","Heterodermia","leuconela","Heterodermia leuconela",NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","760",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4219","2019-10-02 14:56:50-03","UFMG","BHCB","18951","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4220","2019-10-02 15:03:51-03","UFMG","BHCB","18964","PreservedSpecimen","Plantae","Solanaceae","Nicotiana","langsdorffii","Nicotiana langsdorffii","Weinm.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4221","2019-10-02 15:02:42-03","UFMG","BHCB","18967","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","purpurascens","Psychotria purpurascens","Müll.Arg.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4222","2019-10-02 15:05:44-03","UFMG","BHCB","13861","PreservedSpecimen","Plantae","Parmeliaceaa","Rimelia","macrocarpa","Rimelia macrocarpa","(Pers.) Hale & Fletcher",NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","767",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4223","2019-10-02 14:57:32-03","UFMG","BHCB","18970","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","decemcostata","Tibouchina decemcostata","Cogn.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4224","2019-10-02 15:05:39-03","UFMG","BHCB","13852","PreservedSpecimen","Plantae","Cladoniaceae",NA,NA,NA,NA,NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","758",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4225","2019-10-02 14:57:32-03","UFMG","BHCB","18827","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","decemcostata","Tibouchina decemcostata","Cogn.",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4226","2019-10-02 15:03:03-03","UFMG","BHCB","18834","PreservedSpecimen","Plantae","Santalaceae","Phoradendron","interruptum","Phoradendron interruptum","(DC.) B.D.Jacks.",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4227","2020-01-28 18:42:58-03","UFMG","BHCB","18926","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","fournieri","Sophronitis fournieri","(Cong.) Berg & Chase",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4228","2019-10-02 15:02:10-03","UFMG","BHCB","18966","PreservedSpecimen","Plantae","Rubiaceae","Borreria","poaya","Borreria poaya","(A.St.-Hil.) DC.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4229","2019-10-02 15:02:42-03","UFMG","BHCB","18967","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","purpurascens","Psychotria purpurascens","Müll.Arg.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4230","2019-10-02 14:52:44-03","UFMG","BHCB","18955","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia",NA,"Gaylussacia",NA,NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4231","2019-10-02 14:59:25-03","UFMG","BHCB","72628","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","semidecandra","Tibouchina semidecandra","(Schrank & Mart. ex DC.) Cogn.",NA,"Barreto, HLM","1933","04","15","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"Arbusto 1,5m, alta frequência e flôr vilacea; Beira - capão","BHCB041692","BHCB041692","Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","6889",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4232","2019-10-02 14:52:33-03","UFMG","BHCB","18971","PreservedSpecimen","Plantae","Cucurbitaceae","Melothrianthus","smilacifolius","Melothrianthus smilacifolius","(Cogn.) Mart.Crov.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4233","2019-10-02 14:51:53-03","UFMG","BHCB","18835","PreservedSpecimen","Plantae","Campanulaceae","Siphocampylus",NA,"Siphocampylus","Pohl",NA,"Stehmann, JR; Cappi, D","1990","09","10","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4234","2019-10-02 15:05:40-03","UFMG","BHCB","13830","PreservedSpecimen","Plantae","Cladoniaceae","Cladonia","miniata","Cladonia miniata","Meyer",NA,"Eliasaro, S","1988","10","07","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Lichenes",NA,NA,NA,NA,"33136",NA,"auto","736",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4235","2019-10-02 15:08:55-03","UFMG","BHCB","18929","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","tragacantha","Vellozia tragacantha","(Mart. ex Schult. & Schult.) Mart. ex Seub.",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4236","2019-10-02 15:08:50-03","UFMG","BHCB","18965","PreservedSpecimen","Plantae","Velloziaceae","Vellozia","albiflora","Vellozia albiflora","Pohl",NA,"Stehmann, JR; et al.","1990","09","11","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,"33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"4237","2019-10-02 15:04:35-03","UFMG","BHCB","1725","PreservedSpecimen","Plantae","Solanaceae","Solanum","subumbellatum","Solanum subumbellatum","Vell.",NA,"Oliveira, JA de","1980","02","22","Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"arbustivo;flores roxas; terrestre;","BHCB047593",NA,"Dicotyledon",NA,"2007","04","10","33136",NA,"auto","s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
