"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","infraspecificEpithet","class","typeStatus"
"54","2020-03-10 08:27:41-03","UFV","VIC","16514","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii rósea","Leme","Paula, C. .C. de","2002",NA,"Paula, C. .C. de","1995","04","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro., Fazenda do Sr. José Pequeno, próximo ao riacho.","-42.2789001464844","-20.7255992889404","20038",NA,"Rupícola esciófila, brácteas vivamente róseas, flores brancas, inflorescência com 15 cm de diâmetro.","auto","1023",NA,NA,NA,NA,"VIC016514","VIC016514",NA,NA,NA,"rósea",NA,NA
"55","2020-03-10 08:27:42-03","UFV","VIC","13857","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Pitcairnia","flammea","Pitcairnia flammea","Lindley","Leme E.M.C.","1995","05","de Paula, C.C.","1995","04","13","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Margem do riacho São bento sobre a laje de pedra.","-42.2789001464844","-20.7255992889404","20038",NA,"rupícola, flores vermelhas.","auto","1030",NA,NA,NA,NA,"VIC013857","VIC013857",NA,NA,NA,NA,NA,NA
"56","2020-03-10 08:27:39-03","UFV","VIC","15134","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Billbergia","horrida","Billbergia horrida","Regel","Leme, E.M.C.","1996","10","Paula, C.C. de","1995","09","26","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Numa rocha na beira da estrada a ca. De 1 km acima da Fazenda do Sr. José Pequeno","-42.2789001464844","-20.7255992889404","20038",NA,"Rupícola, heliófila, brácteas e inflorescência esbranquiçadas","auto","1048",NA,NA,NA,NA,"VIC015134","VIC015134",NA,NA,"27",NA,NA,NA
"57","2020-03-10 08:28:46-03","UFV","VIC","42323","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persia","americana","Persia americana","Mill.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"árvore escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC042323",NA,NA,NA,NA,NA,NA,NA
"58","2020-03-10 08:28:29-03","UFV","VIC","42192","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","splendidus","Croton splendidus","Mart. ex Colla",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC042192","VIC042192",NA,NA,NA,NA,NA,NA
"59","2020-03-10 08:27:12-03","UFV","VIC","42314","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium",NA,"Eupatorium",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042314","VIC042314 VIC042314_1",NA,NA,NA,NA,NA,NA
"60","2020-03-10 08:28:08-03","UFV","VIC","42320","PreservedSpecimen","Plantae",NA,NA,"Clethraceae","Clethra","scabra","Clethra scabra","Pers.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore, escrube.","auto","s.n.",NA,NA,NA,NA,"VIC042320","VIC042320",NA,NA,NA,NA,NA,NA
"61","2020-03-10 08:28:17-03","UFV","VIC","42188","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Machaerina","ficticia","Machaerina ficticia","(Hemsl.) T. Koyama",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042188","VIC042188",NA,NA,NA,NA,NA,NA
"62","2020-03-10 08:27:01-03","UFV","VIC","42200","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis",NA,"Baccharis",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Ocorre principalmente em campo graminoso de altitude.","auto","s.n.",NA,NA,NA,NA,"VIC042200","VIC042200",NA,NA,NA,NA,NA,NA
"63","2020-03-10 08:29:44-03","UFV","VIC","42331","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Guapira","opposita","Guapira opposita","(Vell) Reitz",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3 m, escrube de encosta","auto","s.n.",NA,NA,NA,NA,"VIC042331",NA,NA,NA,NA,NA,NA,NA
"64","2020-03-10 08:27:04-03","UFV","VIC","42325","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda","DC.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo rupestre de Velózia.","auto","s.n.",NA,NA,NA,NA,"VIC042325","VIC042325",NA,NA,NA,NA,NA,NA
"65","2020-03-10 08:27:10-03","UFV","VIC","42319","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"árvore, escubre.","auto","s.n.",NA,NA,NA,NA,"VIC042319","VIC042319",NA,NA,NA,NA,NA,NA
"66","2020-03-10 08:28:31-03","UFV","VIC","42341","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore 3 metros, escubre.","auto","s.n.",NA,NA,NA,NA,"VIC042341",NA,NA,NA,NA,NA,NA,NA
"67","2020-03-10 08:28:29-03","UFV","VIC","42193","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","splendidus","Croton splendidus","Mart. ex Colla",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC042193","VIC042193",NA,NA,NA,NA,NA,NA
"68","2020-03-10 08:28:18-03","UFV","VIC","42189","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Trilepis","lhotzkiana","Trilepis lhotzkiana","Nees ex Arn.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo graminoso, campo rupestre de velosia.","auto","s.n.",NA,NA,NA,NA,"VIC042189","VIC042189",NA,NA,NA,NA,NA,NA
"69","2020-03-10 08:28:31-03","UFV","VIC","42315","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Pera",NA,"Pera",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042315","VIC042315",NA,NA,NA,NA,NA,NA
"70","2020-03-10 08:28:29-03","UFV","VIC","42191","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","splendidus","Croton splendidus","Mart. ex Colla",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC042191","VIC042191",NA,NA,NA,NA,NA,NA
"71","2020-03-10 08:29:45-03","UFV","VIC","42183","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","vaccinioides","Ouratea vaccinioides","(A.St.-Hil & Tull.) Engl",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042183",NA,NA,NA,NA,NA,NA,NA
"72","2020-03-10 08:28:26-03","UFV","VIC","42169","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore, escubre.","auto","s.n.",NA,NA,NA,NA,"VIC042169","VIC042169",NA,NA,NA,NA,NA,NA
"73","2020-03-10 08:28:23-03","UFV","VIC","042195","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","hirsuta","Sloanea hirsuta","(Schott) Planch.",NA,NA,NA,"Tinti, B.V.","2014","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"ÁRvore. 2,5 m escrube","auto","s.n.",NA,NA,NA,NA,"VIC042195","VIC042195",NA,NA,NA,NA,NA,NA
"74","2020-03-10 08:28:32-03","UFV","VIC","42308","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042308","VIC042308",NA,NA,NA,NA,NA,NA
"75","2020-03-10 08:28:44-03","UFV","VIC","42317","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","minarium","Ocotea minarium","(Nees & C. Mart.) Mez",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC042317",NA,NA,NA,NA,NA,NA,NA
"76","2020-03-10 08:27:41-03","UFV","VIC","41176","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","weddelliana","Dyckia weddelliana","Baker",NA,NA,NA,"Tinti, B.V.","2012","09","12","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC041176","VIC041176",NA,NA,NA,NA,NA,NA
"77","2020-03-10 08:29:55-03","UFV","VIC","42339","PreservedSpecimen","Plantae",NA,NA,"Papilionoideae","Dalbergia","foliolosa","Dalbergia foliolosa","Benth.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore, 5 metros, escubre.","auto","s.n.",NA,NA,NA,NA,"VIC042339","VIC042339",NA,NA,NA,NA,NA,NA
"78","2020-03-10 08:29:43-03","UFV","VIC","038112","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrciaria","delicatula","Myrciaria delicatula","(DC.) O.Berg",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 3 m, escrube de topo.","auto","s.n.",NA,NA,NA,NA,"VIC038112","VIC038112",NA,NA,NA,NA,NA,NA
"79","2020-03-10 08:29:47-03","UFV","VIC","038102","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Acianthera","prolifera","Acianthera prolifera","(Herb. ex Lindl.) PridGn & M.W.Chase",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038102","VIC038102",NA,NA,NA,NA,NA,NA
"80","2020-03-10 08:29:41-03","UFV","VIC","037904","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","affinis","Marlierea affinis","(O. Berg) D. Legrand",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 2 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC037904","VIC037904",NA,NA,NA,NA,NA,NA
"81","2020-03-10 08:29:48-03","UFV","VIC","038101","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","cinnabarina","Hoffmannseggella cinnabarina","(Bateman ex Lindl.) H.G.Jones",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso,campo graminoso. Pétalas laranjas.","auto","s.n.",NA,NA,NA,NA,"VIC038101","VIC038101",NA,NA,NA,NA,NA,NA
"82","2020-03-10 08:28:58-03","UFV","VIC","038108","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC038108","VIC038108",NA,NA,NA,NA,NA,NA
"83","2020-03-10 08:28:36-03","UFV","VIC","038625","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Hockinia","montana","Hockinia montana","Gardner",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038625","VIC038625",NA,NA,NA,NA,NA,NA
"84","2020-03-10 08:29:00-03","UFV","VIC","037920","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","semiserrata","Huberia semiserrata","DC.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arvoreta de 3 m, pétalas alvas, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC037920","VIC037920",NA,NA,NA,NA,NA,NA
"85","2020-03-10 08:28:29-03","UFV","VIC","037905","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","migrans","Croton migrans","Casar.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, Campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC037905","VIC037905",NA,NA,NA,NA,NA,NA
"86","2020-03-10 08:28:36-03","UFV","VIC","038626","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Vanhouttea","leonii","Vanhouttea leonii","Chautems",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, pétalas vermelhas,campo rupestre de velósia.","auto","s.n.",NA,NA,NA,NA,"VIC038626","VIC038626",NA,NA,NA,NA,NA,NA
"87","2020-03-10 08:28:58-03","UFV","VIC","038617","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Behuria","comosa","Behuria comosa","R. Tavares, Baumgratz & R. Goldenb.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC038617","VIC038617",NA,NA,NA,NA,NA,NA
"88","2020-03-10 08:30:57-03","UFV","VIC","038113","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Nanuza","plicata","Nanuza plicata","(Mart.) L.B.Sm. & Ayensu",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbustiva de campo rupestre de velósia, pétalas alvas.","auto","s.n.",NA,NA,NA,NA,"VIC038113","VIC038113",NA,NA,NA,NA,NA,NA
"89","2020-03-10 08:27:00-03","UFV","VIC","039633","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aclyrocline","satureoides","Aclyrocline satureoides","(LamDc)",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"|Herbácea de campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC039633","VIC039633",NA,NA,NA,NA,NA,NA
"90","2020-03-10 08:28:43-03","UFV","VIC","42321","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) Macbride",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC042321",NA,NA,NA,NA,NA,NA,NA
"91","2020-03-10 08:28:36-03","UFV","VIC","038621","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Arbusto, pétalas vermelhas, campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038621","VIC038621",NA,NA,NA,NA,NA,NA
"92","2020-03-10 08:26:46-03","UFV","VIC","42313","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona",NA,"Annona",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC042313","VIC042313",NA,NA,NA,NA,NA,NA
"93","2020-03-10 08:28:33-03","UFV","VIC","038109","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Abatia","americana","Abatia americana","(Gardner) Eichler",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de afloramento rochoso,campo graminoso, pétalas amarelas.","auto","s.n.",NA,NA,NA,NA,"VIC038109","VIC038109",NA,NA,NA,NA,NA,NA
"94","2020-03-10 08:30:49-03","UFV","VIC","038627","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","leucodendron","Solanum leucodendron","Sendlt",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Árvore de 2,5 m, escrube de encosta.","auto","s.n.",NA,NA,NA,NA,"VIC038627","VIC038627",NA,NA,NA,NA,NA,NA
"95","2020-03-10 08:26:31-03","UFV","VIC","038628","PreservedSpecimen","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,NA,"auto","s.n.",NA,NA,NA,NA,"VIC038628","VIC038628",NA,NA,NA,NA,NA,NA
"96","2020-03-10 08:29:47-03","UFV","VIC","038103","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bifrenaria",NA,"Bifrenaria",NA,NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, afloramento rochoso.","auto","s.n.",NA,NA,NA,NA,"VIC038103","VIC038103",NA,NA,NA,NA,NA,NA
"97","2020-03-10 08:28:36-03","UFV","VIC","038618","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Vanhouttea","pendula","Vanhouttea pendula","Chautems",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea de campo graminoso.","auto","s.n.",NA,NA,NA,NA,"VIC038618","VIC038618",NA,NA,NA,NA,NA,NA
"98","2020-03-10 08:28:46-03","UFV","VIC","038632","PreservedSpecimen","Plantae",NA,NA,"Liliaceae","Alstroemeria","isabellana","Alstroemeria isabellana","Herb.",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC038632","VIC038632",NA,NA,NA,NA,NA,NA
"99","2020-03-10 08:28:46-03","UFV","VIC","038631","PreservedSpecimen","Plantae",NA,NA,"Liliaceae","Alstroemeria","juscovinara","Alstroemeria juscovinara","Ravenna",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo rupestre de velózia.","auto","s.n.",NA,NA,NA,NA,"VIC038631","VIC038631",NA,NA,NA,NA,NA,NA
"100","2020-03-10 08:27:04-03","UFV","VIC","42333","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","stylosa","Baccharis stylosa","Gardner",NA,NA,NA,"Tinti, B.V.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404","20038",NA,"Herbácea, campo rupestre de velózia","auto","s.n.",NA,NA,NA,NA,"VIC042333","VIC042333",NA,NA,NA,NA,NA,NA
