"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","infraspecificEpithet","relatedCatalogItem"
"143","2017-10-18 15:53:12-02","MBML","MBML-HERBARIO","52236",NA,"Plantae",NA,NA,"Parmeliaceae",NA,NA,NA,NA,NA,"L. Kollmann","13410","2017","09","05",NA,"Brasil","Espírito Santo","Baixo Guandu","Pedra do Sauza - Coleção L.Kollmann","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Lichen em cima de sombrite.","MBML052236",NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-05-09 14:19:50-03","MBML","MBML-HERBARIO","45748",NA,"Plantae",NA,NA,"Leguminosae Caesalpinoideae","Senna","spinigera","Senna spinigera",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12661","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba","-41.732222","-22.283056","41W43'56","22S16'59",NA,"Arbusto 1,5m rupícola ao sol, flores amarelas","MBML045748","MBML045748_1 MBML045748_2",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA
"145","2017-09-14 11:41:49-03","MBML","MBML-HERBARIO","45741",NA,"Plantae",NA,NA,"Apocynaceae","Mandevilla",NA,"Mandevilla",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12660","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba","-41.732222","-22.283056","41W43'56","22S16'59",NA,"Arbusto 1m rupicola ao sol,caule marrom, flores brancas. Herb/Alcool","MBML045741","MBML045741_1 MBML045741_2",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA
"146","2017-09-14 11:43:50-03","MBML","MBML-HERBARIO","45746",NA,"Plantae",NA,NA,"Cactaceae","Pereskia","grandifolia","Pereskia grandifolia",NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","12662","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba","-41.732222","-22.283056","41W43'56","22S16'59",NA,"Arvoreto 4m ao sol, botões lilás","MBML045746","MBML045746",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA
"147","2019-12-15 13:41:02-03","UNESP-RC","HRCB","47496","S","Plantae",NA,NA,"Celastraceae","Maytenus","horrida","Maytenus horrida","Reissek","Biral, L.","Luz, A.A. da","271","2005","01","01",NA,"Brasil","Espírito Santo","Baixo Guandú","Estrada Baixo Guandú a Pancas km 13","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Arbóreo, Terrestre; alt. 3; alt do fuste 1; CAP do fuste 20; diâm da copa 2; fuste cilíndrico, casca áspera, exsudação incolor. Sem descamação <ll>dwc_commonname:</ll> Cambuatá de espinho",NA,NA,"34474","auto",NA,NA,"2012","08",NA,NA,NA,NA,NA
"148","2019-12-15 13:42:10-03","UNESP-RC","HRCB","57537","S","Plantae",NA,NA,"Lauraceae","Nectandra","hihua","Nectandra hihua","(Ruiz. & Pav.) Rohwer","Assis, L.C.S.","Luz, A.A. da","506","2009","05","06",NA,"Brasil","Espírito Santo","Baixo Guandú","Estrada Ibituba a Córrego Lage, 2000m","-41.0158004760742","-19.5188999176025","289786/ W","7821168/ S",NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 18m, fuste 7m, cap fuste 110cm, diâmetro copa 9m. Botão verde, flor branca, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela guandú",NA,NA,"34474","auto",NA,NA,"2011","02","10",NA,NA,NA,NA
"149","2019-12-19 11:18:50-03","UFG","UFG","50879","S","Plantae",NA,NA,"Fabaceae","Chamaecrista",NA,"Chamaecrista","Moench",NA,"Kollmann, L.; et al.","12638","2013","04","13",NA,"Brasil","Espirito Santo","Baixo Guandu",NA,"-41.355556","-19.662222","-41.355556","-19.662222",NA,NA,"UFG0050879","UFG0050879",NA,NA,"120","120",NA,NA,NA,NA,NA,NA,NA
"150","2020-03-09 10:32:35-03","CVRD","CVRD","10446","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Adenocalymma","neoflavidum","Adenocalymma neoflavidum","L.G. Lohmann","Geovane S. Siqueira","Luz, A.A. da","457","2007","08","13","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-40.936539","-19.643765","-40.936539","-19.643765",NA,"<ll>dwc_commonname:</ll> Cipó amarelão","CVRD010446",NA,NA,NA,"209","209","2008","09","24",NA,"Magnoliopsida",NA,NA
"151","2020-01-31 11:24:05-03","CVRD","CVRD","15607","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","Haroldo C. de Lima","Lima, H.C.","7846","2014","10","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.013333","-19.538056","41°00'48W","19°32'17S",NA,"Estrada para Ibituba, km 8, em frente ao sitío da Fantasia. Capoeira com remanescente proximo a alfloramento rochoso. <ll>dwc_commonname:</ll> Jequitibá açú","CVRD015607",NA,NA,NA,"62","62","2014","10","19",NA,"Magnoliopsida",NA,NA
"152","2020-01-31 11:24:05-03","CVRD","CVRD","15608","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth","Haroldo C. de Lima","Lima, H.C.","7847","2014","10","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.013333","-19.538056","41°00'48W","19°32'17S",NA,"Estrada para Ibituba, km 8, em frente ao sitío da Fantasia. Capoeira com remanescente proximo a alfloramento rochoso. <ll>dwc_commonname:</ll> Jequitibá açú","CVRD015608",NA,NA,NA,"62","62","2014","10","19",NA,"Magnoliopsida",NA,NA
"153","2020-03-09 10:32:24-03","CVRD","CVRD","10588","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq. ) Engl.","Bruno G. Sossai","Luz, A.A. da","471","2007","12","07","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-40.904233","-19.413464","-40.904233","-19.413464",NA,"<ll>dwc_commonname:</ll> Banha de onça","CVRD010588",NA,NA,NA,NA,NA,"2015","10","16",NA,"Magnoliopsida",NA,NA
"154","2020-03-09 10:32:30-03","CVRD","CVRD","12107","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Geovane S. Siqueira","Luz, A.A. da","503","2009","04","01","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-40.942745","-19.652451","-40.942745","-19.652451",NA,"<ll>dwc_commonname:</ll> Óleo grande","CVRD012107",NA,NA,NA,NA,NA,"2015","03","04",NA,"Magnoliopsida",NA,NA
"155","2020-03-09 10:32:30-03","CVRD","CVRD","13074","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","sp.","Machaerium sp.",NA,NA,"Folli, D.A.","6646","2010","07","27","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-40.943687","-19.658646","-40.943687","-19.658646",NA,"<ll>dwc_commonname:</ll> Bico mineiro","CVRD013074",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"156","2020-03-09 10:32:44-03","CVRD","CVRD","12185","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","hihua","Nectandra hihua","(Ruiz & Pav.) Rohwer","Leandro C. S. Assis","Luz, A.A. da","506","2009","05","06","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.005424","-19.693747","-41.005424","-19.693747",NA,"30 metros depois do 3° mata burro, lado esquerdo <ll>dwc_commonname:</ll> Canela guandú","CVRD012185",NA,NA,NA,NA,NA,"2011","02","10",NA,"Magnoliopsida",NA,NA
"157","2020-03-09 10:32:23-03","CVRD","CVRD","12546","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","parviflora","Stifftia parviflora","(Leandro) D.Don","Marcelo Monge","Luz, A.A. da","511","2009","09","24","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.025355","-19.624559","-41.025355","-19.624559",NA,"<ll>dwc_commonname:</ll> Pincel branco","CVRD012546",NA,NA,NA,NA,NA,"2011","08","17",NA,"Magnoliopsida",NA,NA
"158","2020-03-09 10:33:05-03","CVRD","CVRD","12184","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.","Terry D. Pennington","Luz, A.A. da","505","2009","05","06","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.005424","-19.693747","-41.005424","-19.693747",NA,"29 metros depois do 3° mata burro, lado esquerdo <ll>dwc_commonname:</ll> Cedro cascudo","CVRD012184",NA,NA,NA,NA,NA,"2010","12","01",NA,"Magnoliopsida",NA,NA
"159","2020-01-31 11:24:07-03","CVRD","CVRD","12907","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Ecclinusa","ramiflora","Ecclinusa ramiflora","Mart.","A. Alves-Araújo","Folli, D.A.","6535","2010","01","28","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Acá","CVRD012907",NA,"34474","auto",NA,NA,"2013","10","25",NA,"Magnoliopsida",NA,NA
"160","2020-01-31 11:24:00-03","CVRD","CVRD","9369","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Monteverdia","horrida","Monteverdia horrida","(Reissek) Biral","Leonardo Biral","Luz, A.A. da","271","2005","01","21","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Camboatá de espinho","CVRD009369",NA,"34474","auto",NA,NA,"2019","06","05",NA,"Magnoliopsida",NA,NA
"161","2020-01-31 13:35:20-03","CVRD","CVRD","6912","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Trigoniaceae","Trigoniodendron","spiritusanctense","Trigoniodendron spiritusanctense","E.F. Guim. & Miguel","João R. Miguel & Elsie F. Guimarães","Luz, A.A. da","13","2001","07","02","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Torradinho","CVRD006912",NA,"34474","auto",NA,NA,"2011","02","23",NA,"Magnoliopsida",NA,NA
"162","2020-01-31 11:24:12-03","CVRD","CVRD","14502","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A.Juss.) Baill.","Domingos A. Folli","Folli, D.A.","7113","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Velome","CVRD014502",NA,"34474","auto","629","629","2013","09","19",NA,"Magnoliopsida",NA,NA
"163","2020-01-31 13:35:09-03","CVRD","CVRD","7263","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Tachigali","rugosa","Tachigali rugosa","(Mart. ex Benth.) Zarucchi & Pipoly","Geovane S. Siqueira","Luz, A.A. da","47","2002","02","20","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Carvoeiro","CVRD007263",NA,"34474","auto",NA,NA,"2012","06","21",NA,"Magnoliopsida",NA,NA
"164","2020-01-31 13:35:07-03","CVRD","CVRD","14498","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","schumanniana","Pseudopiptadenia schumanniana","(Taub.) G.P.Lewis & M.P.Lima","Gwilym P. Lewis","Folli, D.A.","7109","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ingá falso","CVRD014498","CVRD014498","34474","auto","640","640","2014","03","17",NA,"Magnoliopsida",NA,NA
"165","2020-01-31 11:25:30-03","CVRD","CVRD","9090","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Olacaceae","Dulacia","sp.","Dulacia sp.",NA,NA,"Luz, A.A. da","276","2005","03","10","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Pindaíba falsa","CVRD009090",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"166","2020-01-31 13:34:55-03","CVRD","CVRD","13306","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Costaceae","Chamaecostus","cuspidatus","Chamaecostus cuspidatus","(Nees & Mart.) C.D.Specht & D.W.Stev.","Paul J. M. Maas","Folli, D.A.","6751","2010","12","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cóstus de fogo","CVRD013306",NA,"34474","auto",NA,NA,"2017","07","30",NA,"Liliopsida",NA,NA
"167","2020-01-31 11:25:32-03","CVRD","CVRD","7385","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","Domingos A. Folli","Luz, A.A. da","65","2002","07","10","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Catiguá-branco","CVRD007385",NA,"34474","auto",NA,NA,"2002","07","10",NA,"Magnoliopsida",NA,NA
"168","2020-01-31 11:24:25-03","CVRD","CVRD","9436","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","simplex","Swartzia simplex var. continentalis","Urban","Vidal Freitas Mansano","Luz, A.A. da","309","2006","01","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Canzil","CVRD009436",NA,"34474","auto",NA,NA,"2007","03","20",NA,"Magnoliopsida","var. continentalis",NA
"169","2020-01-31 11:25:39-03","CVRD","CVRD","8706","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sp.","Cestrum sp.",NA,NA,"Luz, A.A. da","182","2004","04","20","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Pimenteira branca","CVRD008706",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"170","2020-01-31 11:25:42-03","CVRD","CVRD","14501","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","sp.","Solanum sp.",NA,NA,"Folli, D.A.","7112","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Belonha do bosque","CVRD014501","CVRD014501","34474","auto","629","629",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"171","2020-03-09 10:32:40-03","CVRD","CVRD","6844","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","latiloba","Cordia latiloba","I.M.Johnst.","Maria N. Sánchez Stapf","Luz, A.A. da","2","2001","04","15","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Louro do pasto","CVRD006844",NA,"34474","auto",NA,NA,"2004","06","14",NA,"Magnoliopsida",NA,NA
"172","2020-03-09 10:32:53-03","CVRD","CVRD","7173","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Licania","spicata","Licania spicata","Hook. f.","Ghillea T. Prance","Luz, A.A. da","40","2001","12","14","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Bafo de vaca","CVRD007173",NA,"34474","auto",NA,NA,"2008","08","15",NA,"Magnoliopsida",NA,NA
"173","2020-01-31 11:24:36-03","CVRD","CVRD","14505","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Molopanthera","paniculata","Molopanthera paniculata var. paniculata","Turcz.","Domingos A. Folli","Folli, D.A.","7116","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","CVRD014505",NA,"34474","auto","629","629","2013","09","19",NA,"Magnoliopsida","var. paniculata",NA
"174","2020-01-31 11:25:33-03","CVRD","CVRD","7918","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","pseudostipularis","Trichilia pseudostipularis","(A.Juss.) C. DC.","Terry D. Pennington","Luz, A.A. da","76","2002","10","15","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Amora da mata","CVRD007918",NA,"34474","auto",NA,NA,"2006","12","20",NA,"Magnoliopsida",NA,NA
"175","2020-01-31 11:24:09-03","CVRD","CVRD","12906","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Sarcaulus","sp.","Sarcaulus sp.",NA,"A. Alves-Araújo","Folli, D.A.","6534","2010","01","28","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Acá roxo","CVRD012906",NA,"34474","auto",NA,NA,"2013","10","25",NA,"Magnoliopsida",NA,NA
"176","2020-01-31 11:25:32-03","CVRD","CVRD","7113","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","Terry D. Pennington","Luz, A.A. da","30","2001","10","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cedro açú","CVRD007113",NA,"34474","auto",NA,NA,"2010","12","01",NA,"Magnoliopsida",NA,NA
"177","2020-01-31 13:35:06-03","CVRD","CVRD","8563","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","Domingos A. Folli","Luz, A.A. da","140","2004","01","20","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico canjiquinha","CVRD008563",NA,"34474","auto",NA,NA,"2004","01","20",NA,"Magnoliopsida",NA,NA
"178","2020-01-31 11:25:36-03","CVRD","CVRD","7364","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Matayba","cf. guianensis","Matayba cf. guianensis","Aubl.","Pedro Acevedo Rodriguez","Luz, A.A. da","61","2002","06","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Camboatá de pombo","CVRD007364","CVRD007364","34474","auto",NA,NA,"2009","03","11",NA,"Magnoliopsida",NA,NA
"179","2020-03-09 10:32:39-03","CVRD","CVRD","9206","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Tabebuia","roseoalba","Tabebuia roseoalba","(Ridl.) Sandwith","Domingos A. Folli","Luz, A.A. da","297","2005","08","18","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ipê rosa","CVRD009206",NA,"34474","auto",NA,NA,"2005","08","22",NA,"Magnoliopsida",NA,NA
"180","2020-01-31 11:24:26-03","CVRD","CVRD","9732","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sweetia","fruticosa","Sweetia fruticosa","Spreng.","Domingos A. Folli","Luz, A.A. da","353","2006","09","14","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Sucupira amarela","CVRD009732",NA,"34474","auto",NA,NA,"2006","09","14",NA,"Magnoliopsida",NA,NA
"181","2020-01-31 11:25:23-03","CVRD","CVRD","9332","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Marcelo C. Souza","Luz, A.A. da","301","2005","10","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Jabuticaba branca","CVRD009332",NA,"34474","auto",NA,NA,"2012","10","31",NA,"Magnoliopsida",NA,NA
"182","2020-01-31 13:35:21-03","CVRD","CVRD","9347","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","J.G. de Carvalho-Sobrinho","Luz, A.A. da","293","2005","07","13","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Paineira branca","CVRD009347",NA,"34474","auto",NA,NA,"2011","07","11",NA,"Magnoliopsida",NA,NA
"183","2020-01-31 11:24:09-03","CVRD","CVRD","7961","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Terry D. Pennington","Luz, A.A. da","78","2002","10","23","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Bapeba manteiga","CVRD007961",NA,"34474","auto",NA,NA,"2010","12","01",NA,"Magnoliopsida",NA,NA
"184","2020-01-31 13:35:03-03","CVRD","CVRD","10455","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Enterolobium","monjollo","Enterolobium monjollo","(Vell.) Benth.","Robson D. Ribeiro","Luz, A.A. da","465","2007","09","05","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Timbuíba","CVRD010455",NA,"34474","auto",NA,NA,"2010","04","08",NA,"Magnoliopsida",NA,NA
"185","2020-01-31 13:35:04-03","CVRD","CVRD","14500","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","Inga subnuda subsp. subnuda","Salzm. ex Benth","Geovane S. Siqueira","Folli, D.A.","7111","2013","09","19","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ingaçú","CVRD014500",NA,"34474","auto","640","640","2013","11","08",NA,"Magnoliopsida","subsp. subnuda",NA
"186","2020-01-31 13:35:23-03","CVRD","CVRD","10042","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","sp.","Luehea sp.",NA,NA,"Luz, A.A. da","381","2007","03","23","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Açoita purunga","CVRD010042",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"187","2020-01-31 13:35:01-03","CVRD","CVRD","8855","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Anadenanthera","colubrina","Anadenanthera colubrina","(Vell.) Brenan","Geovane S. Siqueira","Luz, A.A. da","221","2004","08","31","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Angico guandú","CVRD008855",NA,"34474","auto",NA,NA,"2010","07","21",NA,"Magnoliopsida",NA,NA
"188","2020-01-31 13:35:23-03","CVRD","CVRD","11347","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","sp.","Luehea sp.",NA,NA,"Luz, A.A. da","499","2008","03","07","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Açoita gigante","CVRD011347",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"189","2020-01-31 11:25:39-03","CVRD","CVRD","12145","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Merremia","aegyptia","Merremia aegyptia","(L.) Urb.","Geovane S. Siqueira","Reis, R.","153","2006","04","20","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Pátio de Baixo Guandu <ll>dwc_commonname:</ll> Corda de viola","CVRD012145",NA,"34474","auto",NA,NA,"2009","04","16",NA,"Magnoliopsida",NA,NA
"190","2020-01-31 11:24:09-03","CVRD","CVRD","9437","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","reticulata","Pouteria reticulata","(Engl.) Eyma","Terry D. Pennington","Luz, A.A. da","308","2006","01","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Guapeva","CVRD009437",NA,"34474","auto",NA,NA,"2010","12","01",NA,"Magnoliopsida",NA,NA
"191","2020-03-09 10:32:24-03","CVRD","CVRD","12770","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara","sp.","Manilkara sp.",NA,NA,"Folli, D.A.","6487","2009","12","03","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025","-41,026,941","-19,524,124",NA,"491342 , 7862173 alt. 293 <ll>dwc_commonname:</ll> Massaranduba roxa","CVRD012770",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"192","2020-01-31 13:35:00-03","CVRD","CVRD","12534","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Anadenanthera","colubrina","Anadenanthera colubrina","(Vell.) Brenan","Robson D. Ribeiro","Luz, A.A. da","509","2009","09","04","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"mais ou menos 100 metros, antes da 2º ponto, da estr. B. Guandú a Pancas. <ll>dwc_commonname:</ll> Angico guandú","CVRD012534",NA,"34474","auto",NA,NA,"2010","04","08",NA,"Magnoliopsida",NA,NA
"193","2020-01-31 11:24:24-03","CVRD","CVRD","8171","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Sesbania","exasperata","Sesbania exasperata","Kunth","Geovane S. Siqueira","Luz, A.A. da","121","2003","05","28","América do Sul","BRASIL","ES","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Guando amarelo","CVRD008171",NA,"34474","auto",NA,NA,"2009","04","03",NA,"Magnoliopsida",NA,NA
