"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","infraspecificEpithet","relatedCatalogItem"
"244","2020-03-09 10:32:40-03","CVRD","CVRD","4122","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","rufescens","Cordia rufescens","A.DC.","Elsie F. Guimarães","Folli, D.A.","1756","1992","12","15","América do Sul","BRASIL","ES","Baixo Guandu","Próximo ao Curral do Sr. Wilson Machado, km 7, estrada Baixo Guandu à Ibituba - Baixo Guandu - ES.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Cascudeira branca","CVRD004122",NA,"34474","auto",NA,NA,"2007","08","29",NA,"Magnoliopsida",NA,NA
"245","2020-01-31 13:35:04-03","CVRD","CVRD","8853","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","Inga subnuda","Salzm. ex Benth.","Terry D. Pennington","Luz, A.A. da","219","2004","08","31","América do Sul","BRASIL","ES","Baixo Guandu","sítio alegrete","-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll> Ingá guandú","CVRD008853",NA,"34474","auto",NA,NA,"2006","12","20",NA,"Magnoliopsida",NA,NA
"246","2019-07-24 16:26:38-03","SMITHSONIAN","US","2958458","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","sp.","Vriesea sp.",NA,NA,"-. Seidel","944","1983","05",NA,"South America - Neotropics","Brazil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/3c1036801-b842-4111-a314-9cc568322802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA
"247","2019-11-13 11:16:44-03","USP","SPF","228366","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Adenocalymma","salmoneum","Adenocalymma salmoneum","J.C.Gomes","Zuntini, AR","Luz, AA","468","2007","09","25",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.406456","-20.119008","-41.406456","-20.119008",NA,NA,"SPF00228366",NA,NA,NA,"136","136","2016","07",NA,NA,NA,NA,NA
"248","2019-11-13 11:22:13-03","USP","SPF","226085","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & A.M.G.Azevedo","Siqueira, GS","Luz, AA","503","2009","04","01",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-40.942745","-19.652451","-40.942745","-19.652451",NA,NA,"SPF00226085",NA,NA,NA,NA,NA,"2015","03","04",NA,NA,NA,NA
"249","2019-11-13 11:30:39-03","USP","SPF","173690","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Balfourodendron","riedelianum","Balfourodendron riedelianum","(Engl.) Engl.","Pirani, JR","Luz, AA","8","2001","05","24",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada Baixo Guandu - Alto Lage, km 2. Mata ciliar.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Árvore, 10 m. Fruto imaturo verde, maduro amarelo.","SPF00173690",NA,"34474","auto",NA,NA,"2006","03",NA,NA,NA,NA,NA
"250","2019-11-13 11:14:27-03","USP","SPF","204182","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Spondias","tuberosa","Spondias tuberosa","Arruda","Folli, DA","Folli, DA","1757","1992","12","15",NA,"Brasil","Espírito Santo","Baixo Guandu","No pasto, próximo ao curral do sr. Wilson Machado, km 7, estrada de Baixo Guandu a Ibituba.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Árvore 4 m. Botão branco; flor branca; fruto imaturo verde.; Pasto.","SPF00204182",NA,"34474","auto",NA,NA,"2009","06","03",NA,NA,NA,NA
"251","2019-10-07 09:12:43-03","UEFS","HUEFS","213633","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"Lima, H.C.de","7847","2014","10","19",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, Km 8, em frente ao Sítio da Fantasia.","-41.013333","-19.538056","41W0'48''","19S32'17''",NA,NA,"HUEFS0213633","HUEFS0213633",NA,NA,"62","62",NA,NA,NA,NA,"Asteranae",NA,NA
"252","2019-10-07 09:12:43-03","UEFS","HUEFS","213647","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","R.Knuth",NA,"Lima, H.C.de","7846","2014","10","19",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba, Km 8, em frente ao Sítio da Fantasia.","-41.013333","-19.538056","41W0'48''","19S32'17''",NA,NA,"HUEFS0213647","HUEFS0213647",NA,NA,"62","62",NA,NA,NA,NA,"Asteranae",NA,NA
"253","2019-10-07 09:27:00-03","UEFS","HUEFS","207871","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Abrus","pulchellus","Abrus pulchellus","Wall. ex Thwaites","L.P.Queiroz","Lima, H.C.de","7622","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada Baixo Guandu-Ibituba, próximo a rio Grande. Remanescente de floresta estacional.",NA,"-19.672778","41W2'79''","19S40'22''",NA,NA,"HUEFS0207871",NA,NA,NA,"148","148","2018","09",NA,NA,"Rosanae",NA,NA
"254","2019-10-07 09:28:09-03","UEFS","HUEFS","207872","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Lonchocarpus","violaceus","Lonchocarpus violaceus","(Jacq.) Kunth ex DC.",NA,"Lima, H.C.de","7619","2013","04","11",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Ibituba. Km 9.","-41.022778","-19.581944","41W1'22''","19S34'55''",NA,NA,"HUEFS0207872",NA,NA,NA,"186","186",NA,NA,NA,NA,"Rosanae",NA,NA
"255","2019-11-22 16:09:02-03","UEFS","HUEFS","231331","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Machaerium",NA,"Machaerium",NA,NA,NA,"6646","2010","07","27",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada Baixo Guandu a Córrego Lagé.","-41","-20","41W","20S",NA,"Capoeirão.","HUEFS0231331",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"256","2019-10-07 09:28:18-03","UEFS","HUEFS","207878","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Machaerium","stipitatum","Machaerium stipitatum","Vogel",NA,"Lima, H.C.de","7625","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba. Vegetação sobre afloramento rochosos e área degradada na base da pedra.","-41.006944","-19.693333","41W0'25''","19S41'36''",NA,NA,"HUEFS0207878",NA,NA,NA,"150","300",NA,NA,NA,NA,"Rosanae",NA,NA
"257","2019-10-07 09:26:12-03","UEFS","HUEFS","207882","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Parapiptadenia","pterosperma","Parapiptadenia pterosperma","(Benth.) Brenan",NA,"Lima, H.C.de","7624","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada Baixo Guandu-Ibituba, próximo a Rio Grande. Remanescente de floresta estacional.",NA,"-19.672778","41W2'79''","19S40'22''",NA,NA,"HUEFS0207882",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"258","2019-10-07 09:24:58-03","UEFS","HUEFS","199737","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Peltophorum","dubium","Peltophorum dubium","(Spreng.) Taub.","L.P.de Queiroz","Assis, A.M.","1870","2008","12","03",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada para Mutum Preto.","-40.891944","-19.868889","40W53'31''","19S52'8''",NA,"Floresta Estacional Semidecidual.","HUEFS0199737","HUEFS0199737",NA,NA,NA,NA,"2019","02",NA,NA,"Rosanae",NA,NA
"259","2019-11-22 16:07:25-03","UEFS","HUEFS","231237","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Piptocarpha","oblonga","Piptocarpha oblonga","(Gardner) Baker","G.Heiden",NA,"7115","2013","09","19",NA,"Brasil","Espírito Santo","Baixo Guandu","Mata de Montanha.","-46.936111","-19.666667","46W56'10''","19S40'0''",NA,"Mata de montanha.","HUEFS0231237","HUEFS0231237",NA,NA,NA,NA,"2016","04",NA,NA,"Asteranae",NA,NA
"260","2019-10-07 09:25:12-03","UEFS","HUEFS","207879","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","spinigera","Senna spinigera","(Rizzini) H.S.Irwin & Barneby",NA,"Lima, H.C.de","7628","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba. Vegetação sobre afloramento rochosos e área degradada na base da pedra.","-41.006944","-19.693333","41W0'25''","19S41'36''",NA,NA,"HUEFS0207879","HUEFS0207879",NA,NA,"150","300",NA,NA,NA,NA,"Rosanae",NA,NA
"261","2019-10-07 09:25:12-03","UEFS","HUEFS","207880","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","spinigera","Senna spinigera","(Rizzini) H.S.Irwin & Barneby",NA,"Lima, H.C.de","7627","2013","04","13",NA,"Brasil","Espírito Santo","Baixo Guandu","Ibituba, Pedra do Capixaba. Vegetação sobre afloramento rochosos e área degradada na base da pedra.","-41.006944","-19.693333","41W0'25''","19S41'36''",NA,NA,"HUEFS0207880","HUEFS0207880",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"262","2019-10-07 09:25:15-03","UEFS","HUEFS","224352","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Tachigali","rugosa","Tachigali rugosa","(Mart. ex Benth.) Zarucchi & Pipoly",NA,"Luz, A.A.da","47","2002","02","20",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada Guandú a Alto Lage.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"HUEFS0224352",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"263","2019-10-07 09:22:58-03","UEFS","HUEFS","166875","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Nectandra",NA,"Nectandra",NA,NA,"Luz, A.A.da","506","2009","05","06",NA,"Brasil","Espírito Santo","Baixo Guandu","Estrada Itituba a Córrego Lage. 30 m depois do 3o. Mata burro, lado esquerdo.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Capoeira.","HUEFS0166875","HUEFS0166875","34474","auto",NA,NA,NA,NA,NA,NA,"Magnolianae",NA,NA
"264","2019-10-07 09:26:11-03","UEFS","HUEFS","196536","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","velloziana","Mimosa velloziana","Mart.",NA,"Reis, R.","64","2005","07","20",NA,"Brasil","Espírito Santo","Baixo Guandu","Linha 3, área C, pátio de B. Estrada E.F.V.M.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Capoeirinha","HUEFS0196536",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"265","2019-11-22 16:08:23-03","UEFS","HUEFS","209587","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Pseudopiptadenia","schumanniana","Pseudopiptadenia schumanniana","(Taub.) G.P.Lewis & M.P.Lima",NA,NA,"7109","2013","09","19",NA,"Brasil","Espírito Santo","Baixo Guandu","Mata de montanha.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"HUEFS0209587",NA,"34474","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"266","2016-10-10 10:02:45-03","MOBOT","MOBOT_BR","3311307","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","nodiflora","Jacquemontia nodiflora","(Desr.) G. Don","M.T. Buril","Wilson Boone","Boone 473","1985","05","22","South America","Brazil","Espírito Santo","Baixo Guandu","Morro atrás da caixa d'agua.","-41.0158","-19.5189",NA,NA,NA,NA,NA,NA,"34474","auto",NA,NA,"2010",NA,NA,NA,NA,NA,NA
"267","2018-12-20 16:51:22-02","CEPLAC","CEPEC","151597","S","Plantae",NA,NA,"Asparagaceae","Hagenbachia","brasiliensis","Hagenbachia brasiliensis",NA,"J. G. Jardim","L. Kollmann","12656","2013","04","13",NA,"Brasil","Espírito Santo","baixo guandu","Estrada de Afonso Claudio.","-41.035833","-19.6675","41W2'9","19S40'3",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2018-12-03 11:19:30-02","CEPLAC","CEPEC","147711","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"N. P. Smith","M. Ribeiro","1031",NA,NA,NA,NA,"Brasil","Espírito Santo","baixo guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2018-12-03 11:19:30-02","CEPLAC","CEPEC","147123","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"H. C. de Lima","H. C. de Lima","7846",NA,NA,NA,NA,"Brasil","Espírito Santo","baixo guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2018-12-03 11:19:30-02","CEPLAC","CEPEC","147604","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"H. C. de Lima","H. C. de Lima","7847",NA,NA,NA,NA,"Brasil","Espírito Santo","baixo guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2018-12-03 11:16:39-02","CEPLAC","CEPEC","67443","S","Plantae",NA,NA,"Fabaceae","Crotalaria","mucronata","Crotalaria mucronata",NA,"J. G. Jardim","W. Boone","472","1985","05","26",NA,"Brasil","Espírito Santo","baixo guandu","Atras do morro da Caixa D'agua.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/07/1996"
"272","2018-12-03 11:17:11-02","CEPLAC","CEPEC","67136","S","Plantae",NA,NA,"Fabaceae","Machaerium","atropurpureum","Machaerium atropurpureum",NA,"J. G. Jardim","W. Boone","470","1985","05","26",NA,"Brasil","Espírito Santo","baixo guandu","Prox. ao asfalto p/ Aimores.","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/1996"
"273","2019-12-20 18:46:48-03","UFSJ","HUFSJ","3796","S","Plantae",NA,NA,"Myrtaceae","Myrciaria",NA,"Myrciaria",NA,NA,"Da Luz, AA","301","2005","10","04",NA,"Brasil","Espírito Santo","Baixo Guandu",NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,"Porte arbóreo, botão verde, flor branca, fuste cilindrica, superficie da casca áspera, altura total 6m, altura da fuste 1m, diâmetro da copa 3m.","HUFSJ003796",NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-12-20 18:46:38-03","UFSJ","HUFSJ","3104","S","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,"Da Luz, AA","57","2002","04","18",NA,"Brasil","Espírito Santo","Baixo Guandu","Baixo Gandu e Alto Lage.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Porte arbóreo, fruto maduro amarelo, fruto imaturo verde, descamação em placas, fuste cilindrica, superficie da casca áspera, altura total 9m, altura da fuste 5m, diâmtro da copa 3m.","HUFSJ003104",NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-10-03 10:04:08-03","UFSCar","SORO","7497","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"324","2006","04","19",NA,"Brasil","Espírito Santo","Baixo Guandú","Capoeira. Estrada: Baixo Guandú á Pancas.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Nome vulgar: Goiaba do mato; Altura: 15m; Porte: Arbóreo; Forma de vida: terrestre; Cor fruto maduro: amarelo; Cor fruto imaturo: verde.",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-10-03 10:04:08-03","UFSCar","SORO","7498","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"57","2002","04","18",NA,"Brasil","Espírito Santo","Baixo Guandú","Estrada: Baixo Guandú a Alto Lage. Mata Ciliar.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Nome vulgar: Araçá limão; Altura: 9m; Porte: Arbóreo; Forma de vida: terrestre; Cor fruto maduro: amarelo; Cor fruto imaturo: verde.",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-10-03 10:04:08-03","UFSCar","SORO","7496","PreserveSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,"281","2005","03","24",NA,"Brasil","Espírito Santo","Baixo Guandú","Mata Ciliar. Estrada: Baixo Guandú á Corrego do Ouro.","-41.0158004760742","-19.5188999176025",NA,NA,NA,"Nome vulgar: Goiaba do mato; Altura: 16m; Porte: Arbóreo; Forma de vida: terrestre; Cor fruto maduro: amarelo; Cor fruto imaturo: verde.",NA,NA,"34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-09-30 11:23:34-03","IF","SPSF","48257","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium",NA,"Machaerium",NA,NA,"D.A.Folli","6646","2010","07","27","América do Sul","Brasil","ES","Baixo Guandu",NA,"-40.944167","-19.659167",NA,NA,NA,"COLETA: Planta de porte arbóreo, terrestre. Fruto maduro marrom e imaturo amarelo.&nf;Altura tot. 12m, Fuste a 6m, CAP Fuste 38cm, Diametro da copa 5m.&nf;Nome Vulgar - Bico Mineiro; GEOGRAFIA: Baixo Guandú a Corrego Lagé.&nf;Capoeirão;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"279","2019-09-30 11:23:10-03","IF","SPSF","48140","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Manilkara",NA,"Manilkara",NA,NA,"D.A.Folli","6487","2009","12","03","América do Sul","Brasil","ES","Baixo Guandu",NA,"-41.0825","-19.517778",NA,NA,NA,"COLETA: Fruto maduro roxo; fruto imaturo verde; exsudação branca-latex;metros: 4000; forma do fuste: cilíndrico; superfície da casca: sulcada; altura total 28m; altura do fuste 18m; cap fuste: 180cm; diâmetro da copa: 8m&nf;Massaranduba roxa&nf;2 duplicatas;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"280","2019-11-21 10:02:30-03","IBt","SP","453213","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","roberto-kautskyi","Alcantarea roberto-kautskyi","Leme","Versieux, LM","Versieux, LM; Calvente, AM","398","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843722","-19.490778","-40.843722","-19.490778",NA,NA,"SP050821","SP050821",NA,NA,"592","592",NA,NA,NA,NA,NA,NA,NA
"281","2019-11-21 10:02:30-03","IBt","SP","399631","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.","Versieux, LM","Versieux, LM; Calvente, AM","396","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú","Inselberg em pastagem","-40.843722","-19.490778","-40.843722","-19.490778",NA,NA,"SP001767","SP001767 SP001767_01",NA,NA,"592","592","2008",NA,NA,"Holotype",NA,NA,NA
"282","2019-11-21 10:02:30-03","IBt","SP","399632","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.","Wanderley, MGL; Versieux, LM","Versieux, LM; Calvente, AM","394","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843611","-19.490556","-40.843611","-19.490556",NA,NA,"SP003950","SP003950",NA,NA,"592","592","2008",NA,NA,"Paratype",NA,NA,NA
"283","2019-11-21 10:02:30-03","IBt","SP","399632a","Extra","Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.","Wanderley, MGL; Versieux, LM","Versieux, LM; Calvente, AM","394","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843611","-19.490556","-40.843611","-19.490556",NA,NA,"SP003951","SP003951",NA,NA,"592","592","2008",NA,NA,"Paratype",NA,NA,NA
"284","2019-11-21 10:02:30-03","IBt","SP","399633","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.","Wanderley, MGL; Versieux, LM","Versieux, LM; Calvente, AM","395","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843611","-19.490556","-40.843611","-19.490556",NA,NA,"SP003948","SP003948",NA,NA,"592","592","2008",NA,NA,"Paratype",NA,NA,NA
"285","2019-11-21 10:02:30-03","IBt","SP","399633a","Extra","Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.","Wanderley, MGL; Versieux, LM","Versieux, LM; Calvente, AM","395","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843611","-19.490556","-40.843611","-19.490556",NA,NA,"SP003949","SP003949",NA,NA,"592","592","2008",NA,NA,"Paratype",NA,NA,NA
"286","2019-11-21 10:02:37-03","IBt","SP","391988","S","Plantae",NA,NA,"Bromeliaceae","Encholirium","horridum","Encholirium horridum","L.B.Sm.","Versieux, LM","Versieux, LM; Calvente, AM","392","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843722","-19.490778","-40.843722","-19.490778",NA,NA,"SP051750","SP051750",NA,NA,"592","592",NA,NA,NA,NA,NA,NA,NA
"287","2019-11-21 10:02:41-03","IBt","SP","413012","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","gurkenii","Orthophytum gurkenii","Hutchison","Louzada, RB","Louzada, RB","133","2009","04","03",NA,"Brasil","Espírito Santo","Baixo Guandú","Comunidade Maquiji, Fazenda Venturim","-40.8675","-19.476389","-40.8675","-19.476389",NA,NA,"SP052328","SP052328",NA,NA,"460","460",NA,NA,NA,NA,NA,NA,NA
"288","2019-11-21 10:02:48-03","IBt","SP","391989","S","Plantae",NA,NA,"Bromeliaceae","Vriesea",NA,"Vriesea",NA,NA,"Versieux, LM; Calvente, AM","397","2007","01","27",NA,"Brasil","Espírito Santo","Baixo Guandú",NA,"-40.843611","-19.490556","-40.843611","-19.490556",NA,NA,NA,NA,NA,NA,"592","592",NA,NA,NA,NA,NA,NA,NA
"289","2019-11-21 10:02:30-03","IBt","SP","472128","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","roberto-kautskyi","Alcantarea roberto-kautskyi","Leme",NA,"Zaslawski; Colnago, E","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Baixo Guandú","Fl. Cult. Nov. 2008. E.Leme ( R. Kautskyi 1053).","-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,"SP050822","SP050822","34474","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
