"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","specificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","scientificNameAuthorship","continentOcean","typeStatus","infraspecificEpithet","preparationType"
"1","2020-03-04 15:24:16-03","UNESC","CRI","9395","PreservedSpecimen","Plantae","Asteraceae","Hypochaeris","Hypochaeris","M. Verdi; A.L. de Gasper","2058","2009","05","07","Brasil","Minas Gerais","Rio Acima","Morro das Torres.","-43.789444","-20.0875","43º47'22''W","20º5'15''S","1432","1432","Floresta Ombrófila Densa Habito: herbácea","CRI001243","CRI001243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3604","S","Plantae","Orchidaceae","Eltroplectus","Eltroplectus triloba","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1594","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","triloba","Carlos Alberto Ferreira Júnior","2015","12","29","13827","1","auto",NA,NA,NA,NA,NA
"3","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","3711","S","Plantae","Pteridaceae","Adiantum","Adiantum sp.","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1596","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Pteridophyta",NA,NA,"sp.","Carlos Alberto Ferreira Júnior","2015","12","29","13827",NA,"auto",NA,NA,NA,NA,NA
"4","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","3270","S","Plantae","Araceae","Anthurium","Anthurium sp.","Carlos Alberto F. Jr.; Juliana Ordones","CAF1325","2013","12","27","Brasil","Minas Gerais","Rio Acima","Ponte do Rio das Velhas, estrada de terra entre Rio Acima e Itabirito","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Alismatales","sp.","Carlos A. Ferreira Jr.","2013","12","27","13827","1","auto",NA,NA,NA,NA,NA
"5","2019-06-10 10:10:54-03","FZB-BH","CVJBFZB","3603","S","Plantae","Araceae","Anthurium","Anthurium sp.","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1592","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Magnoliophyta","Equisetopsida","Alismatales","sp.","Carlos Alberto Ferreira Júnior","2015","12","17","13827","1","auto",NA,NA,NA,NA,NA
"6","2019-06-10 10:10:38-03","FZB-BH","CVJBFZB","3608","S","Plantae","Aristolochiaceae","Aristolochia","Aristolochia sp.","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1598","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Magnoliophyta",NA,"Piperales","sp.","Carlos Alberto Ferreira Júnior","2015","12","29","13827",NA,"auto",NA,NA,NA,NA,NA
"7","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","3605","S","Plantae","Blechnaceae","Blechnum","Blechnum sp.","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1595","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Pteridophyta",NA,NA,"sp.","Carlos Alberto Ferreira Júnior","2015","12","29","13827",NA,"auto",NA,NA,NA,NA,NA
"8","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3268","S","Plantae","Orchidaceae","Cyclopogon","Cyclopogon sp.","Carlos Alberto F. Jr.; Juliana Ordones","CAF1323","2013","12","27","Brasil","Minas Gerais","Rio Acima","Ponte do Rio das Velhas, estrada de terra entre Rio Acima e Itabirito","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","sp.","Carlos A. Ferreira Jr.","2013","12","27","13827",NA,"auto",NA,NA,NA,NA,NA
"9","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3271","S","Plantae","Melastomataceae","Eriocnema","Eriocnema acaulis","Juliana Ordones Rego; Ferreira Junior, C.A. et all",NA,"2013","12","27","Brasil","Minas Gerais","Rio Acima","Ponte do Rio das Velhas, estrada de terra entre Rio Acima e Itabirito","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta",NA,"Myrtales","acaulis","Carlos A. Ferreira Jr.","2013","12","27","13827",NA,"auto","(Cham.) Triana",NA,NA,NA,NA
"10","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3362","S","Plantae","Orchidaceae","Eurystyles","Eurystyles sp.","Juliana Ordones; Fernando Araújo",NA,"2014","02","12","Brasil","Minas Gerais","Rio Acima","Ponte do Rio das Velhas, estrada de terra entre Rio Acima e Itabirito","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","sp.","Carlos A. Ferreira Jr.","2014","02","14","13827","1","auto",NA,NA,NA,NA,NA
"11","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","3269","S","Plantae","Orchidaceae","Liparis","Liparis nervosa","Carlos Alberto F. Jr.; Juliana Ordones","CAF1324","2013","12","27","Brasil","Minas Gerais","Rio Acima","Ponte do Rio das Velhas, estrada de terra entre Rio Acima e Itabirito","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","nervosa","Carlos A. Ferreira Jr.","2013","12","27","13827","2","auto","(Thumb.) Lindl.",NA,NA,NA,NA
"12","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3602","S","Plantae","Passifloraceae","Passiflora","Passiflora cf. porophylla","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1591","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Magnoliophyta",NA,"Malpighiales","cf. porophylla","Carlos Alberto Ferreira Júnior","2015","12","17","13827","1","auto","Vell.",NA,NA,NA,NA
"13","2019-06-10 10:10:35-03","FZB-BH","CVJBFZB","3361","S","Plantae","Malvaceae","Pavonia","Pavonia communis","Juliana Ordones; Fernando Araújo",NA,"2014","02","12","Brasil","Minas Gerais","Rio Acima","Ponte do Rio das Velhas, estrada de terra entre Rio Acima e Itabirito","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta",NA,"Malvales","communis","Carlos A. Ferreira Jr.","2014","02","14","13827","2","auto","A.St.-Hil.",NA,NA,NA,NA
"14","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","3606","S","Plantae","Selaginellaceae","Selaginella","Selaginella sp.","Carlos Alberto Ferreira Júnior; Juliana Ordones","CAF1597","2015","12","16","Brasil","Minas Gerais","Rio Acima","Ponte sobre o Rio das Velhas","-43.7893981933594","-20.0874996185303","43º47'34.6","20º08'17.3","753","753","254",NA,NA,"Pteridophyta",NA,NA,"sp.","Carlos Alberto Ferreira Júnior","2015","12","29","13827","2","auto",NA,NA,NA,NA,NA
"15","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG1411","S","Plantae","Calophyllaceae","Kielmeyera","Kielmeyera","M.F.V.Starling",NA,"2012","11","18","Brasil","Minas Gerais","Rio Acima","Condominio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Botão branco; planta latescente (tronco); látex branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"16","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","SEM325","S","Plantae","Calophyllaceae","Kielmeyera","Kielmeyera","M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Cond. Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"17","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG374","S","Plantae","Asteraceae","Vernonia","Vernonia","Bernardo",NA,"1999","09","27","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"18","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF112","S","Plantae","Gleicheniaceae",NA,NA,"Angêlo",NA,"1997","10","01","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.699444","-20.120833","43° 41' 58'' W","20° 07' 15'' S","1.2","1.2","Parte A, B e C",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-10 11:58:35-03","MCN-PUC-MINAS","HPUC-MG","CARP045","S","Plantae","Myrtaceae",NA,NA,"M.F.V.Starling",NA,"2012","12","02","Brasil","Minas Gerais","Rio acima","Tangará","-43.965556","-20.120833","43°57'56''W","20°07'15''S","1312","1312","Fruto simples - Bacóide",NA,NA,NA,NA,NA,NA,"CUNHA, J. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-03-20 11:46:54-03","MCN-PUC-MINAS","HPUC-MG","ANG2055","S","Plantae",NA,NA,NA,"M.F.Vasconcelos","13-480","2013","10","10","Brasil","Minas Gerais","Rio Acima","Estrada Real","-43.8","-20.066667","43°48'W","20°04'S","770","770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5416","S","Plantae",NA,NA,NA,"M.F.Vasconcelos",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"22","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5414","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"23","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG2749","S","Plantae","Poaceae",NA,NA,"M.F.Vasconcelos","13-481","2013","10","13","Brasil","Minas Gerais","Rio Acima","Estrada Real","-43.8","-20.066667","43º48'W","20º04'S","760","760","Margem do Rio das velhas. Frutificado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-10 11:58:35-03","MCN-PUC-MINAS","HPUC-MG","PTF205","S","Plantae",NA,NA,NA,"M.F. Vasconcelos","13-096","2013","02","12","Brasil","Minas Gerais","Rio Acima","Ribeirão Machado","-43.75","-20.1","43°45' W","20°06' S",NA,NA,"Barranco úmido, nos arredores de corredeira",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-10 11:58:35-03","MCN-PUC-MINAS","HPUC-MG","PTF211","S","Plantae",NA,NA,NA,"M.F. Vasconcelos","13-097","2013","02","12","Brasil","Minas Gerais","Rio Acima","Ribeirão Machado","-43.75","-20.1","43°45' W","20°06' S",NA,NA,"Sobre rocha úmida, nos arredores de cachoeira",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5413","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"27","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5389","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"28","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5412","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"29","2020-01-28 13:11:20-03","MCN-PUC-MINAS","HPUC-MG","ANG1408","S","Plantae","Lauraceae",NA,NA,"M.F.V.Starling",NA,"2012","11","18","Brasil","Minas Gerais","Rio Acima","Condominio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"30","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5386","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"31","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5390","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"32","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG5379","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Condomínio Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"33","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG283","S","Plantae","Asteraceae",NA,NA,"Bernardo",NA,"1999","09","27","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"34","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG430","S","Plantae","Asteraceae",NA,NA,"Angelo",NA,"1999","09","27","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"35","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG282","S","Plantae","Asteraceae",NA,NA,"Leonardo",NA,"1998","09","17","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"36","2020-01-28 13:11:04-03","MCN-PUC-MINAS","HPUC-MG","ANG435","S","Plantae","Asteraceae",NA,NA,"Thiago",NA,"1999","09","27","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"37","2019-03-20 11:47:27-03","MCN-PUC-MINAS","HPUC-MG","ANG2429","S","Plantae","Verbenaceae",NA,NA,"Bernardo",NA,"1999","09","27","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"38","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","CARP329","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"39","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","SEM361","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"40","2020-01-28 13:11:20-03","MCN-PUC-MINAS","HPUC-MG","ANG1439","S","Plantae","Loranthaceae",NA,NA,"M.F.V.Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"41","2019-03-20 11:46:54-03","MCN-PUC-MINAS","HPUC-MG","ANG1436","S","Plantae",NA,NA,NA,"M.F.V.Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"42","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG1405","S","Plantae","Apocynaceae",NA,NA,"M.F.V.Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"43","2019-03-20 11:46:54-03","MCN-PUC-MINAS","HPUC-MG","ANG205","S","Plantae",NA,NA,NA,"M.F. V.Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Frutos vermelhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"44","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","ANG1437","S","Plantae","Malpighiaceae",NA,NA,"M.F.V.Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"45","2019-03-20 11:47:19-03","MCN-PUC-MINAS","HPUC-MG","ANG2687","S","Plantae","Myrtaceae",NA,NA,"M.F.V.starling",NA,"2012","12","02","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"46","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG1435","S","Plantae","Rubiaceae",NA,NA,"M.F.V.Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"47","2019-03-20 11:47:14-03","MCN-PUC-MINAS","HPUC-MG","ANG2758","S","Plantae","Lauraceae",NA,NA,"M.F.V.Starling",NA,"2012","12","02","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"48","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF201","S","Plantae","Anemiaceae","Anemia","Anemia","M.F. Vasconcelos","13-094","2013","02","12","Brasil","Minas Gerais","Rio Acima","Ribeirão Machado","-43.75","-20.1","43°45' W","20°06' S",NA,NA,"Barranco úmido, nos arredores de corredeira",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-01-28 13:11:19-03","MCN-PUC-MINAS","HPUC-MG","ANG1783","S","Plantae","Gesneriaceae","Anetanthus","Anetanthus gracilis","M.F. Vasconcelos","13-093","2013","02","12","Brasil","Minas Gerais","Rio Acima","Ribeirão Machado","-43.75","-20.1","43º45'W","20º06'S",NA,NA,"Fenda em rocha úmida, nos arredores de corredeira.",NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG1803","S","Plantae","Rubiaceae","Augusta","Augusta longifolia","M.F. Vasconcelos","13-095","2013","02","12","Brasil","Minas Gerais","Rio Acima","Ribeirão Machado","-43.75","-20.1","43º45'W","20º06'S",NA,NA,"Sobre rocha úmida ,ao lado do ribeirão.",NA,NA,NA,NA,NA,"longifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF067","S","Plantae","Blechnaceae","Blechnum","Blechnum asplenioides","Angêlo",NA,"1997","10","01","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.699444","-20.120833","43° 41' 58'' W","20° 07' 15'' S","1.2","1.2",NA,NA,NA,"Pteridophyta",NA,NA,"asplenioides","Assis, F.C.","2016","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-03-20 11:47:06-03","MCN-PUC-MINAS","HPUC-MG","ANG2621","S","Plantae","Caryocaraceae","Caryocar","Caryocar brasiliense","M.F.V.Starling",NA,"2012","12","02","Brasil","Minas Gerais","Rio Acima","Estrada do Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brasiliense",NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"53","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","ANG2089","S","Plantae","Meliaceae","Cedrela","Cedrela","M.F.Vasconcelos","13-479","2013","10","10","Brasil","Minas Gerais","Rio Acima","Estrada Real","-43.8","-20.066667","43°48'W","20°04'S","770","770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG1324","S","Plantae","Euphorbiaceae","Croton","Croton urucurana","M.F.V. Starling",NA,"2012","12","01","Brasil","Minas Gerais","Rio Acima","Tangará","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Latex vermelho.",NA,NA,NA,NA,NA,"urucurana","M.F.V. Starling",NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"55","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","CARP035","S","Plantae","Fabaceae","Dalbergia","Dalbergia miscolobium","M.F.V.Starling",NA,"2012","12","02","Brasil","Minas Gerais","Rio acima","Tangará","-43.699444","-20.120833","43°41'58''W","20°07'15''S","1219","1219","Fruto simples - Legume Samaróide",NA,NA,NA,NA,NA,"miscolobium","CUNHA, J. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-01-28 13:11:15-03","MCN-PUC-MINAS","HPUC-MG","ANG821","S","Plantae","Fabaceae","Delonix","Delonix regia","Anna Claúdia",NA,"1988","03","26","Brasil","Minas Gerais","Rio Acima","Propriedade Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"regia",NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
"57","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF202","S","Plantae","Lycopodiaceae","Huperzia","Huperzia","M.F. Vasconcelos","13-092","2013","02","12","Brasil","Minas Gerais","Rio Acima","Ribeirão Machado","-43.75","-20.1","43°45' W","20°06' S",NA,NA,"Sobre rocha úmida, nos arredores de cachoeira",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-01-28 13:11:25-03","MCN-PUC-MINAS","HPUC-MG","CARP041","S","Plantae","Melastomataceae","Miconia","Miconia","M.F.V.Starling",NA,"2012","11","18","Brasil","Minas Gerais","Rio Acima","Tangará","-43.699444","-20.120833","43º41'58''W","20º07'15''S","1219","1219","Fruto simples - Bacáceo",NA,NA,NA,NA,NA,NA,"CUNHA, J. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-12-10 11:58:37-03","MCN-PUC-MINAS","HPUC-MG","PTF181","S","Plantae","Selaginellaceae","Selaginella","Selaginella","Angêlo",NA,"1997","10","01","Brasil","Minas Gerais","Rio Acima","Rio Acima","-43.699444","-20.120833","43° 41' 58'' W","20° 07' 15'' S","1.2","1.2",NA,NA,NA,"Pteridophyta",NA,NA,NA,"Pinheiro, G.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","ANG1821","S","Plantae","Vochysiaceae","Vochysia","Vochysia","M.F. Vasconcelos","13-090","2013","02","11","Brasil","Minas Gerais","Rio Acima","Serra da Gandarela","-43.633333","-20.116667","43°38'W","20°07'S",NA,NA,"Flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-04 10:46:23-03","UFRJ","RFA","18913","Preservedecimen","Plantae","Fabaceae","Stryphnodendron","Stryphnodendron","A.P. Duarte","11228","1968","11","04","Brasil","Minas Gerais","Rio Acima","Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arvoreta de mais ou menos 3m de altura,planta de campo aberto","RFA15880",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,NA,NA,NA,NA
