"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","specificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","geoFlag","scientificNameAuthorship","continentOcean","typeStatus","infraspecificEpithet","preparationType"
"2096","2019-10-02 14:51:09-03","UFMG","BHCB","185007","PreservedSpecimen","Plantae","Asteraceae","Vernonia","Vernonia virgulata","Rezende, SG; Justo, AG","5667","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Arbusto; Campo Sujo","BHCB185007",NA,"Dicotyledon",NA,NA,"virgulata",NA,NA,NA,NA,NA,NA,NA,"Mart. ex DC.","Southern America",NA,NA,NA
"2097","2019-10-02 14:51:09-03","UFMG","BHCB","184938","PreservedSpecimen","Plantae","Asteraceae","Vernonia","Vernonia virgulata","Rezende, SG; Justo, AG","5598","2015","04","16","Brasil","Minas Gerais","Rio Acima","Córrego Fazenda Velha, Região do Córrego Fazenda Velha","-43.801667","-20.143611","-43.801667","-20.143611","900","980","Herbáceo; Campo sujo","BHCB184938",NA,"Dicotyledon",NA,NA,"virgulata",NA,NA,NA,NA,NA,NA,NA,"Mart. ex DC.","Southern America",NA,NA,NA
"2098","2019-10-02 14:54:59-03","UFMG","BHCB","196919","PreservedSpecimen","Plantae","Hypericaceae","Vismia","Vismia brasiliensis","Rezende, SG; Justo, AG","6620","2018","01","24","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.682778","-20.11","-43.682778","-20.11","1330","1330","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196919",NA,"Dicotyledon",NA,NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,"Choisy","Southern America",NA,NA,NA
"2099","2019-10-02 14:54:59-03","UFMG","BHCB","197757","PreservedSpecimen","Plantae","Hypericaceae","Vismia","Vismia brasiliensis","Rezende, SG; Justo, AG","6833","2018","05","15","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.49","-20.106944","-43.49","-20.106944","1345","1345","Árvore; Floresta Estacional Semidecidual em Estágio Inicial de Regeneração","BHCB197757",NA,"Dicotyledon",NA,NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,"Choisy","Southern America",NA,NA,NA
"2100","2019-10-02 14:54:59-03","UFMG","BHCB","196918","PreservedSpecimen","Plantae","Hypericaceae","Vismia","Vismia brasiliensis","Rezende, SG; Justo, AG","6619","2018","01","16","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.670833","-20.014444","-43.670833","-20.014444","1487","1487","Arbóreo; Floresta Estacional em Estágio Avançado de Regeneração - Capão de canga","BHCB196918",NA,"Dicotyledon",NA,NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,"Choisy","Southern America",NA,NA,NA
"2101","2019-10-02 14:54:59-03","UFMG","BHCB","122450","PreservedSpecimen","Plantae","Hypericaceae","Vismia","Vismia micrantha","Carmo, FF","2234","2008","11","06","Brasil","Minas Gerais","Rio Acima","Serra da Gandarela, C1","-43.683111","-20.093806","-43.683111","-20.093806","1624","1624","Coletado em borda de capão. Afloramento de canga","BHCB048501",NA,"Dicotyledon",NA,NA,"micrantha",NA,"2019","03",NA,NA,NA,NA,"A.St.-Hil.","Southern America",NA,NA,NA
"2102","2019-10-02 14:54:59-03","UFMG","BHCB","151892","PreservedSpecimen","Plantae","Hypericaceae","Vismia","Vismia micrantha","Mendes, MS","s.n.","2010","04","15","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Região da mina de Capitão do Mato","-43.911944","-20.128333","-43.911944","-20.128333","1327","1327","Arbustivo; Canga","BHCB047253",NA,"Dicotyledon",NA,NA,"micrantha",NA,"2019","03",NA,NA,NA,NA,"A.St.-Hil.","Southern America",NA,NA,NA
"2103","2019-10-02 14:51:11-03","UFMG","BHCB","118533","PreservedSpecimen","Plantae","Asteraceae","Vittetia","Vittetia orbiculata","Carmo, FF","1109","2007","10","11","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1.","-43.683056","-20.093889","-43.683056","-20.093889","1624","1624","Plantas do Brasil. Fendas e depressões na rocha; afloramento de canga.",NA,NA,"Dicotyledon",NA,NA,"orbiculata",NA,NA,NA,NA,NA,NA,NA,"(DC.) R.M.King & H.Rob.","Southern America",NA,NA,NA
"2104","2019-10-02 15:05:24-03","UFMG","BHCB","176927","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","Vochysia","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","218","2015","04","09","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Prensado no álcool; Arvoreta; ca. 3,0m alt; frutos imaturos verde claro.; Campo Rupestre Quartzitico",NA,NA,"Dicotyledon",NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,"Aubl.","Southern America",NA,NA,NA
"2105","2019-10-02 15:05:27-03","UFMG","BHCB","181135","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","Vochysia thyrsoidea","Carmo, FF","4911","2009","07","25","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa/QTZ","-43.701389","-20.1045","-43.701389","-20.1045","1390","1390","Afloramento de quartzito.","BHCB035645",NA,"Dicotyledon",NA,NA,"thyrsoidea",NA,"2011","07",NA,NA,NA,NA,"Pohl","Southern America",NA,NA,NA
"2106","2019-10-02 15:05:27-03","UFMG","BHCB","149343","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","Vochysia tucanorum","Carmo, FF","1399","2007","11","13","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-43.683111","-20.093806","-43.683111","-20.093806","1624","1624","Coletado em borda de capão. Afloramento de canga.","BHCB035654",NA,"Dicotyledon",NA,NA,"tucanorum",NA,"2011","07",NA,NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2107","2019-10-02 15:05:27-03","UFMG","BHCB","164341","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","Vochysia tucanorum","Vidal, CV; Paula, RL de","1153","2011","12","12","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.687778","-20.098333","-43.687778","-20.098333",NA,NA,"Campo cerrado; Arbustivo.",NA,NA,"Dicotyledon",NA,NA,"tucanorum",NA,"2013","05","14",NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2108","2019-10-02 15:05:27-03","UFMG","BHCB","184986","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","Vochysia tucanorum","Rezende, SG; Justo, AG","5646","2015","04","16","Brasil","Minas Gerais","Rio Acima","Córrego Fazenda Velha, Região do Córrego Fazenda Velha","-43.801667","-20.143611","-43.801667","-20.143611","900","980","Árvore; Campo sujo","BHCB184986",NA,"Dicotyledon",NA,NA,"tucanorum",NA,NA,NA,NA,NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2109","2019-10-02 15:05:27-03","UFMG","BHCB","197075","PreservedSpecimen","Plantae","Vochysiaceae","Vochysia","Vochysia tucanorum","Rezende, SG; Justo, AG","6796","2018","01","18","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.690556","-20.094444","-43.690556","-20.094444","1442","1442","Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB197075",NA,"Dicotyledon",NA,NA,"tucanorum",NA,NA,NA,NA,NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2110","2019-11-14 18:37:40-03","UFMG","BHCB","143153","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","Vriesea","Augsten, M; Stehmann, JR","667","2010","09","19","Brasil","Minas Gerais","Rio Acima","Serra da Gandarela","-43.687319","-20.087406","-43.687319","-20.087406","1669","1669","Rupículo. Afloramento de canga.",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Southern America",NA,NA,NA
"2111","2019-11-14 18:37:40-03","UFMG","BHCB","196899","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","Vriesea","Rezende, SG; Justo, AG","6600","2018","02","22","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.6875","-20.076389","-43.6875","-20.076389","1632","1632","Herbáceo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196899",NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Southern America",NA,NA,NA
"2112","2019-10-02 14:51:55-03","UFMG","BHCB","184942","PreservedSpecimen","Plantae","Campanulaceae","Wahlenbergia","Wahlenbergia brasiliensis","Rezende, SG; Justo, AG","5602","2015","04","16","Brasil","Minas Gerais","Rio Acima","Córrego Fazenda Velha, Região do Córrego Fazenda Velha","-43.801667","-20.143611","-43.801667","-20.143611","900","980","Herbáceo; Campo sujo","BHCB184942",NA,"Dicotyledon",NA,NA,"brasiliensis",NA,NA,NA,NA,NA,NA,NA,"Cham.","Southern America",NA,NA,NA
"2113","2019-10-02 14:56:35-03","UFMG","BHCB","140640","PreservedSpecimen","Plantae","Malvaceae","Waltheria","Waltheria indica","Carmo, FF","4608","2009","05","03","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa, QTZ","-43.701389","-20.10445","-43.701389","-20.10445","1390","1390","Coletado em afloramento de quartzito","BHCB032377",NA,"Dicotyledon",NA,NA,"indica",NA,"2019","05",NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"2114","2019-10-02 14:56:35-03","UFMG","BHCB","185049","PreservedSpecimen","Plantae","Malvaceae","Waltheria","Waltheria indica","Rezende, SG; Justo, AG","5709","2015","04","10","Brasil","Minas Gerais","Rio Acima","Rio do Peixe","-43.883889","-20.095278","-43.883889","-20.095278","1185","1270","Herbáceo; Campo Sujo","BHCB185049",NA,"Dicotyledon",NA,NA,"indica",NA,NA,NA,NA,NA,NA,NA,"L.","Southern America",NA,NA,NA
"2115","2019-10-02 14:52:34-03","UFMG","BHCB","176775","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","Weinmannia paulliniifolia","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","50","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Árvore; ca. 2m alt; frutos creme.; Campo Rupestre Quartzitico",NA,NA,"Dicotyledon",NA,NA,"paulliniifolia",NA,"2015","11",NA,NA,NA,NA,"Pohl ex Ser.","Southern America",NA,NA,NA
"2116","2019-10-02 14:52:34-03","UFMG","BHCB","196906","PreservedSpecimen","Plantae","Cucurbitaceae","Wilbrandia","Wilbrandia hibiscoides","Rezende, SG; Justo, AG","6607","2018","03","02","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.71","-20.058333","-43.71","-20.058333","1184","1184","Liana; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196906",NA,"Dicotyledon",NA,NA,"hibiscoides",NA,NA,NA,NA,NA,NA,NA,"Silva Manso","Southern America",NA,NA,NA
"2117","2019-10-02 14:51:11-03","UFMG","BHCB","183612","PreservedSpecimen","Plantae","Asteraceae","Wulffia","Wulffia stenoglossa","Rezende, SG; Justo, AG","5409","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Arbusto; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"stenoglossa",NA,NA,NA,NA,NA,NA,NA,"DC.","Southern America",NA,NA,NA
"2118","2019-10-02 14:48:30-03","UFMG","BHCB","196874","PreservedSpecimen","Plantae","Annonaceae","Xylopia","Xylopia sericea","Rezende, SG; Justo, AG","6571","2018","01","15","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.688889","-20.077778","-43.688889","-20.077778","1626","1626","Arbóreo; Floresta Estacional em Estágio Avançado de Regeneração - Capão de canga","BHCB196874",NA,"Dicotyledon",NA,NA,"sericea",NA,NA,NA,NA,NA,NA,NA,"A.St.-Hil.","Southern America",NA,NA,NA
"2119","2019-10-02 15:08:57-03","UFMG","BHCB","176751","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","25","2015","04","08","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175","983","983","Erva; ca. 0,50m alt.; Campo Rupestrer Quartzitico",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"2120","2019-10-02 15:08:58-03","UFMG","BHCB","177368","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris asperula","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2211","2015","04","23","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool.; Erva; base das folhas vermelhas; brácteas castanhas; flores amarelas.; Campo Rupestre Quartzítico.","BHCB040801",NA,"Monocotyledon",NA,NA,"asperula",NA,"2017","02","23",NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2121","2019-10-02 15:09:00-03","UFMG","BHCB","149245","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris celiae","Carmo, FF","4617","2009","05","03","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa/QTZ","-43.701389","-20.104444","-43.701389","-20.104444","1390","1390","Coletado em afloramento de quartzito.","BHCB035279",NA,"Monocotyledon",NA,NA,"celiae",NA,"2011","05","10",NA,NA,NA,"L.B.Sm. & Downs","Southern America",NA,NA,NA
"2122","2019-10-02 15:09:02-03","UFMG","BHCB","184987","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris mello-barretoi","Rezende, SG; Justo, AG","5647","2015","04","16","Brasil","Minas Gerais","Rio Acima","Córrego Fazenda Velha, Região do Córrego Fazenda Velha","-43.801667","-20.143611","-43.801667","-20.143611","900","980","Herbáceo; Campo sujo","BHCB184987",NA,"Monocotyledon",NA,NA,"mello-barretoi",NA,NA,NA,NA,NA,NA,NA,"L.B.Sm. & Downs","Southern America",NA,NA,NA
"2123","2019-10-02 15:09:03-03","UFMG","BHCB","170229","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris plantaginea","Kamino, LHY; Maielo Silva, L","1096","2008","05","28","Brasil","Minas Gerais","Rio Acima",NA,"-44.255556","-20.043611","-44.255556","-20.043611",NA,NA,"Herbácea, flores amarelas.","BHCB040782",NA,"Monocotyledon",NA,NA,"plantaginea",NA,"2017","02","23",NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2124","2019-10-02 15:09:03-03","UFMG","BHCB","149244","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris pterygoblephara","Carmo, FF","4541","2009","05","03","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa/QTZ","-43.701389","-20.104444","-43.701389","-20.104444","1390","1390","Coloetado em afloramento de quartzito.","BHCB035212",NA,"Monocotyledon",NA,NA,"pterygoblephara",NA,"2011","05","10",NA,NA,NA,"Steud.","Southern America",NA,NA,NA
"2125","2019-10-02 15:09:03-03","UFMG","BHCB","149241","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris seubertii","Carmo, FF","4355","2009","02","17","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela/C1","-43.683111","-20.093806","-43.683111","-20.093806","1624","1624","Coletadp em fendas e depressões. Afloramento de canga.","BHCB035210",NA,"Monocotyledon",NA,NA,"seubertii",NA,"2011","05","10",NA,NA,NA,"L.A.Nilsson","Southern America",NA,NA,NA
"2126","2019-10-02 15:09:03-03","UFMG","BHCB","152143","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris seubertii","Mendes, MS","s.n.","2010","04","21","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Bacia do córrego Boiadeiros","-43.894444","-20.113611","-43.894444","-20.113611","1251","1251","Herbácea, sempre viva; Formação campestre sobre quartzito","BHCB049162",NA,"Monocotyledon",NA,NA,"seubertii",NA,"2018","12",NA,NA,NA,NA,"L.A.Nilsson","Southern America",NA,NA,NA
"2127","2019-10-02 15:09:03-03","UFMG","BHCB","149243","PreservedSpecimen","Plantae","Xyridaceae","Xyris","Xyris sherphediana","Carmo, FF","4431","2009","03","16","Brasil","Minas Gerais","Rio Acima","Serra Água Limpa/QTZ","-43.701389","-20.104444","-43.701389","-20.104444","1390","1390","Coletado em afloramento de quartzito.","BHCB035277",NA,"Monocotyledon",NA,NA,"sherphediana",NA,NA,NA,NA,NA,NA,NA,"Wand. & J.Guedes","Southern America",NA,NA,NA
"2128","2019-10-02 14:51:36-03","UFMG","BHCB","177638","PreservedSpecimen","Plantae","Bignoniaceae","Zeyheria","Zeyheria montana","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","500","2015","06","22","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"ca. 1,5m alt; face abaxial das folhas com indumento prateado; flores amarelas.; Cerrado Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"montana",NA,"2015","07","01",NA,NA,NA,"Mart.","Southern America",NA,NA,NA
"2129","2019-10-02 14:54:47-03","UFMG","BHCB","180517","PreservedSpecimen","Plantae","Fabaceae","Zornia","Zornia hebecarpa","Rezende, SG; Justo, AG","4878","2015","04","08","Brasil","Minas Gerais","Rio Acima","Região do Córrego Fazenda Velha","-44.341389","-20.241389","-44.341389","-20.241389","940","980","Herbáceo; Campo sujo",NA,NA,"Dicotyledon",NA,NA,"hebecarpa",NA,"2015","04",NA,NA,NA,NA,"Mohlenbr.","Southern America",NA,NA,NA
"2130","2019-10-02 14:54:47-03","UFMG","BHCB","183633","PreservedSpecimen","Plantae","Fabaceae","Zornia","Zornia hebecarpa","Rezende, SG; Justo, AG","5430","2015","04","14","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Próximo a RPPN Capitão do Mato","-43.925","-20.140556","-43.925","-20.140556","1280","1350","Herbáceo; Campo Sujo",NA,NA,"Dicotyledon",NA,NA,"hebecarpa",NA,NA,NA,NA,NA,NA,NA,"Mohlenbr.","Southern America",NA,NA,NA
"2131","2019-10-02 15:08:04-03","UFMG","BHCB","176586","PreservedSpecimen","Plantae","Orchidaceae","Zygopetalum","Zygopetalum maculatum","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2472","2015","06","22","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","-43.824167","-20.175",NA,NA,"Prensado em álcool; Erva saxícola; frutos castanhos.; Campo Rupestre Quartzítico",NA,NA,"Monocotyledon",NA,NA,"maculatum",NA,"2015","07","01",NA,NA,NA,"(Kunth) Garay","Southern America",NA,NA,NA
"2132","2019-10-02 15:02:29-03","UFMG","BHCB","40288","PreservedSpecimen","Plantae","Rubiaceae","Manettia","Manettia",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,"Southern America",NA,NA,NA
"2133","2019-10-02 15:01:35-03","UFMG","BHCB","26340","PreservedSpecimen","Plantae","Piperaceae","Piper","Piper umbellatum",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"umbellatum",NA,NA,NA,NA,"13827",NA,"auto","L.","Southern America",NA,NA,NA
"2134","2019-10-02 15:01:18-03","UFMG","BHCB","26333","PreservedSpecimen","Plantae","Phyllanthaceae","Hieronyma","Hieronyma alchorneoides",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"alchorneoides",NA,NA,NA,NA,"13827",NA,"auto","Allemão","Southern America",NA,NA,NA
"2135","2019-10-02 15:06:49-03","UFMG","BHCB","16746","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","Paepalanthus","Vasconcelos, MF de; Oliveira, PNM","s.n.","1987","07","27","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,"Southern America",NA,NA,NA
"2136","2019-10-02 15:06:49-03","UFMG","BHCB","16746","PreservedSpecimen","Plantae","Eriocaulaceae","Paepalanthus","Paepalanthus","Vasconcelos, MF de; Oliveira, PNM","s.n.","1987","07","27","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,"Southern America",NA,NA,NA
"2137","2019-10-02 15:02:37-03","UFMG","BHCB","40303","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria carthagenensis",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"carthagenensis",NA,NA,NA,NA,"13827",NA,"auto","Jacq.","Southern America",NA,NA,NA
"2138","2019-10-02 15:02:42-03","UFMG","BHCB","40290","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","Psychotria stachyoides",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"stachyoides",NA,NA,NA,NA,"13827",NA,"auto","Benth.","Southern America",NA,NA,NA
"2139","2019-10-02 15:00:18-03","UFMG","BHCB","40300","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","Marlierea obscura",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"obscura",NA,NA,NA,NA,"13827",NA,"auto","O.Berg","Southern America",NA,NA,NA
"2140","2019-10-02 14:56:55-03","UFMG","BHCB","40301","PreservedSpecimen","Plantae","Melastomataceae","Leandra","Leandra",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,"Southern America",NA,NA,NA
"2141","2019-11-14 18:36:02-03","UFMG","BHCB","40278","PreservedSpecimen","Plantae","Acanthaceae",NA,NA,"Vasconcelos, MF de","s.n.","1997","12","12","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Arbustivo.; Mata.","BHCB052700","BHCB052700","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto",NA,"Southern America",NA,NA,NA
"2142","2019-10-02 14:56:57-03","UFMG","BHCB","40286","PreservedSpecimen","Plantae","Melastomataceae","Leandra","Leandra melastomoides",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"melastomoides",NA,NA,NA,NA,"13827",NA,"auto","Raddi","Southern America",NA,NA,NA
"2143","2019-10-02 15:09:05-03","UFMG","BHCB","26342","PreservedSpecimen","Plantae","Zingiberaceae","Hedychium","Hedychium gardnerianum",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,"gardnerianum",NA,NA,NA,NA,"13827",NA,"auto","Ker Gawl.","Southern America",NA,NA,NA
"2144","2019-10-02 14:53:29-03","UFMG","BHCB","26336","PreservedSpecimen","Plantae","Fabaceae","Andira","Andira ormosioides",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"ormosioides",NA,NA,NA,NA,"13827",NA,"auto","Benth.","Southern America",NA,NA,NA
"2145","2019-10-02 14:55:20-03","UFMG","BHCB","26334","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","Endlicheria paniculata",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"paniculata",NA,NA,NA,NA,"13827",NA,"auto","(Spreng.) J.F.Macbr.","Southern America",NA,NA,NA
"2146","2019-10-02 14:55:20-03","UFMG","BHCB","26334","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","Endlicheria paniculata",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"paniculata",NA,NA,NA,NA,"13827",NA,"auto","(Spreng.) J.F.Macbr.","Southern America",NA,NA,NA
"2147","2019-10-02 14:53:29-03","UFMG","BHCB","26336","PreservedSpecimen","Plantae","Fabaceae","Andira","Andira ormosioides",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"ormosioides",NA,NA,NA,NA,"13827",NA,"auto","Benth.","Southern America",NA,NA,NA
"2148","2019-10-02 14:54:05-03","UFMG","BHCB","26338","PreservedSpecimen","Plantae","Fabaceae","Inga","Inga",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto","Mill.","Southern America",NA,NA,NA
"2149","2019-10-02 14:55:09-03","UFMG","BHCB","13423","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","Hyptis lippioides","Mendonça Filho, CV","9","1988","06","28","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"lippioides",NA,NA,NA,NA,"13827",NA,"auto","Pohl ex Benth.","Southern America",NA,NA,NA
"2150","2019-10-02 14:54:05-03","UFMG","BHCB","26338","PreservedSpecimen","Plantae","Fabaceae","Inga","Inga",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,"13827",NA,"auto","Mill.","Southern America",NA,NA,NA
"2151","2019-10-02 15:01:18-03","UFMG","BHCB","26333","PreservedSpecimen","Plantae","Phyllanthaceae","Hieronyma","Hieronyma alchorneoides",NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"alchorneoides",NA,NA,NA,NA,"13827",NA,"auto","Allemão","Southern America",NA,NA,NA
