"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag"
"1","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG585","S","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","Maielo - Silva, L.","2009","12","19","Brasil","Minas Gerais","Senhora de Oliveira","Senhora de Oliveira","-43.3443984985352","-20.7938995361328","9781","Nº Ibama (CTF) = 4477412.","auto"
