"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","year","month","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","dayIdentified","class","relatedCatalogItem"
"192","2020-03-06 15:29:43-03","UFES","SAMES","1301","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Brasiliopuntia","brasiliensis","Brasiliopuntia brasiliensis","(Willd.) A.Berger","Cardoso,W.C.","2014","07","Ribeiro,M.; Giaretta,A.O.;Menezes,L.F.T.;Rossini,J.","353","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Planta rupícola de 60cm de altura, com botões amarelo claro.","auto","2010","11","04",NA,NA,NA,NA,"SAMES01301",NA,NA,NA,NA,NA,"24",NA,NA
"193","2020-03-06 15:29:33-03","UFES","SAMES","5687","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae",NA,NA,NA,NA,"Siqueira,G.S.","2018","08","Menezes,L.F.T.; Giaretta,A.O.;Ribeiro,M.;Rossini,J.","1963","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Frutos verde, folha e caule suculentos. Habito: Erva","auto","2010","11","04",NA,NA,NA,NA,"SAMES05687",NA,NA,NA,NA,NA,"18",NA,NA
"194","2020-03-06 15:30:45-03","UFES","SAMES","3460","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea",NA,"Guarea",NA,NA,NA,NA,"Rossini,J.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","729","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 3,5m de altura, fruto alaranjado.","auto","2010","11","04",NA,NA,NA,NA,"SAMES03460",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-03-06 15:30:20-03","UFES","SAMES","2578","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia",NA,"Swartzia",NA,NA,NA,NA,"Rossini,J.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","733","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 4m, eixo principal da inflorescência com tricomas ferrugineos, cálice com face externa marrom tomentoso, pétalas rosa claro, filetes brancos, anteras rosadas, frutos verdes.","auto","2010","11","04",NA,NA,NA,NA,"SAMES02578",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-03-06 15:30:46-03","UFES","SAMES","3529","PreservedSpecimen","Plantae",NA,NA,"Molluginaceae","Mollugo","verticillata","Mollugo verticillata","L.","Ribeiro,M.","2012","08","Rossini,J.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","732","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Erva de 10cm de altura, flores brancas.","auto","2010","11","04",NA,NA,NA,NA,"SAMES03529",NA,NA,NA,NA,NA,"04",NA,NA
"197","2020-03-06 15:29:05-03","UFES","SAMES","62","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,NA,NA,"Rossini,J.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","731","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Erva de 30 cm de altura, flores com corola rosa.","auto","2010","11","04",NA,NA,NA,NA,"SAMES00062",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-03-06 15:29:44-03","UFES","SAMES","1302","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso,W.C.","2014","07","Menezes,L.F.T.; Giaretta,A.O.;Ribeiro,M.;Rossini,J.","1960","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Rupícola de 1m de altura, sépalas externas amarelas com ápice rosáceo, e sépalas internas petalóides brancas.","auto","2010","11","04",NA,NA,NA,NA,"SAMES01302",NA,NA,NA,NA,NA,"24",NA,NA
"199","2020-03-06 15:31:53-03","UFES","SAMES","5644","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","verticillata","Cissus verticillata","(L.) Nicolson & C.E.Jarvis","Lombardi,J.A.",NA,NA,"Ribeiro,M.; Giaretta,A.O.;Menezes,L.F.T.;Rossini,J.","354","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Com botões da inflorescência verde claro. Habito: Liana","auto","2010","11","04",NA,NA,NA,NA,"SAMES05644",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-03-06 15:30:41-03","UFES","SAMES","3347","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia",NA,NA,NA,NA,"Ribeiro,M.; Menezes,L.F.T.;Rossini,J.;Giaretta,A.O.","357","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira. Floresta estacional Semidecidual, elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Árvore de 5m de altura, frutos verdes claro.","auto","2010","11","04",NA,NA,NA,NA,"SAMES03347",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-03-06 15:31:13-03","UFES","SAMES","4500","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae",NA,NA,NA,NA,NA,NA,NA,"Ribeiro,M.; Menezes,L.F.T.;Rossini,J.;Giaretta,A.O.","359","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira. Floresta estacional Semidecidual, elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Flor verde claro. Habito: Liana","auto","2010","11","04",NA,NA,NA,NA,"SAMES04500",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-03-06 15:30:45-03","UFES","SAMES","1801","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia",NA,"Trichilia",NA,"Ribeiro,M.","2016","03","Ribeiro,M.; Menezes,L.F.T.;Rossini,J.;Giaretta,A.O.","360","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira. Floresta estacional Semidecidual, elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Árvore de 4m de altura, botões verde claro.","auto","2010","11","04",NA,NA,NA,NA,"SAMES01801",NA,NA,NA,NA,NA,"31",NA,NA
"203","2020-03-06 15:31:18-03","UFES","SAMES","4660","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum","Aubl.","Sarnaglia,V.B.","2014","07","Ribeiro,M.; Menezes,L.F.T.;Rossini,J.;Giaretta,A.O.","358","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira. Floresta estacional Semidecidual, elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Infrutescência verde. Habito: Arbusto","auto","2010","11","04",NA,NA,NA,NA,"SAMES04660",NA,NA,NA,NA,NA,"24",NA,NA
"204","2020-03-06 15:29:11-03","UFES","SAMES","138","PreservedSpecimen","Plantae",NA,NA,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","Ribeiro,M.","2010","11","Ribeiro,M.; Menezes,L.F.T.;Rossini,J.;Giaretta,A.O.","361","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo para Gameleira.. Floresta estacional Semidecidual, elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Árvore de 7m de altura, inflorescência jovem.","auto","2010","11","04",NA,NA,NA,NA,"SAMES00138",NA,NA,NA,NA,NA,"04",NA,NA
"205","2020-03-06 15:29:17-03","UFES","SAMES","403","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana",NA,"Tabernaemontana",NA,NA,NA,NA,"Rossini,J.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","730","Brasil","Espírito Santo","Nova Venécia","Fazenda próxima a Pedra da Cebola. Matações no meio do pasto, estrada seguindo pra Gameleira.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 4m de altura, flores de cálice verde e corola branca.","auto","2010","11","04",NA,NA,NA,NA,"SAMES00403",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-03-06 15:29:49-03","UFES","SAMES","1417","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella",NA,"Hirtella",NA,NA,NA,NA,"Ribeiro,M.; Giaretta,A.O.;Menezes,L.F.T.;Rossini,J.","355","Brasil","Espírito Santo","Nova Venécia","Mata após a Gameleira. Floresta estacional semidecidual. Elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Árvore de 5m, flores de pétalas brancas, fruto verde avermelhado.","auto","2010","11","04",NA,NA,NA,NA,"SAMES01417",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-03-06 15:29:44-03","UFES","SAMES","1350","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia",NA,"Monteverdia","Mart. ex Reissek",NA,NA,NA,"Rossini,J.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","734","Brasil","Espírito Santo","Nova Venécia","Mata após a Gameleira. Floresta estacional semidecidual. Elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 3m, flores com pétalas amarelas, local sombreado, a beira da estrada.","auto","2010","11","04",NA,NA,NA,NA,"SAMES01350",NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-03-06 15:30:57-03","UFES","SAMES","4069","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neoblanchetiana","Myrcia neoblanchetiana","E.Lucas & Sobral","Souza,M.","2014","02","Ribeiro,M.; Giaretta,A.O.;Menezes,L.F.T.;Rossini,J.","356","Brasil","Espírito Santo","Nova Venécia","Mata após a Gameleira. Floresta estacional semidecidual. Elevação 108m.","-40.4006004333496","-18.710599899292","42400",NA,"Árvore de 4,5m, fruto amarelo escuro.","auto","2010","11","04",NA,NA,NA,NA,"SAMES04069",NA,NA,NA,NA,NA,"24",NA,NA
"209","2020-03-06 15:29:16-03","UFES","SAMES","8955","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","fistulosa","Mandevilla fistulosa","M.F.Sales et al.",NA,NA,NA,"Menezes,L.F.T.","2576","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"Flores amarelas,forma látex ao cortar o ramo.Arbusto delgado desenvolvendo-se em solo raso sobre afloramento rochoso. Habito: Arbusto","auto","2019","08","25",NA,NA,NA,NA,"SAMES08955",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-03-06 15:30:45-03","UFES","SAMES","1160","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.",NA,NA,NA,"Pinto Junior, H.V.","131","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Afloramento da antena.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 1 metro; folhas verdes aveludadas, opostas; flores roxas; habitando ilha de vegetação em afloramento rochoso; sol pleno.","auto","2015","04","06",NA,NA,NA,NA,"SAMES01160",NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-03-06 15:29:28-03","UFES","SAMES","1191","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia",NA,"Begonia",NA,NA,NA,NA,"Pinto Junior, H.V.","133","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Afloramento da antena.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 1 m; folhas verdes, parte abaxial verde bem claro, aveludada; inflorescência rosa-esbranquiçada; habitando afloramento rochoso; sol pleno; trilha para Pedra do Elefante; ilha de vegetação.","auto","2015","04","06",NA,NA,NA,NA,"SAMES01191",NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-03-06 15:30:50-03","UFES","SAMES","1190","PreservedSpecimen","Plantae",NA,NA,"Myrsinaceae",NA,NA,NA,NA,NA,NA,NA,"Pinto Junior, H.V.","132","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Afloramento da antena.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 2 m; folhas verdes; inflorescência diminuta; habitando afloramento rochoso; sol pleno.","auto","2015","04","06",NA,NA,NA,NA,"SAMES01190",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-03-06 15:31:23-03","UFES","SAMES","6640","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Microgramma",NA,"Microgramma",NA,NA,NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","400","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,"Planta Epífita.","auto","2014","05","02",NA,NA,NA,NA,"SAMES06640",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-03-06 15:26:16-03","UFES","SAMES","5693","PreservedSpecimen","Plantae",NA,NA,"Talinaceae","Talinum","paniculatum","Talinum paniculatum","(Jacq.) Gaertn.","Ribeiro,M.","2019","05","Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","398","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES05693",NA,NA,NA,NA,NA,"09",NA,NA
"215","2020-03-06 15:24:13-03","UFES","SAMES","5684","PreservedSpecimen",NA,NA,NA,"Indet",NA,NA,NA,NA,NA,NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","409","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES05684",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-03-06 15:24:44-03","UFES","SAMES","1762","PreservedSpecimen","Plantae",NA,NA,"Celastraceae",NA,NA,NA,NA,"Fiaschi,P.",NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","412","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES01762",NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-03-06 15:25:13-03","UFES","SAMES","5697","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae",NA,NA,NA,NA,"Ribeiro,M.","2019",NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","411","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES05697",NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-03-06 15:25:53-03","UFES","SAMES","1763","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae",NA,NA,NA,NA,"Fiaschi,P.",NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","401","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES01763",NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-03-06 15:24:49-03","UFES","SAMES","3725","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,NA,NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","399","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES03725",NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-03-06 15:24:29-03","UFES","SAMES","629","PreservedSpecimen","Plantae",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","408","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES00629",NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-03-06 15:24:30-03","UFES","SAMES","1764","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae",NA,NA,NA,NA,"Fiaschi,P.",NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","407","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES01764",NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-03-06 15:25:54-03","UFES","SAMES","1756","PreservedSpecimen","Plantae",NA,NA,"Portulacaceae",NA,NA,NA,NA,"Fiaschi,P.",NA,NA,"Coelho,R.; Fanticelle,B.S.;Menezes,L.F.T.;Scheidegger,A.F.A.","410","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. APA Pedra do Elefante. Morro inselberg atrás da Pedra do Elefante, #?#Pedra da antena#?#.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES01756",NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-03-06 15:29:54-03","UFES","SAMES","1615","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae",NA,NA,NA,NA,"Fiaschi,P.",NA,NA,"Menezes,L.F.T.; Fanticelle,B.S.;Coelho,R.;Scheidegger,A.F.A.","2127","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Encontrado numa floresta de Restinga na zona de amortecimento da Rebio de Comboios.","-40.4006004333496","-18.710599899292","42400",NA,"Planta rupícula, flores brancas.","auto",NA,NA,NA,NA,NA,NA,NA,"SAMES01615",NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-03-06 15:29:27-03","UFES","SAMES","1746","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Cyrtocymura","scorpioides","Cyrtocymura scorpioides","(Lam.) H.Rob.","PintoJunior,H.V.","2019","01","Menezes,L.F.T.; Fanticelle,B.S.;Coelho,R.;Scheidegger,A.F.A.","2128","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Encontrado numa floresta de Restinga na zona de amortecimento da Rebio de Comboios.","-40.4006004333496","-18.710599899292","42400",NA,"Flores brancas. cheiro forte das flores quando maceradas. Borda da vegetação no topo da pedra. Habito: Arbusto","auto",NA,NA,NA,NA,NA,NA,NA,"SAMES01746",NA,NA,NA,NA,NA,"15",NA,NA
"225","2020-03-06 15:29:05-03","UFES","SAMES","8822","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae",NA,NA,NA,"Christenh. & H.Schneid",NA,NA,NA,"Sossai,B.G.; Pena,N.T.L.;Alves-Araújo,A.","82","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Estrada secundaria para a pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"Flores brancas. Habito: Erva","auto","2015","07","08",NA,NA,NA,NA,"SAMES08822",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-03-06 15:30:20-03","UFES","SAMES","3707","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senegalia","kallunkiae","Senegalia kallunkiae","(J.W.Grimes & Barneby) Seigler & Ebinger","Silva,L.A.","2015","09","Menezes,L.F.T.; Fanticelle,B.S.;Coelho,R.;Scheidegger,A.F.A.","2117","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Floresta ao pé da Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"Frutos verdes. Habito: Árvore","auto",NA,NA,NA,NA,NA,NA,NA,"SAMES03707",NA,NA,NA,NA,NA,"08",NA,NA
"227","2020-03-06 15:25:57-03","UFES","SAMES","6657","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","collina","Doryopteris collina","(Raddi) J.Sm.","Smith-Braga","2017","12","Coelho,R.","387","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Interior da mata saxícola.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES06657",NA,NA,NA,NA,NA,"05",NA,NA
"228","2020-03-06 15:26:16-03","UFES","SAMES","6661","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Thelypteris",NA,"Thelypteris",NA,NA,NA,NA,"Coelho,R.","384","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata, barranco á beira da estrada.","-40.4006004333496","-18.710599899292","42400",NA,NA,"auto","2014","05","02",NA,NA,NA,NA,"SAMES06661",NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-03-06 15:30:45-03","UFES","SAMES","3445","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla","(D.Don) Cogn.","Goldenberg,R.","2010","03","Giaretta,A.O.; Menezes,L.F.T.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","170","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de 2,5m com flores roxas.","auto","2008","01","12",NA,NA,NA,NA,"SAMES03445",NA,NA,NA,NA,NA,"16",NA,NA
"230","2020-03-06 15:30:16-03","UFES","SAMES","2351","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pseudopiptadenia",NA,"Pseudopiptadenia",NA,NA,NA,NA,"Giaretta,A.O.; Menezes,L.F.T.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","174","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"Árvore de 5m com frutos passados.","auto","2008","01","12",NA,NA,NA,NA,"SAMES02351",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-03-06 15:30:05-03","UFES","SAMES","2075","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cnidoscolus",NA,"Cnidoscolus",NA,NA,NA,NA,"Giaretta,A.O.; Menezes,L.F.T.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","171","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"Planta de 1m de flores albo com látex leitoso. Possui tricomas urticantes.","auto","2008","01","12",NA,NA,NA,NA,"SAMES02075",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-03-06 15:31:07-03","UFES","SAMES","4364","PreservedSpecimen","Plantae",NA,NA,"Olacaceae",NA,NA,NA,NA,NA,NA,NA,"Menezes,L.F.T.; Giaretta,A.O.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","1819","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"Presença de frutos, sem látex. Habito: Arvoreta","auto","2008","01","12",NA,NA,NA,NA,"SAMES04364",NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-03-06 15:31:12-03","UFES","SAMES","4408","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium",NA,"Cyrtopodium",NA,NA,NA,NA,"Menezes,L.F.T.; Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.;Giaretta,A.O.","1818","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"Flores amarelas, solo raso, ensolarada.","auto","2008","01","12",NA,NA,NA,NA,"SAMES04408",NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-03-06 15:30:11-03","UFES","SAMES","2316","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","(Pers.) Greene","Silva,L.A.","2013","12","Menezes,L.F.T.; Giaretta,A.O.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","1821","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"Arbusto de um metro com flores amarelas inseridos em solo raso granítico.","auto","2008","01","12",NA,NA,NA,NA,"SAMES02316",NA,NA,NA,NA,NA,"04",NA,NA
"235","2020-03-06 15:30:06-03","UFES","SAMES","2105","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Sapium","glandulatum","Sapium glandulatum","(Vell.) Pax",NA,NA,NA,"Giaretta,A.O.; Menezes,L.F.T.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","169","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Mata em afloramento granático localizado na vertente oeste.","-40.4006004333496","-18.710599899292","42400",NA,"arbusto de 4m com frutos verdes. Possui látex leitoso.","auto","2008","01","12",NA,NA,NA,NA,"SAMES02105",NA,NA,NA,NA,NA,NA,NA,NA
