"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","year","month","day","continentOcean","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","dayIdentified","class","relatedCatalogItem"
"1","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","718","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Cryptanthus","venecianus","Cryptanthus venecianus","Leme & L.Kollmann","Elton. C. M. Leme","2011","08","Ludovic Kollmann;","Kollmann578","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante","-40.4006004333496","-18.710599899292","42400","1","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:14:12-03","NYBG","NYBG","407297","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.",NA,NA,NA,"J. R. Pirani","3377","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1km N do Córrego Boa Esperança. Mata pluvial tropical no sopé da Pedra do Elefante","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=736601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1994","12","04","South America","-40.4006","-18.7108","sheet","NY00407297","NY00407297",NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:34:38-03","NYBG","NYBG","558715","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","arifolia","Peperomia arifolia","Miq.",NA,NA,NA,"A. P. Duarte","440","Brazil","Espírito Santo","Nova Venécia","Serra dos Aimorés","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=548556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","15","South America","-40.4006","-18.7108","sheet","NY00558715","NY00558715",NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:51:58-03","NYBG","NYBG","1018646","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Phoradendron","mucronatum","Phoradendron mucronatum","(DC.) Krug & Urb.",NA,NA,NA,"A. P. Duarte","548","Brazil","Espírito Santo","Nova Venécia","Norte do Espirito santo, Serra de Cima.","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","14","South America","-40.4006","-18.7108","sheet","NY01018646","NY01018646",NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 18:10:32-03","NYBG","NYBG","02913119","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,NA,NA,"R. C. Forzza","5765","Brazil","Espírito Santo","Nova Venécia","Estrada para São Gabriel da Palha, Serra de Cima. Propriedade de Waldemar Cipriano. Inselbergue.","-40.4722223","-18.8030556",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3228080 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2009","11","20","South America","-40.4722223","-18.8030556","sheet","NY02913119","NY02913119","260","260",NA,NA,NA,NA,NA
"6","2019-12-16 18:35:44-03","NYBG","NYBG","555764","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","amplum","Piper amplum","Kunth",NA,NA,NA,"A. P. Duarte","3622","Brazil","Espírito Santo","Nova Venécia",NA,"-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","16","South America","-40.4006","-18.7108","sheet","NY00555764","NY00555764",NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 18:35:44-03","NYBG","NYBG","555777","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","amplum","Piper amplum","Kunth","A. P. Duarte","1961",NA,"A. P. Duarte","3622","Brazil","Espírito Santo","Nova Venécia","Serra de Cima - Nova Venecia","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","16","South America","-40.4006","-18.7108","sheet","NY00555777","NY00555777",NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 18:36:02-03","NYBG","NYBG","556107","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","corcovadensis","Piper corcovadensis blanchetii","(Moric.) Callejas","R. Callejas Posada","1986",NA,"A. P. Duarte","3619","Brazil","Espírito Santo","Nova Venécia","Serra dos Aymorés","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","15","South America","-40.4006","-18.7108","sheet","NY00556107","NY00556107",NA,NA,"blanchetii",NA,NA,NA,NA
"9","2019-12-16 18:36:02-03","NYBG","NYBG","556117","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","corcovadensis","Piper corcovadensis blanchetii","(Moric.) Callejas","R. Callejas Posada","1988",NA,"A. P. Duarte","3619","Brazil","Espírito Santo","Nova Venécia",NA,"-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407700 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","15","South America","-40.4006","-18.7108","sheet","NY00556117","NY00556117",NA,NA,"blanchetii",NA,NA,NA,NA
"10","2019-12-16 18:36:02-03","NYBG","NYBG","556118","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","corcovadensis","Piper corcovadensis blanchetii","(Moric.) Callejas","R. Callejas Posada","1988",NA,"A. P. Duarte","3997","Brazil","Espírito Santo","Nova Venécia","Serra de Cima","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407687 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","16","South America","-40.4006","-18.7108","sheet","NY00556118","NY00556118",NA,NA,"blanchetii",NA,NA,NA,NA
"11","2019-12-16 18:37:05-03","NYBG","NYBG","686491","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","sprengelianum","Piper sprengelianum","C.DC.","T. G. Yuncker",NA,NA,"A. P. Duarte","437","Brazil","Espírito Santo","Nova Venécia","Serra de Cima","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","15","South America","-40.4006","-18.7108","sheet","NY00686491","NY00686491",NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 18:37:05-03","NYBG","NYBG","283790","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","subrugosum","Piper subrugosum","Yunck.",NA,NA,NA,"A. P. Duarte","3664","Brazil","Espírito Santo","Nova Venécia",NA,"-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1953","11","14","South America","-40.4006","-18.7108","sheet","NY00283790","NY00283790",NA,NA,NA,"isotype",NA,NA,NA
"13","2019-12-16 16:56:54-03","NYBG","NYBG","885065","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Ramisia","brasiliensis","Ramisia brasiliensis","Oliv.",NA,NA,NA,"A. P. Duarte","9759","Brazil","Espírito Santo","Nova Venécia","Serra do Cristalino - Serra de Cima.","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971276 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1966","05","08","South America","-40.4006","-18.7108","sheet","NY00885065","NY00885065",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 16:56:54-03","NYBG","NYBG","2423055","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Ramisia","brasiliensis","Ramisia brasiliensis","Oliv.",NA,NA,NA,"A. M. Amorim","7523","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante, trilha principal na Mata da Fazenda Santa Rita","-40.4328","-18.7825",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2680011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","07","16","South America","-40.4328","-18.7825","sheet","NY02423055","NY02423055","154","154",NA,NA,NA,NA,NA
"15","2019-12-16 16:57:09-03","NYBG","NYBG","2423030","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii",NA,NA,NA,NA,"C. N. Fraga","2543","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Mata próxima à subida para a Pedra do Elefante","-40.4439","-18.7769",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2009","04","16","South America","-40.4439","-18.7769","sheet","NY02423030","NY02423030","313","313",NA,NA,NA,NA,NA
"16","2019-12-16 18:59:08-03","NYBG","NYBG","1551332","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil.","J. R. Pirani","2010",NA,"A. M. Amorim","7550","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na mata do Fuxíco.","-40.4439","-18.7769",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1157313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","07","18","South America","-40.4439","-18.7769","sheet","NY01551332","NY01551332","168","168",NA,NA,NA,NA,NA
"17","2019-12-16 18:59:08-03","NYBG","NYBG","1184779","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Simaroubaceae","Simaba","cuneata","Simaba cuneata","A.St.-Hil.","J. R. Pirani","2010",NA,"A. M. Amorim","7550","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na mata do Fuxíco.","-40.4439","-18.7769",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","07","18","South America","-40.4439","-18.7769","sheet","NY01184779","NY01184779","168","168",NA,NA,NA,NA,NA
"18","2019-12-16 18:49:45-03","NYBG","NYBG","566192","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Sorocea","hilarii","Sorocea hilarii","Gaudich.","C. C. Berg","1996",NA,"J. R. Pirani","3378","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1 km N do Córrego Boa Esperança","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1994","12","04","South America","-40.4006","-18.7108","sheet","NY00566192","NY00566192",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 16:52:02-03","NYBG","NYBG","1546597","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Piptocarpha","robusta","Piptocarpha robusta","G.M.Barroso",NA,NA,NA,"A. P. Duarte","9758[=herb. RB 13165","Brazil","Espírito Santo","Nova Venécia","Cristalino","-40.4006004333496","-18.710599899292","42400",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1897625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","1966","05","09","South America",NA,NA,"sheet","NY01546597","NY01546597",NA,NA,NA,"isotype",NA,NA,NA
"20","2019-12-16 19:01:18-03","NYBG","NYBG","1842917","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","novaveneciana","Schwenckia novaveneciana","Carvalho",NA,NA,NA,"A. P. Duarte","8976[= herb. RB 1261","Brazil","Espírito Santo","Nova Venécia","Serra de Cima","-40.4006004333496","-18.710599899292","42400",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2079019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","1965","02","25","South America",NA,NA,"sheet","NY01842917","NY01842917",NA,NA,NA,"isotype",NA,NA,NA
"21","2019-12-16 18:55:09-03","NYBG","NYBG","1181803","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae",NA,NA,NA,NA,NA,NA,NA,"R. C. Forzza","5102","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo.","-40.4439","-18.7769",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387494 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","02","19","South America","-40.4439","-18.7769","sheet","NY01181803",NA,"313","313",NA,NA,NA,NA,NA
"22","2019-12-16 17:45:31-03","NYBG","NYBG","402984","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Adenocalymma","subsessilifolium","Adenocalymma subsessilifolium","DC.","L. G. Lohmann","1997","11","J. R. Pirani","3371","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1 Km N do Córrego Boa Esperança. Mata pluvial tropical no sopé da Pedra do Elefante (enormes afloramentos graníticos).","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1994","12","04","South America","-40.4006","-18.7108","sheet","NY00402984","NY00402984",NA,NA,NA,NA,"09",NA,NA
"23","2019-12-16 18:37:23-03","NYBG","NYBG","02169143","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.",NA,NA,NA,"A. P. Fontana","5241","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo, beira da rodovia Nova Venécia - São Gabriel da Palha, propriedade do Sr. Valdemar.","-40.4667","-18.8",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","05","09","South America","-40.4667","-18.8000","sheet","NY02169143","NY02169143","314","314",NA,NA,NA,NA,NA
"24","2019-12-16 18:37:23-03","NYBG","NYBG","2169144","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.",NA,NA,NA,"A. P. Fontana","5241","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo, beira da rodovia Nova Venécia - São Gabriel da Palha, propriedade do Sr. Valdemar.","-40.4667","-18.8",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","05","09","South America","-40.4667","-18.8000","sheet","NY02169144","NY02169144","314","314",NA,NA,NA,NA,NA
"25","2019-12-16 19:17:05-03","NYBG","NYBG","1018892","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia",NA,"Anemia",NA,NA,NA,NA,"M. M. Saavedra","627","Brazil","Espírito Santo","Nova Venécia","Pedra do Elefante, vertente oeste.","-40.4614","-18.7647",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","01","12","South America","-40.4614","-18.7647","sheet","NY01018892","NY01018892","165","165",NA,NA,NA,NA,NA
"26","2019-12-16 18:56:17-03","NYBG","NYBG","1546738","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Angostura","taubertiana","Angostura taubertiana","Rizzini",NA,NA,NA,"A. P. Duarte","3924& L. C. Gomes 53","Brazil","Espírito Santo","Nova Venécia","Serra de Cima","-40.4006004333496","-18.710599899292","42400",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911741 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto","1953","11","16","South America",NA,NA,"sheet","NY01546738","NY01546738",NA,NA,NA,"isotype",NA,NA,NA
"27","2019-12-16 16:40:16-03","NYBG","NYBG","02423658","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Anthurium","cleistanthum","Anthurium cleistanthum","G.M.Barroso",NA,NA,NA,"M. O. de O. Pellegrini","379","Brazil","Espírito Santo","Nova Venécia","APA da Pedra do Elefante. Serra de Baixo. Fazenda Santa Rita.","-40.4328","-18.7825",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2675532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2013","04","23","South America","-40.4328","-18.7825","sheet","NY02423658","NY02423658","150","150",NA,NA,NA,NA,NA
"28","2019-12-16 19:12:51-03","NYBG","NYBG","02642201","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","serratum","Asplenium serratum",NA,NA,NA,NA,"A. Amorim","7516","Brazil","Espírito Santo","Nova Venécia","Floresta Estacional Semidecidual. Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na Mata da Fazenda Santa Rita.","-40.432778","-18.7825",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","07","16","South America","-40.432778","-18.7825","sheet","NY02642201","NY02642201",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 17:14:23-03","NYBG","NYBG","583672","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","forficata","Bauhinia forficata","Link","R. C. Barneby","1995",NA,"J. R. Pirani","3376","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1 km N do Córrego Boa Esperança. Mata pluvial tropical no sopé da Pedra do Elefante","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1994","12","04","South America","-40.4006","-18.7108","sheet","NY00583672","NY00583672",NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 17:14:25-03","NYBG","NYBG","1801113","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","ovata","Bauhinia ovata","(Bong.) Vogel","A. M. S. da F. Vaz","2008",NA,"P. H. Labiak E.","4701","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante.","-40.4439","-18.7769",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","02","19","South America","-40.4439","-18.7769","sheet","NY01801113","NY01801113","313","313",NA,NA,NA,NA,NA
"31","2019-12-16 18:38:17-03","NYBG","NYBG","02864675","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Bulbostylis","lagoensis","Bulbostylis lagoensis","(Boeckeler) Prata & M.G.López",NA,NA,NA,"R. C. Forzza","8777","Brazil","Espírito Santo","Nova Venécia","Pedra do Elefante.","-40.4566667","-18.7691667",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3196249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2016","03","16","South America","-40.4566667","-18.7691667","sheet","NY02864675","NY02864675","620","620",NA,NA,NA,NA,NA
"32","2019-12-16 18:28:39-03","NYBG","NYBG","1183961","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","eugenioides","Campomanesia eugenioides","(Cambess.) D.Legrand","M. C. de Souza","2008",NA,"M. C. Souza","573","Brazil","Espírito Santo","Nova Venécia","Pedra do Elefante.","-40.4614","-18.7647",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","01","12","South America","-40.4614","-18.7647","sheet","NY01183961","NY01183961","165","165",NA,NA,NA,NA,NA
"33","2019-12-16 17:15:47-03","NYBG","NYBG","2480372","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Canavalia","parviflora","Canavalia parviflora","Benth.",NA,NA,NA,"A. M. Amorim","7519","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante, Serra de Baixo, estrada para Pedra do Elefante","-40.4389","-18.7744",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","07","16","South America","-40.4389","-18.7744","sheet","NY02480372","NY02480372","317","317",NA,NA,NA,NA,NA
"34","2019-12-16 18:10:50-03","NYBG","NYBG","02629584","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia",NA,"Casearia",NA,NA,"2017",NA,"R. C. Forzza","5107","Brazil","Espírito Santo","Nova Venécia","Serra de Baixo. Floresta Estacional Semidecidual. Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2892845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","02","19","South America","-40.443889","-18.776944","sheet","NY02629584","NY02629584",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 16:59:25-03","NYBG","NYBG","1184114","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Cucurbitaceae","Cayaponia","tayuya","Cayaponia tayuya","(Vell.) Cogn.","M. H. Nee","2010",NA,"A. M. Amorim","7517","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na Mata da Fazenda Santa Rita.","-40.4328","-18.7825",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","07","16","South America","-40.4328","-18.7825","sheet","NY01184114","NY01184114","154","154",NA,NA,NA,NA,NA
"36","2019-12-16 18:55:24-03","NYBG","NYBG","1181800","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela",NA,"Cedrela",NA,NA,NA,NA,"A. P. Fontana","5224","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo, Santuário Mãe Peregrina.","-40.4333","-18.75",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387491 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2008","05","09","South America","-40.4333","-18.7500","sheet","NY01181800","NY01181800","187","187",NA,NA,NA,NA,NA
"37","2019-12-16 17:16:09-03","NYBG","NYBG","566466","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","arenarium","Centrosema arenarium","Benth.","V. Perazzo","1975","02","A. P. Duarte","8886","Brazil","Espírito Santo","Nova Venécia","Serra de Cima","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1965","08","17","South America","-40.4006","-18.7108","sheet","NY00566466","NY00566466",NA,NA,NA,NA,"02",NA,NA
"38","2019-12-16 17:18:13-03","NYBG","NYBG","02423453","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","(Pers.) Greene","A. O. de Souza","2018","09","J. A. de Oliveira","371","Brazil","Espírito Santo","Nova Venécia","Localidade de Serra de Baixo, Fazenda Santa Rita, mata estacional atrás da fazenda, com matacões","-40.4328","-18.7825",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2013","04","23","South America","-40.4328","-18.7825","sheet","NY02423453","NY02423453","148","148",NA,NA,NA,NA,NA
"39","2019-12-16 18:18:30-03","NYBG","NYBG","2480415","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","hirta","Clidemia hirta","(L.) D.Don",NA,NA,NA,"A. P. Fontana","5798","Brazil","Espírito Santo","Nova Venécia","Area de Proteção Ambiental da Pedra do Elefante. Serra de Baixo, Fazenda Neblina, base da Pedra da Torre. Inselbergue.","-40.4456","-18.7869",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706481 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2009","01","15","South America","-40.4456","-18.7869","sheet","NY02480415","NY02480415","150","150",NA,NA,NA,NA,NA
"40","2019-12-16 18:56:18-03","NYBG","NYBG","235337","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","macrocarpus","Conchocarpus macrocarpus","(Engl.) Kallunki & Pirani","J. A. Kallunki","1995",NA,"J. R. Pirani","3374","Brazil","Espírito Santo","Nova Venécia","ES-137, a 1 km N do Córrego Boa Esperança. Mata pluvial tropical no sopé da Pedra do Elefante (enormes afloramentos graníticos)","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1994","12","04","South America","-40.4006","-18.7108","sheet","NY00235337",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-16 18:56:18-03","NYBG","NYBG","1039156","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus",NA,"J. R. Pirani","2010",NA,"C. N. Fraga","2500","Brazil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Mata do Fuxico.","-40.4442","-18.7772",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"2009","04","14","South America","-40.4442","-18.7772","sheet","NY01039156","NY01039156","360","360",NA,NA,NA,NA,NA
"42","2019-12-16 18:56:18-03","NYBG","NYBG","235370","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","macrophyllus","Conchocarpus macrophyllus","J.C.Mikan","J. A. Kallunki","1997",NA,"J. R. Pirani","3375","Brazil","Espírito Santo","Nova Venécia","Rodovia ES-137, a 1 km N do Córrego Boa Esperança.","-40.4006","-18.7108",NA,NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1994","12","04","South America","-40.4006","-18.7108","sheet","NY00235370","NY00235370",NA,NA,NA,NA,NA,NA,NA
