"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class","relatedCatalogItem"
"450","2019-11-13 11:30:45-03","USP","SPF","160203","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","rubrus","Conchocarpus rubrus","(A.St.-Hil.) Bruniera & Groppo","Pirani, JR","França, GS","364","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Jacaré. Floresta Estacional Semidecidual.","-42.663333","-19.820833","-42.663333","-19.820833",NA,"Arbóreo - 4 m, frutos verdes.","SPF00160203",NA,NA,"2015",NA,NA,"04",NA,"276","276",NA,NA,NA,NA
"451","2019-11-13 11:17:49-03","USP","SPF","164436","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","rufa","Couepia rufa","Ducke","Barbosa-Silva, RG","França, GS","479","2004","01","07",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.646944","-19.814722","-42.646944","-19.814722",NA,NA,"SPF00164436",NA,NA,"2017",NA,NA,"07","03","285","285",NA,NA,NA,NA
"452","2019-11-13 11:19:37-03","USP","SPF","164390","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","França, GS","França, GS","464","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa Águas Claras.","-42.5525","-19.797778","-42.5525","-19.797778",NA,NA,"SPF00164390",NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"453","2019-11-13 11:26:26-03","USP","SPF","163903","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","adhatodifolia","Ficus adhatodifolia","Schott","França, GS","França, GS","466","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Águas Claras, Parque Estadual do Rio Doce. Floresta estacional semidecidual submontana.","-42.5525","-19.797778","-42.5525","-19.797778",NA,"Arbóreo, ca. 10 m alt., frutos verdes.","SPF00163903",NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"454","2019-11-13 11:25:24-03","USP","SPF","160159","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","reversa","Leandra reversa","(DC.) Cogn.","França, GS","França, GS","360","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.755833","-19.858889","-42.755833","-19.858889",NA,NA,"SPF00160159",NA,NA,NA,NA,NA,NA,NA,"442","442",NA,NA,NA,NA
"455","2019-11-13 11:26:21-03","USP","SPF","160174","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","Anônimo","França, GS","322","2003","04","10",NA,"Brasil","Minas Gerais","Dionísio","Fazenda Santa Cruz (CAF).","-42.598056","-19.819444","-42.598056","-19.819444",NA,NA,"SPF00160174",NA,NA,NA,NA,NA,NA,NA,"265","265",NA,NA,NA,NA
"456","2019-11-13 11:26:21-03","USP","SPF","163892","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins","França, GS","França, GS","482","2004","01","08",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça).","-42.539444","-19.806111","-42.539444","-19.806111",NA,NA,"SPF00163892",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"457","2020-03-04 18:50:28-03","USP","SPF","163861","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Pachystroma","longifolium","Pachystroma longifolium","(Nees) I.M.Johnst.","Oliveira, LSD","França, GS","471","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lago dos Patos (Mumbaça).","-42.539444","-19.806111","-42.539444","-19.806111",NA,"Arbóreo 7 m, frutos verdes, látex branco, flores estacional semidecidual submontana.","SPF00163861",NA,NA,"2009",NA,NA,"06",NA,"247","247",NA,NA,NA,NA
"458","2019-11-13 11:30:59-03","USP","SPF","160205","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Pilocarpus","giganteus","Pilocarpus giganteus","Engl.","França, GS","França, GS","365","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Jacaré.","-42.663333","-19.820833","-42.663333","-19.820833",NA,NA,"SPF00160205",NA,NA,NA,NA,NA,NA,NA,"276","276",NA,NA,NA,NA
"459","2019-11-13 11:30:18-03","USP","SPF","163908","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.","França, GS","França, GS","468","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.5525","-19.797778","-42.5525","-19.797778",NA,NA,"SPF00163908",NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"460","2019-11-13 11:32:59-03","USP","SPF","164478","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Rinorea","guianensis","Rinorea guianensis","Aubl.","França, GS","França, GS","476","2004","01","07",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.539444","-19.806111","-42.539444","-19.806111",NA,NA,"SPF00164478",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"461","2019-11-13 11:32:02-03","USP","SPF","163893","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna","guianensis","Siparuna guianensis","Aubl.","França, GS","França, GS","467","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa Águas Claras.","-42.5525","-19.797778","-42.5525","-19.797778",NA,NA,"SPF00163893",NA,NA,NA,NA,NA,NA,NA,"235","235",NA,NA,NA,NA
"462","2019-11-13 11:19:17-03","USP","SPF","164389","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","eichleri","Sloanea eichleri","K.Schum.","França, GS","França, GS","463","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, Lagoa dos Patos (Mumbaça).","-42.539444","-19.806111","-42.539444","-19.806111",NA,NA,"SPF00164389",NA,NA,NA,NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"463","2019-11-13 11:32:11-03","USP","SPF","160220","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","asterophorum","Solanum asterophorum","Mart.","França, GS","França, GS","362","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.663333","-19.820833","-42.663333","-19.820833",NA,NA,"SPF00160220","SPF00160220",NA,NA,NA,NA,NA,NA,"276","276",NA,NA,NA,NA
"464","2020-01-22 10:54:22-03","USP","SPF","188976","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) K.Schum.","Lohmann, LG","França, GS","480","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça), Pq Estadual do Rio Doce.","-42.539344","-19.80601","-42.539344","-19.80601",NA,"Arbóreo - 6m, floresta estacional semidecidual submontana.","SPF00188976",NA,NA,"2008",NA,NA,NA,NA,"247","247",NA,NA,NA,NA
"465","2019-11-13 11:23:19-03","USP","SPF","163889","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","apetala","Swartzia apetala glabra","(Vogel) R.S.Cowan","Mansano, VF","França, GS","504","2004","02","05",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.539444","-19.806111","-42.539444","-19.806111",NA,NA,"SPF00163889",NA,"glabra","2014",NA,NA,"07",NA,"247","247",NA,NA,NA,NA
"466","2019-11-13 11:23:19-03","USP","SPF","160148","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Swartzia","myrtifolia","Swartzia myrtifolia elegans","(Schott) R.S.Cowan","França, GS","França, F","357","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio","Fazenda Areias.","-42.755833","-19.858889","-42.755833","-19.858889",NA,NA,"SPF00160148",NA,"elegans",NA,NA,NA,NA,NA,"442","442",NA,NA,NA,NA
"467","2019-11-13 11:17:36-03","USP","SPF","160228","PreservedSpecimen","Plantae",NA,NA,"Cannabaceae","Trema","micrantha","Trema micrantha","(L.) Blume","França, GS","França, GS","363","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.663333","-19.820833","-42.663333","-19.820833",NA,"Arbusto de 4m de alt., frutos verdes.Floresta estacional semidecidual.","SPF00160228",NA,NA,NA,NA,NA,NA,NA,"276","276",NA,NA,NA,NA
"468","2019-11-13 11:23:05-03","USP","SPF","118387","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Rhynchosia","phaseoloides","Rhynchosia phaseoloides","(Sw.) DC.","Queiroz, LP","Campos, WG","24","1986","02","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"SPF00118387",NA,NA,"1997","31394","auto","03",NA,NA,NA,NA,NA,NA,NA
"469","2019-11-13 11:33:01-03","USP","SPF","106402","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","erosa","Cissus erosa","Rich.","Lombardi, JA","Campos, WG","3","1986","02","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"SPF00106402",NA,NA,"1995","31394","auto","05",NA,NA,NA,NA,NA,NA,NA
"470","2019-11-13 11:22:16-03","USP","SPF","118383","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Dialium","guianense","Dialium guianense","(Aubl.) Sandwith","Hervencio, P","Tameirão Neto, E","848","1992","07","26",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"SPF00118383",NA,NA,"1997","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"471","2019-10-07 09:15:58-03","UEFS","HUEFS","75195","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Aegiphila","sellowiana","Aegiphila sellowiana","Cham.",NA,"França, G.S.","324","2003","05","07",NA,"Brasil","Minas Gerais","Dionísio","Pico do Jacroá.","-42.671944","-19.743889","42W40'19''","19S44'38''",NA,NA,"HUEFS0075195","HUEFS0075195",NA,NA,NA,NA,NA,NA,"702","702",NA,NA,"Asteranae",NA
"472","2019-10-07 09:37:04-03","UEFS","HUEFS","84577","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","semidentatus","Allophylus semidentatus","(Miq.) Radlk.",NA,"França, G.S.","473","2004","01","07",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça), Pq. Estadual do Rio Doce.","-42.539444","-19.806111","42W32'22''","19S48'22''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084577","HUEFS0084577",NA,NA,NA,NA,NA,NA,"247","247",NA,NA,"Rosanae",NA
"473","2019-10-07 09:37:04-03","UEFS","HUEFS","84578","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"França, G.S.","465","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça), Pq. Estadual do Rio Doce.","-42.539444","-19.806111","42W32'22''","19S48'22''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084578","HUEFS0084578",NA,NA,NA,NA,NA,NA,"247","247",NA,NA,"Rosanae",NA
"474","2019-10-07 09:15:23-03","UEFS","HUEFS","131565","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae","Anemopaegma",NA,"Anemopaegma",NA,NA,"Silva-Castro, M.M.","1376","2007","08","30",NA,"Brasil","Minas Gerais","Dionísio","Estrada para Marliéria.","-42.646944","-19.813889","42W38'49''","19S48'50''",NA,NA,"HUEFS0131565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"475","2019-10-07 09:15:17-03","UEFS","HUEFS","124371","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae",NA,NA,NA,NA,NA,"Silva-Castro, M.M.","1376","2007","08","28",NA,"Brasil","Minas Gerais","Dionísio","Estrada para Marliéria.","-42.646944","-19.813889","42W38'49''","19S48'50''",NA,"Cerrado.","HUEFS0124371","HUEFS0124371",NA,NA,NA,NA,NA,NA,"893","893",NA,NA,"Asteranae",NA
"476","2019-10-07 09:36:22-03","UEFS","HUEFS","79278","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Brosimum",NA,"Brosimum",NA,NA,"França, G.S.","381","2003","08","14",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079278","HUEFS0079278",NA,"2004",NA,NA,"10",NA,"546","546",NA,NA,"Rosanae",NA
"477","2019-10-07 09:36:22-03","UEFS","HUEFS","79349","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"França, G.S.","370","2003","08","11",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.633333","-19.683333","42W38'","19S41'",NA,NA,"HUEFS0079349","HUEFS0079349",NA,NA,NA,NA,NA,NA,"270","270",NA,NA,"Rosanae",NA
"478","2019-10-07 09:12:18-03","UEFS","HUEFS","79348","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","fusca","Cordia fusca","M.Stapf","M.N.S.Stapf","França, G.S.","376","2003","08","13",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079348","HUEFS0079348",NA,"2007",NA,NA,"10",NA,"546","546",NA,NA,"Asteranae",NA
"479","2020-03-19 10:54:57-03","UEFS","HUEFS","100261","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemão ex Benth.",NA,"Santos, A.A.","862","2000","11","26",NA,"Brasil","Minas Gerais","Dionísio","Fazenda João Araújo.","-42.709444","-19.803889","42W42'34''","19S48'14''",NA,"Antropizado; original mata atlântica.","HUEFS0100261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"480","2019-10-07 09:30:21-03","UEFS","HUEFS","84617","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","subrotundum","Erythroxylum subrotundum","A.St.-Hil.","J.L.Costa-Lima","França, G.S.","464","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Águas Claras, Pq. Estadual do Rio Doce","-42.5525","-19.797778","42W33'9''","19S47'52''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084617","HUEFS0084617",NA,"2012",NA,NA,"09",NA,"235","235",NA,NA,"Rosanae",NA
"481","2019-10-07 09:36:28-03","UEFS","HUEFS","75285","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","glabra","Ficus glabra","Vell.","R.M.de Castro","França, G.S.","323","2003","05","07",NA,"Brasil","Minas Gerais","Dionísio","Pico do Jacroá.","-42.671944","-19.743889","42W40'19''","19S44'38''",NA,NA,"HUEFS0075285","HUEFS0075285",NA,"2004",NA,NA,"03",NA,"720","720",NA,NA,"Rosanae",NA
"482","2019-10-07 09:36:29-03","UEFS","HUEFS","84620","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Ficus","obtusiuscula","Ficus obtusiuscula","(Miq.) Miq.","R.M.de Castro","França, G.S.","466","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa das águas claras, Pq. Estadual do Rio Doce","-42.5525","-19.797778","42W33'9''","19S47'52''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084620","HUEFS0084620",NA,"2005",NA,NA,"05",NA,"235","235",NA,NA,"Rosanae",NA
"483","2019-10-07 09:23:16-03","UEFS","HUEFS","79285","PreservedSpecimen","Plantae","Angiospermae","Magnoliales","Annonaceae","Guatteria","odontopetala","Guatteria odontopetala","Mart.",NA,"França, G.S.","405","2003","09","03",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079285","HUEFS0079285",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Magnolianae",NA
"484","2019-10-07 09:32:02-03","UEFS","HUEFS","79345","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","W.R.Anderson & C.C.Davis",NA,"França, G.S.","401","2003","09","02",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079345","HUEFS0079345",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Rosanae",NA
"485","2019-10-07 09:15:43-03","UEFS","HUEFS","79293","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae","Mansoa",NA,"Mansoa",NA,"M.M.Silva-Castro","França, G.S.","373","2003","08","13",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079293","HUEFS0079293",NA,"2010",NA,NA,NA,NA,"546","546",NA,NA,"Asteranae",NA
"486","2019-10-07 09:13:37-03","UEFS","HUEFS","79351","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","decussata","Minaria decussata","(Mart.) T.U.P.Konno & Rapini","A.Rapini","Mota, R.C.","1806","2002","12","28",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião","-43.5775","-19.099444","43W34'39''","19S5'58''",NA,NA,"HUEFS0079351","HUEFS0079351",NA,"2006",NA,NA,"07",NA,NA,NA,NA,NA,"Asteranae",NA
"487","2019-10-07 09:23:10-03","UEFS","HUEFS","84619","PreservedSpecimen","Plantae","Angiospermae","Laurales","Monimiaceae","Mollinedia","schottiana","Mollinedia schottiana","(Spreng.) Perkins",NA,"França, G.S.","482","2004","01","08",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça), Pq. Estadual do Rio Doce","-42.539444","-19.806111","42W32'22''","19S48'22''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084619","HUEFS0084619",NA,NA,NA,NA,NA,NA,"247","247",NA,NA,"Magnolianae",NA
"488","2019-10-07 09:14:38-03","UEFS","HUEFS","119496","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Molopanthera","paniculata","Molopanthera paniculata var. burchellii","(Hook.f.) K.Schum.",NA,"França, G.S.","595","2004","07","06",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,"Floresta estacional semidecidual submontana.","HUEFS0119496","HUEFS0119496","var. burchellii",NA,NA,NA,NA,NA,"546","546",NA,NA,"Asteranae",NA
"489","2019-10-07 09:35:35-03","UEFS","HUEFS","79350","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","fallax","Myrcia fallax","(Rich.) DC.",NA,"França, G.S.","400","2003","09","09",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.084167","42W33'7''","19S5'3''",NA,NA,"HUEFS0079350","HUEFS0079350",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Rosanae",NA
"490","2019-10-07 09:35:44-03","UEFS","HUEFS","79346","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Lucresia, Melo, Neves & Stadnik","França, G.S.","404","2003","09","03",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079346","HUEFS0079346",NA,"2019",NA,NA,"07",NA,"546","546",NA,NA,"Rosanae",NA
"491","2019-10-07 09:23:03-03","UEFS","HUEFS","79279","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","nitida","Ocotea nitida","(Meisn.) Rohwer",NA,"França, G.S.","380","2003","08","14",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079279","HUEFS0079279",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Magnolianae",NA
"492","2019-10-07 09:23:03-03","UEFS","HUEFS","79280","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","nitida","Ocotea nitida","(Meisn.) Rohwer",NA,"França, G.S.","374","2003","08","13",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079280","HUEFS0079280",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Magnolianae",NA
"493","2019-10-07 09:23:03-03","UEFS","HUEFS","79281","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","nitida","Ocotea nitida","(Meisn.) Rohwer",NA,"França, G.S.","407","2003","09","03",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079281","HUEFS0079281",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Magnolianae",NA
"494","2019-10-07 09:32:17-03","UEFS","HUEFS","79347","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Ochnaceae","Ouratea","hexasperma","Ouratea hexasperma","(A.St.-Hil.) Baill.",NA,"França, G.S.","382","2003","08","14",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079347","HUEFS0079347",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Rosanae",NA
"495","2019-10-07 09:32:35-03","UEFS","HUEFS","84640","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Peraceae","Pera","heteranthera","Pera heteranthera","(Schrank) I.M.Johnst.","N.C.Bigio","França, G.S.","507","2004","01","08",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.5525","-19.797778","42W33'9''","19S47'52''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084640","HUEFS0084640",NA,"2011",NA,NA,"08",NA,"235","235",NA,NA,"Rosanae",NA
"496","2019-10-07 09:11:55-03","UEFS","HUEFS","79385","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Piptocarpha","macropoda","Piptocarpha macropoda","(DC.) Baker",NA,"França, G.S.","415","2003","09","03",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079385","HUEFS0079385",NA,NA,NA,NA,NA,NA,"546","546",NA,NA,"Asteranae",NA
"497","2020-03-19 10:55:44-03","UEFS","HUEFS","100260","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Platypodium","elegans","Platypodium elegans","Vogel","L.P.de Queiroz","Santos, A.A.","863","2000","11","26",NA,"Brasil","Minas Gerais","Dionísio","Fazenda João Araújo.","-42.709444","-19.803889","42W42'34''","19S48'14''",NA,"Antropizado; original mata atlântica.","HUEFS0100260",NA,NA,"2009",NA,NA,"01",NA,NA,NA,NA,NA,"Rosanae",NA
"498","2019-10-07 09:14:42-03","UEFS","HUEFS","84623","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","(Rudge) Schult.",NA,"França, G.S.","468","2004","01","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Águas Claras, Pq. Estadual do Rio Doce.","-42.5525","-19.797778","42W33'9''","19S47'52''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084623","HUEFS0084623",NA,NA,NA,NA,NA,NA,"235","235",NA,NA,"Asteranae",NA
"499","2019-10-07 09:14:48-03","UEFS","HUEFS","119492","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Psychotria","racemosa","Psychotria racemosa","(Aubl.) Raeusch.",NA,"França, G.S.","580","2004","09","06",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.543056","-19.805","42W32'35''","19S48'18''",NA,"Floresta estacional semidecidual submontana.","HUEFS0119492","HUEFS0119492",NA,NA,NA,NA,NA,NA,"235","235",NA,NA,"Asteranae",NA
"500","2019-10-07 09:36:05-03","UEFS","HUEFS","79292","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","megalocarpa","Qualea megalocarpa","Stafleu","D.J.P.Gonçalves & G.H.Shimizu","França, G.S.","406","2003","06","03",NA,"Brasil","Minas Gerais","Dionísio","Morro do Gavião.","-42.551944","-19.834167","42W33'7''","19S50'3''",NA,NA,"HUEFS0079292","HUEFS0079292",NA,"2014",NA,NA,"07",NA,"546","546",NA,NA,"Rosanae",NA
"501","2019-10-07 09:33:01-03","UEFS","HUEFS","84582","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Rinorea","guianensis","Rinorea guianensis","Aubl.",NA,"França, G.S.","476","2004","01","07",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça), Pq. Estadual do Rio Doce.","-42.539444","-19.806111","42W32'22''","19S48'22''",NA,"Floresta estacional semidecidual submontana.","HUEFS0084582","HUEFS0084582",NA,NA,NA,NA,NA,NA,"247","247",NA,NA,"Rosanae",NA
"502","2019-10-07 09:12:51-03","UEFS","HUEFS","84579","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae",NA,NA,NA,NA,"M.H.Terra-Araújo","França, G.S.","479","2004","01","07",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Jacaré.","-42.646944","-19.814722","42W38'49''","19S48'53''",NA,NA,"HUEFS0084579","HUEFS0084579",NA,"2011",NA,NA,"07",NA,"285","285",NA,NA,"Asteranae",NA
"503","2019-10-07 09:36:15-03","UEFS","HUEFS","84616","PreservedSpecimen","Plantae","Angiospermae","Oxalidales","Elaeocarpaceae","Sloanea","guianensis","Sloanea guianensis","(Aubl.) Benth.","D.Sampaio","França, G.S.","463","2004","01","03",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos Patos (Mumbaça) Pq. Estadual do Rio Doce","-42.539444","-19.806111","42W32'22''","19S48'22''",NA,NA,"HUEFS0084616","HUEFS0084616",NA,"2009",NA,NA,NA,NA,"247","247",NA,NA,"Rosanae",NA
"504","2019-10-07 09:20:28-03","UEFS","HUEFS","84580","PreservedSpecimen","Plantae","Angiospermae","Liliales","Smilacaceae","Smilax","quinquenervia","Smilax quinquenervia","Vell.",NA,"França, G.S.","478","2004","01","08",NA,"Brasil","Minas Gerais","Dionísio","Lagoa dos patos (Mumbaça), Pq. Estadual do Rio Doce.","-42.539444","-19.806111","42W32'22''","19S48'22''",NA,NA,"HUEFS0084580","HUEFS0084580",NA,NA,NA,NA,NA,NA,"247","247",NA,NA,"Lilianae",NA
