"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class","relatedCatalogItem"
"1","2019-12-16 17:53:46-03","NYBG","NYBG","00504864","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Persea","major","Persea major","(Nees) L.E.Kopp","R. Callejas Posada","E. P. Heringer","15983","1976","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00504864","NY00504864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-12-16 18:31:43-03","NYBG","NYBG","00908456","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Pimenta","pseudocaryophyllus","Pimenta pseudocaryophyllus fulvescens","(DC.) Landrum","L. R. Landrum","E. P. Heringer","15978","1976","11","29","South America","Brazil","Minas Gerais","Dionísio",NA,"-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00908456","NY00908456","fulvescens","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-12-16 18:35:44-03","NYBG","NYBG","00957166","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","anisum","Piper anisum","(Spreng.) Angely","R. Callejas Posada","E. P. Heringer","16010","1976","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1087030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00957166","NY00957166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2019-12-16 18:36:02-03","NYBG","NYBG","00556094","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","corcovadensis","Piper corcovadensis","(Miq.) C.DC.","R. Callejas Posada","E. P. Heringer","16045","1976","11","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=738196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00556094","NY00556094",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-12-16 18:36:02-03","NYBG","NYBG","00957316","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","corcovadensis","Piper corcovadensis","(Miq.) C.DC.","R. Callejas Posada","E. P. Heringer","16034","1974","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00957316","NY00957316",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2019-12-16 18:36:34-03","NYBG","NYBG","00957480","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","klotzschianum","Piper klotzschianum","(Kunth) C.DC.","R. Callejas Posada","E. P. Heringer","16041",NA,NA,NA,"South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00957480","NY00957480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-12-16 18:36:34-03","NYBG","NYBG","00957481","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","klotzschianum","Piper klotzschianum","(Kunth) C.DC.","R. Callejas Posada","E. P. Heringer","16025","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00957481","NY00957481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2019-12-16 17:27:46-03","NYBG","NYBG","00934954","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pseudopiptadenia","contorta","Pseudopiptadenia contorta","(DC.) G.P.Lewis & M.P.Lima",NA,"E. P. Heringer","16019","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00934954","NY00934954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2019-12-16 17:45:13-03","NYBG","NYBG","930522","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Ruellia","acutangula","Ruellia acutangula","Nees",NA,"E. P. Heringer","16011","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00930522","NY00930522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2019-12-16 17:35:44-03","NYBG","NYBG","971295","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Secondatia","floribunda","Secondatia floribunda","A.DC.",NA,"E. P. Heringer","16042","1976","09","23","South America","Brazil","Minas Gerais","Dionísio",NA,"-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1070042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00971295","NY00971295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2019-12-16 17:29:26-03","NYBG","NYBG","515529","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","multijuga","Senna multijuga verrucosa","(Vogel) H.S.Irwin & Barneby","R. C. Barneby","E. K. Hayes","s.n.","1986","02","10","South America","Brazil","Minas Gerais","Dionísio","CEMAS. Cia Agrícola e Florestal Santa Barbara","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00515529","NY00515529","verrucosa","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-16 17:29:27-03","NYBG","NYBG","00980763","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","occidentalis","Senna occidentalis","(L.) Link","J. Trindade","W. Campos","s.n.","1986","02","06","South America","Brazil","Minas Gerais","Dionísio","CEMAS, Dionísio","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00980763","NY00980763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-16 17:50:20-03","NYBG","NYBG","1549840","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Aloysia","virgata","Aloysia virgata urticoides","(Cham.) Siedo","S. J. Siedo","G. M. Magalhaes","4256","1950","10","15","South America","Brazil","Minas Gerais","Dionísio","Estrada de rodagem - Dionisio a Goiabal. Bacia do Rio Doce.","-42.7766990661621","-19.8428001403809",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1799774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01549840","NY01549840","urticoides","2010","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-16 17:44:23-03","NYBG","NYBG","2699265","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae",NA,NA,NA,NA,NA,"E. P. Heringer","16040","1976","11","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02699265","NY02699265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-16 18:12:32-03","NYBG","NYBG","00972095","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae",NA,NA,NA,NA,NA,"E. P. Heringer","16012","1976","10","29","South America","Brazil","Minas Gerais","Dionísio","Parque Essadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00972095","NY00972095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-16 16:21:29-03","NYBG","NYBG","1280174","PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. P. Heringer","16022","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1597593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01280174","NY01280174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-16 18:37:07-03","NYBG","NYBG","873153","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Acanthostachys","strobilacea","Acanthostachys strobilacea","(Schult.f.) Klotzsch","M. H. Nee","E. P. Heringer","16051","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952888 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00873153","NY00873153",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-16 16:45:38-03","NYBG","NYBG","910682","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Amaryllidaceae","Amaryllis",NA,"Amaryllis",NA,NA,"E. P. Heringer","16001","1976","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce; proximidades de Belo Horizonte.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00910682","NY00910682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-16 17:51:54-03","NYBG","NYBG","00894306","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aniba","canelilla","Aniba canelilla",NA,"H. H. van der Werff","E. P. Heringer","16021","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00894306","NY00894306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-16 18:55:09-03","NYBG","NYBG","00841388","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cabralea","canjerana","Cabralea canjerana canjerana","(Vell.) Mart.","T. D. Pennington","E. P. Heringer","15995","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00841388","NY00841388","canjerana","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-16 17:06:22-03","NYBG","NYBG","1015828","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","estrellensis","Cariniana estrellensis","(Raddi) Kuntze","E. P. Heringer","E. P. Heringer","16020","1976","11","23","South America","Brazil","Minas Gerais","Dionísio","Parque do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1113906 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01015828","NY01015828",NA,"1976",NA,NA,"11","23",NA,NA,NA,NA,NA,NA
"22","2019-12-16 17:06:22-03","NYBG","NYBG","00682038","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","estrellensis","Cariniana estrellensis","(Raddi) Kuntze",NA,"E. P. Heringer","16020","1976","11","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.75","-19.82","-42.75","-19.82","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00682038","NY00682038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-16 18:02:05-03","NYBG","NYBG","1280146","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caryodendron",NA,"Caryodendron",NA,"K. J. Wurdack","E. P. Heringer","16038","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8428","-42.7767","-19.8428","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1597048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01280146","NY01280146",NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-16 18:10:51-03","NYBG","NYBG","00897016","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","arborea","Casearia arborea","(Rich.) Urb.","D. C. Daly","E. P. Heringer","16024","1976","03","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897016","NY00897016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-16 18:10:51-03","NYBG","NYBG","00897040","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","commersoniana","Casearia commersoniana","Cambess.","H. O. Sleumer","E. P. Heringer","15972","1976","11","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897040","NY00897040",NA,"1968",NA,NA,"08","06",NA,NA,NA,NA,NA,NA
"26","2019-12-16 18:11:07-03","NYBG","NYBG","00897103","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","javitensis","Casearia javitensis","Kunth","J. A. Kallunki","E. P. Heringer","16023","1976","03","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00897103","NY00897103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-16 18:55:24-03","NYBG","NYBG","00841428","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.","T. D. Pennington","E. P. Heringer","16017","1975","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=926243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00841428","NY00841428",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-16 17:19:37-03","NYBG","NYBG","00983874","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","nigra","Dalbergia nigra","(Vell.) Allemão ex Benth.","A. M. V. de Carvalho","E. P. Heringer","16031","1976","09","23","South America","Brazil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117872 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00983874","NY00983874",NA,"1986","31394","auto","04",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-16 18:48:56-03","NYBG","NYBG","02172152","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,"E. P. Heringer","16615","1979","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Essadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02172152","NY02172152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-16 18:48:56-03","NYBG","NYBG","565925","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. A. Kallunki","E. P. Heringer","16054","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00565925","NY00565925",NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-16 18:28:54-03","NYBG","NYBG","00907422","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia",NA,"Eugenia","L.","L. R. Landrum","E. P. Heringer","16055","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985767 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00907422","NY00907422",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-16 18:55:26-03","NYBG","NYBG","01023493","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Guarea","guidonia","Guarea guidonia","(L.) Sleumer",NA,"L. V. Costa","s.n.","1994","10",NA,"South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1194042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01023493","NY01023493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-16 19:08:44-03","NYBG","NYBG","910067","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","L. Andersson","E. P. Heringer","16053","1976","11","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00910067","NY00910067",NA,"1985",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-16 17:50:36-03","NYBG","NYBG","00955774","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Verbenaceae","Lantana","fucata","Lantana fucata","Lindl.","H. N. Moldenke","E. P. Heringer","16002","1976","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1040902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00955774","NY00955774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-16 18:22:18-03","NYBG","NYBG","00916835","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","albicans","Miconia albicans","(Sw.) Triana","J. J. Wurdack","E. P. Heringer","15998","1976","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00916835","NY00916835",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-16 18:23:48-03","NYBG","NYBG","00748937","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","Benth.","J. J. Wurdack","E. P. Heringer","15997","1976","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886018 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00748937","NY00748937",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-16 18:30:54-03","NYBG","NYBG","00907843","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","L. R. Landrum","E. P. Heringer","15980","1976","09","23","South America","Brazil","Minas Gerais","Dionísio","Parque Municipal do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00907843","NY00907843",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-16 17:52:41-03","NYBG","NYBG","00538110","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","dubia","Nectandra dubia","Hassl.",NA,"E. P. Heringer","16013","1976","11","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00538110","NY00538110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-16 17:52:41-03","NYBG","NYBG","00469026","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees","H. H. van der Werff","E. P. Heringer","15975","1975","09","29","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00469026","NY00469026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-16 18:34:00-03","NYBG","NYBG","00997570","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","hirsutissima","Oxalis hirsutissima","Mart. & Zucc.","A. Lourteig","E. P. Heringer","16071","1976","10","23","South America","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce.","-42.7767","-19.8431","-42.7767","-19.8431","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00997570","NY00997570",NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-04 10:47:14-03","UFRJ","RFA","22695","Preservedecimen","Plantae",NA,NA,"Malvaceae","Pavonia","malacophylla","Pavonia malacophylla","(Link & Otto) Garcke","A. Krapovickas","E.P. Heringer","16043","1976","09","23",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Planta herbácea de lugares de cultura","RFA45119",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-04 10:46:07-03","UFRJ","RFA","23423","Preservedecimen","Plantae",NA,NA,"Fabaceae","Inga",NA,"Inga",NA,NA,"E.P. Heringer","15991","1976","09","29",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce, na beira do lago","-42.7766990661621","-19.8428001403809",NA,NA,NA,"Árvore; flores marrons, frutos comestíveis, procurados por animais silvestres","RFA43489",NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-09-13 13:19:51-03","EBDA","BAH","3779","S","Plantae",NA,NA,"Rubiaceae","Psychotria","ipecacuanha","Psychotria ipecacuanha","(Brot.) Stokes",NA,"E. P. Heringer","16009","1980","09","29",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7767","-19.8428",NA,NA,NA,"Planta herbácea do subosque de mata virgem",NA,NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-07-03 10:54:12-03","EBDA","BAH","3747","S","Plantae",NA,NA,"Fabaceae","Dalbergia",NA,"Dalbergia",NA,NA,"E. P. Heringer","16032","1976","11","23",NA,"Brasil","Minas Gerais","Dionísio","Mun. de Dionísio - MG. Parque Estadual do Rio Doce.","-42.7767","-19.8428",NA,NA,NA,"Árvore de 10m de altura; na mata virgem em regeneração.",NA,NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-22 15:08:41-03","ESALQ","ESA","101675","S","Plantae","Magnoliophyta",NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,"Colletta, G.D.","França, G.S.","582","2004","09","06",NA,"Brasil","Minas Gerais","Dionisio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA101675","ESA101675",NA,"2009","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-07-11 08:55:25-03","ESALQ","ESA","101712","S","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","cordiifolia","Myrcia cordiifolia",NA,"Amorim, B.S.","França, G.S.","601","2004","07","06",NA,"Brasil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"ESA101712",NA,NA,"2014","31394","auto","02",NA,NA,NA,NA,NA,NA,NA
