"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","individualCount","relatedCatalogItem","sex"
"144","2020-02-10 17:52:39-03","UNICAMP","UEC","7972","S","Plantae","Magnoliopsida",NA,"Fabaceae","Desmodium","incanum","Desmodium incanum","A.DC.","Semir, J; Shepherd, GJ; Andrade, JB; Leite, W","5839","1977","09","07",NA,"Brazil","Espírito Santo","Colatina","Rod. BR 101, Vitória / Colatina, km 215.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"fruto, Erva prostrada.",NA,NA,"Azevedo, AMG","1979",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
"145","2019-08-20 10:29:02-03","UNICAMP","UEC","11892","S","Plantae","Pteridophyta",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5855","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas ca. 21 km NE de Colatina","-40.6305999755859","-19.539400100708",NA,NA,"50","50",NA,"Ereta, folhas enroladas quando secas.; Beira de estrada e em pedras.","UEC067233","UEC067233","Souza, LT","1980",NA,"57036","auto",NA,"10","31",NA,NA,NA,NA
"146","2019-08-20 10:29:02-03","UNICAMP","UEC","11894","S","Plantae","Pteridophyta",NA,"Selaginellaceae","Selaginella","sellowii","Selaginella sellowii","Hieron.","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5854","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas ca. 21 km NE de Colatina","-40.6305999755859","-19.539400100708",NA,NA,"50","50",NA,"Beira da estrada e em pedras. &nf;Prostrada (cushion) em pedras.","UEC067181","UEC067181",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-08-20 10:28:58-03","UNICAMP","UEC","17881","S","Plantae","Pteridophyta",NA,"Schizaeaceae","Anemia",NA,"Anemia",NA,"Shepherd, GJ; Semir, J; Leite, V; Andrade, JB","5856","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas ca. 21 Km noroeste de Colatina.","-40.6305999755859","-19.539400100708",NA,NA,"50","50",NA,"Até 40cm.; Beira da estrada e em pedras.","UEC052676","UEC052676",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"148","2019-08-20 10:28:57-03","UNICAMP","UEC","17933","S","Plantae","Pteridophyta",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5857","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas, Ca. 21 km Noroeste de Colatina.","-40.6305999755859","-19.539400100708",NA,NA,"50","50",NA,"Beira da estrada e em pedras.","UEC076790","UEC076790","Prado, J","2009",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"149","2019-08-20 10:12:07-03","UNICAMP","UEC","7487","S","Plantae","Magnoliopsida",NA,"Fabaceae","Andira","legalis","Andira legalis","(Vell.) Toledo","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5878","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas, ca. 40 km Noroeste de Co","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"flor, Árvore de 6m, flores lilás escuro com mancha cor de chumbo na base do estandarte. Em pasto e brejo.","UEC150895","UEC150895","Flores, AS",NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"150","2020-02-10 17:49:11-03","UNICAMP","UEC","17558","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia",NA,"Vellozia",NA,"Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5866","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas ca. 60 km noroeste de Col","-40.6305999755859","-19.539400100708",NA,NA,"100","100",NA,"flor","UEC000634","UEC000634",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"151","2019-08-20 10:12:03-03","UNICAMP","UEC","7367","S","Plantae","Magnoliopsida",NA,"Fabaceae","Anadenanthera","peregrina","Anadenanthera peregrina","(L.) Speg.","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5868","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas, Ca. .60 Km. noroeste de Colatina. Em encosta de rochas graníticas.","-40.6305999755859","-19.539400100708",NA,NA,"100","100",NA,"Árvore pequena de 4 m.; frutos só - frutos torcidos.","UEC054775","UEC054775","Ribeiro, PG","2016",NA,"57036","auto",NA,"09",NA,NA,NA,NA,NA
"152","2019-08-20 10:27:39-03","UNICAMP","UEC","15427","S","Plantae","Magnoliopsida",NA,"Verbenaceae","Lantana","camara","Lantana camara","L.","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5859","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale de Pancas, ca. 80 Km noroestede Colatina. Beira da estrada.","-40.6305999755859","-19.539400100708",NA,NA,"400","400",NA,"Subarbusto de 1,5m. Flores laranja-avermelhadas.",NA,NA,"Silva, TRS","1999",NA,"57036","auto",NA,"10",NA,NA,NA,NA,NA
"153","2019-08-20 10:08:22-03","UNICAMP","UEC","949","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","petropolitanum","Pseudobombax petropolitanum","A.Robyns","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5867","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale do Pancas, Ca. de 60 km noroeste de Colatina.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto de 2m; estames brancos.; Em encosta de rochas graníticas.","UEC136090","UEC136090","Carvalho-Sobrinho, JG","2015",NA,"57036","auto",NA,"12",NA,NA,NA,NA,NA
"154","2019-08-20 10:12:32-03","UNICAMP","UEC","7589","S","Plantae","Magnoliopsida",NA,"Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","Semir, J; Shepherd, GJ; Leite, W; Andrade, JB","5848","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale do Pancas km 21","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Trepadeira.","UEC153910","UEC153910","Andrade, JB","1978",NA,"57036","auto",NA,"06",NA,NA,NA,NA,NA
"155","2020-02-10 17:53:06-03","UNICAMP","UEC","7357","S","Plantae","Magnoliopsida",NA,"Fabaceae","Schrankia","leptocarpa","Schrankia leptocarpa","A.DC.","Semir, J; Andrade, JB; Leite, W","5852","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale do Pancas KM 21","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Subarbusto prostado",NA,NA,"Andrade, JB","1978",NA,"57036","auto",NA,"07",NA,NA,NA,NA,NA
"156","2019-08-20 10:02:22-03","UNICAMP","UEC","26674","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Pfaffia","paniculata","Pfaffia paniculata","(Mart.) Kuntze","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5873","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale dos Pancas. 60 km a NO de Colatina.","-40.6305999755859","-19.539400100708",NA,NA,"100","100",NA,"flor, Erva prostada. Flores esverdeada.em encosta de rocha granítica.","UEC080250","UEC080250","Siqueira, JC","1977",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"157","2019-08-20 10:04:04-03","UNICAMP","UEC","145","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Tabernaemontana","laeta","Tabernaemontana laeta","Mart.","Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","5865","1977","09","08",NA,"Brazil","Espírito Santo","Colatina","Vale dos Pancas. Ca. 60 km ao No de Cola","-40.6305999755859","-19.539400100708",NA,NA,"100","100",NA,"flor, Arbusto de 3m. Flores brancas. Em encosta de rochas graníticas.","UEC189595","UEC189595",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"158","2020-03-09 19:09:58-03","UFPB","JPB","59228","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cucurbitaceae","Gurania","tricuspidata","Gurania tricuspidata","Cogn.","Kollmann, L","10906","2008","04","18","Southern America","Brasil","Espirito Santo","Colatina","Sapucaia, Alto Moacir, terreno de Lalau","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Liana no sol. Flores laranjas.","JPB0059228",NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"159","2019-11-06 09:55:37-03","UFOP","OUPR","19574","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Parkinsonia","aculeata","Parkinsonia aculeata","L.","Lisboa, M.A.","s.n.","1975","07","23",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,NA,NA,"Zurlo, M.A.","1975",NA,"57036","auto",NA,"07","16",NA,NA,NA,NA
"160","2019-11-06 09:56:57-03","UFOP","OUPR","8047","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","cuneiformis","Turnera cuneiformis","Juss. ex Poir.","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Beira de estrada. Erva. Flores amarelas com centro amarelado. Planta invasora",NA,NA,"Arbo, M.M.","1986",NA,"57036","auto",NA,"01",NA,NA,NA,NA,NA
"161","2019-11-05 16:43:47-03","UFOP","OUPR","2047","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Centratherum","punctatum","Centratherum punctatum","Cass","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Margem do rio Santa Maria. Subarbusto. Flores róseas",NA,NA,"Lisboa, M.A.","1975",NA,"57036","auto",NA,"05",NA,NA,NA,NA,NA
"162","2019-11-05 16:43:47-03","UFOP","OUPR","2044","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Centratherum","punctatum","Centratherum punctatum","Cass","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","1972",NA,"57036","auto",NA,"05","31",NA,NA,NA,NA
"163","2019-11-06 09:55:35-03","UFOP","OUPR","19859","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mucuna",NA,"Mucuna","Adans","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Cultivada. Trepadeira. Flores cor de vinho",NA,NA,"Tozzi, A.M.G.A.; Moura, T.M.","2013",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"164","2019-11-06 09:57:33-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Murraya","paniculata","Murraya paniculata","(L.) Jack","Zurlo, M.A.","s.n.","1977","02",NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto, flores brancas. Cultivada.",NA,NA,"Pirani, J.R.","1986",NA,"57036","auto",NA,"01",NA,NA,NA,NA,NA
"165","2019-11-05 16:42:57-03","UFOP","OUPR","801","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Calotropis","procera","Calotropis procera","(Aiton) Dryand.","Zurlo, M.A.","s.n.","1979","05","11",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto, flores brancas com manchas róseas internamente. Beira da estrada.",NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"166","2019-11-05 16:42:57-03","UFOP","OUPR","802","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Calotropis","procera","Calotropis procera","(Aiton) Dryand.","Zurlo, M.A.","s.n.","1979","05","11",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Arbusto, flores brancas com manchas róseas internamente. Beira da estrada.",NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"167","2019-11-06 09:56:50-03","UFOP","OUPR","9672","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","andersonii","Cyrtopodium andersonii","(Lamb. ex Andrews) R.Br.","Zurlo, M.A.","s.n.","1975","10","13",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Terreno pedregoso. Erva.Flores amarelas",NA,NA,"Batista, J.A.N.","2004",NA,"57036","auto",NA,"01",NA,NA,NA,NA,NA
"168","2019-11-06 09:55:37-03","UFOP","OUPR","9957","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Poincianella","pluviosa","Poincianella pluviosa peltophoroides","(Benth.) L.P.Queiroz","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Cultivada. Árvore. Flores amarelas",NA,NA,"Lewis, G.P.","2013",NA,"57036","auto","peltophoroides",NA,NA,NA,NA,NA,NA
"169","2019-11-06 09:56:55-03","UFOP","OUPR","24592","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","Lisboa, M.A.","s.n.","1972","06","02",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Zona de charnoquito.",NA,NA,"Lisboa, M.A.","1972",NA,"57036","auto",NA,"06","02",NA,NA,NA,NA
"170","2019-11-05 16:32:31-03","UFOP","OUPR","4495","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena",NA,"Gomphrena",NA,"Zurlo, M.A.","s.n.","1980","05","02",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva, flor rosa pálida. Beira de rio.",NA,NA,NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"171","2019-11-05 16:44:46-03","UFOP","OUPR","14329","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Campo. Subarbusto",NA,NA,"s.col.","2011",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"172","2019-11-05 16:46:05-03","UFOP","OUPR","4870","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia",NA,"Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,NA,NA,"Lisboa, M.A.","1975",NA,"57036","auto",NA,"07","16",NA,NA,NA,NA
"173","2019-11-05 16:44:46-03","UFOP","OUPR","14330","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eclipta","prostrata","Eclipta prostrata","(L.) L.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Brejo. Erva. Flores brancas",NA,NA,"s.col.","2011",NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"174","2019-11-06 09:56:55-03","UFOP","OUPR","30163","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","Zurlo, M.A.","s.n.",NA,NA,NA,NA,"Brasil","Espírito Santo","Colatina","Duas Vendinhas, Margem do rio Santa Maria.","-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,"Erva. Flores roseas. Beira do rio.",NA,NA,"Lisboa, M.A.","1972",NA,"57036","auto",NA,"05",NA,NA,NA,NA,NA
"175","2020-03-19 11:40:46-03","UFES","VIES","23419","S","Plantae",NA,NA,"Fabaceae","Anadenanthera","peregrina","Anadenanthera peregrina falcata","(Benth.) Altschul","Vervolet, R. R.; Demuner, V.; Bausen, E.; Cruz, A. T.","3417","2007","09","11",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, propriedade de Lalau.","-40.552222","-19.343611","40º33'8''W","19º20'37''S","550","550",NA,NA,"VIES023419","VIES023419","Silva, L.A.",NA,NA,NA,NA,"falcata",NA,NA,NA,NA,NA,NA
"176","2020-03-19 11:40:51-03","UFES","VIES","41588","S","Plantae",NA,NA,"Fabaceae","Chloroleucon","extortum","Chloroleucon extortum","Barneby & J.W.Grimes","Demuner, V.; Magnago, L.F.S.; Cruz, T.; Bausen, E.","2577","2006","07","12",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir. Propriedade de Lalau.","-40.552778","-19.339167","40º33'10''W","19º20'21''S","550","550",NA,NA,"VIES041588","VIES041588","A.P. Chagas","2015",NA,NA,NA,NA,"08","27",NA,NA,NA,NA
"177","2020-03-19 11:40:31-03","UFES","VIES","38655","S","Plantae",NA,NA,"Cyperaceae","Cyperus","mundii","Cyperus mundii","(Nees) Kunth","Julkoski, D.","487","2014","10","29",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.68","-19.62","40º40'48''W","19º37'12''S",NA,NA,NA,NA,"VIES038655","VIES038655","Moura, R.","2015",NA,NA,NA,NA,"11","06",NA,NA,NA,NA
"178","2020-01-09 19:12:58-03","UFES","VIES","46057","S","Plantae",NA,NA,"Dilleniaceae","Davilla","hirsuticarpa","Davilla hirsuticarpa","Fraga & Aymard","Fraga, C.N.; Santos, P.M.L.A., J. Kulkamp & P.H.A. Figueiredo","3795","2019","07","17",NA,"Brasil","Espírito Santo","Colatina","Morro das antenas próximo ao trevo entre as rodovias ES 080 com ES 245. Inselberg de gnaisse.","-40.623889","-19.279167","40º37'26''W","19º16'45''S","730","730",NA,NA,"VIES046057","VIES046057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-12-06 19:29:49-03","UFES","VIES","25642","S","Plantae",NA,NA,"Malpighiaceae","Lophopterys","floribunda","Lophopterys floribunda","W.R.Anderson & C.C.Davis","Assis, A.M.; Faria, K.F.O.","1719","2008","07","16",NA,"Brasil","Espírito Santo","Colatina","Boa Esperança (Torre 37/1 - LT 230 Kv Mascarenhas x Verona).","-40.656389","-19.287778","40º39'23''W","19º17'16''S","205","205",NA,NA,"VIES025642","VIES025642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-12-06 19:30:01-03","UFES","VIES","39310","S","Plantae",NA,NA,"Myrtaceae","Myrcia","splendens","Myrcia splendens","(Sw.) DC.","Mayer, M.","1231","2014","11","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.86","-19.44","40º51'36''W","19º26'24''S",NA,NA,NA,NA,"VIES039310","VIES039310","Sobral, M.","2016",NA,NA,NA,NA,"10","10",NA,NA,NA,NA
"181","2019-12-06 19:30:01-03","UFES","VIES","27412","S","Plantae",NA,NA,"Myrtaceae","Psidium","brownianum","Psidium brownianum","Mart. ex DC.","Magnago, L.F.S.; Demuner, V.; Cruz, T. & Bausen, E.","793","2006","04","17",NA,"Brasil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, propr. Landislau","-40.550833","-19.348056","40º33'3''W","19º20'53''S","150","150",NA,"Vegetação Rupícola arbustiva.","VIES027412","VIES027412","A.C. Tuler","2013",NA,NA,NA,NA,"12","18",NA,NA,NA,NA
"182","2019-12-06 19:30:22-03","UFES","VIES","5037","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pereira, O.J.","2221","1990","09","09",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.630278","-19.539444","40º37'49''W","19º32'22''S",NA,NA,NA,NA,"VIES005037","VIES005037","Sylvestre, L.","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-06-27 10:26:24-03","UFES","VIES","5036","S","Plantae",NA,NA,"Podostemaceae",NA,NA,NA,NA,"Pereira, O.J.","2222","1990","11","09",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES005036","VIES005036",NA,NA,NA,"57036","auto",NA,NA,NA,NA,NA,NA,NA
"184","2020-03-19 11:41:20-03","UFES","VIES","41751","S","Plantae",NA,NA,"Malpighiaceae","Bunchosia","macilenta","Bunchosia macilenta","Dobson","G.F. Árbocz","1367","1995","04","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES041751","VIES041751","P.H.D. Barros","2019",NA,"57036","auto",NA,"05","27",NA,NA,NA,NA
"185","2020-03-19 11:40:07-03","UFES","VIES","26366","S","Plantae",NA,NA,"Bromeliaceae","Aechmea","ramosa","Aechmea ramosa","Mart. ex Schult. & Schult.f.","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","461","2011","06","07",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES026366","VIES026366","Coser, T.S.","2011",NA,"57036","auto",NA,"06","07",NA,NA,NA,NA
"186","2019-09-27 18:06:20-03","UFES","VIES","38239","S","Plantae",NA,NA,"Salicaceae","Casearia","javitensis","Casearia javitensis","Kunth","Mayer, M.","1270","2014","11","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES038239","VIES038239","Moura, R.","2015",NA,"57036","auto",NA,"10","15",NA,NA,NA,NA
"187","2019-09-27 18:03:40-03","UFES","VIES","38122","S","Plantae",NA,NA,"Araceae","Heteropsis","rigidifolia","Heteropsis rigidifolia","Engl.","Mayer, M.","1249","2014","11","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES038122","VIES038122","Moura, R.","2015",NA,"57036","auto",NA,"11","13",NA,NA,NA,NA
"188","2020-03-19 11:40:10-03","UFES","VIES","26375","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","467","2011","06","07",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES026375","VIES026375","Coser, T.S.","2011",NA,"57036","auto",NA,"06","07",NA,NA,NA,NA
"189","2019-09-27 18:05:22-03","UFES","VIES","38161","S","Plantae",NA,NA,"Melastomataceae","Clidemia","debilis","Clidemia debilis","Crueg.","Mayer, M.","1236","2014","11","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES038161","VIES038161","Moura, R.","2015",NA,"57036","auto",NA,"12","19",NA,NA,NA,NA
"190","2020-03-19 11:40:07-03","UFES","VIES","26386","S","Plantae",NA,NA,"Bromeliaceae","Alcantarea","trepida","Alcantarea trepida","Versieux & Wand.","Coser, T.S.; Sarnaglia Júnior, V.B. & Wangler, M.S.","457","2011","06","04",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES026386","VIES026386","Coser, T.S.","2011",NA,"57036","auto",NA,"06","07",NA,NA,NA,NA
"191","2020-03-19 11:42:10-03","UFES","VIES","38191","S","Plantae",NA,NA,"Poaceae","Digitaria","eriantha","Digitaria eriantha","Steud.","Julkoski, D.","483","2014","11","25",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES038191",NA,"Rodrigues, R.B.","2015",NA,"57036","auto",NA,"09","22",NA,NA,NA,NA
"192","2019-09-27 18:06:17-03","UFES","VIES","38254","S","Plantae",NA,NA,"Rubiaceae","Randia","armata","Randia armata","(Sw.) DC.","Mayer, M.","1253","2014","11","27",NA,"Brasil","Espírito Santo","Colatina",NA,"-40.6305999755859","-19.539400100708",NA,NA,NA,NA,NA,NA,"VIES038254","VIES038254","Rocha, D.","2015",NA,"57036","auto",NA,"11","16",NA,NA,NA,NA
