"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","class","relationshipType","relatedCatalogItem","individualCount"
"44","2019-12-16 17:26:04-03","NYBG","NYBG","00957623","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","setosa","Mimosa setosa paludosa","(Benth.) Barneby","E. T. Neto","2061","1996","06","26","South America","Brazil","Minas Gerais","Nova Ponte","Nova Ponte","-47.6744","-19.1528","-47.6744","-19.1528","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00957623","NY00957623",NA,"R. C. Barneby","1997",NA,NA,NA,NA,NA,NA,"paludosa",NA,NA,NA,NA
"45","2019-12-16 18:08:35-03","NYBG","NYBG","1128100","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea",NA,"Ouratea",NA,"H. S. Irwin","2237","1958","12","07","South America","Brazil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km. E. of Ponte Nova.","-42.9086","-20.4164","-42.9086","-20.4164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275529 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01128100","NY01128100",NA,"K. Yamamoto","1982","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-12-16 17:41:13-03","NYBG","NYBG","950537","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Palicourea","marcgravii","Palicourea marcgravii","A.St.-Hil.","H. S. Irwin","2243","1958","12","07","South America","Brazil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km. E. of Ponte Nova.","-42.9086","-20.4164","-42.9086","-20.4164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1065315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00950537","NY00950537",NA,"J. A. Steyermark","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-12-16 16:45:36-03","NYBG","NYBG","02696946","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Syagrus","campestris","Syagrus campestris",NA,"L. R. Noblick","5661","2014","02","16","South America","Brazil","Minas Gerais","Nova Ponte","Almeida Campos, ca. 1 km W of the village of Almeida Campos, in a disturbed cerrado and along the railway right of way","-47.62431","-19.53339","-47.62431","-19.53339","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02696946","NY02696946",NA,NA,NA,NA,NA,"1036","1036",NA,NA,NA,NA,NA,NA,NA
"48","2019-12-16 18:52:34-03","NYBG","NYBG","1280836","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","Aubl.","L. V. Costa","s.n.","1997","03",NA,"South America","Brazil","Minas Gerais","Ponte Nova",NA,"-42.9086","-20.4164","-42.9086","-20.4164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1623069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01280836","NY01280836",NA,"J. D. Mitchell","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-12-16 18:08:19-03","NYBG","NYBG","813674","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Tetrapterys","mogoriifolia","Tetrapterys mogoriifolia","A.Juss.","H. S. Irwin","2228","1958","12","07","South America","Brazil","Minas Gerais","Ponte Nova","Alto do Canto Galo, Distrito Vau Assu.","-42.9086","-20.4164","-42.9086","-20.4164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00813674","NY00813674",NA,"R. S. Cowan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-12-16 19:16:50-03","NYBG","NYBG","920239","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","quadrangularis","Thelypteris quadrangularis","(Fée) Schelpe","A. Macedo","2399","1950","05","28","South America","Brazil","Minas Gerais","Ponte Nova","Campina Verde","-42.9086","-20.4164","-42.9086","-20.4164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY00920239","NY00920239",NA,"A. R. Smith","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-12-16 18:04:55-03","NYBG","NYBG","02431730","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Tragia","sellowiana","Tragia sellowiana","(Klotzsch) Müll.Arg.","H. S. Irwin","2247","1958","12","07","South America","Brazil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km. E of Ponte Nova.","-42.9085998535156","-20.4164009094238",NA,NA,"sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2975915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY02431730","NY02431730",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"52","2019-12-16 18:05:44-03","NYBG","NYBG","1801428","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","magnoliifolia","Vismia magnoliifolia","Cham. & Schltdl.","H. S. Irwin","2249","1958","12","07","South America","Brazil","Minas Gerais","Ponte Nova","Fazenda Varginha, 12 km. E. of Ponte Nova.","-42.9086","-20.4164","-42.9086","-20.4164","sheet","<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2027564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NY01801428","NY01801428",NA,"N. K. B. Robson","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-05-29 16:14:12-03","MCN-PUC-MINAS","HPUC-MG","BRI414","S","Plantae","Bryophyta",NA,"Calymperaceae","Octoblepharum",NA,"Octoblepharum",NA,"Garzon, H.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.886111","-19.229722","47º53'10 W","19º13'47 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"54","2019-05-14 12:15:04-03","MCN-PUC-MINAS","HPUC-MG","BRI405","S","Plantae","Bryophyta",NA,"Plagiotheciaceae","Plagiothecium",NA,"Plagiothecium",NA,"Garzon, H.",NA,"2012","07","19",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.797222","-19.314722","47º47'50 W","19º18'53 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"55","2019-12-11 15:27:06-03","MCN-PUC-MINAS","HPUC-MG","PTF183","S","Plantae","Pteridophyta",NA,"Selaginellaceae","Selaginella","muscosa","Selaginella muscosa",NA,"C.A. Pontes, A. Salino",NA,"2000","04","15",NA,"Brasil","Minas Gerais","Nova Ponte","Trevo MG 262","-47.678333","-19.146389","47° 40' 42'' W","19° 08' 47'' S",NA,"Terrestre em barranco na margem de estrada",NA,NA,NA,"A. Salino",NA,NA,NA,"932","932",NA,NA,NA,NA,NA,NA,NA
"56","2019-05-14 12:14:59-03","MCN-PUC-MINAS","HPUC-MG","BRI400","S","Plantae","Bryophyta",NA,NA,NA,NA,NA,NA,"Garzon, H.",NA,"2012","07","19",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.796667","-19.315833","47º47'48 W","19º18'57 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"57","2019-05-14 12:14:59-03","MCN-PUC-MINAS","HPUC-MG","BRI398","S","Plantae","Bryophyta",NA,NA,NA,NA,NA,NA,"Marques, L. O.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.885833","-19.229722","47º53'09 W","19º13'47 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"58","2019-05-14 12:14:59-03","MCN-PUC-MINAS","HPUC-MG","BRI402","S","Plantae","Bryophyta",NA,NA,NA,NA,NA,NA,"Garzon, H.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.882778","-19.234444","47º52'58 W","19º14'04 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"59","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF146","S","Plantae","Pteridophyta",NA,"Thelypteridaceae","Amauropelta","opposita","Amauropelta opposita",NA,"C.A. Pontes, A. Salino",NA,"2000","04","15",NA,"Brasil","Minas Gerais","Nova Ponte","Trevo MG 262","-47.678333","-19.146389","47° 40' 42'' W","19° 08' 47'' S",NA,"Terrestre em barranco na margem da estrada",NA,NA,NA,"A. Salino",NA,NA,NA,"932","932",NA,NA,NA,NA,NA,NA,NA
"60","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF060","S","Plantae","Pteridophyta",NA,"Blechnaceae","Blechnum","confluens","Blechnum confluens",NA,"C.A. Pontes & A. Salino",NA,"2000","04","15",NA,"Brasil","Minas Gerais","Ponte Nova","Trevo MG 262","-42.9085998535156","-20.4164009094238",NA,NA,NA,"Terrestre em barranco na margem da estrada",NA,NA,NA,"A. Salino",NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"61","2020-01-28 13:11:42-03","MCN-PUC-MINAS","HPUC-MG","PTF050","S","Plantae","Pteridophyta",NA,"Blechnaceae","Blechnum","occidentale","Blechnum occidentale",NA,"C.A. Pontes & A. Salino",NA,"2000","04","15",NA,"Brasil","Minas Gerais","Nova Ponte","Trevo MG 262","-47.678333","-19.146389","47° 40' 42'' W","19° 08' 47'' S",NA,"Terrestre em barranco na margem da estrada",NA,NA,NA,"A. Salino",NA,NA,NA,"932","932",NA,NA,NA,NA,NA,NA,NA
"62","2019-05-29 16:14:15-03","MCN-PUC-MINAS","HPUC-MG","BRI396","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Brittonodoxa","subpinnata","Brittonodoxa subpinnata",NA,"Garzon, H.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.885833","-19.229722","47º53'09 W","19º13'47 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"63","2019-05-14 12:15:05-03","MCN-PUC-MINAS","HPUC-MG","BRI395","S","Plantae","Bryophyta",NA,"Pteryobryaceae","Calyptothecium","duplicatum","Calyptothecium duplicatum",NA,"Garzon, H.",NA,"2012","07","19",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.797222","-19.314722","47º47'50 W","19º18'53 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"64","2020-01-28 13:11:36-03","MCN-PUC-MINAS","HPUC-MG","BRI416","S","Plantae","Bryophyta",NA,"Hypnaceae","Chryso-Hypnum","diminutivum","Chryso-Hypnum diminutivum",NA,"Garzon, H.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-41.885833","-19.229722","41º53'09 W","19º13'47 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"65","2019-05-29 16:14:15-03","MCN-PUC-MINAS","HPUC-MG","BRI397","S","Plantae","Bryophyta",NA,"Sematophyllaceae","Donnellia",NA,"Donnellia",NA,"Marques, L. O.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.552833","-19.229889","47º33'10.2 W","19º13'47.6 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"66","2019-05-29 16:14:12-03","MCN-PUC-MINAS","HPUC-MG","BRI394","S","Plantae","Bryophyta",NA,"Hypnaceae","Isopterygium",NA,"Isopterygium",NA,"Garzon, H.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.886389","-14.229722","47º53'11 W","14°13'47'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"67","2019-05-29 16:14:14-03","MCN-PUC-MINAS","HPUC-MG","BRI403","S","Plantae","Bryophyta",NA,"Leucobryaceae","Ochrobryum",NA,"Ochrobryum",NA,"Marques, L. O.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.887222","-19.229556","047º53'14.0 W","19º13'46.4 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"68","2020-01-28 13:11:43-03","MCN-PUC-MINAS","HPUC-MG","PTF159","S","Plantae","Pteridophyta",NA,"Pteridaceae","Pityrogramma","calomelanos","Pityrogramma calomelanos",NA,"C.A. Pontes, A. Salino",NA,"2000","04","15",NA,"Brasil","Minas Gerais","Nova Ponte","Trevo MG 262","-47.678333","-19.146389","47° 40' 42'' W","19° 08' 47'' S",NA,NA,NA,NA,NA,"A. Salino",NA,NA,NA,"932","932",NA,NA,NA,NA,NA,NA,NA
"69","2019-05-14 12:15:05-03","MCN-PUC-MINAS","HPUC-MG","BRI413","S","Plantae","Bryophyta",NA,"Rigodiaceae","Rigodium",NA,"Rigodium",NA,"Garzon, H.",NA,"2012","07","19",NA,"Brasil","Minas Gerais","Ponte Nova","Ponte Nova","-47.796944","-19.315556","47º47'49 W","19º18'56 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"932","932",NA,NA,NA,NA,NA,NA,NA
"70","2019-05-14 12:15:05-03","MCN-PUC-MINAS","HPUC-MG","BRI393","S","Plantae","Bryophyta",NA,"Pottiaceae","Weissia",NA,"Weissia",NA,"Garzon, H.",NA,"2012","07","18",NA,"Brasil","Minas Gerais","Nova Ponte","Nova Ponte","-47.886111","-19.229722","47º53'10 W","19º13'47 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA,NA,NA
"71","2020-02-03 10:29:12-03","UNESP-IBB","BOTU","10216","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Rollinia",NA,"Rollinia",NA,"Duarte, A.P.","8583","1964","11","26",NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,"Pequena árvore de formação secundária.","BOTU010216","BOTU010216",NA,NA,NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA,NA,NA
"72","2020-02-03 10:31:09-03","UNESP-IBB","BOTU","19810","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Pedralli, M.","38","1986","02","21",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU019810",NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"73","2020-02-03 10:31:10-03","UNESP-IBB","BOTU","17914","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Mart.","Pedralli, M.",NA,"1987","10","15",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Árvore, flor amarela","BOTU017914",NA,NA,"Amaral Jr., A.","1987",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"74","2020-02-03 10:31:13-03","UNESP-IBB","BOTU","31437","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Mart.","Tameirão Neto, E.","2103","1996","09","25",NA,"Brasil","Minas Gerais","Nova Ponte","EPDA - JACOB/ CEMIG","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU031437",NA,NA,"Amaral Jr., A.","1997","09","09",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"75","2020-02-03 10:31:13-03","UNESP-IBB","BOTU","31445","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Mart.","Tameirão Neto, E.","2319","1997","02","23",NA,"Brasil","Minas Gerais","Nova Ponte","EPDA - JACOB/ CEMIG","-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU031445",NA,NA,"Amaral Jr., A.","1997","09","09",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"76","2020-02-03 10:31:13-03","UNESP-IBB","BOTU","31446","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","daphnites","Erythroxylum daphnites","Mart.","Costa L.V.",NA,"1997","03",NA,NA,"Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"BOTU031446",NA,NA,"Amaral Jr., A.","1997","09","09",NA,NA,"16921","auto",NA,NA,NA,NA,NA
"77","2020-02-03 10:31:14-03","UNESP-IBB","BOTU","17916","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","deciduum","Erythroxylum deciduum","A.St.-Hil.","Pedralli, M.",NA,"1987","10","15",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Árvore","BOTU017916",NA,NA,"Amaral Jr., A.","1987",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"78","2020-02-03 10:31:22-03","UNESP-IBB","BOTU","17917","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","A.St.-Hil.","Stehmann, J.R.",NA,"1987","10","19",NA,"Brasil","Minas Gerais","Nova ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU017917",NA,NA,"Amaral Jr., A.","1987",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"79","2020-02-03 10:31:22-03","UNESP-IBB","BOTU","17915","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","A.St.-Hil.","Stehmann, J.R.",NA,"1987","08","14",NA,"Brasil","Minas Gerais","Nova ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU017915",NA,NA,"Amaral Jr., A.","1987",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"80","2020-02-04 14:16:04-03","UNESP-IBB","BOTU","31420","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","A.St.-Hil.","Tameirão Neto, E.","2076","1996","06","26",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU031420",NA,NA,"Amaral Jr., A.","1997","09","09",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"81","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","31949","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subracemosum","Erythroxylum subracemosum","Turcz.","Tameirão Neto, E.","2079","1996","09","25",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU031949",NA,NA,"Amaral Jr., A.","1997","09","09",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"82","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","31421","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subracemosum","Erythroxylum subracemosum","Turcz.","Teixeira",NA,"1986","02","28",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU031421",NA,NA,"Amaral Jr., A.","1999","01","28",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"83","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","31424","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subracemosum","Erythroxylum subracemosum","Turcz.","Tameirão Neto, E.","2164","1996","11","03",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU031424",NA,NA,"Amaral Jr., A.","1997","09","09",NA,NA,"47316","auto",NA,NA,NA,NA,NA
"84","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","19808","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subracemosum","Erythroxylum subracemosum","Turcz.","Pedralli, M.",NA,"1986","02","21",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU019808",NA,NA,"Amaral Jr., A.","1995",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"85","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","19782","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Mart.","Teixeira, E.M.",NA,"1987","11","22",NA,"Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,NA,"BOTU019782",NA,NA,"Amaral Jr., A.","1995",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"86","2019-09-24 11:04:20-03","EAO","IAN","14212","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rubiaceae","Guettarda","pohliana","Guettarda pohliana","Müll.Arg.","Magalhães, MG","210","1940","06","11","Southern America","Brasil","Minas Gerais","Nova Ponte","Capoeira.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Frutos vermelhos com revestimento aveludado, arbusto com ramos pendulos. Muito frequente.","IAN014212",NA,NA,"Barreto, M",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"87","2019-09-24 11:02:17-03","EAO","IAN","104177","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Onagraceae","Ludwigia","octovalvis","Ludwigia octovalvis","(Jacq.) P.H.Raven","Magalhães, MG","234","1940","06","11","Southern America","Brasil","Minas Gerais","Nova Ponte","Margem arenosa do rio das Velhas, em Nova Ponte.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Subarbusto de 1m de altura, flor amarela.","IAN104177",NA,NA,"Ramamoorthy, TP","1980",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"88","2019-09-24 11:02:20-03","EAO","IAN","104437","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Onagraceae","Ludwigia","sericea","Ludwigia sericea","(Cambess.) H.Hara","Magalhães, MG","220","1940","06","11","Southern America","Brasil","Minas Gerais","Nova Ponte","Margem arenosa do rio das Velhas.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbusto de 1,50m de altura; flor amarela.","IAN104437",NA,NA,"Ramamoorthy, TP","1980",NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"89","2019-09-24 10:58:24-03","EAO","IAN","13855","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Peixotoa","hirta","Peixotoa hirta","Mart. ex A.Juss.","Magalhães, MG","241","1940","06","14","Southern America","Brasil","Minas Gerais","Nova Ponte","Cerrado, Capão das Antas, muito frequente.","-47.6747016906738","-19.1525001525879",NA,NA,NA,"Trepadeira, flores amarelas.","IAN013855",NA,NA,"Barreto, M",NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
