"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","preparationType","individualCount"
"54","2019-08-20 10:06:54-03","UNICAMP","UEC","42669","S","Plantae","Magnoliopsida",NA,NA,"Asteraceae","Verbesina","glabrata","Verbesina glabrata","Hook. & Arn.","Sanches, MC","1992","05","19","Vieira, MF; Carvalho-Okano, RM","405","1986","07","29",NA,"Brazil","Minas Gerais","Canaã","Cascata, a 4 Km da Cachoeira Grande, em beira de estrada de terra.","-42.619701385498","-20.6858005523682","11848","arbusto 6-7m de altura, flores com corola amarela. Alpis meifera visitando muito. (9:50 h).","auto","UEC129759","UEC129759",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:06:25-03","UNICAMP","UEC","42668","S","Plantae","Magnoliopsida",NA,NA,"Asteraceae","Piptocarpha","ramiflora","Piptocarpha ramiflora","(Spreng.) Baker","Volet, DP","2017","03",NA,"Vieira, MF; Carvalho-Okano, RM","412","1986","07","29",NA,"Brazil","Minas Gerais","Canaã","Papagaio, a 2km da Cachoeira Grande, em beira da estrada.","-42.619701385498","-20.6858005523682","11848","Subarbusto escandente, corola amarelo-esverdeada.","auto","UEC142530","UEC142530",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:24:25-03","UNICAMP","UEC","71177","S","Plantae","Magnoliopsida",NA,NA,"Rubiaceae","Diodia","saponariifolia","Diodia saponariifolia","(Cham. & Schltdl.) K.Schum.","Bacigalupo, NM","1998","04",NA,"Carvalho, DA; Vilela, EA","s.n.","1994","01","31",NA,"Brazil","Minas Gerais","Cana Verde","estrada para santana do jacaré","-45.1819000244141","-21.0207996368408","15141","ocasional, tapete extenso; brejo","auto","UEC111757","UEC111757",NA,NA,NA,NA,NA,NA,NA
"57","2019-07-05 14:35:57-03","UFRRJ","RBR","12849","S","Plantae",NA,NA,NA,"Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.",NA,NA,NA,NA,"Valente, G; Azevedo, AA","441","2000","02","20",NA,"Brasil","Minas Gerais","Canaã","Borda do Rio Santana, na Cachoeira Grande","-42.619701385498","-20.6858005523682","11848",NA,"auto","RBR00012849",NA,NA,"718","718",NA,NA,NA,NA
"58","2019-07-17 14:37:28-03","UFRRJ","RBR","7","S","Plantae",NA,NA,NA,"Annonaceae","Annona","coriacea","Annona coriacea","Mart.","Brito, S",NA,NA,NA,"Brito, S","10A","1916","00","00",NA,"Brasil","Minas Gerais","Cana Verde","Cerradinho","-45.1819000244141","-21.0207996368408","15141",NA,"auto","RBR00000007","RBR00000007",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-11 11:19:05-03","UFPR","UPCB","27901","PreservedSpecimen","Plantae",NA,NA,NA,"Passifloraceae","Passiflora","silvestris","Passiflora silvestris","Vell.","Imig, D.C.","2017","05","12","Vieira, M.F.","425","1986","08","09",NA,"Brasil","Minas Gerais","Canaã","Papagaio, a 2km da Cachoeira Grande","-42.619701385498","-20.6858005523682","11848","Trepadeira, sépalas com cristas, pétalas brancas, estaminóides brancos, androginóforo, ovário e estilete verde-claros..","auto","UPCB0022216","UPCB0022216",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-08 15:43:53-03","UNESP-IBILCE","SJRP","02767","S","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Olyra",NA,"Olyra",NA,NA,NA,NA,NA,"L. Clark","708","1990","02","25","América do Sul","Brasil","Minas Gerais","Canaá","sentido Araponga","-42.619701385498","-20.6858005523682","11848","Geografia: In patch of virgin forest above a stream.;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-07-29 16:22:30-03","UNESP-RC","HRCB","31868","S","Plantae",NA,NA,NA,"Amaranthaceae","Pfaffia",NA,"Pfaffia",NA,NA,NA,NA,NA,"Vieira, M.F.","409","1986","07","29",NA,"Brasil","Minas Gerais","Canaã",NA,"-42.619701385498","-20.6858005523682","11848","Trepadeira, flores branco esverdeadas.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-11-24 14:12:23-02","UFLA","ESAL","5490","S","Plantae",NA,NA,NA,"Rubiaceae","Richardia",NA,"Richardia",NA,NA,NA,NA,NA,"Gavilanes, ML","498",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","rastejante; ; arroxeada, azulada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-05-23 11:07:57-03","UFLA","ESAL","3558","S","Plantae",NA,NA,NA,"Asteraceae","Siegesbeckia","orientalis","Siegesbeckia orientalis","L.",NA,NA,NA,NA,"Gavilanes, ML","485",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.50; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-11-24 14:12:33-02","UFLA","ESAL","5561","S","Plantae",NA,NA,NA,"Solanaceae","Solanum","sisymbriifolium","Solanum sisymbriifolium","Lam.",NA,NA,NA,NA,"Gavilanes, ML","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Faz. Corrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; ; branca;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-05-23 11:08:02-03","UFLA","ESAL","3744","S","Plantae",NA,NA,NA,"Asteraceae","Vernonia","remotiflora","Vernonia remotiflora","Rich","L. Fonseca; L.V.Rivera",NA,NA,NA,"Gavilanes, ML","440",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.60; arroxeada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-05-23 11:08:02-03","UFLA","ESAL","5542","S","Plantae",NA,NA,NA,"Asteraceae","Vernonia","salzmannii","Vernonia salzmannii","DC","L. Fonseca; L.V.Rivera",NA,NA,NA,"Gavilanes, ML","494",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.80; arroxeada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-11-24 14:10:59-02","UFLA","ESAL","7108","S","Plantae",NA,NA,NA,"Fabaceae","Stylosanthes","grandifolia","Stylosanthes grandifolia","M.B.Ferreira & Sousa Costa",NA,NA,NA,NA,"Gavilanes, ML","1.738",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","erva; 0,60; amarela;; cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-11-24 14:10:16-02","UFLA","ESAL","7107","S","Plantae",NA,NA,NA,"Bignoniaceae","Zeyheria","digitalis","Zeyheria digitalis","(Vell.) L.B.Sm. & Sandwith",NA,NA,NA,NA,"Gavilanes, ML; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","sub-arbusto; 1.4; amarelada;; cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-11-24 14:11:25-02","UFLA","ESAL","27816","S","Plantae",NA,NA,NA,"Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,"Gavilanes, ML","1737",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","arbusto; ; amarelas;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-11-24 14:10:33-02","UFLA","ESAL","3419","S","Plantae",NA,NA,NA,"Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","S. C. Pereira",NA,NA,NA,"Sérgio B. Gomide","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","erva; ; ;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-11-24 14:10:49-02","UFLA","ESAL","7104","S","Plantae",NA,NA,NA,"Fabaceae","Crotalaria",NA,"Crotalaria","L.",NA,NA,NA,NA,"Gavilanes, ML","1.742",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","sub-arbusto; 1,2; amarelada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-11-24 14:12:21-02","UFLA","ESAL","7106","S","Plantae",NA,NA,NA,"Rubiaceae","Palicourea","rigida","Palicourea rigida","Kunth",NA,NA,NA,NA,"Gavilanes, ML","1.740",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","arbusto; 1,6; amarela, alaranjada;; cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-23 11:07:57-03","UFLA","ESAL","14198","S","Plantae",NA,NA,NA,"Asteraceae","Senecio","icoglossus","Senecio icoglossus","DC.","Mansanares, ME","2016","05","11","Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","erva; 2.50; lilás e amarela;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-11-24 14:12:02-02","UFLA","ESAL","14203","S","Plantae",NA,NA,NA,"Poaceae","Echinochloa","crus-pavonis","Echinochloa crus-pavonis","(Kunth) Schult.",NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","erva; 1.20; Sim;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-11-24 14:12:30-02","UFLA","ESAL","14201","S","Plantae",NA,NA,NA,"Solanaceae","Cestrum","corymbosum","Cestrum corymbosum","Sendtn.",NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","sub-arbusto; 1,50; amarela;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-11-24 14:12:23-02","UFLA","ESAL","14197","S","Plantae",NA,NA,NA,"Rutaceae","Metrodorea","stipularis","Metrodorea stipularis","Mart.",NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","árvore; 8,0; creme;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-11-24 14:10:20-02","UFLA","ESAL","14206","S","Plantae",NA,NA,NA,"Campanulaceae","Lobelia","exaltata","Lobelia exaltata","Pohl",NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","erva; 2.0; roxa;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-11-24 14:12:06-02","UFLA","ESAL","14205","S","Plantae",NA,NA,NA,"Poaceae","Panicum","polygonatum","Panicum polygonatum","Schrad.","A.Guglieri",NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Sant'Ana do Jacaré","-45.1819000244141","-21.0207996368408","15141","erva; 0.20; ;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-11-24 14:10:47-02","UFLA","ESAL","3664","S","Plantae",NA,NA,NA,"Fabaceae","Chamaecrista","nictitans","Chamaecrista nictitans","Moench",NA,NA,NA,NA,"Gavilanes, ML","454",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.5; amarela;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-11-24 14:10:27-02","UFLA","ESAL","4351","S","Plantae",NA,NA,NA,"Convolvulaceae","Ipomoea","purpurea","Ipomoea purpurea","(L.) Roth","R. Simão Bianchini",NA,NA,NA,"Gavilanes, ML","444",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","liana; ; tubo da corola e esbranquiçado;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-11-24 14:11:05-02","UFLA","ESAL","4353","S","Plantae",NA,NA,NA,"Lamiaceae","Peltodon","radicans","Peltodon radicans","Pohl","M. L. Gavilanes",NA,NA,NA,"Gavilanes, ML","442",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","rastejante; ; branca;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-11-24 14:12:38-02","UFLA","ESAL","4316","S","Plantae",NA,NA,NA,"Verbenaceae","Verbena","rigida","Verbena rigida","Spreng.","Elizabeth M.A.F.C.",NA,NA,NA,"Gavilanes, ML","422",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; roxa;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-11-24 14:10:18-02","UFLA","ESAL","5511","S","Plantae",NA,NA,NA,"Brassicaceae","Lepidium","virginicum","Lepidium virginicum","L.",NA,NA,NA,NA,"Gavilanes, ML","487",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.40; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-11-24 14:12:06-02","UFLA","ESAL","3660","S","Plantae",NA,NA,NA,"Poaceae","Oplismenus","hirtellus","Oplismenus hirtellus","(L.) P.Beauv.","T.Filgueiras",NA,NA,NA,"Gavilanes, ML","445",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-11-24 14:12:06-02","UFLA","ESAL","3659","S","Plantae",NA,NA,NA,"Poaceae","Oplismenus","hirtellus","Oplismenus hirtellus","(L.) P.Beauv.","T.S.Filgueiras",NA,NA,NA,"Gavilanes, ML","446",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-11-24 14:11:25-02","UFLA","ESAL","5489","S","Plantae",NA,NA,NA,"Malvaceae","Sida","linifolia","Sida linifolia","Cav.",NA,NA,NA,NA,"Gavilanes, ML","495",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0,7; amarela clara;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-12-06 12:32:38-02","UFLA","ESAL","4318","S","Plantae",NA,NA,NA,"Lamiaceae","Leonurus","japonicus","Leonurus japonicus","Houtt.","Antar, GM",NA,NA,NA,"Gavilanes, ML","434",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-11-24 14:12:09-02","UFLA","ESAL","3525","S","Plantae",NA,NA,NA,"Poaceae","Setaria","scandens","Setaria scandens","Schrad.","T. S. Filgueiras",NA,NA,NA,"Gavilanes, ML","457",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.30; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-11-24 14:12:19-02","UFLA","ESAL","5537","S","Plantae",NA,NA,NA,"Rubiaceae","Diodella",NA,"Diodella",NA,NA,NA,NA,NA,"Gavilanes, ML","486",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; até 0,40; roxa - azulada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-05-23 11:07:51-03","UFLA","ESAL","4315","S","Plantae",NA,NA,NA,"Asteraceae","Jaegeria","hirta","Jaegeria hirta","(Lag.) Less.","Telma de S. R.",NA,NA,NA,"Gavilanes, ML","420",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-11-24 14:12:09-02","UFLA","ESAL","5552","S","Plantae",NA,NA,NA,"Poaceae","Setaria",NA,"Setaria",NA,NA,NA,NA,NA,"Gavilanes, ML","482",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-11-24 14:11:20-02","UFLA","ESAL","6791","S","Plantae",NA,NA,NA,"Malpighiaceae","Heteropterys","umbellata","Heteropterys umbellata","A.Juss.","Alves, LL","2017","05",NA,"Gavilanes, ML","574",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","sub-arbusto; 1,5; amarela;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-05-23 11:07:57-03","UFLA","ESAL","3767","S","Plantae",NA,NA,NA,"Asteraceae","Solidago","microglossa","Solidago microglossa","DC","M. L. Gavilanes",NA,NA,NA,"Gavilanes, ML","476",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.80; amarela;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-12-06 12:32:38-02","UFLA","ESAL","5493","S","Plantae",NA,NA,NA,"Lamiaceae","Mesosphaerum","suaveolens","Mesosphaerum suaveolens","(L.) Kuntze","Antar, GM","2017","06",NA,"Gavilanes, ML","493",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 1,00; arroxeada, muito perfumada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-05-23 11:07:49-03","UFLA","ESAL","5510","S","Plantae",NA,NA,NA,"Asteraceae","Elephantopus","mollis","Elephantopus mollis","Kunth","M. L. Gavilanes",NA,NA,NA,"Gavilanes, ML","496",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-11-24 14:12:23-02","UFLA","ESAL","3818","S","Plantae",NA,NA,NA,"Rubiaceae","Richardia",NA,"Richardia",NA,NA,NA,NA,NA,"Gavilanes, ML","421",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-05-23 11:07:47-03","UFLA","ESAL","5558","S","Plantae",NA,NA,NA,"Asteraceae","Chaptalia","integerrima","Chaptalia integerrima","(Vell.) Burkart","Telma de S. R.",NA,NA,NA,"Gavilanes, ML","488",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.30; arroxeada;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-11-24 14:12:23-02","UFLA","ESAL","5982","S","Plantae",NA,NA,NA,"Rubiaceae","Richardia",NA,"Richardia",NA,NA,NA,NA,NA,"Gavilanes, ML","458",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","rastejante; ; arroxeada - azulada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-11-24 14:10:57-02","UFLA","ESAL","3526","S","Plantae",NA,NA,NA,"Fabaceae","Senna","obtusifolia","Senna obtusifolia","(L.) Irwin & Barneby","J. D. R. Miranda",NA,NA,NA,"Gavilanes, ML","452",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.6; amarela;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-05-23 11:07:57-03","UFLA","ESAL","3765","S","Plantae",NA,NA,NA,"Asteraceae","Tilesia","baccata","Tilesia baccata","(L.) Pruski","Telma de S. R.",NA,NA,NA,"Gavilanes, ML","474",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.60; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-05-23 11:07:50-03","UFLA","ESAL","5983","S","Plantae",NA,NA,NA,"Asteraceae","Eupatorium","kleinioides","Eupatorium kleinioides","Kunth.","Telma de S. R.",NA,NA,NA,"Gavilanes, ML","458",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0.40; ;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-11-24 14:10:27-02","UFLA","ESAL","4352","S","Plantae",NA,NA,NA,"Convolvulaceae","Ipomoea","quamoclit","Ipomoea quamoclit","L.",NA,NA,NA,NA,"Gavilanes, ML","443",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","liana; ; vermelha escarlate;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-11-24 14:11:56-02","UFLA","ESAL","5494","S","Plantae",NA,NA,NA,"Phytolaccaceae","Phytolacca","thyrsiflora","Phytolacca thyrsiflora","Fenzl ex J.A.Schmidt",NA,NA,NA,NA,"Gavilanes, ML","481",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 1,0; arroxeada;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-05-23 11:07:58-03","UFLA","ESAL","4996","S","Plantae",NA,NA,NA,"Asteraceae","Trixis","antimenorrhoea","Trixis antimenorrhoea","(Schrank) Kuntze","Telma de S. R.",NA,NA,NA,"Márcio P. Carvalho","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Serradinho","-45.1819000244141","-21.0207996368408","15141","liana; ; amarela;; cerrado","auto",NA,NA,NA,"8","8",NA,NA,NA,NA
"105","2017-11-24 14:10:13-02","UFLA","ESAL","16647","S","Plantae",NA,NA,NA,"Bignoniaceae",NA,NA,NA,NA,"DAC",NA,NA,NA,"Norberto de Alvarenga Júnior","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde",NA,"-45.1819000244141","-21.0207996368408","15141","liana; ; branca;; cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2017-11-24 14:11:58-02","UFLA","ESAL","14204","S","Plantae",NA,NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","erva; 0.50; ;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-11-24 14:11:58-02","UFLA","ESAL","14200","S","Plantae",NA,NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Carvalho, DA; Vilela, EA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Estrada para Santana do Jacaré","-45.1819000244141","-21.0207996368408","15141","erva; 2.0; sim;; palustre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-11-24 14:11:14-02","UFLA","ESAL","3766","S","Plantae",NA,NA,NA,"Lythraceae",NA,NA,NA,NA,NA,NA,NA,NA,"Gavilanes, ML","475",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","sub-arbusto; 1,50; branca;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-11-24 14:11:59-02","UFLA","ESAL","5980","S","Plantae",NA,NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Gavilanes, ML","490",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-11-24 14:11:59-02","UFLA","ESAL","5979","S","Plantae",NA,NA,NA,"Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Gavilanes, ML","501",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","; ; ;","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-11-24 14:12:16-02","UFLA","ESAL","5536","S","Plantae",NA,NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Gavilanes, ML","500",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","rastejante; ; branca;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-11-24 14:12:16-02","UFLA","ESAL","5538","S","Plantae",NA,NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Gavilanes, ML","499",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","rastejante; ; branca;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-11-24 14:12:16-02","UFLA","ESAL","5560","S","Plantae",NA,NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Gavilanes, ML","497",NA,NA,NA,NA,"Brasil","Minas Gerais","Cana Verde","Fazenda Córrego Dantas","-45.1819000244141","-21.0207996368408","15141","erva; 0,30; branca;; formação antrópica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
