"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","recordNumber","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","class","relatedCatalogItem"
"33","2019-12-16 17:19:36-03","NYBG","NYBG","1018820","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dalbergia","elegans",NA,"Dalbergia elegans","A.M.Carvalho","H. C. de Lima","2008",NA,"R. D. Ribeiro","2007","04","03","Brazil","Espírito Santo","Aracruz","-40.1575","-19.9747",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262530 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"815","South America","Santa Cruz, Vila de Itaparica, Fazenda D'Omar, do Sr. Sergio Bellotti.","-40.1575","-19.9747","sheet","NY01018820","NY01018820",NA,NA,NA,NA,NA,NA
"34","2019-12-16 17:20:08-03","NYBG","NYBG","1844396","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Desmodium",NA,NA,"Desmodium",NA,NA,NA,NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.3011","-19.743925",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"474","South America","Retiro Serra Peladinha.","-40.3011","-19.743925","sheet","NY01844396","NY01844396","210","210",NA,NA,NA,NA
"35","2019-12-16 16:43:40-03","NYBG","NYBG","00568206","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Desmoncus","orthacanthos",NA,"Desmoncus orthacanthos","Mart.",NA,NA,NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=86858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3062","South America","Rodovia Coqueiral - Regência, ramal a E da estrada a 2 km do trevo de Barra do Riacho, Restinga de Comboios, propriedade da Aracruz Florestal S.A","-40.065886","-19.852031","sheet","NY00568206","NY00568206",NA,NA,NA,NA,NA,NA
"36","2019-12-16 17:20:41-03","NYBG","NYBG","600421","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","virgata",NA,"Dioclea virgata",NA,"R. C. Barneby","1994",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=229825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3064","South America","Rodovia Coqueiral - Regência, ramal a E da estrada a 2 km do trevo de Barra do Riacho, Restinga de Comboios, propriedade da Aracruz Florestal S. A.","-40.065886","-19.852031","sheet","NY00600421","NY00600421",NA,NA,NA,NA,NA,NA
"37","2019-12-16 17:20:41-03","NYBG","NYBG","600422","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","virgata",NA,"Dioclea virgata",NA,"R. C. Barneby","1993",NA,"J. R. Pirani","1993","02","10","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=229824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2774","South America","Estrada Aracruz para Vila do Riacho, 7km N do acesso a Barra do Riacho","-40.2731","-19.8206","sheet","NY00600422","NY00600422",NA,NA,NA,NA,NA,NA
"38","2019-12-16 18:48:57-03","NYBG","NYBG","565984","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","milaneziana",NA,"Dorstenia milaneziana","Carauta, C.Valente & Sucre","C. C. Berg","1996",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=635160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3068","South America","Rodovia Coqueiral -Regência, rmaal a # da estrada a 2 km do trevo de Barra do Riacho, propiedade da Aracruz Florestal S. A.","-40.065886","-19.852031","sheet","NY00565984",NA,NA,NA,NA,NA,NA,NA
"39","2019-12-16 18:01:30-03","NYBG","NYBG","393386","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Erythroxylaceae","Erythroxylum","tenue",NA,"Erythroxylum tenue","Plowman","J. A. Kallunki","1993",NA,"J. R. Pirani","1993","02","10","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=291094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2769","South America","Estrada de Aracruz para vila do Riacho, 7km N do acesso a Barra do Riacho","-40.2731","-19.8206","sheet","NY00393386","NY00393386",NA,NA,NA,NA,NA,NA
"40","2019-12-16 17:07:50-03","NYBG","NYBG","2423167","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","ovata",NA,"Eschweilera ovata","(Cambess.) Mart. ex Miers","S. A. Mori","2016",NA,"H. C. de Lima","2014","11","04","Brazil","Espírito Santo","Aracruz","-40.15","-19.6767",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685390 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"7919","South America","Rod. ES-445, Km 10, Fazenda Limoeiro.","-40.1500","-19.6767","sheet","NY02423167","NY02423167","50","50",NA,NA,NA,NA
"41","2019-12-16 17:07:50-03","NYBG","NYBG","389813","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Eschweilera","ovata",NA,"Eschweilera ovata","(Cambess.) Mart. ex Miers","S. A. Mori","1993",NA,"J. R. Pirani","1993","11","10","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=217578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2773","South America","Estrada de Aracruz para Vila do Riacho, 7 km N do Acesso a Barra do Riacho","-40.2731","-19.8206","sheet","NY00389813","NY00389813",NA,NA,NA,NA,NA,NA
"42","2019-12-16 18:29:11-03","NYBG","NYBG","2063241","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cymatodes",NA,"Eugenia cymatodes","O.Berg","M. Sobral","2011",NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.3011","-19.743917",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"471","South America","Retiro Serra Peladinha.","-40.3011","-19.743917","sheet","NY02063241","NY02063241","210","210",NA,NA,NA,NA
"43","2019-12-16 17:39:47-03","NYBG","NYBG","1551142","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Genipa","americana",NA,"Genipa americana","L.","V. de F. Mansano",NA,NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.31","-19.744",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"464","South America","Retiro Serra Peladinha.","-40.3100","-19.74400","sheet","NY01551142","NY01551142","50","50",NA,NA,NA,NA
"44","2019-12-16 16:56:37-03","NYBG","NYBG","657006","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Guapira","laxiflora",NA,"Guapira laxiflora","(Choisy) Lundell","J. A. Kallunki","1995",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=455571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3078","South America","Bairro Conqueiral. Trilha dos Cambarás","-40.2731","-19.8206","sheet","NY00657006","NY00657006",NA,NA,NA,NA,NA,NA
"45","2019-12-16 17:55:46-03","NYBG","NYBG","395778","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Hornschuchia","bryotrophe",NA,"Hornschuchia bryotrophe","Nees","D. M. Johnson","1954",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=121125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3074","South America","Bairro Coqueiral. Remanescente de floresta pluvial tropical conservada como parque na Avenida dos Vinháticos. Trilha dos Cambarás","-40.2731","-19.8206","sheet","NY00395778","NY00395778",NA,NA,NA,NA,NA,NA
"46","2019-12-16 17:22:03-03","NYBG","NYBG","1844394","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Indigofera",NA,NA,"Indigofera",NA,NA,NA,NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.3011","-19.743953",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"486","South America","Retiro Serra Peladinha.","-40.3011","-19.743953","sheet","NY01844394","NY01844394","210","210",NA,NA,NA,NA
"47","2019-12-16 17:22:35-03","NYBG","NYBG","408911","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","laurina",NA,"Inga laurina",NA,"T. D. Pennington","1995",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=289777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3063","South America","Rodovia Coqueiral-Regencia, ramal a E da estrada a 2km do trevo de Barra do Riacho, Restinga de Camboios, propriedade da Aracruz Florestal S. A.","-40.065886","-19.852031","sheet","NY00408911","NY00408911",NA,NA,NA,NA,NA,NA
"48","2019-12-16 17:46:22-03","NYBG","NYBG","1182609","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda",NA,NA,"Jacaranda","Juss.",NA,NA,NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.3011","-19.74408",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"07-468","South America","Retiro Serra Peladinha.","-40.3011","-19.74408","sheet","NY01182609","NY01182609","210","210",NA,NA,NA,NA
"49","2019-12-16 18:15:37-03","NYBG","NYBG","565678","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Combretaceae","Laguncularia","racemosa",NA,"Laguncularia racemosa","(L.) C.F.Gaertn.",NA,NA,NA,"P. R. J. Bamps","1975","12","23","Brazil","Espírito Santo","Aracruz","-40.08","-19.83",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445340 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"5041","South America","Nova Almeida - Riacho","-40.08","-19.83","sheet","NY00565678","NY00565678","10","10",NA,NA,NA,NA
"50","2019-12-16 19:17:24-03","NYBG","NYBG","807387","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Lygodiaceae","Lygodium","volubile","hirtum","Lygodium volubile hirtum","Farw.","I. C. L. Barros","1980",NA,"D. S. D. de Araújo","1973","07","16","Brazil","Espírito Santo","Aracruz","-40.139638","-19.971657",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"272","South America","Em frente a Estação de Biologia Marinha Mello Leitão.","-40.139638","-19.971657","sheet","NY00807387","NY00807387",NA,NA,NA,NA,NA,NA
"51","2019-12-16 17:23:42-03","NYBG","NYBG","02479099","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","salzmannii",NA,"Machaerium salzmannii","Benth.",NA,NA,NA,"H. C. de Lima","2012","08","11","Brazil","Espírito Santo","Aracruz","-40.1436","-19.6769",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2693262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"7543","South America","Rodovia ES-440, km 10, Fazenda Limoeiro","-40.1436","-19.6769","sheet","NY02479099","NY02479099","42","42",NA,NA,NA,NA
"52","2019-12-16 16:58:01-03","NYBG","NYBG","470244","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Maytenus","obtusifolia",NA,"Maytenus obtusifolia","Mart.","J. A. Kallunki","1993",NA,"J. R. Pirani","1993","02","10","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2770","South America","Estrada de Aracruz para Vila do Riacho, 7 km N do acesso a Barra do Riacho","-40.2731","-19.8206","sheet","NY00470244","NY00470244",NA,NA,NA,NA,NA,NA
"53","2019-12-16 18:22:19-03","NYBG","NYBG","521140","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","albicans",NA,"Miconia albicans","(Sw.) Triana","R. Goldenberg","1997",NA,"D. S. D. de Araújo","1973","07","16","Brazil","Espírito Santo","Aracruz","-40.139638","-19.971657",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=699525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"273","South America","Em frente a estaçao de biologia marinha Mello Leitao","-40.139638","-19.971657","sheet","NY00521140","NY00521140",NA,NA,NA,NA,NA,NA
"54","2019-12-16 17:54:03-03","NYBG","NYBG","454328","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","elliptica",NA,"Mollinedia elliptica","(Gardner) A.DC.","J. A. Kallunki","1993",NA,"J. R. Pirani","1993","02","10","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2771","South America","Estrada de Aracruz para Vila do Riacho, 7 km N do acesso a Barra do Riacho","-40.2731","-19.8206","sheet","NY00454328","NY00454328",NA,NA,NA,NA,NA,NA
"55","2019-12-16 17:53:13-03","NYBG","NYBG","538038","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","glauca",NA,"Ocotea glauca","Mez","H. H. van der Werff","1995",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3059","South America","Rodovia Coqueiral - Regência, ramal a E da estrada a 2 km do trevo de Barra do Riacho, Restinga de Comboios, propriedade da Aracruz Florestal S.A.","-40.065886","-19.852031","sheet","NY00538038","NY00538038",NA,NA,NA,NA,NA,NA
"56","2019-12-16 18:08:35-03","NYBG","NYBG","1550760","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea",NA,NA,"Ouratea",NA,NA,NA,NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1830555 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3060","South America","Rodovia Coqueiral - Regência, ramal a E da estrada a 2 km do trevo de Barra do Riacho, Restinga de Comboios, propriedade da Aracruz Florestal S.A.","-40.065886","-19.852031","sheet","NY01550760","NY01550760",NA,NA,NA,NA,NA,NA
"57","2019-12-16 17:35:26-03","NYBG","NYBG","2063225","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum",NA,NA,"Oxypetalum",NA,NA,NA,NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.3011","-19.743919",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"472","South America","Retiro Serra Peladinha.","-40.3011","-19.743919","sheet","NY02063225","NY02063225","210","210",NA,NA,NA,NA
"58","2020-01-27 15:55:37-03","NYBG","NYBG","2063224","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Pachystroma","longifolium",NA,"Pachystroma longifolium","(Nees) I.M.Johnst.","M. H. Nee","2019",NA,"V. de F. Mansano","2007","12","14","Brazil","Espírito Santo","Aracruz","-40.3011","-19.743936",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"478","South America","Retiro Serra Peladinha.","-40.3011","-19.743936","sheet","NY02063224","NY02063224","210","210",NA,NA,NA,NA
"59","2019-12-16 17:26:56-03","NYBG","NYBG","593307","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Paubrasilia","echinata",NA,"Paubrasilia echinata","(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis",NA,"2018",NA,"J. Horst","1978","09",NA,"Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=247724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3","South America","Guraná. Perto de Linhares","-40.2731","-19.8206","sheet","NY00593307","NY00593307",NA,NA,NA,NA,NA,NA
"60","2019-12-16 17:30:53-03","NYBG","NYBG","2423154","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia",NA,NA,"Swartzia",NA,NA,NA,NA,"H. C. de Lima","2014","11","04","Brazil","Espírito Santo","Aracruz","-40.15","-19.6767",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"7914","South America","Rod. ES-445, Km 10, Fazenda Limoeiro.","-40.1500","-19.6767","sheet","NY02423154","NY02423154","50","50",NA,NA,NA,NA
"61","2019-12-16 17:30:53-03","NYBG","NYBG","2423166","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia",NA,NA,"Swartzia",NA,NA,NA,NA,"H. C. de Lima","2014","11","04","Brazil","Espírito Santo","Aracruz","-40.15","-19.6767",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"7912","South America","Rod. ES-445, Km 10, Fazenda Limoeiro.","-40.1500","-19.6767","sheet","NY02423166","NY02423166","50","50",NA,NA,NA,NA
"62","2019-12-16 16:45:37-03","NYBG","NYBG","00568041","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Syagrus","macrocarpa",NA,"Syagrus macrocarpa",NA,"A. J. Henderson",NA,NA,"H. Q. B. Fernandes","1989","11","03","Brazil","Espírito Santo","Aracruz","-40.22","-19.55",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=187459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2885","South America","Jucupemba, ca. 2 km da divisa, beira da BR 101, lado esquerdo, indo para o norte.","-40.22","-19.55","boxed","NY00568041","NY00568041_01 NY00568041_02 NY00568041_03 NY00568041_04","50","50",NA,NA,NA,NA
"63","2019-12-16 18:52:48-03","NYBG","NYBG","447529","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Anacardiaceae","Tapirira","guianensis",NA,"Tapirira guianensis","Aubl.","J. D. Mitchell",NA,NA,"P. C. Vinha","1990","05","15","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"1015","South America","Comboios Sul - Vila do Riacho.","-40.2731","-19.8206","sheet","NY00447529","NY00447529",NA,NA,NA,NA,NA,NA
"64","2019-12-16 18:37:59-03","NYBG","NYBG","400318","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Tillandsia","usneoides",NA,"Tillandsia usneoides","(L.) L.","G. Martinelli","1986","03","M. F. d. Santos","1986","11","18","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=208143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"South America","Estaçao de Biologia Marinha de Santa Cruz","-40.2731","-19.8206","sheet","NY00400318","NY00400318",NA,NA,"13",NA,NA,NA
"65","2019-12-16 17:44:07-03","NYBG","NYBG","503023","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Tocoyena","bullata",NA,"Tocoyena bullata",NA,"B. M. Boom","1993",NA,"J. R. Pirani","1993","02","10","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2772","South America","Estrada de Aracruz para Vila do Riacho, 7 km N do acesso a Barra do Riacho","-40.2731","-19.8206","sheet","NY00503023","NY00503023",NA,NA,NA,NA,NA,NA
"66","2019-12-16 18:55:58-03","NYBG","NYBG","408288","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","casaretti",NA,"Trichilia casaretti","C.DC.","T. D. Pennington","1995",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.2731","-19.8206",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3080","South America","Bairro Coqueiral. Trilha dos Cambarás","-40.2731","-19.8206","sheet","NY00408288","NY00408288",NA,NA,NA,NA,NA,NA
"67","2019-12-16 18:55:59-03","NYBG","NYBG","408474","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","elegans","richardiana","Trichilia elegans richardiana","(A.Juss.) T.D.Penn.","T. D. Pennington","1995",NA,"J. R. Pirani","1994","02","21","Brazil","Espírito Santo","Aracruz","-40.065886","-19.852031",NA,"<a href=http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"3061","South America","Rodovia Coqueiral-Regência, ramal a E da estrada a 2 km do trevo de Barra do Riacho, Restinga de Camboios, propriedade da Aracruz Florestal S.A.","-40.065886","-19.852031","sheet","NY00408474","NY00408474",NA,NA,NA,NA,NA,NA
"68","2020-02-03 10:31:37-03","UNESP-IBB","BOTU","33813","PreservedSpecimen","Plantae",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Assis, A.M.","2012","06","17","Brasil","Espírito Santo","Aracruz","-40.110833","-19.765278",NA,NA,NA,NA,"3111",NA,"Taquaral","40°06'39w","19°45'55s",NA,"BOTU033813",NA,NA,NA,NA,NA,NA,NA
"69","2020-02-04 14:16:05-03","UNESP-IBB","BOTU","26747","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","subrotundum",NA,"Erythroxylum subrotundum","A.St.-Hil.","Amaral Jr., A.","1999","01","Pereira, O.J.","1993","09","27","Brasil","Espirito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,"4972",NA,"Comboios",NA,NA,NA,"BOTU026747",NA,NA,NA,"12",NA,NA,NA
"70","2020-03-04 11:49:29-03","UFRJ","RFA","43835","Preservedecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","speciosa",NA,"Sinningia speciosa","(Lodd.) Hiern","Rossini, J.",NA,NA,"Rossini, J.; Rossini, L.C.; Sagrillo, T; Sagrillo, J.","2014","12","22","Brasil","Espírito Santo","Aracruz","-40.329722","-19.895",NA,"Erva rupícola (entre Marantaceae e Bromeliaceae) em área sombreada, úmida, poucas flores por indivíduo, uma flor apresentou um calcar no dorso. Corola com coloração lilás, a roxo claro, estilete rosa a vináceo, pedicelo verde.",NA,NA,"824",NA,"Picuã, propriedade do Sr. João Sagrillo, estrada sentido Santa Rosa, mata de galeria entre dois afloramentos. Afloramento rochoso úmido dentro da mata, local sombreado.","40º19'47''W","19º53'42''S",NA,"RFA56312",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-04 10:49:45-03","UFRJ","RFA","32140","Preservedecimen","Protista",NA,NA,"Cladophoraceae","Cladophora","vagabunda",NA,"Cladophora vagabunda","(L.) C.Hoek","Cristina Nassar",NA,NA,"Cristina Nassar","2006","06","12","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"RFA20859",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-04 10:49:11-03","UFRJ","RFA","19558","Preservedecimen","Plantae",NA,NA,"Sapindaceae","Urvillea",NA,NA,"Urvillea",NA,NA,NA,NA,"Cezio Pereira","1978","07","18","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Trepadeira de flores alvas","auto",NA,"826",NA,NA,NA,NA,NA,"RFA48486",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-04 10:47:44-03","UFRJ","RFA","23387","Preservedecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","astringens",NA,"Eugenia astringens","Cambess.","J.E.Q. Faria",NA,NA,"Cézio",NA,NA,NA,"Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"RFA39094",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-04 10:49:42-03","UFRJ","RFA","31749","Preservedecimen","Protista",NA,NA,"Caulerpaceae","Caulerpa","racemosa",NA,"Caulerpa racemosa","(Forssk.) J.Agardh","Cristina Nassar",NA,NA,"Cristina Nassar","2000","06","30","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"RFA20593",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-04 10:49:17-03","UFRJ","RFA","19614","Preservedecimen","Plantae",NA,NA,"Solanaceae",NA,NA,NA,NA,NA,NA,NA,NA,"C. Pereira","1978","07","18","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","Arbusto de 2 m com flores esverdeadas","auto",NA,"823",NA,NA,NA,NA,NA,"RFA49636",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-04 10:50:07-03","UFRJ","RFA","32141","Preservedecimen","Protista",NA,NA,"Ulvaceae","Ulva","fasciata",NA,"Ulva fasciata","Delile","Cristina Nassar",NA,NA,"Cristina Nassar","2006","06","12","Brasil","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987",NA,"auto",NA,NA,NA,NA,NA,NA,NA,"RFA20860",NA,NA,NA,NA,NA,NA,NA
