"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","class","infraspecificEpithet","continentOcean","preparationType","barcode","imagecode","typeStatus","previousCatalogNumber","relatedCatalogItem"
"4582","2019-11-22 10:44:13-03","IBt","SP-FUNGI","244057","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","crinita","Cladonia crinita","(Delise ex Pers.) Ahti","Marcelli, M.P.","2004","01","13","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","no chão pedregoso na sombra de arbusto. Misturado com C. fissidens","auto",NA,NA,NA,NA,NA,"8943",NA,NA,"Southern America",NA,"SP00244057",NA,NA,NA,NA
"4583","2019-11-22 10:44:13-03","IBt","SP-FUNGI","244059","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","crinita","Cladonia crinita","(Delise ex Pers.) Ahti","Marcelli, M.P.","2004","01","13","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","no chão pedregoso na sombra de arbusto","auto",NA,NA,NA,NA,NA,"8945",NA,NA,"Southern America",NA,"SP00244059",NA,NA,NA,NA
"4584","2019-11-22 10:44:13-03","IBt","SP-FUNGI","244066","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","crinita","Cladonia crinita","(Delise ex Pers.) Ahti","Marcelli, M.P.","2004","01","13","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","no chão pedregoso na sombra de arbusto","auto",NA,NA,NA,NA,NA,"8941",NA,NA,"Southern America",NA,"SP00244066",NA,NA,NA,NA
"4585","2019-11-22 10:44:13-03","IBt","SP-FUNGI","244071","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","crinita","Cladonia crinita","(Delise ex Pers.) Ahti","Marcelli, M.P.","2004","01","13","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola, forma jovem","auto",NA,NA,NA,NA,NA,"8935",NA,NA,"Southern America",NA,"SP00244071",NA,NA,NA,NA
"4586","2019-11-22 10:44:13-03","IBt","SP-FUNGI","244073","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","fissidens","Cladonia fissidens","Ahti & Marcelli","Marcelli, M.P.","2004","01","13","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola, forma jovem","auto",NA,NA,NA,NA,NA,"8936",NA,NA,"Southern America",NA,"SP00244073",NA,NA,NA,NA
"4587","2019-11-22 10:44:15-03","IBt","SP-FUNGI","244226","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","pyxidata","Cladonia pyxidata","(L.) Hoffm.",NA,NA,NA,NA,"Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43","-19",NA,"sobre rochas",NA,NA,"-43","-19","1300","1400","28027",NA,NA,"Southern America",NA,"SP00244226",NA,NA,NA,NA
"4588","2019-11-22 10:44:15-03","IBt","SP-FUNGI","244223","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","salmonea","Cladonia salmonea","S. Stenroos",NA,NA,NA,NA,"Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"28204",NA,NA,"Southern America",NA,"SP00244223",NA,NA,NA,NA
"4589","2019-11-22 10:44:15-03","IBt","SP-FUNGI","416445","PreservedSpecimen","Fungi",NA,NA,"Cladoniaceae","Cladonia","salmonea","Cladonia salmonea","S. Stenroos",NA,NA,NA,NA,"Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade, 19º49'S43º40'W.","-43.6697006225586","-19.8799991607666","22051","Treeless capetinga with grassland and sand patches on thin soil over quartizitic r","auto",NA,NA,NA,NA,NA,"28221",NA,NA,"Southern America",NA,"SP00416445",NA,NA,NA,NA
"4590","2019-11-22 10:47:30-03","IBt","SP-FUNGI","264349","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Everniastrum","vexans","Everniastrum vexans","(Zahlbr. ex W.L. Culb.; C.F. Culb.) Hale ex Sipman","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Ahti, T.; Yano, O.","1993","12","05","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","sobre paredão rochoso nas proximidades do Santuário","auto",NA,NA,NA,NA,NA,"25859",NA,NA,"Southern America",NA,"SP00264349",NA,NA,NA,NA
"4591","2019-11-22 10:47:40-03","IBt","SP-FUNGI","158914","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema","delicatulum","Parmotrema delicatulum","(Vain.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola","auto",NA,NA,NA,NA,NA,"8977",NA,NA,"Southern America",NA,"SP00158914",NA,NA,NA,NA
"4592","2019-11-22 10:47:40-03","IBt","SP-FUNGI","158913","PreservedSpecimen","Fungi","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema","delicatulum","Parmotrema delicatulum","(Vain.) Hale","Marcelli, M.P.","2003","05","26","Marcelli, M.P.; Nash III, T.H.; Gries, C.","1990","06","02","Brazil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","saxícola","auto",NA,NA,NA,NA,NA,"8976",NA,NA,"Southern America",NA,"SP00158913",NA,NA,NA,NA
"4593","2019-12-15 13:40:56-03","UNESP-RC","HRCB","29631","S","Plantae",NA,NA,"Caryophyllaceae","Silene","gallica","Silene gallica","L.","Carneiro, C.E.","2003","08",NA,"Braga","1985","09","28","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.666667",NA,"herbáceo",NA,NA,"43º40'W","19º40'S","1700","1700","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4594","2019-12-15 13:40:56-03","UNESP-RC","HRCB","30620","S","Plantae",NA,NA,"Caryophyllaceae","Silene","gallica","Silene gallica","L.","Carneiro, C.E.","2003","08",NA,"Souza, V.C.","1996","01","11","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.671861","-19.82375",NA,"erva; corola alva",NA,NA,"43º40'18.7W","19º49'25,5S","1640","1640","10110",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4595","2019-12-15 13:40:49-03","UNESP-RC","HRCB","13474","S","Plantae",NA,NA,"Cactaceae","Hatiora","salicornioides","Hatiora salicornioides","(Haw.) Britton & Rose",NA,NA,NA,NA,"Taylor, N. P.","1990","12","12","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","Arbusto até 80cm alt., com frutos verdes (epífita), ou apresentando nanismo, com cladódios redondos, estéril (rupícola)","auto",NA,NA,NA,"1500","1500","751",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4596","2019-12-15 13:41:15-03","UNESP-RC","HRCB","41555","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","prostrata","Jacquemontia prostrata","Choisy","Simão-Bianchini, R.",NA,NA,NA,"Salino, A.","1997","06","07","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","Erva terreste, folhas cartáceas. Flores azuladas","auto",NA,NA,NA,NA,NA,"3133",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4597","2019-12-15 13:40:48-03","UNESP-RC","HRCB","13469","S","Plantae",NA,NA,"Cactaceae","Arthrocereus","glaziovii","Arthrocereus glaziovii","(K. Schum.) N.P. Taylor & Zappi","Zappi, D.C.","1991","05",NA,"Taylor, N. P.","1990","12","12","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","ramos prostrados, até 40cm. Flores 10-15x6,5-8,5 cm , noturnas, inernamente alvas, segmentos externos do perianto, rosa-escuros a acastanhados, estilete exserto, estigma 7-12-lobados, alvo.","auto",NA,NA,NA,"1500","1500","750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4598","2019-12-15 13:40:56-03","UNESP-RC","HRCB","29629","S","Plantae",NA,NA,"Caryophyllaceae","Drymaria","cordata","Drymaria cordata","(L.) Willd. ex Roem. & Schult.","Grandi, T.S.M",NA,NA,NA,"Grandi, T.S.M.","1986","06","04","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.666667","-19.816667",NA,"herbáceo",NA,NA,"43º40'W","19º49'S",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4599","2017-11-24 14:10:16-02","UFLA","ESAL","26150","S","Plantae",NA,NA,"Bignoniaceae","Pyrostegia","venusta","Pyrostegia venusta","(Ker Gawl.) Miers",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4600","2019-05-23 11:07:25-03","UFLA","ESAL","26162","S","Plantae",NA,NA,"Acanthaceae","Ruellia","macrantha","Ruellia macrantha","(Mart. ex Ness) Lindau",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","; ; rosa;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4601","2017-11-24 14:12:28-02","UFLA","ESAL","26160","S","Plantae",NA,NA,"Sapindaceae","Serjania",NA,"Serjania",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4602","2017-11-24 14:12:32-02","UFLA","ESAL","21944","S","Plantae",NA,NA,"Solanaceae","Solanum","refractifolium","Solanum refractifolium","Schltdl.",NA,NA,NA,NA,"Souza, VC; et al.",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","arbusto; 80cm; ; maduros alaranjados","auto",NA,NA,NA,NA,NA,"10133",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4603","2017-11-24 14:12:23-02","UFLA","ESAL","26143","S","Plantae",NA,NA,"Rubiaceae","Spermacoce","verticilata","Spermacoce verticilata","L.","-",NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","erva; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4604","2017-11-24 14:11:36-02","UFLA","ESAL","26122","S","Plantae",NA,NA,"Melastomataceae","Tibouchina",NA,"Tibouchina","(Raddi) Cogn.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4605","2017-11-24 14:11:36-02","UFLA","ESAL","22166","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","dendroides","Tibouchina dendroides","(Naudin) Cogn.","Meyer, FS",NA,NA,NA,"Souza, VC; et al.",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","arbusto; 1,5m; roxas;","auto",NA,NA,NA,NA,NA,"10076",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4606","2019-05-23 11:07:59-03","UFLA","ESAL","26126","S","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia","Schred.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4607","2019-05-23 11:07:59-03","UFLA","ESAL","26091","S","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia","Schred.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 2m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4608","2019-05-23 11:07:59-03","UFLA","ESAL","26088","S","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia","Schred.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4609","2017-11-24 14:11:55-02","UFLA","ESAL","26275","S","Plantae",NA,NA,"Passifloraceae","Passiflora",NA,"Passiflora",NA,NA,NA,NA,NA,"Domingos. D.Q",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4610","2017-11-24 14:11:14-02","UFLA","ESAL","26152","S","Plantae",NA,NA,"Loranthaceae","Tripodanthus",NA,"Tripodanthus",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4611","2017-11-24 14:10:33-02","UFLA","ESAL","26157","S","Plantae",NA,NA,"Dilleniaceae","Davilla",NA,"Davilla",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4612","2019-05-23 11:07:58-03","UFLA","ESAL","26082","S","Plantae",NA,NA,"Asteraceae","Trixis",NA,"Trixis",NA,"Domingos, DQ","2016","10",NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 2m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613","2017-11-24 14:11:52-02","UFLA","ESAL","26096","S","Plantae",NA,NA,"Onagraceae","Ludwigia",NA,"Ludwigia",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 1m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4614","2017-11-24 14:11:56-02","UFLA","ESAL","26161","S","Plantae",NA,NA,"Phytolaccaceae","Phytolacca",NA,"Phytolacca",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4615","2019-05-23 11:07:59-03","UFLA","ESAL","26138","S","Plantae",NA,NA,"Asteraceae","Vernonia",NA,"Vernonia","Schred.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4616","2017-11-24 14:12:24-02","UFLA","ESAL","26151","S","Plantae",NA,NA,"Salicaceae","Casearia",NA,"Casearia","F. França",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","árvore; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4617","2017-11-24 14:11:20-02","UFLA","ESAL","26083","S","Plantae",NA,NA,"Malpighiaceae","Mascagnia",NA,"Mascagnia",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4618","2017-11-24 14:10:54-02","UFLA","ESAL","26131","S","Plantae",NA,NA,"Fabaceae","Mimosa",NA,"Mimosa","L.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4619","2017-11-24 14:11:25-02","UFLA","ESAL","26086","S","Plantae",NA,NA,"Malvaceae","Sida","nemorensis","Sida nemorensis","Mart. ex Colla","M.T.Costa",NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 40cm; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4620","2017-11-24 14:11:33-02","UFLA","ESAL","26132","S","Plantae",NA,NA,"Melastomataceae","Miconia","tristis","Miconia tristis","Spring",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","árvore; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4621","2017-11-24 14:12:21-02","UFLA","ESAL","26155","S","Plantae",NA,NA,"Rubiaceae","Mitracarpus",NA,"Mitracarpus",NA,"Carmo, JAM",NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","erva; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4622","2017-11-24 14:11:36-02","UFLA","ESAL","26112","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","granulosa","Tibouchina granulosa","(Desr.) Cogn.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arvoreta; 4m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4623","2017-11-24 14:10:23-02","UFLA","ESAL","26156","S","Plantae",NA,NA,"Chloranthaceae","Hedyosmum","brasiliense","Hedyosmum brasiliense","Miq.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4624","2017-11-24 14:12:36-02","UFLA","ESAL","26098","S","Plantae",NA,NA,"Verbenaceae","Lantana","camara","Lantana camara","L.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4625","2017-11-24 14:12:31-02","UFLA","ESAL","26163","S","Plantae",NA,NA,"Solanaceae","Solanum",NA,"Solanum",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4626","2019-05-23 11:07:45-03","UFLA","ESAL","27916","S","Plantae",NA,NA,"Asteraceae","Baccharis","rufidula","Baccharis rufidula","(Spreng.) Joch.Müll.","Mansanares, ME","2016","05","16","Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 2,5m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4627","2017-11-24 14:10:33-02","UFLA","ESAL","26084","S","Plantae",NA,NA,"Dilleniaceae","Davilla",NA,"Davilla",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628","2017-11-24 14:11:23-02","UFLA","ESAL","26133","S","Plantae",NA,NA,"Malvaceae","Luehea","divaricata","Luehea divaricata","Mart. & Zucc.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4629","2017-11-24 14:11:48-02","UFLA","ESAL","26089","S","Plantae",NA,NA,"Myrtaceae","Psidium",NA,"Psidium",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","árvore; 6m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4630","2019-01-28 08:17:31-02","UFLA","ESAL","26158","S","Plantae",NA,NA,"Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides","Mart. ex Mart. & Zucc.","Carmo, JAM (Foto)",NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4631","2019-05-23 11:07:24-03","UFLA","ESAL","26090","S","Plantae",NA,NA,"Acanthaceae","Ruellia",NA,"Ruellia",NA,NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 50cm; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4632","2019-05-23 11:07:44-03","UFLA","ESAL","26099","S","Plantae",NA,NA,"Asteraceae","Baccharis",NA,"Baccharis","L.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; 2m; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4633","2018-10-09 16:32:13-03","UFLA","ESAL","26142","S","Plantae",NA,NA,"Rubiaceae","Manettia","pubescens","Manettia pubescens","Cham. & Schltdl.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634","2017-11-24 14:12:23-02","UFLA","ESAL","26130","S","Plantae",NA,NA,"Rubiaceae","Richardia","grandiflora","Richardia grandiflora","(Cham. & Schltdl.) Steud.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","erva; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4635","2019-05-23 11:07:49-03","UFLA","ESAL","26144","S","Plantae",NA,NA,"Asteraceae","Eremanthus","incanus","Eremanthus incanus","(Less.) Less.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","árvore; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636","2017-11-24 14:12:21-02","UFLA","ESAL","26148","S","Plantae",NA,NA,"Rubiaceae","Psychotria","sessilis","Psychotria sessilis","(Vell.) M. Arg.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4637","2017-11-24 14:11:25-02","UFLA","ESAL","26129","S","Plantae",NA,NA,"Malvaceae","Wissadula",NA,"Wissadula",NA,"M.T. Costa",NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arbusto; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4638","2017-11-24 14:11:30-02","UFLA","ESAL","26134","S","Plantae",NA,NA,"Melastomataceae","Miconia",NA,"Miconia","Mart. ex DC",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","arvoreta; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4639","2019-05-23 11:07:53-03","UFLA","ESAL","26118","S","Plantae",NA,NA,"Asteraceae","Mikania",NA,"Mikania","Willd.",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,"Brasil","Minas Gerais","Caeté","Fazenda rancho novo","-43.6697006225586","-19.8799991607666","22051","liana; ; ;","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
