"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag"
"1","2019-07-24 16:26:28-03","SMITHSONIAN","US","3363043","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Tillandsia","gardneri","Tillandsia gardneri","Lindl.","T. Grandi & M. M. Braga","1989","06","04","South America - Neotropics","Brazil","Minas Gerais","Santa Rita de Minas","Serra do Pacau, Bom Jardim","-42.1319007873535","-19.8743991851807","6433","<a href=http://n2t.net/ark:/65665/366517e0d-e488-4261-94c4-e69f052d250e target=other class=eLink> <mi>dwc_moreinfo</mi></a>","auto"
