"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","class","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","typeStatus","dayIdentified","previousCatalogNumber","fieldNumber","relatedCatalogItem"
"1196","2019-06-27 10:26:32-03","UFES","VIES","15282","S","Plantae","Rubiaceae",NA,NA,NA,NA,NA,"Gomes, J.M.L.","1974","1993","06","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES015282","VIES015282",NA,NA,NA,NA,NA,"Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","2019-09-27 18:03:24-03","UFES","VIES","16017","S","Plantae","Acanthaceae","Ruellia",NA,"Ruellia",NA,"Indriunas, A.","Gomes, J.M.L.","1958","1993","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016017","VIES016017",NA,NA,NA,"2009","12","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"09",NA,NA,NA
"1198","2019-09-27 18:06:22-03","UFES","VIES","7601","S","Plantae","Sapindaceae","Cupania","racemosa","Cupania racemosa","(Vell.) Radlk.","Gomes, J.M.L.","Gomes, J.M.L.","1889","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES007601","VIES007601",NA,NA,NA,"1993","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"1199","2019-09-27 18:05:05-03","UFES","VIES","8033","S","Plantae","Lauraceae","Aniba",NA,"Aniba",NA,"Moraes, P.L.R.","Gomes, J.M.L.","1980","1993","06","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES008033","VIES008033",NA,NA,NA,"2010","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA
"1200","2019-09-27 18:05:40-03","UFES","VIES","6601","S","Plantae","Nyctaginaceae","Guapira","opposita","Guapira opposita","(Vell.) Reitz","Gomes, J.M.L.","Gomes, J.M.L.","1971","1993","06","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES006601","VIES006601",NA,NA,NA,"1993","06","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"05",NA,NA,NA
"1201","2019-09-27 18:04:05-03","UFES","VIES","16536","S","Plantae","Bromeliaceae","Vriesea","erythrodactylon","Vriesea erythrodactylon","E.Morren ex Mez","Gomes, J.M.L.","Gomes, J.M.L.","1926","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016536","VIES016536",NA,NA,NA,"1993","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"1202","2019-09-27 18:04:20-03","UFES","VIES","16568","S","Plantae","Costaceae","Costus",NA,"Costus",NA,"Lorencini, T.S.","Gomes, J.M.L.","1965","1993","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016568","VIES016568",NA,NA,NA,"2013","12","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA
"1203","2019-06-27 10:25:47-03","UFES","VIES","6598","S","Plantae","Myrtaceae",NA,NA,NA,NA,NA,"Gomes, J.M.L.","1967","1993","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES006598","VIES006598",NA,NA,NA,NA,NA,"Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","2020-03-09 17:49:37-03","UFES","VIES","27564","S","Plantae","Bromeliaceae","Vriesea","carinata","Vriesea carinata","Wawra","Gomes, J.M.L.","Gomes, J.M.L.","1925a","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES027564","VIES027564",NA,NA,NA,NA,NA,"Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","2019-09-27 18:06:10-03","UFES","VIES","16562","S","Plantae","Rubiaceae","Borreria","ocymifolia","Borreria ocymifolia","(Roem. & Schult.) Bacigalupo & E.L.Cabral","A. Nepomuceno","Gomes, J.M.L.","1985","1993","06","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016562","VIES016562",NA,NA,NA,"2019","01","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"31",NA,NA,NA
"1206","2019-09-27 18:06:34-03","UFES","VIES","7546","S","Plantae","Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","(Schott) Rizzini","Carauta, J.P.P.","Gomes, J.M.L.; Pereira, S.V. & Simonelli, M.","1950","1993","05","07","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES007546","VIES007546",NA,NA,NA,"1994","02","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","2019-09-27 18:04:03-03","UFES","VIES","8724","S","Plantae","Bromeliaceae","Nidularium","procerum","Nidularium procerum","Lindm.","Leme, M.E.","Gomes, J.M.L.","1853","1993","05","22","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES008724","VIES008724",NA,NA,NA,"1996","03","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","2019-11-22 18:44:27-03","UFES","VIES","16589","S","Plantae","Fabaceae","Inga","hispida","Inga hispida","Schott ex Benth.","A.P. Chagas","Gomes, J.M.L.","1888","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016589","VIES016589",NA,NA,NA,"2014","02","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","2019-09-27 18:05:24-03","UFES","VIES","16594","S","Plantae","Melastomataceae","Tibouchina",NA,"Tibouchina",NA,"Gomes, J.M.L.","Gomes, J.M.L.","1874","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016594","VIES016594",NA,NA,NA,"1993","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"1210","2019-09-27 18:04:03-03","UFES","VIES","22943","S","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Gomes, J.M.L.","Gomes, J.M.L.; Fraga, C.N.","2063","1995","06","04","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES022943","VIES022943",NA,NA,NA,"1995","06","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA
"1211","2019-09-27 18:04:15-03","UFES","VIES","16602","S","Plantae","Clusiaceae","Clusia",NA,"Clusia",NA,"Gomes, J.M.L.","Gomes, J.M.L.","3153","1993","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016602","VIES016602",NA,NA,NA,"1993","06","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"06",NA,NA,NA
"1212","2019-09-27 18:05:07-03","UFES","VIES","8034","S","Plantae","Lauraceae","Ocotea","longifolia","Ocotea longifolia","Kunth","Moraes, P.L.R.","Gomes, J.M.L.","1890","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES008034","VIES008034",NA,NA,NA,"2010","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"27",NA,NA,NA
"1213","2019-09-27 18:06:07-03","UFES","VIES","16575","S","Plantae","Pteridaceae","Adiantopsis","radiata","Adiantopsis radiata","(L.) Fée","Condack, J.P.","Gomes, J.M.L.","1915","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016575","VIES016575",NA,NA,NA,"2015","01","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","2019-06-27 10:25:40-03","UFES","VIES","16592","S","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","(Sw.) DC.","Goldenberg, R.","Gomes, J.M.L.","1978","1993","06","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016592","VIES016592",NA,NA,NA,"2013",NA,"Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","2019-06-27 10:25:40-03","UFES","VIES","16593","S","Plantae","Melastomataceae","Miconia","prasina","Miconia prasina","(Sw.) DC.","Goldenberg, R.","Gomes, J.M.L.","1898","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016593","VIES016593",NA,NA,NA,"2013",NA,"Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","2020-01-09 19:12:58-03","UFES","VIES","16573","S","Plantae","Blechnaceae","Neoblechnum","brasiliense","Neoblechnum brasiliense","(Desv.) Gasper & V.A.O. Dittrich","N.T.L. Pena","Gomes, J.M.L.","1968","1993","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016573","VIES016573",NA,NA,NA,"2020","01","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"07",NA,NA,NA
"1217","2019-06-27 10:25:39-03","UFES","VIES","16584","S","Plantae","Melastomataceae","Miconia","mirabilis","Miconia mirabilis","(Aubl.) L.O.Williams","Goldenberg, R.","Gomes, J.M.L.","1911","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016584","VIES016584",NA,NA,NA,"2013",NA,"Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","2019-09-27 18:04:56-03","UFES","VIES","6591","S","Plantae","Fabaceae","Senna","multijuga","Senna multijuga","(Rich.) H.S.Irwin & Barneby","Gomes, J.M.L.","Gomes, J.M.L.","1885","1993","05","23","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES006591","VIES006591",NA,NA,NA,"1993","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"1219","2019-09-27 18:04:56-03","UFES","VIES","6590","S","Plantae","Fabaceae","Senna","multijuga","Senna multijuga","(Rich.) H.S.Irwin & Barneby","Gomes, J.M.L.","Gomes, J.M.L.","1945","1993","05","07","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES006590","VIES006590",NA,NA,NA,"1993","05","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"07",NA,NA,NA
"1220","2019-09-27 18:04:13-03","UFES","VIES","16599","S","Plantae","Celastraceae","Maytenus",NA,"Maytenus",NA,"Gomes, J.M.L.","Gomes, J.M.L.","1975","1993","06","05","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016599","VIES016599",NA,NA,NA,"1993","06","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"05",NA,NA,NA
"1221","2019-09-27 18:03:53-03","UFES","VIES","16598","S","Plantae","Begoniaceae","Begonia","apparicioi","Begonia apparicioi","Brade","Gomes, J.M.L.","Gomes, J.M.L.","1956","1993","06","06","Brasil","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,"VIES016598","VIES016598",NA,NA,NA,"1993","06","Panelas.","48150",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"06",NA,NA,NA
